rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
14,T-34/85 M1944,13,0,4,5,58,171,0,129,20,30,120,0,0,0,120,0,18,9,6,7,10,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,44,91,11,2576,0,3,8,0,7,0,3,0,13,3,32,80,0,4,0,6,12,95,0,0,0,0,0,4469,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,OT-34,17,0,4,4,51,171,0,242,40,37,120,0,0,0,14,0,18,9,6,6,7,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,42,83,11,806,0,2,0,0,7,0,3,0,0,2,29,4026,0,4,0,4,10,95,0,0,0,0,0,4466,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,M3s,120,0,5,7,15,96,95,42,58,120,120,0,120,0,30,20,12,6,4,4,10,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,42,73,11,3993,0,2,0,0,8,1,2,0,13,2,28,97,0,4,0,2,9,96,0,0,0,0,0,4460,4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,T-28 M1932,14,0,6,6,34,171,172,172,50,20,120,0,120,0,120,0,12,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,41,41,11,76,0,1,0,0,7,0,1,0,13,4,28,4270,0,4,0,2,12,0,0,0,0,0,0,4271,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,M4A2(76)w,120,0,5,5,53,177,140,131,21,45,120,0,90,0,120,0,13,9,4,4,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,44,45,97,11,1062,0,3,5,0,7,1,5,0,13,4,31,18,0,4,0,12,12,0,0,0,0,0,0,4463,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,M4A2,120,0,5,5,45,177,140,131,45,45,120,0,90,0,120,0,13,8,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,43,44,79,11,21157,0,3,0,0,7,1,3,0,13,4,31,1083,0,4,0,1,12,0,0,0,0,0,0,4462,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,T-28 M1938,14,0,6,6,49,171,172,172,50,20,120,0,120,0,120,0,11,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,41,44,11,25592,0,2,0,0,7,0,1,0,13,4,30,4245,0,4,0,1,10,0,0,0,0,0,0,4246,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,T-35 M1939,14,0,6,9,34,174,18,18,86,10,180,0,0,110,0,110,10,7,3,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,41,72,11,27858,0,1,0,0,7,0,1,0,13,5,50,4274,0,4,0,2,9,0,0,0,0,0,0,4275,4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,KV-1 M1939,14,0,5,5,50,171,0,129,61,50,120,0,0,0,120,0,10,10,8,9,10,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,41,85,11,2570,0,2,0,0,7,0,1,0,13,4,42,4031,0,4,0,4,7,0,0,0,0,0,0,4032,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,KV-1c M1942,14,0,5,5,51,171,0,129,55,55,120,0,0,0,120,0,10,12,9,9,13,12,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,42,111,11,21059,0,2,4,0,7,0,2,0,13,4,43,3515,0,4,0,4,11,0,0,0,0,0,0,4034,3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,KV-85,14,0,5,5,58,171,0,129,25,45,120,0,0,0,120,0,12,12,6,8,12,11,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,44,112,11,2123,0,2,0,0,7,0,2,0,13,4,41,4041,0,4,0,9,1,0,0,0,0,0,0,4042,4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,KV-2 M1941,14,0,6,6,66,171,0,129,30,6,120,0,0,0,120,0,9,10,8,8,12,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,42,84,11,4455,0,1,0,0,6,0,1,0,13,4,52,4039,0,4,0,12,3,0,0,0,0,0,0,4040,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,IS-2,14,0,5,4,63,171,0,129,10,18,120,0,0,0,120,0,12,19,9,8,12,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,44,44,109,11,9118,0,2,0,0,4,0,1,0,13,5,46,88,0,4,0,4,12,94,0,0,208,0,0,4454,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,IS-3,14,0,5,4,75,171,141,0,8,0,120,0,90,0,0,0,12,26,11,8,22,25,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,45,46,193,11,159,0,2,20,0,4,0,2,0,13,5,46,333,0,4,0,8,12,0,0,0,208,0,0,4455,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Valentine III,120,0,4,4,20,179,0,0,0,79,120,0,0,0,0,0,8,7,5,6,7,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,42,59,11,27860,0,2,0,0,8,0,2,0,13,4,17,100,0,4,0,11,12,0,0,0,0,0,0,4475,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Churchill IV,120,0,4,5,29,179,0,130,40,44,120,0,0,0,120,0,8,10,8,6,12,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,43,90,11,4367,0,3,0,0,8,0,2,0,13,4,30,3580,0,4,0,7,12,0,0,0,0,0,0,3581,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Guards Section,89,0,1,12,1,98,87,86,90,0,90,0,36,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,43,20,11,14121,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ZiS-30,19,0,2,3,28,0,0,129,0,25,0,0,0,0,120,0,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,23,11,164,0,2,5,0,8,0,1,0,0,3,10,3336,0,4,0,9,12,0,0,0,0,0,0,3337,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,SU-76M,18,0,3,4,52,0,0,0,36,18,0,0,0,0,0,0,15,5,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,45,31,11,20627,0,2,6,0,7,0,2,0,0,3,10,3365,0,4,0,5,12,0,0,0,0,0,0,3366,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SU-85,19,0,3,4,58,0,0,0,16,32,0,0,0,0,0,0,19,8,6,6,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,43,73,11,87,0,3,0,0,7,0,2,0,13,3,29,73,0,4,0,9,12,0,0,0,0,0,0,4506,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SU-100,19,0,3,4,68,0,0,0,10,23,0,0,0,0,0,0,17,11,6,6,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,45,81,11,2120,0,3,0,0,6,0,4,0,13,3,31,74,0,4,0,12,12,0,0,0,0,0,0,4502,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,SU-122,18,0,3,4,76,0,0,0,36,0,0,0,0,0,0,0,18,9,6,7,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,43,53,11,2132,0,1,0,0,4,0,1,0,13,3,30,91,0,4,0,1,5,0,0,0,0,0,0,4503,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ISU-122,19,0,4,4,62,141,0,0,10,20,90,0,0,0,0,0,12,14,9,8,9,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,45,103,11,2115,0,2,0,0,4,0,3,0,13,3,31,75,0,4,0,2,1,0,0,0,0,0,0,4500,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,SU-152,19,0,4,5,81,0,0,0,10,10,0,0,0,0,0,0,14,15,6,7,9,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,44,66,11,2124,0,1,0,0,3,0,1,0,13,3,45,76,0,4,0,5,12,0,0,0,0,0,0,4504,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,ISU-152,19,0,4,5,81,141,0,0,10,10,90,0,0,0,0,0,12,19,9,9,10,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,46,97,11,3716,0,2,0,0,3,0,2,0,13,3,46,3357,0,4,0,1,12,0,0,0,0,0,0,3358,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,GAZ-AAMG,22,0,3,4,115,0,0,0,90,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,17,11,187,0,2,0,0,9,0,2,0,0,0,10,4151,0,2,0,6,6,0,0,0,0,0,0,4153,4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,GAZ-AA-37,22,0,4,6,11,0,0,0,40,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,46,19,11,27520,0,2,0,0,8,0,2,0,0,0,10,4150,0,2,0,1,12,0,0,0,0,0,0,4152,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,BA-10,11,0,3,4,18,171,0,129,20,29,120,0,0,0,120,0,20,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,38,45,31,11,2448,0,1,0,0,8,0,0,0,0,2,10,89,0,3,0,1,9,0,0,0,0,0,0,4448,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,BA-64,11,0,3,2,139,0,0,0,120,0,0,0,0,0,0,0,24,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,46,11,11,2449,0,0,0,0,9,0,0,0,0,3,10,90,0,3,0,5,12,0,0,0,0,0,0,4449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Halftrack,24,0,3,2,140,0,0,0,90,0,0,0,0,0,0,0,24,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,21,11,4486,0,0,0,0,9,0,0,0,115,3,10,102,0,4,0,1,12,0,0,0,0,0,0,3205,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,GAZ Truck,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,10,11,166,0,0,0,0,0,0,0,0,118,0,10,3354,0,2,0,1,12,0,0,0,0,0,0,3355,3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,ZiS Truck,28,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,14,11,165,0,0,0,0,0,0,0,0,132,0,10,3170,0,2,0,1,12,0,0,0,0,0,0,3172,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Willys,26,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,46,10,11,807,0,0,0,0,9,0,0,0,106,0,9,3213,0,3,0,7,12,0,0,0,0,0,0,3215,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,45mm L46 AT-Gun,6,0,0,5,18,144,87,0,30,60,60,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,42,21,11,2107,0,2,0,0,8,0,2,0,0,0,1,54,0,0,0,1,3,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,45mm L66 AT-Gun,6,0,0,5,19,144,87,0,25,55,60,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,45,22,11,29366,0,2,5,0,8,0,2,0,0,0,1,8022,0,0,0,9,12,0,0,0,0,0,0,8022,8022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,57mm L73 AT-Gun,6,0,0,5,27,144,87,0,20,55,60,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,43,27,11,8446,0,2,5,0,8,0,2,0,0,0,2,8024,0,0,0,7,12,0,0,0,0,0,0,8024,8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,76.2mm obr 36,6,0,1,6,43,1,0,0,30,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,42,25,11,30502,0,2,5,0,7,0,2,0,0,0,2,8024,0,0,0,5,12,0,0,0,0,0,0,8024,8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,76.2mm obr27 IG,196,0,1,6,39,1,0,0,45,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,46,23,11,9331,0,0,3,0,7,0,0,0,0,0,1,2109,0,0,0,1,12,0,0,0,0,0,0,2109,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,76.2mm obr02/30,9,0,1,8,37,144,0,0,45,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,42,27,11,8799,0,1,0,0,7,0,1,0,0,0,2,2112,0,0,0,1,6,0,0,0,0,0,0,2112,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,GAZ-64/67,26,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,46,10,11,856,0,0,0,0,0,0,0,0,106,0,9,1925,0,3,0,4,12,0,0,0,0,0,0,1926,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,37mm AA-Gun,8,0,2,6,11,1,0,0,35,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,46,15,11,30505,0,2,0,0,8,0,1,0,0,0,4,1965,0,0,0,9,12,0,0,0,0,0,0,1965,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,82mm Mortar Sec,5,0,1,12,57,57,57,1,40,0,40,0,40,0,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37,41,34,11,13180,0,0,0,0,7,0,0,0,0,0,0,67,0,0,0,3,4,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,120mm Mort Sec,152,0,1,18,73,73,73,144,30,0,30,0,30,0,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,38,41,56,11,8838,0,0,0,0,5,0,0,0,0,0,0,1942,0,0,0,10,5,0,0,0,0,0,0,1942,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Maxim HMG [2],194,0,1,8,122,122,1,87,90,0,90,0,60,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,18,11,2584,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SG43 MMG [2],194,0,1,6,123,123,1,87,90,0,90,0,60,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,16,11,2351,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,DShK HMG [2],194,0,1,8,124,124,1,87,90,0,90,0,60,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,46,24,11,27861,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Rifle Section,1,0,1,10,1,98,87,184,80,0,80,0,20,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,45,18,11,14106,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
