id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
75,120mm Naval How,7,SPWOOB_WCLASS_LRG_GUN,12,7,12,193,41,140,0,36,213,0
83,Type 93 Flame,8,SPWOOB_WCLASS_FLAME_INF,3,15,15,0,150,0,0,4,4,0
84,Satchel Charge,2,SPWOOB_WCLASS_INF_SEC,2,10,12,222,20,150,0,60,4,0
86,Anti-Tank Mine,2,SPWOOB_WCLASS_INF_SEC,2,10,0,222,0,100,0,0,4,0
87,Type 97 Grenade,2,SPWOOB_WCLASS_INF_SEC,1,2,8,0,19,0,0,4,4,0
88,Type 100 Flame,8,SPWOOB_WCLASS_FLAME_INF,3,20,20,0,150,0,0,4,4,0
89,Type 91 Grenade,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
91,70mm AT Rocket,2,SPWOOB_WCLASS_INF_SEC,4,3,4,222,0,85,0,12,16,0
92,10th Yr Grenade,2,SPWOOB_WCLASS_INF_SEC,4,2,3,222,22,28,0,4,4,0
93,T-2 RGL 40mm,2,SPWOOB_WCLASS_INF_SEC,2,2,4,222,4,60,0,4,12,0
94,Bamboo Spear,1,SPWOOB_WCLASS_INF_PRM,0,1,1,0,0,0,0,4,4,0
95,Ceramic Grenade,2,SPWOOB_WCLASS_INF_SEC,4,3,3,0,12,0,0,4,4,0
96,6.5mm Type 44,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
99,T-91 RGL ,2,SPWOOB_WCLASS_INF_SEC,2,2,10,0,12,0,0,0,8,0
100,T-2 RGL 30mm,2,SPWOOB_WCLASS_INF_SEC,2,2,4,222,4,24,0,4,12,0
108,Flame Projector,9,SPWOOB_WCLASS_FLAME_VHC,3,20,20,0,200,0,0,8,8,0
109,200mm Rocket,7,SPWOOB_WCLASS_LRG_GUN,18,12,27,0,84,0,0,0,216,0
114,Nambu Pistol,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
118,.303 Vickers MG,3,SPWOOB_WCLASS_TEAM,4,1,14,0,0,0,0,48,100,0
131,.30cal BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
135,6.5mm Type 99,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
136,Samurai Sword,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
139,.30cal M1917 AA,4,SPWOOB_WCLASS_AA,3,1,7,0,0,0,0,36,80,0
142,6.5mm Type 44,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
143,6.5mm Type 38,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
146,Type 97 Sniper,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,60,80,0
147,Type 97 Sniper,2,SPWOOB_WCLASS_INF_SEC,1,1,4,0,0,0,0,60,80,0
157,20mm Ho-5 Can.,11,SPWOOB_WCLASS_AIRCRAFT,0,2,6,1,28,0,0,24,24,0
158,7.7mm Type89 MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,10,1,10,0,0,24,24,0
160,7.7mm Type97 MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,13,1,10,0,0,32,24,0
163,12.7mm Ho-103,11,SPWOOB_WCLASS_AIRCRAFT,0,1,16,1,18,0,0,24,24,0
165,13.2mm Type3 MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,12,1,20,0,0,24,24,0
166,20mm Type 99,11,SPWOOB_WCLASS_AIRCRAFT,0,2,14,0,25,0,0,20,24,0
169,37mm HO-203,11,SPWOOB_WCLASS_AIRCRAFT,0,2,6,0,40,0,0,20,24,0
170,Torpedo,13,SPWOOB_WCLASS_AT,12,15,100,0,210,0,0,40,80,8
171,Torpedo,13,SPWOOB_WCLASS_AT,12,15,100,222,0,210,0,80,80,8
177,.30cal CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,48,120,0
178,75mm Type 88 AA,4,SPWOOB_WCLASS_AA,8,4,6,104,37,0,0,92,206,0
180,50 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,15,19,0,38,0,0,12,4,0
182,30 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,10,20,0,30,0,0,12,4,0
183,25 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,9,18,0,30,0,0,12,4,0
184,150mm Type96 Mt,7,SPWOOB_WCLASS_LRG_GUN,6,9,17,0,40,0,0,0,225,20
185,7.7mm Lewis AA,4,SPWOOB_WCLASS_AA,4,1,7,0,0,0,0,36,64,0
188,Lt Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,8,14,0,54,0,0,28,227,0
189,Med Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,12,24,0,65,0,0,16,228,0
190,Hvy Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,20,50,0,145,0,0,16,230,0
191,Bayonet,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
196,50mm Type10 Mtr,3,SPWOOB_WCLASS_TEAM,2,3,4,0,8,0,0,0,12,0
197,50mm Type89 Mtr,3,SPWOOB_WCLASS_TEAM,2,3,5,0,8,0,0,0,48,10
198,Twin 3.9in DP ,4,SPWOOB_WCLASS_AA,10,5,10,48,38,0,0,108,205,0
199,Twin 127mm DP,4,SPWOOB_WCLASS_AA,12,6,12,101,48,0,0,108,227,0
200,5in Naval Gun,7,SPWOOB_WCLASS_LRG_GUN,12,7,12,101,48,0,0,88,227,0
205,6.5mm Type 99,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
206,6.5 Type 11 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,48,0
207,6.5 Type 96 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,32,48,0
208,7.7 Type 92 HMG,3,SPWOOB_WCLASS_TEAM,3,1,8,0,0,0,0,40,100,0
209,7.7 Type 97 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
211,6.5 Type 3 HMG,3,SPWOOB_WCLASS_TEAM,3,1,9,0,0,0,0,36,75,0
212,57mm Type 97,5,SPWOOB_WCLASS_SML_GUN,7,3,4,63,22,55,0,48,120,0
213,6.5mm Type 38 ,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,48,0
214,Type38 Rifle x5,2,SPWOOB_WCLASS_INF_SEC,1,1,5,0,0,0,0,16,44,0
215,Type99 Rifle x5,2,SPWOOB_WCLASS_INF_SEC,1,1,5,0,0,0,0,16,48,0
216,50mm Type10 Mtr,2,SPWOOB_WCLASS_INF_SEC,2,3,4,0,8,0,0,0,12,0
217,50mm Type89 Mtr,2,SPWOOB_WCLASS_INF_SEC,2,3,5,0,8,0,0,0,48,10
218,7.7 Type 89 HMG,3,SPWOOB_WCLASS_TEAM,3,1,8,0,0,0,0,40,96,0
220,70mm Year 11 Mt,3,SPWOOB_WCLASS_TEAM,4,4,6,0,10,0,0,16,208,12
221,90mm Type97 CA,3,SPWOOB_WCLASS_TEAM,5,5,9,0,38,0,0,8,224,20
222,90mm Type94 Mor,3,SPWOOB_WCLASS_TEAM,5,5,9,0,22,0,0,8,224,20
223,150mm Type 38 H,7,SPWOOB_WCLASS_LRG_GUN,12,9,17,0,51,110,0,58,217,40
225,3.7cm PaK35/36,5,SPWOOB_WCLASS_SML_GUN,6,2,2,36,12,0,58,44,160,72
227,6.5 Type 3 TMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,32,80,0
228,20mm Type97 ATR,2,SPWOOB_WCLASS_INF_SEC,2,2,1,38,0,0,0,24,60,0
229,Pole Mine,2,SPWOOB_WCLASS_INF_SEC,4,10,2,222,120,125,0,4,4,0
230,6.5 Type 91 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,7,0,0,0,0,24,32,0
231,7.7 Type 99 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,32,64,0
233,13mm BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,13,21,21,0,0,20,40,0
234,7.7mm 92 AAMG,4,SPWOOB_WCLASS_AA,3,1,7,0,0,0,0,28,52,0
236,6.5 Type 96 LMG,1,SPWOOB_WCLASS_INF_PRM,2,1,6,0,0,0,0,32,48,0
237,6.5 Type 11 LMG,1,SPWOOB_WCLASS_INF_PRM,2,1,6,0,0,0,0,28,48,0
239,60 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,16,36,0,40,0,0,12,4,0
240,120 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,20,32,0,80,0,0,16,4,0
241,250 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,21,44,0,115,0,0,12,4,0
242,13mm Type 93 AA,4,SPWOOB_WCLASS_AA,4,1,15,20,20,0,0,48,120,0
243,Type 99 Riflex5,2,SPWOOB_WCLASS_INF_SEC,1,1,5,0,0,0,0,16,44,0
244,6.5 Type 91 TMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,80,0
245,7.7 Type 97 TMG,5,SPWOOB_WCLASS_SML_GUN,3,1,9,0,0,0,0,36,120,0
246,25mm (2) AA-Gun,4,SPWOOB_WCLASS_AA,222,2,20,37,28,0,0,64,180,0
247,20mm Type 98 AA,4,SPWOOB_WCLASS_AA,222,2,14,38,12,0,0,72,160,0
249,25mm[3] AA-Gun ,4,SPWOOB_WCLASS_AA,222,2,25,37,28,0,0,40,180,0
