id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_FH,arm_SH,arm_RH,arm_FT,arm_ST,arm_RT,arm_TP,arm_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
21,75,Type 89 Yi-Go,26,main battle tank,2,armor,1944,1,1944,0,3,4,3,50,16,0,10,0,4,2,0,5,6,226,0,0,4,50,40,10,0,0,0,0,0,0,0,230,60,0,17,15,15,17,17,17,10,60,28,24,36,24,18,18
22,75,Type 97 Chi-Ha,26,main battle tank,2,armor,1937,3,1943,0,3,4,3,54,24,0,10,0,4,2,0,5,8,228,0,0,212,80,34,0,0,0,0,0,0,0,0,209,60,0,25,25,20,25,25,25,10,50,52,18,26,12,5,5
23,75,Type 97 Chi-Ha,26,main battle tank,2,armor,1944,1,1949,0,3,4,3,60,24,0,10,0,4,2,0,5,8,228,0,0,212,70,34,10,0,0,0,0,0,0,0,209,60,0,30,25,20,25,25,25,10,60,52,18,26,12,5,5
24,75,Shinhoto Chi-Ha,26,main battle tank,2,armor,1942,5,1949,0,4,4,4,57,26,0,12,0,4,2,0,5,8,228,0,1,23,60,40,0,0,0,0,0,0,0,0,209,60,0,25,25,20,25,25,25,10,50,52,18,26,12,5,10
26,75,Type 1 Chi-He,26,main battle tank,2,armor,1944,4,1949,0,3,5,3,68,26,0,12,0,4,2,0,7,6,228,0,1,23,60,61,0,0,0,0,0,0,0,0,209,60,0,50,25,20,50,25,25,16,60,48,18,26,12,5,10
27,75,Type 3 Chi-Nu,26,main battle tank,2,armor,1945,1,1949,0,3,5,3,68,24,0,12,0,4,2,0,5,6,228,0,0,45,35,35,0,0,0,0,0,0,0,0,209,60,0,50,25,20,50,20,25,12,60,48,18,26,18,14,14
28,75,Type 4 Chi-To,26,main battle tank,2,armor,1945,4,1949,0,3,5,3,122,24,0,12,0,4,4,0,5,8,226,0,0,48,30,35,0,0,0,0,0,0,0,0,209,60,0,75,35,50,75,50,50,20,60,44,8,22,18,22,22
29,75,Type 5 Chi-Ri,26,main battle tank,2,armor,1945,12,1949,0,3,5,5,174,28,0,12,0,4,4,0,5,6,226,0,0,48,40,50,0,10,0,0,0,19,50,52,209,60,0,75,50,50,75,50,50,20,60,38,10,30,22,18,18
32,75,Type 2 Ho-I,28,close support tank,2,armor,1942,9,1949,0,3,5,3,66,22,0,10,0,4,2,0,5,13,228,0,0,39,41,22,0,0,0,0,0,209,60,0,0,0,0,50,35,25,50,35,25,12,50,28,24,18,14,18,18
34,75,Type 4 Ho-Ro,48,SP artillery,4,artillery,1944,10,1949,0,3,6,5,56,20,0,10,0,2,1,0,4,0,230,0,0,223,18,0,10,0,0,0,0,0,0,0,0,0,0,25,20,20,25,20,0,0,60,52,18,26,12,5,0
36,75,Type 1 Ho-Ni I,48,SP artillery,4,artillery,1943,5,1949,0,3,5,2,53,22,0,22,0,2,1,0,6,0,226,0,0,44,30,10,0,0,0,0,0,0,0,0,0,0,0,25,25,25,50,12,0,0,60,52,18,26,12,5,0
37,75,Type 1 Ho-Ni II,48,SP artillery,4,artillery,1943,11,1949,0,3,5,2,47,22,0,22,0,2,1,0,6,0,226,0,0,68,20,0,6,0,0,0,0,0,0,0,0,0,0,25,25,25,25,12,0,0,60,52,18,26,12,5,0
38,75,Type1 Ho-Ni III,48,SP artillery,4,artillery,1944,7,1949,0,3,5,3,48,22,0,22,0,2,1,0,6,0,226,0,0,45,15,25,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,12,12,16,60,52,18,26,12,5,10
40,75,Type 2 Ka-Mi,67,amphibian tank,7,marine unit,1942,7,1949,0,3,6,3,46,20,0,10,0,4,2,0,5,0,228,3,0,19,80,52,0,0,245,60,0,0,0,0,209,60,0,12,10,10,12,12,12,6,50,35,0,0,22,18,28
41,75,Type 3 Ka-Chi,67,amphibian tank,7,marine unit,1944,1,1949,0,3,7,3,63,18,0,10,0,4,2,0,5,0,228,3,0,23,45,55,0,0,245,60,0,0,0,0,209,60,0,50,20,20,50,20,20,10,60,35,0,0,22,18,28
42,75,Type 97 Dozer,31,engineer tank,2,armor,1942,2,1949,0,3,4,3,55,18,0,13,0,4,2,0,5,0,226,0,0,23,60,40,0,0,0,0,0,0,0,0,209,60,0,70,25,20,25,25,25,10,50,0,0,0,12,0,12
43,75,Eng/Flame Tank,31,engineer tank,2,armor,1934,1,1949,0,4,5,4,70,14,0,93,0,4,2,0,6,0,226,0,0,108,12,0,0,0,0,0,0,108,10,0,209,90,0,17,15,15,17,17,17,10,50,28,24,36,24,18,18
44,75,Type 97 Chi-Yu,30,mineclear tank,2,armor,1943,5,1949,0,3,4,3,56,20,0,12,0,4,2,0,5,8,226,0,0,212,55,27,0,0,0,0,0,0,0,0,209,60,0,25,25,20,25,25,25,10,50,52,18,26,0,0,10
56,75,Hohei Butai A,2,medium infantry,0,infantry,1930,1,1937,0,1,15,0,28,9,0,20,0,0,0,0,9,0,0,0,0,191,50,0,0,0,92,15,0,206,50,0,243,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,75,Hohei Butai A,2,medium infantry,0,infantry,1938,1,1941,0,1,15,0,24,9,0,40,0,0,0,0,9,0,0,0,0,191,50,0,0,0,89,15,0,207,50,0,243,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,75,Hohei Butai A,2,medium infantry,0,infantry,1942,1,1949,0,1,15,0,24,9,0,60,0,0,0,0,9,0,0,0,0,191,50,0,0,0,87,15,0,231,50,0,243,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,75,Bonzai Butai,17,guerilla forces,0,infantry,1942,11,1945,0,1,12,0,21,11,0,43,0,0,0,0,9,0,0,0,0,135,50,0,0,0,95,13,0,191,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,75,Type Bo 75 MtnG,47,howitzer,4,artillery,1941,1,1942,0,1,6,0,25,1,0,91,0,2,1,0,6,0,106,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,75,Type 92 Yi-Ke,84,prime mover,10,transport,1932,1,1945,0,3,2,1,6,13,0,10,0,0,0,0,9,108,224,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,75,Ni-Ku Tractor,84,prime mover,10,transport,1932,1,1945,0,3,2,1,9,13,0,11,0,0,0,0,9,211,224,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,75,Type 94 Yo-Ke,84,prime mover,10,transport,1934,1,1945,0,3,2,1,6,13,0,11,0,0,0,0,9,108,224,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,75,Type 98 Shi-Ke,84,prime mover,10,transport,1939,1,1949,0,2,2,1,8,13,0,10,0,0,0,0,9,108,224,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,75,70mm Inf Gun HE,46,infantry gun,4,artillery,1933,1,1943,0,1,4,0,11,2,0,10,0,2,1,0,6,0,104,0,0,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,75,70mm Inf Gun HT,46,infantry gun,4,artillery,1933,1,1943,0,1,4,0,14,2,0,10,0,2,1,0,6,0,104,0,0,31,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,70,37mm AT Gun,55,AT gun,5,anti-tank,1936,1,1942,0,1,4,0,22,4,0,23,0,2,2,0,8,0,104,0,0,225,20,40,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,75,37mm AT Gun,55,AT gun,5,anti-tank,1935,1,1949,0,1,3,0,21,2,0,10,0,2,2,0,8,0,103,0,0,20,20,40,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,47mm AT Gun,55,AT gun,5,anti-tank,1943,1,1949,0,1,4,0,25,1,0,10,0,3,2,0,7,0,104,0,0,23,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,75,75mm Inf Gun HE,46,infantry gun,4,artillery,1944,1,1949,0,1,6,0,11,1,0,10,0,2,1,0,6,0,106,0,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,75,75mm Inf Gun AP,46,infantry gun,4,artillery,1944,1,1949,0,1,6,0,18,1,0,10,0,2,1,0,6,0,106,0,0,32,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,75,70mm Inf Gun AP,46,infantry gun,4,artillery,1933,1,1943,0,1,4,0,19,2,0,10,0,2,1,0,6,0,104,0,0,31,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,75,75mm Inf Gun HT,46,infantry gun,4,artillery,1944,1,1949,0,1,6,0,15,1,0,10,0,2,1,0,6,0,106,0,0,32,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,75,75mm Mtn FH,47,howitzer,4,artillery,1935,1,1943,0,1,4,0,30,1,0,90,0,2,1,0,6,0,104,0,0,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,75,75mm Mtn FH,47,howitzer,4,artillery,1944,1,1949,0,1,4,0,34,1,0,91,0,2,1,0,6,0,104,0,0,34,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,75,75mm FG,47,howitzer,4,artillery,1930,1,1942,0,1,6,0,25,1,0,90,0,2,1,0,6,0,106,0,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,75,105mm FH,47,howitzer,4,artillery,1932,1,1949,0,2,8,0,40,1,0,90,0,2,1,0,5,0,108,0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,75,150mm FH,47,howitzer,4,artillery,1936,1,1949,0,2,11,0,47,0,0,90,0,2,1,0,4,0,211,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,75,200mm Rocket,50,rocket launcher,4,artillery,1944,6,1949,0,2,8,2,23,0,0,0,0,2,0,0,6,0,108,0,0,109,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,75,75mm FG,47,howitzer,4,artillery,1943,1,1949,0,1,6,0,25,1,0,90,0,2,1,0,6,0,106,0,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,75,So-Ki,64,SP flak,6,anti-air,1943,6,1949,0,3,4,4,54,22,0,12,0,4,3,0,7,0,228,0,0,247,40,0,0,0,247,40,0,0,0,0,209,60,0,22,18,12,24,18,0,0,60,0,0,0,0,0,0
89,75,Sa-To,64,SP flak,6,anti-air,1942,1,1949,0,4,4,4,41,22,0,12,0,4,3,0,9,0,228,0,0,247,40,0,0,0,0,0,0,0,0,0,209,60,0,22,18,12,24,18,12,0,50,0,0,0,0,0,0
91,75,AAMG Butai,61,flak,6,anti-air,1930,1,1939,0,1,7,0,10,4,0,10,0,2,2,0,9,0,108,0,0,185,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,75,Typ 93 Hvy AAMG,61,flak,6,anti-air,1934,1,1938,0,1,6,0,16,4,0,10,0,2,2,0,9,0,106,0,0,242,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,75,Typ 93 Hvy AAMG,61,flak,6,anti-air,1939,1,1949,0,1,6,0,15,2,0,10,0,2,2,0,9,0,106,0,0,242,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,75,20mm AA-Gun,61,flak,6,anti-air,1939,1,1945,0,1,6,0,21,1,0,10,0,3,3,0,9,0,106,0,0,247,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,75,25mm Dual AA,61,flak,6,anti-air,1938,1,1949,0,1,6,0,23,1,0,10,0,3,3,0,9,0,106,0,0,246,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,75,25mm Triple AA,61,flak,6,anti-air,1938,1,1949,0,1,6,0,22,1,0,10,0,3,3,0,9,0,106,0,0,249,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,75,Twin 3.9 DP Gun,61,flak,6,anti-air,1930,1,1949,0,2,8,0,74,0,0,52,0,4,5,0,6,0,208,0,0,198,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,75,75mm AA Gun,61,flak,6,anti-air,1930,1,1949,0,3,8,0,57,0,0,52,0,3,4,0,6,0,208,0,0,178,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,75,75mm FH Bty,49,offboard artillery,4,artillery,1943,1,1949,0,1,24,0,74,0,0,90,0,2,0,0,8,0,255,0,0,35,40,0,0,0,35,40,0,35,40,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,75,Ki-51 Sonia,92,aircraft,11,air force,1938,12,1945,0,3,2,0,54,5,0,91,0,4,1,0,9,0,255,0,0,158,30,2,0,0,180,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
102,75,A6M2 Zero,92,aircraft,11,air force,1940,1,1944,0,2,1,0,61,5,0,90,0,4,1,0,9,0,255,0,0,166,15,2,0,0,160,30,2,239,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
103,75,D3A1 Val,92,aircraft,11,air force,1938,6,1944,0,3,2,0,51,3,0,90,0,4,1,0,9,0,255,0,0,160,30,2,0,0,241,1,0,239,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
104,75,Ki-32 Mary,92,aircraft,11,air force,1938,7,1942,0,3,2,0,57,3,0,90,0,4,1,0,9,0,255,0,0,158,30,1,0,0,240,1,0,240,1,0,239,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
105,75,Ki-43 II Oscar,92,aircraft,11,air force,1942,12,1949,0,2,1,0,55,4,0,90,0,4,1,0,9,0,255,0,0,163,20,2,0,0,241,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
106,75,Ki-48 II Lily,92,aircraft,11,air force,1940,8,1949,0,4,4,0,46,3,0,90,0,4,1,0,9,0,255,0,0,158,30,1,0,0,240,1,0,239,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
107,75,Ki-84 Frank,92,aircraft,11,air force,1944,8,1949,0,3,1,0,81,5,0,90,0,4,1,0,9,0,255,0,0,163,15,2,0,0,157,20,2,241,1,0,241,1,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0
108,75,A6M7 Zero,92,aircraft,11,air force,1945,1,1949,0,2,1,0,68,5,0,90,0,4,1,0,9,0,255,0,0,166,15,2,0,0,165,30,3,241,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
109,75,A6M5c Zero,92,aircraft,11,air force,1944,9,1949,0,2,1,0,62,5,0,90,0,4,1,0,9,0,255,0,0,166,15,2,0,0,165,30,3,239,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
110,75,B5N Kate,92,aircraft,11,air force,1937,5,1942,0,2,1,0,58,3,0,90,0,4,1,0,9,0,255,0,0,158,10,1,0,0,170,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
111,75,Ki-45 KAIb Nick,92,aircraft,11,air force,1943,6,1949,0,4,2,0,54,4,0,90,0,4,1,0,9,0,255,0,0,169,10,1,0,0,166,12,1,241,2,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0
112,75,Ki-27 Nate,92,aircraft,11,air force,1938,3,1942,0,2,1,0,42,3,0,90,0,4,1,0,9,0,255,0,0,158,20,2,0,0,183,2,0,183,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
113,75,Ki-61 Tony,92,aircraft,11,air force,1943,6,1949,0,2,1,0,71,5,0,90,0,4,1,0,9,0,255,0,0,157,20,2,0,0,163,20,2,241,2,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
114,75,N1K1-Jc George,92,aircraft,11,air force,1944,4,1949,0,3,1,0,71,5,0,90,0,4,1,0,9,0,255,0,0,166,15,4,0,0,241,2,0,241,2,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0
115,75,A5M Claude,92,aircraft,11,air force,1938,1,1941,0,2,1,0,46,4,0,90,0,4,1,0,9,0,255,0,0,158,20,2,0,0,182,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
116,75,Jidou-Nirin LMG,75,motorcycle,8,recon,1939,1,1949,0,1,3,0,43,55,0,11,0,0,0,0,9,0,233,0,0,236,50,0,0,0,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,75,Jidou-Nirin LMG,75,motorcycle,8,recon,1930,1,1938,0,1,3,0,46,55,0,11,0,0,0,0,9,0,233,0,0,237,50,0,0,0,92,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,75,Chutai Honbu,4,motorized infantry,0,infantry,1930,1,1949,0,1,10,0,18,9,0,40,0,0,0,0,9,0,0,0,0,213,50,0,0,0,89,7,0,206,50,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,75,Hvy Mortar Btai,43,heavy mortar,4,artillery,1938,1,1949,0,1,6,0,23,1,0,50,0,2,0,0,6,0,0,0,0,221,50,0,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,75,75mm FH Bty,49,offboard artillery,4,artillery,1930,1,1942,0,1,24,0,74,0,0,90,0,2,0,0,8,0,255,0,0,33,40,0,0,0,33,40,0,33,40,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,75,75mm Mtn Bty,49,offboard artillery,4,artillery,1935,1,1949,0,1,24,0,78,0,0,90,0,2,0,0,8,0,255,0,0,34,40,0,0,0,34,40,0,34,40,0,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,75,105mm FH Bty,49,offboard artillery,4,artillery,1932,1,1949,0,2,32,0,86,0,0,91,0,2,0,0,6,0,255,0,0,71,40,0,0,0,71,40,0,71,40,0,71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,75,150mm FH Bty,49,offboard artillery,4,artillery,1936,1,1949,0,2,40,0,97,0,0,91,0,2,0,0,5,0,255,0,0,66,40,0,0,0,66,40,0,66,40,0,66,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,75,70mm FG,47,howitzer,4,artillery,1933,1,1949,0,1,4,0,31,4,0,90,0,2,1,0,8,0,104,0,0,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,75,Mortar Butai,42,mortar,4,artillery,1930,1,1939,0,1,5,0,23,4,0,50,0,2,0,0,8,0,0,0,0,220,50,0,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,75,Mortar Butai,42,mortar,4,artillery,1938,1,1949,0,1,5,0,28,4,0,50,0,2,0,0,8,0,0,0,0,56,50,0,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,75,Hvy Mortar Btai,43,heavy mortar,4,artillery,1935,1,1945,0,1,6,0,24,1,0,50,0,2,0,0,7,0,0,0,0,222,50,0,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,75,Hvy Mortar Btai,43,heavy mortar,4,artillery,1936,1,1949,0,1,6,0,36,1,0,90,0,2,0,0,4,0,106,0,0,184,50,0,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,75,200mm Rckt Bty,52,offboard rocket launcher,4,artillery,1944,6,1949,0,1,6,0,68,0,0,50,0,2,0,0,6,0,255,0,0,109,12,0,0,0,109,12,0,109,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,75,90mm Mort Bty,49,offboard artillery,4,artillery,1938,1,1949,0,1,24,0,77,0,0,90,0,2,0,0,7,0,255,0,0,221,40,0,0,0,221,40,0,221,40,0,221,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,75,90mm Mort Bty,49,offboard artillery,4,artillery,1935,1,1949,0,1,24,0,70,0,0,90,0,2,0,0,7,0,255,0,0,222,40,0,0,0,222,40,0,222,40,0,222,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,75,150mm Mort Bty,49,offboard artillery,4,artillery,1936,1,1949,0,1,24,0,79,0,0,90,0,2,0,0,4,0,255,0,0,184,40,0,0,0,184,40,0,184,40,0,184,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,75,Hohei Butai B,2,medium infantry,0,infantry,1942,1,1949,0,1,15,0,40,10,0,60,0,0,0,0,9,0,0,0,0,205,50,0,0,0,100,15,6,231,50,0,87,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,75,Shotai Honbu,82,platoon HQ,9,C&C,1930,1,1941,0,1,10,0,19,9,0,40,0,0,0,0,9,0,0,0,0,143,40,0,0,0,92,10,0,206,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,75,Shotai Honbu,82,platoon HQ,9,C&C,1942,1,1949,0,1,10,0,17,9,0,80,0,0,0,0,9,0,0,0,0,135,40,0,0,0,89,10,0,231,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,75,Hohei Butai A,2,medium infantry,0,infantry,1930,1,1937,0,1,15,0,29,9,0,20,0,0,0,0,9,0,0,0,0,213,50,0,0,0,92,15,0,206,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,75,Hohei Butai A,2,medium infantry,0,infantry,1938,1,1941,0,1,15,0,24,9,0,40,0,0,0,0,9,0,0,0,0,213,50,0,0,0,89,15,0,207,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
