id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_FH,arm_SH,arm_RH,arm_FT,arm_ST,arm_RT,arm_TP,arm_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
26,9,Chinese MMG,9,machine gun,0,infantry,1943,1,1949,0,1,4,0,17,8,0,10,0,2,2,0,9,0,0,0,0,120,60,0,0,0,87,4,0,178,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,9,Chinese MMG ,9,machine gun,0,infantry,1949,1,1949,0,0,4,0,20,8,0,10,0,2,2,0,9,0,0,0,0,123,60,0,0,0,87,4,0,143,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,9,AT Rifle Team,54,AT infantry,5,anti-tank,1939,1,1949,0,0,2,0,17,8,0,0,0,0,0,0,9,0,0,0,0,228,0,40,0,0,157,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,9,Warlord Rifles,19,second line infantry,0,infantry,1930,1,1931,0,1,14,0,19,10,0,0,0,0,0,0,9,0,0,0,0,213,40,0,0,0,87,7,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,9,Warlord Rifles,19,second line infantry,0,infantry,1930,1,1931,0,1,14,0,17,10,0,0,0,0,0,0,9,0,0,0,0,143,40,0,0,0,87,7,0,133,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,9,Warlord Rifles,19,second line infantry,0,infantry,1930,1,1931,0,1,14,0,17,10,0,0,0,0,0,0,9,0,0,0,0,143,40,0,0,0,87,7,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9,Chinese Sniper,15,sniper,0,infantry,1930,1,1949,0,0,1,0,20,12,0,10,0,4,3,0,2,0,0,0,0,146,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,AT Rifle Team ,54,AT infantry,5,anti-tank,1935,1,1944,0,0,2,0,15,8,0,10,0,0,0,0,9,0,0,0,0,88,0,40,0,0,157,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9,Bunker,105,fort,13,fortification,1930,1,1945,0,2,10,3,67,0,0,50,0,0,5,0,9,0,255,0,0,143,50,0,0,0,122,120,0,122,90,0,0,0,0,60,60,60,20,120,120,180,70,0,0,0,0,0,0
35,9,Bunker,105,fort,13,fortification,1944,1,1949,0,2,10,4,130,0,0,50,0,4,5,0,9,0,255,0,0,21,70,50,0,0,208,120,0,122,90,0,0,0,0,60,60,60,20,120,120,180,70,0,0,0,0,0,0
41,9,Chinese Rifles,3,heavy infantry,0,infantry,1945,1,1949,0,1,10,0,23,9,0,21,0,0,0,0,9,0,0,0,0,112,50,0,0,0,87,50,0,207,10,0,217,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,9,Chinese Rifles,1,infantry,0,infantry,1945,1,1949,0,1,10,0,19,9,0,21,0,0,0,0,9,0,0,0,0,157,50,0,0,0,87,10,0,207,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,9,75mm Krupp FH,47,howitzer,4,artillery,1930,1,1945,0,1,8,0,27,1,0,91,0,2,1,0,6,0,108,0,0,227,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,9,76.2mm FH,47,howitzer,4,artillery,1930,1,1942,0,1,6,0,25,1,0,91,0,2,1,0,6,0,106,0,0,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,105mm How Bty,49,offboard artillery,4,artillery,1944,1,1949,0,2,8,0,83,0,0,90,0,2,0,0,6,0,255,0,0,71,40,0,0,0,71,40,0,71,40,0,71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,9,149mm How Bty,49,offboard artillery,4,artillery,1930,1,1949,0,1,10,0,89,0,0,12,0,2,0,0,4,0,255,0,0,111,40,0,0,0,111,40,0,111,40,0,111,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,9,45mm AT Gun,55,AT gun,5,anti-tank,1941,1,1946,0,1,5,0,23,1,0,20,0,3,2,0,7,0,105,0,0,18,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,9,37mm AT Gun,55,AT gun,5,anti-tank,1935,1,1942,0,1,5,0,22,4,0,20,0,2,2,0,8,0,105,0,0,14,20,40,0,0,229,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,9,57mm AT Gun,55,AT gun,5,anti-tank,1945,1,1949,0,1,5,0,41,1,0,81,0,3,3,0,7,0,105,0,0,27,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,9,Lt Cavalry,20,cavalry,1,cavalry,1930,1,1943,0,2,10,0,24,24,0,13,0,2,2,0,9,0,255,2,0,143,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,9,Chinese Pioneer,6,engineers,0,infantry,1930,1,1944,0,1,10,0,20,9,0,60,0,0,0,0,9,0,0,0,0,143,50,0,0,0,84,5,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,9,20mm AA Gun,61,flak,6,anti-air,1930,1,1949,0,1,5,0,21,1,0,52,0,3,3,0,9,0,105,0,0,147,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,9,40mm AA Gun,61,flak,6,anti-air,1944,1,1949,0,1,6,0,42,1,0,10,0,3,3,0,8,0,108,0,0,17,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9,Chinese Pioneer,6,engineers,0,infantry,1945,1,1949,0,1,10,0,25,9,0,60,0,0,0,0,9,0,0,0,0,1,50,0,0,0,2,40,0,84,5,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,9,Cpt Type 22 AC,77,light armored car,8,recon,1933,1,1938,0,2,3,2,25,30,0,62,0,4,2,0,9,0,226,0,0,137,90,0,0,0,206,50,0,206,50,0,206,50,0,20,10,10,20,10,10,10,50,0,0,0,0,0,0
57,9,Chinese Rifles,1,infantry,0,infantry,1936,1,1943,0,1,10,0,20,9,0,20,0,0,0,0,9,0,0,0,0,157,50,0,0,0,87,50,0,97,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,9,Jeep FO,73,FO vehicle,8,recon,1945,1,1949,0,2,2,1,21,48,0,90,0,0,0,0,9,2,113,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
68,9,Ammo Dump,111,ammo dump,14,other,1930,1,1949,0,6,20,0,140,0,0,0,0,2,2,0,9,0,255,0,0,143,50,0,0,0,87,10,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,9,Chinese Rifles,1,infantry,0,infantry,1931,1,1949,0,1,10,0,12,9,0,0,0,0,0,0,9,0,0,0,0,143,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,9,Chinese Rifles,1,infantry,0,infantry,1942,1,1949,0,1,10,0,16,9,0,0,0,0,0,0,9,0,0,0,0,242,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,9,Chinese SMG Sqd,1,infantry,0,infantry,1945,8,1949,0,1,10,0,17,9,0,0,0,0,0,0,9,0,0,0,0,2,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9,Guerillas,17,guerilla forces,0,infantry,1940,1,1949,0,1,10,0,20,10,0,0,0,0,0,0,9,0,0,0,0,205,40,0,0,0,87,5,0,206,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,9,Guerillas,17,guerilla forces,0,infantry,1930,1,1949,0,1,10,0,15,11,0,0,0,0,0,0,9,0,0,0,0,143,40,0,0,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9,LMG Team,0,light infantry,0,infantry,1930,1,1945,0,0,4,0,5,9,0,0,0,0,0,0,9,0,0,0,0,206,50,0,0,0,87,4,0,205,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,9,Dare Death Sqd,14,elite infantry,0,infantry,1930,1,1936,0,1,10,0,18,9,0,60,0,0,0,0,9,0,0,0,0,143,50,0,0,0,84,5,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,9,Dare Death Sqd,14,elite infantry,0,infantry,1937,1,1949,0,1,10,0,24,9,0,60,0,0,0,0,9,0,0,0,0,157,50,0,0,0,85,2,5,84,5,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9,Knee Mortar Sqd,41,light mortar,4,artillery,1931,1,1949,0,1,7,0,22,9,0,53,0,2,0,0,9,0,0,0,0,217,50,0,0,0,217,50,0,198,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,9,Knee Mortar Sqd,41,light mortar,4,artillery,1938,1,1949,0,0,2,0,28,9,0,53,0,2,0,0,9,0,0,0,0,107,50,0,0,0,107,50,0,198,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,9,Chinese Command,4,motorized infantry,0,infantry,1931,1,1949,0,1,10,0,12,9,0,0,0,0,0,0,9,0,0,0,0,143,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,9,Chinese Leader,82,platoon HQ,9,C&C,1931,1,1949,0,1,9,0,11,9,0,0,0,0,0,0,9,0,0,0,0,178,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,9,Chinese Mortar,42,mortar,4,artillery,1930,1,1949,0,1,4,0,23,4,0,10,0,2,0,0,8,0,0,0,0,37,50,0,0,0,135,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,9,Chinese Mortar,42,mortar,4,artillery,1935,1,1949,0,1,4,0,26,4,0,10,0,2,0,0,7,0,0,0,0,56,50,0,0,0,204,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,9,Chinese Mortar,42,mortar,4,artillery,1939,1,1949,0,1,4,0,26,4,0,10,0,2,0,0,7,0,0,0,0,57,50,0,0,0,204,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,9,Chinese Rifles,3,heavy infantry,0,infantry,1942,1,1949,0,1,10,0,17,9,0,0,0,0,0,0,9,0,0,0,0,242,50,0,0,0,87,10,0,236,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,9,Chinese SMG Sqd,3,heavy infantry,0,infantry,1945,8,1949,0,1,10,0,20,9,0,0,0,0,0,0,9,0,0,0,0,2,50,0,0,0,87,10,0,98,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9,Vessel,103,ship,12,navy,1949,1,1949,0,6,50,20,133,0,0,93,0,0,0,0,4,0,255,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,150,0,0,30,20,20,30,18,31
118,9,Command Post,106,gun emplacement,13,fortification,1930,1,1949,0,5,20,1,154,0,0,92,0,2,2,0,9,0,250,0,0,143,50,0,0,0,93,18,6,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,9,FAI ,77,light armored car,8,recon,1936,1,1949,0,2,3,2,20,36,0,21,0,4,2,0,9,3,226,0,0,172,90,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,12,10,10,10,0,0,0,0,0,0,0
222,9,Mule Pack,91,pack animal,10,transport,1930,1,1949,0,2,2,1,5,12,0,0,0,0,0,0,9,105,124,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,9,Gun Team,90,gun team,10,transport,1930,1,1949,0,4,4,2,7,16,0,0,0,0,0,0,9,212,240,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,9,Supply Wagon,110,ammo carrier,14,other,1930,1,1949,0,3,2,1,61,18,0,13,0,0,0,0,9,112,240,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,9,Tractor,39,tracked APC,3,APC,1930,1,1949,0,2,1,2,12,14,0,0,0,0,0,0,9,110,224,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,9,Wagon,88,wagon,10,transport,1930,1,1949,0,3,2,1,11,18,0,13,0,0,0,0,9,112,240,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,9,Scout Car,70,scout vehicle,8,recon,1942,8,1949,0,2,2,2,11,44,0,20,0,1,1,0,9,104,224,0,0,234,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,9,Mule Train,110,ammo carrier,14,other,1930,1,1949,0,3,2,1,48,18,0,0,0,0,0,0,9,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,9,Ammo Boxes,110,ammo carrier,14,other,1930,1,1949,0,0,1,0,35,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,9,Chinese Cavalry,20,cavalry,1,cavalry,1930,1,1943,0,2,10,0,22,18,0,30,0,2,2,0,9,0,255,1,0,143,50,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,9,Chinese Scouts,69,scout,8,recon,1930,1,1949,0,0,2,0,7,12,0,92,0,0,0,0,9,0,0,0,0,178,40,0,0,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,9,Chinese Patrol,69,scout,8,recon,1930,1,1949,0,0,4,0,12,11,0,92,0,0,0,0,9,0,0,0,0,200,40,0,0,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,9,Chinese FO Team,72,forward observer,8,recon,1930,1,1949,0,0,2,0,21,8,0,93,0,0,0,0,9,0,0,0,0,133,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,9,Warlord,81,force HQ,9,C&C,1930,1,1930,0,1,6,0,186,8,0,90,0,0,0,0,9,0,0,0,0,114,40,0,0,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,9,Peoples Leader,81,force HQ,9,C&C,1931,1,1949,0,1,6,0,186,8,0,90,0,0,0,0,9,0,0,0,0,114,40,0,0,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,9,Assault Raft,100,assault boat,12,navy,1930,1,1949,0,2,2,2,12,0,0,0,0,0,0,0,0,20,255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,9,Barge,99,landing barge,12,navy,1930,1,1949,0,6,2,6,66,0,0,30,0,0,0,0,0,254,255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,0,0,22,0,30,22,0,30
248,9,Barge Carrier,87,barge carrier,10,transport,1930,1,1949,0,6,6,4,53,19,0,20,0,0,0,0,9,0,232,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,9,Crewmen,109,crew,14,other,1930,1,1949,0,1,5,0,2,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,229,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
