id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
218,50mm Type89 Mtr,2,SPWOOB_WCLASS_INF_SEC,2,3,5,0,8,0,0,0,52,10
221,90mm Type97 CA,3,SPWOOB_WCLASS_TEAM,5,5,9,0,38,0,0,0,210,20
226,Bolo Knife,2,SPWOOB_WCLASS_INF_SEC,1,1,3,0,0,0,0,4,4,0
227,Bow and Arrow,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,8,0
228,M1903 Rifle x3,2,SPWOOB_WCLASS_INF_SEC,1,1,3,0,0,0,0,20,48,0
229,Misc Small Arms,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,12,0
232,40mm Twin AA,4,SPWOOB_WCLASS_AA,6,3,18,56,26,0,0,72,208,0
235,.45 M3 SMG,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,4,8,0
236,.30-06 M1903,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
242,.30-06 M1917 US,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
245,Bayonet,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
247,.30 Johnson Rfl,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,20,44,0
248,M1918A2 BAR x2,2,SPWOOB_WCLASS_INF_SEC,1,1,8,0,0,0,0,28,56,0
