id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
236,8mm Kar 98k,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
237,8mm Kar 98k,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
239,50 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,15,19,0,40,0,0,12,4,0
242,.303 SMLE No.4,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,20,48,0
243,2in Mortar,3,SPWOOB_WCLASS_TEAM,2,3,4,0,9,0,0,16,72,0
244,7.62mm Mosin/30,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
245,8mm Chauchat,2,SPWOOB_WCLASS_INF_SEC,3,1,5,0,0,0,0,20,48,0
246,7.7mm Lewis TMG,5,SPWOOB_WCLASS_SML_GUN,3,1,9,0,0,0,0,32,100,0
247,8mm Mannlicher,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
249,12 kg Bomb,11,SPWOOB_WCLASS_AIRCRAFT,1,5,10,0,38,0,0,12,4,0
