id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_FH,arm_SH,arm_RH,arm_FT,arm_ST,arm_RT,arm_TP,arm_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
12,79,Mack 7-1/2ton,86,heavy truck,10,transport,1945,5,1949,0,4,2,5,24,23,0,51,0,0,0,0,9,223,228,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,79,Kromhout Hvy Tr,86,heavy truck,10,transport,1935,6,1942,0,4,2,5,19,23,0,22,0,0,0,0,9,218,229,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,79,2pdr AT Gun,55,AT gun,5,anti-tank,1942,3,1942,0,1,5,0,16,1,0,50,0,2,3,0,7,0,104,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,79,6pdr AT Gun,55,AT gun,5,anti-tank,1943,5,1944,0,1,6,0,26,1,0,61,0,3,3,0,7,0,105,0,0,29,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,79,6pdr AT Gun,55,AT gun,5,anti-tank,1944,6,1949,0,1,6,0,51,1,0,72,0,3,3,0,7,0,105,0,0,28,16,44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,79,17pdr AT Gun,55,AT gun,5,anti-tank,1944,8,1949,0,1,8,0,124,1,0,80,0,3,7,0,6,0,108,0,0,38,18,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,79,Zwaar Mortier,43,heavy mortar,4,artillery,1946,1,1949,0,1,5,0,26,1,0,93,0,2,0,0,6,0,105,0,0,240,50,0,0,0,144,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,79,25pdr FG,47,howitzer,4,artillery,1942,1,1949,0,2,8,0,44,1,0,80,0,2,1,0,5,0,106,0,0,63,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,79,Chevy 1-1/2ton,85,medium truck,10,transport,1943,6,1949,0,3,2,4,15,29,0,50,0,0,0,0,9,112,226,0,0,114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,79,Middelgrt Mortr,42,mortar,4,artillery,1942,3,1949,0,1,5,0,28,4,0,72,0,2,0,0,8,0,0,0,0,37,50,0,0,0,221,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,79,Zwaar Mortier,43,heavy mortar,4,artillery,1943,7,1949,0,1,5,0,27,1,0,93,0,2,0,0,6,0,0,0,0,72,50,0,0,0,221,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,79,M.18 No.1 MGplg,9,machine gun,0,infantry,1940,1,1940,0,1,5,0,23,8,0,40,0,3,2,0,9,0,0,0,0,118,60,0,0,0,214,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,79,Zware MGploeg,10,heavy machine gun,0,infantry,1930,1,1940,0,1,10,0,19,6,0,40,0,3,2,0,9,0,0,0,0,43,60,0,0,0,87,6,0,214,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,79,Geweer Sectie,1,infantry,0,infantry,1939,8,1940,0,1,11,0,20,9,0,21,0,0,0,0,9,0,0,0,0,213,50,0,0,0,241,50,0,85,2,4,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,79,Geweer Sectie,1,infantry,0,infantry,1930,1,1940,0,1,11,0,18,9,0,20,0,0,0,0,9,0,0,0,0,213,50,0,0,0,87,4,0,241,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,79,Geweer Sectie,1,infantry,0,infantry,1942,3,1949,0,1,11,0,20,9,0,40,0,0,0,0,9,0,0,0,0,242,50,0,0,0,88,10,0,97,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,79,Geweer Sectie+,2,medium infantry,0,infantry,1930,1,1943,0,1,11,0,20,9,0,20,0,0,0,0,9,0,0,0,0,213,50,0,0,0,241,50,0,85,2,4,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,79,Geweer Sectie+,2,medium infantry,0,infantry,1943,7,1949,0,1,11,0,28,9,0,40,0,0,0,0,9,0,0,0,0,242,50,0,0,0,90,0,8,97,50,0,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,79,Geweer Sectie+,2,medium infantry,0,infantry,1942,3,1943,0,1,11,0,24,9,0,40,0,0,0,0,9,0,0,0,0,242,50,0,0,0,134,0,15,97,15,0,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,79,Peloton Leider,82,platoon HQ,9,C&C,1930,1,1940,0,1,7,0,12,9,0,90,0,0,0,0,9,0,0,0,0,213,40,0,0,0,87,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,79,AT Geweerteam,54,AT infantry,5,anti-tank,1939,1,1940,0,0,2,0,14,8,0,0,0,0,0,0,9,0,0,0,0,142,0,40,0,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,79,AT Geweerteam,54,AT infantry,5,anti-tank,1942,3,1943,0,0,2,0,12,8,0,0,0,0,0,0,9,0,0,0,0,134,0,40,0,0,221,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,79,PIAT Team,54,AT infantry,5,anti-tank,1944,6,1945,0,0,2,0,10,10,0,0,0,0,0,0,9,0,0,0,0,90,0,6,0,0,221,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,79,Sniper,15,sniper,0,infantry,1930,1,1942,0,0,1,0,12,12,0,0,0,0,3,0,4,0,0,0,0,145,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,79,Munitions Depot,111,ammo dump,14,other,1930,1,1942,0,6,20,0,150,0,0,0,0,2,2,0,9,0,255,0,0,247,60,0,0,0,9,50,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,79,Geweer Sectie+,2,medium infantry,0,infantry,1945,5,1949,0,1,12,0,41,9,0,30,0,0,0,0,9,0,0,0,0,112,50,0,0,0,91,0,8,113,50,0,245,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,79,75mm Howitzer,47,howitzer,4,artillery,1943,7,1949,0,1,6,0,35,4,0,91,0,2,1,0,6,0,106,0,0,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,79,105mm Howitzer,47,howitzer,4,artillery,1943,7,1949,0,1,8,0,43,1,0,93,0,2,1,0,5,0,108,0,0,70,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,79,Bazooka Team,54,AT infantry,5,anti-tank,1945,4,1949,0,0,2,0,19,10,0,0,0,0,0,0,9,0,0,0,0,91,0,10,0,0,144,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,79,Destroyer,104,naval bombardment,12,navy,1930,1,1949,0,3,99,0,102,0,0,93,0,0,0,0,10,0,255,0,0,188,40,0,0,0,188,40,0,188,40,0,188,40,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
42,79,Cruiser,104,naval bombardment,12,navy,1930,1,1949,0,4,99,0,84,0,0,93,0,0,0,0,15,0,255,0,0,189,40,0,0,0,189,40,0,189,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
43,79,Command Post,106,gun emplacement,13,fortification,1939,1,1940,0,5,20,1,189,0,0,92,0,2,2,0,9,0,250,0,0,247,60,0,0,0,87,10,0,9,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,79,Blockhouse,105,fort,13,fortification,1939,1,1940,0,4,20,4,157,0,0,90,0,4,5,0,8,0,255,0,0,26,25,75,0,0,43,80,0,241,90,0,0,0,0,100,100,100,40,200,200,44,0,0,0,0,0,0,0
45,79,Rifle Bunker,105,fort,13,fortification,1939,1,1942,0,2,10,3,66,0,0,50,0,0,5,0,9,0,255,0,0,213,50,0,0,0,87,12,0,43,60,0,0,0,0,60,60,60,20,120,120,180,0,0,0,0,0,0,0
46,79,Inf Strongpoint,105,fort,13,fortification,1942,3,1949,0,2,10,4,108,0,0,90,0,0,5,0,9,0,255,0,0,242,50,0,0,0,118,90,0,63,40,10,97,50,0,122,90,90,50,90,90,73,0,0,0,0,0,0,0
47,79,Rifle Pit,105,fort,13,fortification,1939,1,1940,0,1,8,1,48,0,0,30,0,0,5,0,9,0,255,0,0,213,50,0,0,0,43,180,0,95,50,0,0,0,0,38,38,38,0,51,51,25,0,0,0,0,0,0,0
48,79,Peloton Leider,82,platoon HQ,9,C&C,1942,3,1949,0,1,7,0,13,9,0,90,0,0,0,0,9,0,0,0,0,221,40,0,0,0,88,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,79,Peloton Leider,82,platoon HQ,9,C&C,1945,5,1949,0,1,7,0,16,9,0,90,0,0,0,0,9,0,0,0,0,144,40,0,0,0,89,6,0,245,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,79,Sappeur Sectie,6,engineers,0,infantry,1930,1,1940,0,1,11,0,21,8,0,11,0,0,0,0,9,0,0,0,0,213,50,0,0,0,84,4,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,79,Ingenieur Sect,7,motorized engineers,0,infantry,1942,3,1945,0,1,11,0,29,8,0,20,0,0,0,0,9,0,0,0,0,242,50,0,0,0,97,50,0,83,6,0,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,79,Ingenieur Sect,7,motorized engineers,0,infantry,1945,5,1949,0,1,12,0,30,8,0,30,0,0,0,0,9,0,0,0,0,144,50,0,0,0,83,6,0,84,3,0,89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,79,Geweer Sectie+,2,medium infantry,0,infantry,1939,8,1940,0,1,11,0,22,9,0,20,0,0,0,0,9,0,0,0,0,213,50,0,0,0,86,0,4,241,50,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,79,Sappeur Sectie,6,engineers,0,infantry,1942,3,1945,0,1,11,0,22,8,0,11,0,0,0,0,9,0,0,0,0,242,50,0,0,0,84,4,0,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,79,25pdr Troop,49,offboard artillery,4,artillery,1942,3,1949,0,2,24,0,82,0,0,90,0,2,0,0,8,0,255,0,0,63,40,0,0,0,63,40,0,63,40,0,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,79,12 Houwitsr Bty,49,offboard artillery,4,artillery,1930,1,1940,0,2,24,0,84,0,0,90,0,2,0,0,5,0,255,0,0,2,40,0,0,0,2,40,0,2,40,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,79,15 Houwitsr Bty,49,offboard artillery,4,artillery,1930,1,1940,0,1,28,0,91,0,0,90,0,2,0,0,5,0,255,0,0,79,40,0,0,0,79,40,0,79,40,0,79,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,79,15 Houwitsr Bty,49,offboard artillery,4,artillery,1930,1,1940,0,1,24,0,96,0,0,91,0,2,0,0,5,0,255,0,0,3,40,0,0,0,3,40,0,3,40,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,79,105mm How Bty,49,offboard artillery,4,artillery,1946,1,1949,0,2,32,0,86,0,0,92,0,2,0,0,6,0,255,0,0,70,40,0,0,0,70,40,0,70,40,0,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,79,155mm Gun Bty,49,offboard artillery,4,artillery,1946,1,1949,0,1,40,0,104,0,0,92,0,2,0,0,5,0,255,0,0,104,40,0,0,0,104,40,0,104,40,0,104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,79,8in How Bty,49,offboard artillery,4,artillery,1946,1,1949,0,2,44,0,102,0,0,92,0,2,0,0,3,0,255,0,0,103,40,0,0,0,103,40,0,103,40,0,103,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,79,Middelgrt Mortr,42,mortar,4,artillery,1937,3,1942,0,1,5,0,28,4,0,72,0,2,0,0,8,0,0,0,0,57,50,0,0,0,214,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,79,25pdr Short,43,heavy mortar,4,artillery,1944,9,1949,0,2,12,0,23,4,0,93,0,2,0,0,8,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,79,Sappeur Leider,8,armored engineers,0,infantry,1930,1,1940,0,1,7,0,13,8,0,91,0,0,0,0,9,0,0,0,0,213,50,0,0,0,87,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,79,6cm Feldkanon,46,infantry gun,4,artillery,1930,1,1940,0,1,5,0,13,1,0,11,0,2,1,0,8,0,106,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,79,7cm Feldkanon,46,infantry gun,4,artillery,1930,1,1940,0,1,6,0,24,1,0,91,0,2,1,0,6,0,106,0,0,33,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,79,8cm Feldkanon,46,infantry gun,4,artillery,1930,1,1940,0,1,7,0,28,4,0,10,0,2,1,0,7,0,107,0,0,7,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,79,10cm Feldkanon,46,infantry gun,4,artillery,1930,1,1940,0,2,6,0,29,1,0,10,0,2,1,0,6,0,106,0,0,4,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,79,7cm Houwitser,47,howitzer,4,artillery,1930,1,1940,0,1,6,0,37,1,0,91,0,2,1,0,6,0,106,0,0,33,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,79,10cm Houwitser,47,howitzer,4,artillery,1930,1,1940,0,2,6,1,44,1,0,10,0,2,1,0,6,0,106,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,79,12cm Houwitser,47,howitzer,4,artillery,1930,1,1940,0,2,6,0,49,0,0,90,0,2,1,0,4,0,106,0,0,11,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,79,12cm Houwitser,47,howitzer,4,artillery,1930,1,1940,0,2,6,0,36,0,0,90,0,2,1,0,4,0,106,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,79,15cm Houwitser,47,howitzer,4,artillery,1930,1,1940,0,1,6,0,55,0,0,91,0,2,1,0,4,0,206,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,79,15cm Houwitser,47,howitzer,4,artillery,1930,1,1940,0,1,7,0,55,0,0,90,0,2,1,0,4,0,207,0,0,79,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,79,47mm AT Kanon,55,AT gun,5,anti-tank,1937,7,1940,0,1,6,0,25,1,0,21,0,3,2,0,7,0,106,0,0,21,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,79,8cm AT Kanon,55,AT gun,5,anti-tank,1930,1,1940,0,1,5,0,28,1,0,11,0,3,1,0,7,0,105,0,0,7,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,79,20mm AA Kanon,61,flak,6,anti-air,1939,1,1949,0,1,6,0,21,1,0,10,0,3,3,0,9,0,106,0,0,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,79,20mm AA Kanon,61,flak,6,anti-air,1935,1,1941,0,1,6,0,15,1,0,10,0,3,2,0,9,0,106,0,0,143,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,40mm AA Kanon,61,flak,6,anti-air,1938,7,1949,0,1,8,0,42,1,0,30,0,3,3,0,8,0,108,0,0,17,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,79,57mm AA Kanon,61,flak,6,anti-air,1930,1,1940,0,2,10,0,10,0,0,30,0,1,1,0,3,0,110,0,0,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,79,75mm AA Kanon,61,flak,6,anti-air,1930,1,1940,0,2,10,0,22,0,0,30,0,2,2,0,5,0,110,0,0,34,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,79,75mm AA Kanon,61,flak,6,anti-air,1939,1,1940,0,2,8,0,50,0,0,30,0,3,3,0,6,0,108,0,0,10,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,79,76mm AA Kanon,61,flak,6,anti-air,1930,1,1940,0,2,8,0,27,0,0,32,0,2,2,0,5,0,108,0,0,12,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,79,94mm AA Kanon,61,flak,6,anti-air,1930,1,1940,0,3,12,0,51,0,0,32,0,3,3,0,6,0,212,0,0,15,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,79,Stootroepen,16,special forces,0,infantry,1939,1,1940,0,1,10,0,23,11,0,22,0,0,0,0,9,0,0,0,0,214,50,0,0,0,241,50,0,84,2,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,79,Commandos,16,special forces,0,infantry,1940,9,1945,0,1,10,0,25,11,0,42,0,0,0,0,9,0,0,0,0,151,50,0,0,0,97,50,0,84,4,0,88,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,79,Commandos,16,special forces,0,infantry,1945,6,1949,0,1,10,0,26,11,0,42,0,0,0,0,9,0,0,0,0,144,50,0,0,0,245,40,0,84,4,0,89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,79,Sappeur Leider,8,armored engineers,0,infantry,1942,3,1945,0,1,7,0,14,8,0,91,0,0,0,0,9,0,0,0,0,242,50,0,0,0,88,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,79,Ingenieur Leidr,8,armored engineers,0,infantry,1945,5,1949,0,1,7,0,15,8,0,91,0,0,0,0,9,0,0,0,0,144,50,0,0,0,89,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,79,Karabiniers,1,infantry,0,infantry,1945,5,1949,0,1,11,0,22,9,0,20,0,0,0,0,9,0,0,0,0,112,50,0,0,0,89,8,0,113,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,79,Jager Sectie,18,conscripts,0,infantry,1930,1,1940,0,1,11,0,18,10,0,21,0,0,0,0,9,0,0,0,0,213,50,0,0,0,87,4,0,241,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,79,Jager Sectie,18,conscripts,0,infantry,1942,3,1945,0,1,11,0,19,10,0,41,0,0,0,0,9,0,0,0,0,242,50,0,0,0,88,5,0,97,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,79,Jager Sectie,18,conscripts,0,infantry,1945,5,1949,0,1,11,0,22,10,0,41,0,0,0,0,9,0,0,0,0,112,50,0,0,0,89,5,0,113,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,79,Jager Leider,82,platoon HQ,9,C&C,1930,1,1940,0,1,7,0,12,10,0,91,0,0,0,0,9,0,0,0,0,214,40,0,0,0,87,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,79,Z 5 Gunboat,102,landing craft gunboat,12,navy,1930,1,1949,0,6,63,8,170,0,0,93,0,4,6,0,6,12,255,10,0,192,60,0,0,0,192,60,0,193,90,0,0,0,0,10,10,10,10,10,10,10,0,15,0,10,0,5,5
96,79,G 13 Torp Boat,102,landing craft gunboat,12,navy,1934,5,1949,0,5,27,8,121,0,0,93,0,3,4,0,7,10,255,12,0,191,60,0,0,0,191,60,0,194,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,79,Sloop,103,ship,12,navy,1938,1,1949,0,6,220,20,247,0,0,92,0,4,6,0,5,40,255,9,0,190,60,0,0,0,190,60,0,232,30,30,193,90,0,34,34,34,42,40,30,8,0,15,0,10,12,5,5
98,79,Jager Leider,82,platoon HQ,9,C&C,1942,3,1949,0,1,7,0,13,10,0,91,0,0,0,0,9,0,0,0,0,221,40,0,0,0,88,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,79,Pantserwgn M.39,79,heavy armored car,8,recon,1940,1,1940,0,2,5,2,42,33,0,11,0,4,2,0,6,4,226,0,0,14,45,50,0,0,212,60,0,0,0,0,227,60,0,9,5,5,9,9,9,5,0,33,14,20,0,14,15
100,79,Pantserwgn M.38,79,heavy armored car,8,recon,1938,3,1940,0,3,5,2,41,38,0,11,0,4,2,0,6,4,226,0,0,14,45,65,0,0,212,60,0,0,0,0,227,60,0,9,5,5,9,9,9,5,0,33,14,20,0,14,15
101,79,Jager Leider,82,platoon HQ,9,C&C,1945,5,1949,0,1,7,0,16,10,0,91,0,0,0,0,9,0,0,0,0,112,40,0,0,0,89,6,0,245,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,79,Munitions Depot,111,ammo dump,14,other,1942,3,1945,0,6,20,0,145,0,0,0,0,2,2,0,9,0,255,0,0,221,60,0,0,0,148,50,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,79,Munitions Depot,111,ammo dump,14,other,1945,5,1949,0,6,20,0,149,0,0,0,0,2,2,0,9,0,255,0,0,243,60,0,0,0,139,50,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,79,Command Post,106,gun emplacement,13,fortification,1942,3,1949,0,5,20,1,148,0,0,92,0,2,2,0,9,0,250,0,0,221,60,0,0,0,88,10,0,148,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,79,Command Post,106,gun emplacement,13,fortification,1945,5,1949,0,5,20,1,153,0,0,92,0,2,2,0,9,0,250,0,0,243,60,0,0,0,89,10,0,139,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,79,Mortierploeg,42,mortar,4,artillery,1945,5,1949,0,1,4,0,21,9,0,91,0,2,0,0,9,0,0,0,0,40,60,0,0,0,144,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,79,Lichte Mortier,41,light mortar,4,artillery,1942,3,1949,0,1,4,0,18,9,0,71,0,2,0,0,9,0,0,0,0,107,50,0,0,0,242,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,79,Lichte MGploeg,0,light infantry,0,infantry,1942,3,1949,0,0,2,0,5,9,0,10,0,0,0,0,9,0,0,0,0,97,50,0,0,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
