rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
14,<<AI GRP 34-42>,76,1,10,0,0,0,0,0,0,0,0,34,42,5,2,73,1,1095,1,1119,1,1106,1,1114,1,1099,1,1100,1,1102,1,1094,1,1038,1
15,Inf ATR Section,76,5,0,0,0,0,0,0,0,0,0,40,42,3,1,131,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Sapeurs Section,76,1,0,0,0,0,0,0,0,0,0,30,42,3,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Sapeurs Platoon,76,1,0,0,0,0,0,0,0,0,0,30,42,3,1,117,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Sapeurs Company,76,1,1,0,0,0,0,0,0,0,0,30,42,3,2,71,1,1019,1,1017,1,1017,1,1017,1,1071,1,0,0,0,0,0,0,0,0
19,Sapeur Cmnd Plt,76,1,0,0,0,0,0,0,0,0,0,30,42,5,1,219,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Regional Plt,76,1,20,0,0,0,0,0,0,0,0,30,40,3,1,219,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
21,Reg Hvy Plt,76,1,22,0,0,0,0,0,0,0,0,30,40,3,1,219,1,27,1,16,1,16,1,18,1,0,0,0,0,0,0,0,0,0,0
22,Regional Co,76,1,21,0,0,0,0,0,0,0,0,30,40,3,2,71,1,1012,1,1020,1,1020,1,1020,1,1020,1,1021,1,0,0,0,0,0,0
23,<<AI ARTILLERY>,76,1,10,0,0,0,0,0,0,0,0,30,42,5,2,32,1,1078,1,1079,1,1074,1,1071,1,1098,1,1043,1,0,0,0,0,0,0
24,Voltigeurs Plt,76,1,0,0,0,0,0,0,0,0,0,39,40,1,1,31,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
25,Voltigeurs Co,76,1,1,0,0,0,0,0,0,0,0,39,40,1,2,31,1,1024,1,1024,1,1024,1,1024,1,1068,1,0,0,0,0,0,0,0,0
26,Weapons Co,76,9,1,0,0,0,0,0,0,0,0,39,40,3,2,71,1,1072,1,1072,1,1072,1,1072,1,1074,1,1080,1,0,0,0,0,0,0
27,<<<AI INF CO>>>,76,1,10,0,0,0,0,0,0,0,0,30,42,5,2,71,1,1012,1,1005,1,1005,1,1005,1,1005,1,1083,1,0,0,0,0,0,0
28,Chasseurs Plt-,76,1,0,0,0,0,0,0,0,0,0,39,40,3,1,112,1,81,1,81,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0
29,Chasseurs Plt,76,1,0,0,0,0,0,0,0,0,0,39,40,1,1,112,1,81,1,81,1,81,1,49,1,49,1,49,1,49,1,0,0,0,0
30,Chass HMG Plt,76,1,1,0,0,0,0,0,0,0,0,39,40,1,1,16,1,16,1,16,1,16,1,49,1,49,1,0,0,0,0,0,0,0,0
31,Chass Mort Plt,76,1,2,0,0,0,0,0,0,0,0,39,40,2,1,18,1,18,1,18,1,18,1,49,1,49,1,49,1,49,1,0,0,0,0
32,Chasseurs Co,76,1,1,0,0,0,0,0,0,0,0,39,40,1,2,71,1,209,1,17,1,209,1,1029,1,1029,1,1029,1,1029,1,0,0,0,0
33,Chasseurs ME Co,76,1,1,0,0,0,0,0,0,0,0,39,40,1,2,71,1,209,1,81,1,209,1,1030,1,1030,1,1031,1,1060,1,1060,1,1060,1
34,Colonial Plt,76,1,20,0,0,0,0,0,0,0,0,30,42,3,1,219,1,130,1,130,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0
35,<<AI FORTS>>,76,1,0,0,0,0,0,0,0,0,0,39,42,5,2,101,1,1136,1,99,1,1082,1,1076,1,1013,1,0,0,0,0,0,0,0,0
36,Tracked APC Plt,76,5,0,0,0,0,0,0,0,0,0,40,40,1,1,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
37,Dragoons Plt-,76,1,0,0,0,0,0,0,0,0,0,37,40,3,1,128,1,135,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0
38,Dragoons S20 Pl,76,1,0,0,0,0,0,0,0,0,0,37,40,1,1,128,1,202,1,135,1,135,1,135,1,48,1,48,1,48,1,48,1,0,0
39,Dragoons S20 Co,76,1,1,0,0,0,0,0,0,0,0,37,40,1,2,128,1,17,1,211,1,1038,1,1038,1,1038,1,1072,1,48,1,211,1,211,1
40,Dragoons ME Co,76,1,1,0,0,0,0,0,0,0,0,37,40,1,2,128,1,211,1,139,1,211,1,1072,1,1072,1,1075,1,1080,1,1041,1,1041,1
41,Wheeled APC Plt,76,1,0,0,0,0,0,0,0,0,0,37,40,1,1,48,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
42,Inf Air Platoon,76,9,0,0,0,0,0,0,0,0,0,39,40,3,1,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0
43,<<AI SP-AT SEC>,76,5,10,0,0,0,0,0,0,0,0,41,42,5,1,60,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Inf Air Company,76,9,11,0,0,0,0,0,0,0,0,39,40,3,2,71,1,1042,1,1042,1,1042,1,1071,1,1045,1,0,0,0,0,0,0,0,0
45,Inf Gun Section,76,1,2,0,0,0,0,0,0,0,0,30,42,2,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Chass Alp Plt,76,1,11,0,0,0,0,0,0,0,0,30,40,3,1,83,1,82,1,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0
47,Chass Alpins Co,76,1,11,0,0,0,0,0,0,0,0,30,40,3,2,71,1,1049,1,1046,1,1046,1,1046,1,1046,1,1071,1,1149,1,1050,1,0,0
48,+AI Legion Co+,76,1,11,0,0,0,0,0,0,0,0,30,42,5,2,71,1,1055,1,1053,1,1053,1,1053,1,1053,1,1072,1,1054,1,1050,1,1059,1
49,Alpins Cmnd Plt,76,1,2,0,0,0,0,0,0,0,0,30,40,5,1,83,1,82,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Mtn Gun Sec,76,1,2,0,0,0,0,0,0,0,0,30,41,2,1,38,1,38,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0
51,<<AI VF INF CO>,76,7,1,0,0,0,0,0,0,0,0,40,42,5,2,124,1,1186,1,1183,1,1183,1,1183,1,1183,1,1071,1,1184,1,0,0,0,0
52,Special Forces,76,9,11,0,0,0,0,0,0,0,0,39,40,3,1,116,1,116,1,116,1,115,1,115,1,146,1,0,0,0,0,0,0,0,0
53,Legionnaire Plt,76,1,10,0,0,0,0,0,0,0,0,30,42,3,1,111,1,26,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0
54,Legion Mrt Plt,76,1,2,0,0,0,0,0,0,0,0,30,42,2,1,18,1,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Legion Cmnd Plt,76,1,10,0,0,0,0,0,0,0,0,30,42,5,1,111,1,26,1,26,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0
56,Legionnaires Co,76,1,11,0,0,0,0,0,0,0,0,30,42,3,2,110,1,1055,1,1053,1,1053,1,1053,1,1053,1,0,0,0,0,0,0,0,0
57,Legion ME Co,76,1,11,0,0,0,0,0,0,0,0,30,42,2,2,110,1,41,1,1072,1,1072,1,1054,1,1195,1,1050,1,0,0,0,0,0,0
58,SES,76,6,11,0,0,0,0,0,0,0,0,37,40,4,1,88,1,88,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Sniper,76,1,11,0,0,0,0,0,0,0,0,30,42,3,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,<AI ATG UE PLT>,76,1,1,0,0,0,0,0,0,0,0,39,42,5,1,20,1,20,1,20,1,229,1,229,1,229,1,0,0,0,0,0,0,0,0
61,Tirailleur Plt,76,1,20,0,0,0,0,0,0,0,0,30,42,3,1,219,1,150,1,150,1,150,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Tirailleur Co,76,1,21,0,0,0,0,0,0,0,0,30,42,3,2,71,1,1012,1,1061,1,1061,1,1061,1,1061,1,0,0,0,0,0,0,0,0
63,<<AI LT TANKS>>,76,3,10,0,0,0,0,0,0,0,0,36,42,5,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Maquis Cadre,76,7,0,0,0,0,0,0,0,0,0,41,42,3,1,125,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Goumiers Plt,76,1,10,0,0,0,0,0,0,0,0,30,42,3,1,109,1,114,1,114,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Moroccan Goum,76,1,11,0,0,0,0,0,0,0,0,30,42,3,2,71,1,1065,1,1065,1,1065,1,1065,1,0,0,0,0,0,0,0,0,0,0
67,Colonial ME Co,76,1,1,0,0,0,0,0,0,0,0,30,40,2,2,71,1,1074,1,1074,1,1072,1,1072,1,1079,1,1150,1,1150,1,1150,1,1149,1
68,Mortar Section,76,1,2,0,0,0,0,0,0,0,0,30,42,2,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Mortar Platoon,76,1,2,0,0,0,0,0,0,0,0,30,42,2,1,18,1,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
70,Hvy Mortar Btry,76,9,2,0,0,0,0,0,0,0,0,39,40,2,1,201,1,201,1,201,1,201,1,201,1,201,1,0,0,0,0,0,0,0,0
71,HMG Section,76,1,0,0,0,0,0,0,0,0,0,30,42,3,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,HMG Platoon,76,1,0,0,0,0,0,0,0,0,0,30,42,3,1,16,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0
73,MG Section,76,7,0,0,0,0,0,0,0,0,0,40,42,3,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Mortar Sec,76,1,2,0,0,0,0,0,0,0,0,30,42,5,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Mortar Plt,76,1,2,0,0,0,0,0,0,0,0,30,42,5,1,18,1,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
76,Artillery Btry,76,1,0,0,0,0,0,0,0,0,0,30,42,2,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Artillery Btln,76,1,0,0,0,0,0,0,0,0,0,30,42,2,1,69,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Light Arty Btry,76,1,0,0,0,0,0,0,0,0,0,30,42,2,1,32,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
79,AT Gun Section,76,1,0,0,0,0,0,0,0,0,0,34,42,2,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AT Gun Battery,76,1,0,0,0,0,0,0,0,0,0,35,42,2,1,22,1,22,1,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0
81,AA Gun Section,76,1,0,0,0,0,0,0,0,0,0,30,42,2,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,AA Gun Battery,76,1,0,0,0,0,0,0,0,0,0,39,40,2,1,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
83,<AI HV INF PLT>,76,1,0,0,0,0,0,0,0,0,0,30,42,5,1,219,1,144,1,144,1,145,1,145,1,16,1,16,1,17,1,30,1,0,0
84,Hvy AA Gun Sec,76,1,0,0,0,0,0,0,0,0,0,35,42,2,1,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Hvy AA Gun Plt,76,1,0,0,0,0,0,0,0,0,0,35,42,2,1,46,1,46,1,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0
86,FR M/C Platoon,76,1,1,0,0,0,0,0,0,0,0,30,39,1,1,207,1,206,1,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,FR M/C Platoon,76,1,1,0,0,0,0,0,0,0,0,40,40,1,1,203,1,204,1,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,FR M/C Company,76,1,1,0,0,0,0,0,0,0,0,30,39,1,2,207,1,1086,1,1086,1,1086,1,1086,1,1090,1,173,1,0,0,0,0,0,0
89,FR M/C Company,76,1,1,0,0,0,0,0,0,0,0,40,40,1,2,203,1,1087,1,1087,1,1087,1,1087,1,1090,1,174,1,0,0,0,0,0,0
90,FR M/C FM Plt,76,1,1,0,0,0,0,0,0,0,0,30,40,1,1,170,1,170,1,170,1,170,1,0,0,0,0,0,0,0,0,0,0,0,0
91,FR FM Platoon,76,1,0,0,0,0,0,0,0,0,0,30,40,3,1,219,1,144,1,144,1,144,1,144,1,144,1,144,1,0,0,0,0,0,0
92,FR VB Platoon,76,1,0,0,0,0,0,0,0,0,0,30,40,3,1,219,1,145,1,145,1,145,1,145,1,145,1,145,1,0,0,0,0,0,0
93,Recon Patrol,76,1,1,0,0,0,0,0,0,0,0,30,42,3,1,208,1,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Motor Recon,76,1,1,0,0,0,0,0,0,0,0,39,42,5,1,240,1,240,1,210,1,210,1,0,0,0,0,0,0,0,0,0,0,0,0
95,Arm'd Car Plt-,76,1,1,0,0,0,0,0,0,0,0,34,42,1,1,122,1,122,1,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Arm'd Car Plt,76,1,1,0,0,0,0,0,0,0,0,34,42,1,1,122,1,122,1,122,1,122,1,122,1,0,0,0,0,0,0,0,0,0,0
97,Arm'd Car Sqdn,76,1,1,0,0,0,0,0,0,0,0,34,42,1,2,122,1,1096,1,1096,1,1096,1,1096,1,0,0,0,0,0,0,0,0,0,0
98,<<AI ENGINEERS>,76,1,10,0,0,0,0,0,0,0,0,30,42,5,1,117,1,117,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0
99,Cav Tanks Plt-,76,1,0,0,0,0,0,0,0,0,0,34,42,1,1,118,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Cav Tanks Plt,76,1,0,0,0,0,0,0,0,0,0,34,42,1,1,118,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0
101,Cav Tanks Sqdrn,76,1,0,0,0,0,0,0,0,0,0,34,42,1,2,118,1,1100,1,1100,1,1100,1,1100,1,0,0,0,0,0,0,0,0,0,0
102,Char D Tank Plt,76,1,0,0,0,0,0,0,0,0,0,34,42,1,1,12,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Char D Tank Co,76,1,0,0,0,0,0,0,0,0,0,34,42,1,2,12,1,1102,1,1102,1,1102,1,1102,1,0,0,0,0,0,0,0,0,0,0
104,Lt Tank Platoon,76,3,0,0,0,0,0,0,0,0,0,36,42,1,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
105,Lt Tank Company,76,3,1,0,0,0,0,0,0,0,0,36,42,1,2,2,1,1104,1,1104,1,1104,1,1104,1,0,0,0,0,0,0,0,0,0,0
106,CS Tank Section,76,1,0,0,0,0,0,0,0,0,0,30,40,1,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,CS Tank Platoon,76,1,0,0,0,0,0,0,0,0,0,30,40,1,1,50,1,50,1,50,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0
108,Char B Tank Plt,76,1,0,0,0,0,0,0,0,0,0,36,42,1,1,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Char B Tank Co,76,9,0,0,0,0,0,0,0,0,0,37,42,1,2,94,1,1108,1,1108,1,1108,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Inf Tank Plt,76,1,0,0,0,0,0,0,0,0,0,30,42,1,1,5,1,5,1,5,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0
111,Inf Tank Co,76,1,1,0,0,0,0,0,0,0,0,30,42,1,2,11,1,1110,1,1110,1,1110,1,1110,1,0,0,0,0,0,0,0,0,0,0
112,SP AT Section,76,9,0,0,0,0,0,0,0,0,0,39,42,2,1,63,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,SP AT Battery,76,9,0,0,0,0,0,0,0,0,0,39,42,2,1,60,1,60,1,60,1,60,1,60,1,0,0,0,0,0,0,0,0,0,0
114,Mot AT Gun Sec,76,1,0,0,0,0,0,0,0,0,0,35,42,5,1,20,1,20,1,229,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0
115,SP Gun Section,76,5,0,0,0,0,0,0,0,0,0,41,42,2,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,SP Gun Platoon,76,5,0,0,0,0,0,0,0,0,0,41,42,2,1,195,1,195,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0
117,AC Dodge Sec,76,3,0,0,0,0,0,0,0,0,0,41,42,1,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,AC Dodge Plt,76,3,0,0,0,0,0,0,0,0,0,41,42,1,1,70,1,70,1,70,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0
119,SPAA Section,76,1,0,0,0,0,0,0,0,0,0,37,42,2,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,SPAA Platoon,76,1,0,0,0,0,0,0,0,0,0,32,42,2,1,55,1,55,1,57,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0
121,Hvy SPAA Sec,76,1,0,0,0,0,0,0,0,0,0,32,42,2,1,58,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Hvy SPAA Plt,76,1,1,0,0,0,0,0,0,0,0,32,42,2,1,58,1,58,1,58,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0
123,DCA Ammo Cars,76,1,0,0,0,0,0,0,0,0,0,32,42,4,1,231,1,231,1,231,1,231,1,0,0,0,0,0,0,0,0,0,0,0,0
124,Halftrack Plt,76,5,0,0,0,0,0,0,0,0,0,35,40,4,1,217,1,217,1,217,1,217,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Halftrack Sec,76,1,0,0,0,0,0,0,0,0,0,35,40,4,1,217,1,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Utility Vehicle,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Tracked APC Sec,76,5,0,0,0,0,0,0,0,0,0,40,40,1,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Wheeled APC Sec,76,1,0,0,0,0,0,0,0,0,0,37,40,1,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Colonial Co,76,1,21,0,0,0,0,0,0,0,0,30,42,3,2,71,1,1071,1,1034,1,1034,1,1034,1,1162,1,0,0,0,0,0,0,0,0
130,Strike Element,76,1,0,0,0,0,0,0,0,0,0,37,42,4,1,132,1,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Transport,76,8,0,0,0,0,0,0,0,0,0,37,42,4,1,136,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Destroyer,76,1,0,0,0,0,0,0,0,0,0,30,42,2,4,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Cruiser,76,1,0,0,0,0,0,0,0,0,0,30,42,2,4,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Battleship,76,1,0,0,0,0,0,0,0,0,0,30,42,2,4,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Fort,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Fortifications,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,98,1,100,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Fortified Zone,76,1,0,0,0,0,0,0,0,0,0,30,40,4,2,42,1,1136,1,1196,1,1197,1,1191,1,0,0,0,0,0,0,0,0,0,0
138,Command Post,76,1,11,0,0,0,0,0,0,0,0,30,42,4,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Field CPs,76,1,0,0,0,0,0,0,0,0,0,31,42,1,1,233,1,234,1,234,1,234,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Field CP Btln,76,1,0,0,0,0,0,0,0,0,0,31,42,1,2,42,1,1139,1,1139,1,1139,1,0,0,0,0,0,0,0,0,0,0,0,0
141,Ammo Carrier,76,1,0,0,0,0,0,0,0,0,0,37,42,4,1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Ammo Dump,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Barge Carriers,76,1,0,0,0,0,0,0,0,0,0,39,42,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Barge Carriers,76,1,0,0,0,0,0,0,0,0,0,39,42,4,1,248,1,248,1,248,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0
145,River Patrol,76,1,0,0,0,0,0,0,0,0,0,39,42,4,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Coast Guard,76,1,0,0,0,0,0,0,0,0,0,39,42,4,1,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Forward Obs,76,1,11,0,0,0,0,0,0,0,0,30,42,2,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,FO Vehicle,76,1,11,0,0,0,0,0,0,0,0,30,42,2,1,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Pack Mules Sec,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Pack Mules Trp,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,222,1,222,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0
151,Wagon Section,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,225,1,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Wagon Troop,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,225,1,225,1,225,1,225,1,0,0,0,0,0,0,0,0,0,0,0,0
153,Gun Teams,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Prime Mover Sec,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Truck Section,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Truck Platoon,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,171,1,171,1,171,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0
157,Hvy Truck Sec,76,1,0,0,0,0,0,0,0,0,0,38,42,4,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Hvy Truck Plt,76,1,0,0,0,0,0,0,0,0,0,38,42,4,1,15,1,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0
159,Utility Veh Plt,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,242,1,242,1,242,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0
160,Cavalry Troop,76,1,0,0,0,0,0,0,0,0,0,30,42,4,1,152,1,153,1,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Cavalry Sqdrn,76,1,1,0,0,0,0,0,0,0,0,30,42,4,2,154,1,1160,1,1160,1,1160,1,1160,1,0,0,0,0,0,0,0,0,0,0
162,Col Eng Plt ,76,1,0,0,0,0,0,0,0,0,0,30,42,5,1,151,1,151,1,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Desert Patrol,76,1,11,0,0,0,0,0,0,0,0,41,42,4,1,156,1,74,1,156,1,74,1,156,1,74,1,156,1,75,1,0,0,0,0
164,FF M/C Platoon,76,7,1,0,0,0,0,0,0,0,0,40,42,1,1,168,1,168,1,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
