rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
41,84mm Field Gun,9,0,1,6,185,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,33,49,31,74,7440,0,2,0,0,6,0,1,0,0,0,106,651,0,0,0,1,0,0,0,0,7440,0,0,0
42,Zrinyi 40/43M,39,41,3,4,248,0,0,126,30,22,0,0,0,0,60,0,34,85,33,30,88,30,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,10,10,30,72,43,49,73,74,7409,0,4,0,0,3,0,2,0,6,3,226,798,0,0,0,8,0,0,0,0,7409,0,0,0
43,PzJager 38(t),60,0,3,4,245,0,0,112,6,12,0,0,0,0,60,0,26,50,15,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,21,31,12,0,92,44,49,55,74,139,0,4,0,0,6,0,2,0,2,2,228,790,0,0,0,8,0,0,0,0,139,0,0,0
44,Sturmkanone 38t,60,61,3,4,231,174,0,0,15,36,60,0,0,0,0,0,26,64,23,20,66,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,15,60,40,70,92,44,49,110,74,25,0,4,0,0,5,0,4,0,6,3,226,423,0,0,0,10,0,0,0,0,25,0,0,0
45,IVM D Rovid,15,0,3,5,41,155,0,6,60,12,60,0,0,0,60,0,24,33,23,20,44,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,32,25,0,91,42,43,62,74,9,0,4,0,0,5,0,2,0,8,4,228,728,0,0,0,5,0,0,0,0,9,0,0,0
46,IVM F1 Rovid,15,40,3,5,41,155,0,6,48,30,60,0,0,0,60,0,24,54,33,20,66,30,30,10,23,13,8,22,13,6,10,0,0,0,0,0,0,0,12,0,10,23,26,16,91,42,43,83,74,9,0,4,0,4,5,0,3,0,8,4,228,728,0,0,0,7,0,0,0,0,9,0,0,0
47,Raba Botond 38M,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,20,10,10,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,49,11,74,7444,0,0,0,0,9,0,0,0,110,4,228,751,0,0,0,1,0,0,0,0,7444,0,0,0
48,Fw 189A-2 ,44,0,3,2,161,239,0,0,30,2,4,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,91,43,49,38,74,7431,0,4,0,0,9,0,1,0,0,0,255,819,0,0,0,1,0,0,0,0,7431,0,0,0
49,Flame Brigad,51,0,0,2,83,159,0,0,4,0,50,0,0,0,0,0,9,0,0,0,0,0,0,0,85,33,30,88,30,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,45,12,74,7097,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,Rifle Brigad,99,0,1,10,226,93,9,87,50,0,10,5,50,0,10,0,9,0,0,0,0,0,0,0,50,15,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,44,35,74,7404,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7404,0,0,0
51,43M Lehel A,25,0,2,2,114,0,0,0,50,0,0,0,0,0,0,0,28,13,13,6,13,13,6,0,64,23,20,66,20,8,8,0,0,0,0,0,0,0,20,0,0,0,0,0,52,45,49,19,74,239,0,0,0,0,9,0,0,0,110,1,224,822,0,0,0,1,0,0,0,0,0,0,0,0
52,Rifle Brigad,99,0,1,10,228,96,99,87,50,0,5,10,50,0,10,0,9,0,0,0,0,0,0,0,33,23,20,44,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,45,39,74,7404,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7404,0,0,0
53,50mm AT Gun,6,0,1,6,26,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,33,20,66,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,49,49,74,49,0,3,8,0,7,0,3,0,0,0,106,55,0,0,0,1,0,0,0,0,49,0,0,0
54,37mm AT Gun,6,0,1,5,15,218,0,0,20,40,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,44,23,74,48,0,2,4,0,8,0,2,0,0,0,105,54,0,0,0,1,0,0,0,0,48,0,0,0
55,20mm FlaK Gun,8,0,1,6,147,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,39,49,16,74,141,0,3,0,0,9,0,2,0,0,0,106,659,0,0,0,1,0,0,0,0,141,0,0,0
56,75mm Inf Gun,62,0,1,6,32,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,49,14,74,7207,0,2,0,0,6,0,1,0,0,0,106,651,0,0,0,1,0,0,0,0,7207,0,0,0
57,75mm AT Gun,6,0,1,6,44,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,43,34,74,9144,0,3,2,0,6,0,2,0,0,0,106,653,0,0,0,10,0,0,0,0,9144,0,0,0
58,80mm FlaK Gun ,8,0,3,8,205,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,6,13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,49,54,74,219,0,3,0,0,9,0,3,0,0,0,208,667,0,0,0,1,0,0,0,0,219,0,0,0
59,76mm Howitzer,9,0,1,6,36,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,49,29,74,7441,0,2,0,0,6,0,1,0,0,0,106,657,0,0,0,1,0,0,0,0,7441,0,0,0
60,105mm Howitzer,9,0,2,8,71,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37,49,39,74,7069,0,2,0,0,5,0,1,0,0,0,108,656,0,0,0,1,0,0,0,0,7069,0,0,0
61,150mm Howitzer,9,0,2,11,79,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,33,49,56,74,68,0,2,0,0,4,0,1,0,0,0,211,665,0,0,0,1,0,0,0,0,68,0,0,0
62,305mm Howitzer ,9,0,4,12,178,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,30,43,80,74,6106,0,2,0,0,2,0,1,0,0,0,255,661,0,0,0,1,0,0,0,0,6106,0,0,0
63,SMG Brigad,108,0,1,10,237,85,95,88,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,45,22,74,7340,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,SMG Brigad,108,0,1,10,158,246,9,87,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,45,28,74,7340,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
65,SMG Brigad,108,0,1,10,158,89,99,87,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,45,29,74,7340,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
66,PzKpfw I B,12,0,2,2,154,0,0,0,90,0,0,0,0,0,0,0,24,13,13,13,19,13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,14,13,22,22,90,41,42,24,74,1,0,4,0,0,9,0,2,0,4,1,226,620,0,0,0,1,0,0,0,0,1,0,0,0
67,Arm'd Lt Mortar,80,0,1,6,40,88,222,222,50,0,8,0,40,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,45,20,74,56,0,2,0,0,9,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0
68,Lt Mortar Brig,80,0,0,2,40,222,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,45,17,74,56,0,2,0,0,9,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0
69,SS Brigad,73,0,1,10,223,87,99,159,50,0,10,0,50,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44,45,28,74,60,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
70,CR.42AS Falco,44,0,2,1,163,180,0,0,20,2,2,0,0,0,0,0,2,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,41,42,34,74,268,0,4,0,0,9,0,1,0,0,0,255,821,0,0,0,7,0,0,0,0,268,0,0,0
71,Re 2000 (Heja),44,0,3,1,163,160,240,0,20,2,20,2,2,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,41,43,67,74,7427,0,4,0,0,9,0,1,0,0,0,255,810,0,0,0,8,0,0,0,0,7427,0,0,0
72,Flame Brigad,51,0,0,2,82,10,0,0,4,0,50,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,49,12,74,7097,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,38M Toldi II,12,0,2,3,8,119,0,0,0,48,60,0,0,0,0,0,30,23,13,8,22,13,6,10,13,13,13,19,13,13,6,0,0,0,0,0,0,0,15,0,0,10,0,0,71,42,49,32,74,340,0,4,0,0,8,0,2,0,6,3,226,793,0,0,0,1,0,0,0,0,340,0,0,0
74,MG Brigad,4,0,0,4,101,88,220,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,45,19,74,346,0,2,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,346,0,0,0
75,76mm FH Btry,10,0,1,24,36,36,36,36,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,49,76,74,7441,0,2,0,0,8,0,0,0,0,0,255,657,0,0,0,1,0,0,0,0,7441,0,0,0
76,210mm Howitzer,9,0,4,11,103,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,40,43,50,74,1599,0,2,0,0,3,0,1,0,0,0,255,665,0,0,0,1,0,0,0,0,0,0,0,0
77,105mm FH Btry,10,0,2,32,71,71,71,71,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,37,49,82,74,7069,0,2,0,0,6,0,0,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0
78,150mm FH Btry,10,0,2,44,79,79,79,79,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33,49,95,74,68,0,2,0,0,5,0,0,0,0,0,255,0,0,0,0,1,0,0,0,0,68,0,0,0
79,100mm FH Btry,10,0,2,32,70,70,70,70,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,45,80,74,210,0,2,0,0,6,0,0,0,0,0,255,656,0,0,0,1,0,0,0,0,210,0,0,0
80,122mm FH Btry,10,0,2,32,74,74,74,74,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,23,13,8,22,13,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,91,46,49,90,74,121,0,2,0,0,6,0,0,0,0,0,255,59,0,0,0,1,0,0,0,0,121,0,0,0
81,Lt Mortar Brig,80,0,0,2,39,218,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,44,18,74,56,0,2,0,0,9,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0
82,40mm AT Gun,6,0,1,6,207,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,41,23,74,783,0,3,0,0,8,0,2,0,0,0,106,55,0,0,0,7,0,0,0,0,783,0,0,0
