rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
38,Cruiser Sqdrn,77,4,1,0,0,0,0,0,0,0,0,40,43,1,2,33,1,33,1,1034,1,1033,1,1033,1,1033,1,1033,1,0,0,0,0,0,0
39,Cruiser Troop,77,6,0,0,0,0,0,0,0,0,0,44,45,1,1,41,1,41,1,41,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0
40,Cruiser Sqdn,77,6,1,0,0,0,0,0,0,0,0,44,45,1,2,41,1,41,1,1047,1,1039,1,1039,1,1039,1,1039,1,0,0,0,0,0,0
41,<AI AFV 40-43>>,77,4,1,0,0,0,0,0,0,0,0,40,43,5,2,33,1,1034,1,1033,1,1033,1,1033,1,1020,1,1091,1,1023,1,1023,1,1098,1
42,Arm Recce Troop,77,1,1,0,0,0,0,0,0,0,0,43,47,3,1,184,1,181,1,20,1,184,1,162,1,20,1,184,1,162,1,20,1,0,0
43,Tank Recce Trp,77,6,11,0,0,0,0,0,0,0,0,44,45,1,1,41,1,41,1,41,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
44,Tank Recce Sqdn,77,6,11,0,0,0,0,0,0,0,0,44,45,1,2,41,1,1042,1,1043,1,1043,1,1043,1,1043,1,1043,1,0,0,0,0,0,0
45,Tank Section,77,10,0,0,0,0,0,0,0,0,0,42,47,1,1,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Tank Troop,77,10,0,0,0,0,0,0,0,0,0,42,47,1,1,51,1,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Tank CS Section,77,1,0,0,0,0,0,0,0,0,0,44,49,1,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Firefly Section,77,6,10,0,0,0,0,0,0,0,0,44,49,1,1,58,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Tank Troop+,77,6,0,0,0,0,0,0,0,0,0,44,47,1,1,57,1,56,1,56,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Tank Squadron+,77,6,1,0,0,0,0,0,0,0,0,44,45,1,2,51,1,54,1,1049,1,1049,1,1049,1,1049,1,0,0,0,0,0,0,0,0
51,Tank Squadron,77,10,1,0,0,0,0,0,0,0,0,42,44,1,2,51,1,51,1,1045,1,1046,1,1046,1,1046,1,1046,1,0,0,0,0,0,0
52,Tank Squadron+,77,10,1,0,0,0,0,0,0,0,0,44,47,1,2,57,1,56,1,1047,1,1049,1,1049,1,1049,1,0,0,0,0,0,0,0,0
53,LAC Section,77,1,1,0,0,0,0,0,0,0,0,30,45,4,1,108,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,LAC Troop,77,1,1,0,0,0,0,0,0,0,0,30,45,4,1,108,1,108,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Armored Car Trp,77,1,1,0,0,0,0,0,0,0,0,40,40,4,1,108,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Hvy Cruiser Sec,77,5,0,0,0,0,0,0,0,0,0,42,43,1,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Hvy Cruiser Trp,77,5,0,0,0,0,0,0,0,0,0,42,43,1,1,50,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Hvy Cruiser Trp,77,1,0,0,0,0,0,0,0,0,0,44,45,1,1,85,1,85,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Burmese Sqdn,77,1,1,0,0,0,0,0,0,0,0,44,45,1,2,85,1,85,1,85,1,1058,1,1058,1,1058,1,1058,1,0,0,0,0,0,0
60,Hvy Cruiser Sqn,77,5,1,0,0,0,0,0,0,0,0,42,42,1,2,50,1,1056,1,1057,1,1057,1,1057,1,0,0,0,0,0,0,0,0,0,0
61,AVRE Section,77,10,0,0,0,0,0,0,0,0,0,43,49,1,1,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,AVRE Troop,77,10,0,0,0,0,0,0,0,0,0,43,49,1,1,82,1,82,1,82,1,82,1,82,1,82,1,0,0,0,0,0,0,0,0
63,Amphib Tank Trp,77,6,0,0,0,0,0,0,0,0,0,44,44,1,1,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Amphib Tnk Sqdn,77,6,1,0,0,0,0,0,0,0,0,44,44,1,2,87,1,1063,1,1063,1,1063,1,1063,1,1063,1,0,0,0,0,0,0,0,0
65,AA Gun Section,77,1,0,0,0,0,0,0,0,0,0,30,49,2,1,98,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,AA Gun Troop,77,1,0,0,0,0,0,0,0,0,0,30,49,2,1,98,1,98,1,98,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0
67,Lt Cruiser Sqdn,77,1,1,0,0,0,0,0,0,0,0,43,49,1,2,24,1,24,1,1020,1,1020,1,1020,1,0,0,0,0,0,0,0,0,0,0
68,,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Command Vehicle,77,1,11,0,0,0,0,0,0,0,0,36,49,4,1,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Guard Tank Trp,77,10,10,0,0,0,0,0,0,0,0,44,45,1,1,56,1,56,1,59,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0
71,Guard Tank Sqdn,77,10,11,0,0,0,0,0,0,0,0,44,45,1,2,57,1,56,1,1047,1,1070,1,1070,1,1070,1,1070,1,0,0,0,0,0,0
72,AOP Vehicle,77,7,1,0,0,0,0,0,0,0,0,43,49,2,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Engineer Plt,77,1,0,0,0,0,0,0,0,0,0,30,49,3,1,176,1,176,1,176,1,176,1,0,0,0,0,0,0,0,0,0,0,0,0
74,AT Gun Section,77,1,0,0,0,0,0,0,0,0,0,38,49,2,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,AT Gun Troop,77,1,0,0,0,0,0,0,0,0,0,38,49,2,1,104,1,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0
76,AT Gun Battery,77,6,0,0,0,0,0,0,0,0,0,40,49,2,2,17,1,1075,1,1075,1,1075,1,1075,1,0,0,0,0,0,0,0,0,0,0
77,SPAA Section,77,5,0,0,0,0,0,0,0,0,0,42,49,2,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,SPAA Platoon,77,5,0,0,0,0,0,0,0,0,0,42,49,2,1,90,1,90,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0
79,TD Section,77,6,0,0,0,0,0,0,0,0,0,40,49,2,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,TD Troop,77,6,0,0,0,0,0,0,0,0,0,40,49,2,1,61,1,61,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0
81,TD Battery,77,6,1,0,0,0,0,0,0,0,0,40,48,2,2,17,1,1080,1,1080,1,1075,1,1075,1,0,0,0,0,0,0,0,0,0,0
82,SP AT Section,77,7,0,0,0,0,0,0,0,0,0,44,49,2,1,101,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,SP AT Troop,77,7,0,0,0,0,0,0,0,0,0,44,49,2,1,204,1,101,1,101,1,101,1,101,1,0,0,0,0,0,0,0,0,0,0
84,SPA Troop,77,8,2,0,0,0,0,0,0,0,0,42,49,2,1,111,1,111,1,111,1,111,1,0,0,0,0,0,0,0,0,0,0,0,0
85,Hvy Amphib Sec,77,7,0,0,0,0,0,0,0,0,0,44,49,4,1,232,1,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Hvy Amphib Trp,77,7,0,0,0,0,0,0,0,0,0,44,49,4,1,232,1,232,1,232,1,232,1,232,1,232,1,0,0,0,0,0,0,0,0
87,Recce Platoon,77,6,11,0,0,0,0,0,0,0,0,44,47,3,2,17,1,17,1,1042,1,1042,1,1042,1,0,0,0,0,0,0,0,0,0,0
88,AA AC Section,77,1,1,0,0,0,0,0,0,0,0,43,44,2,1,91,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Mortar Platoon,77,1,2,0,0,0,0,0,0,0,0,32,49,2,1,78,1,130,1,130,1,130,1,130,1,130,1,130,1,0,0,0,0,0,0
90,Mortar Section,77,1,2,0,0,0,0,0,0,0,0,32,49,2,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Field Arty Trp,77,1,0,0,0,0,0,0,0,0,0,30,49,2,1,158,1,158,1,158,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0
92,Mortars/Carrier,77,11,2,0,0,0,0,0,0,0,0,41,49,2,1,130,1,133,1,130,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0
93,RM Arm Sup Plt,77,6,11,0,0,0,0,0,0,0,0,44,44,4,1,87,1,39,1,39,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0
94,Hvy Mortar Sec,77,10,2,0,0,0,0,0,0,0,0,42,49,2,1,131,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Hvy Mortar Plt,77,10,2,0,0,0,0,0,0,0,0,42,49,2,1,78,1,131,1,131,1,131,1,131,1,0,0,0,0,0,0,0,0,0,0
96,Rocket Section,77,10,0,0,0,0,0,0,0,0,0,44,49,2,1,124,1,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Rocket Troop,77,10,0,0,0,0,0,0,0,0,0,44,49,2,1,124,1,124,1,124,1,124,1,0,0,0,0,0,0,0,0,0,0,0,0
98,MGs/Carriers,77,6,0,0,0,0,0,0,0,0,0,44,47,3,1,78,1,128,1,163,1,133,1,163,1,133,1,0,0,0,0,0,0,0,0
99,Artillery Btry,77,1,0,0,0,0,0,0,0,0,0,30,49,2,1,116,1,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Support Company,77,4,1,0,0,0,0,0,0,0,0,40,49,2,2,89,1,1089,1,1154,1,1102,1,1119,1,1119,1,1119,1,0,0,0,0,0,0
101,Artillery Troop,77,1,0,0,0,0,0,0,0,0,0,30,49,2,1,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Assault Platoon,77,1,10,0,0,0,0,0,0,0,0,40,49,3,1,177,1,177,1,177,1,177,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Hvy Tank Troop,77,6,0,0,0,0,0,0,0,0,0,46,49,1,1,47,1,47,1,47,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Hvy Tank Sqdn,77,6,1,0,0,0,0,0,0,0,0,46,49,1,2,47,1,47,1,1103,1,1103,1,1103,1,1103,1,0,0,0,0,0,0,0,0
105,Destroyer,77,1,0,0,0,0,0,0,0,0,0,30,49,2,4,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Cruiser,77,1,0,0,0,0,0,0,0,0,0,30,49,2,4,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Battleship,77,1,0,0,0,0,0,0,0,0,0,30,49,2,4,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Landing Support,77,6,2,0,0,0,0,0,0,0,0,42,49,4,4,229,1,227,1,227,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Air Support,77,1,11,0,0,0,0,0,0,0,0,30,49,4,1,213,1,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Field Arty Sec,77,1,0,0,0,0,0,0,0,0,0,30,49,2,1,158,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Fortifications,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,194,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Fortified Zone,77,7,0,0,0,0,0,0,0,0,0,40,49,4,2,187,1,1111,1,1111,1,1111,1,1065,1,1098,1,0,0,0,0,0,0,0,0
113,Fort,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Flame Section,77,1,0,0,0,0,0,0,0,0,0,30,49,3,1,178,1,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Halftrack Sec,77,10,0,0,0,0,0,0,0,0,0,42,49,4,1,140,1,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Halftrack Plt,77,3,0,0,0,0,0,0,0,0,0,43,49,4,1,140,1,140,1,140,1,140,1,0,0,0,0,0,0,0,0,0,0,0,0
117,APC Section,77,8,0,0,0,0,0,0,0,0,0,44,45,3,1,136,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,APC Troop,77,8,0,0,0,0,0,0,0,0,0,44,45,3,1,136,1,136,1,136,1,136,1,136,1,136,1,0,0,0,0,0,0,0,0
119,Carrier Section,77,10,1,0,0,0,0,0,0,0,0,38,47,4,1,128,1,133,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Carrier Platoon,77,10,1,0,0,0,0,0,0,0,0,38,47,4,2,78,1,162,1,133,1,1119,1,1119,1,1119,1,0,0,0,0,0,0,0,0
121,Truck Section,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,151,1,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Truck Platoon,77,5,0,0,0,0,0,0,0,0,0,34,49,4,1,151,1,151,1,151,1,151,1,0,0,0,0,0,0,0,0,0,0,0,0
123,RASC Co,77,1,1,0,0,0,0,0,0,0,0,30,49,4,2,89,1,129,1,162,1,1121,1,1122,1,1122,1,1133,1,1133,1,0,0,0,0
124,Jeeps,77,5,1,0,0,0,0,0,0,0,0,42,49,4,1,145,1,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,SAS Team,77,8,11,0,0,0,0,0,0,0,0,41,45,3,1,137,1,137,1,137,1,137,1,0,0,0,0,0,0,0,0,0,0,0,0
126,Sniper,77,1,11,0,0,0,0,0,0,0,0,30,49,3,1,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Inf AT Section,77,1,0,0,0,0,0,0,0,0,0,36,49,3,1,180,1,180,1,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Scout Patrol,77,1,1,0,0,0,0,0,0,0,0,30,49,3,1,183,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Scout Platoon,77,1,1,0,0,0,0,0,0,0,0,41,49,3,1,184,1,184,1,184,1,184,1,0,0,0,0,0,0,0,0,0,0,0,0
130,Rifle Platoon,77,1,0,0,0,0,0,0,0,0,0,30,49,3,1,78,1,100,1,100,1,100,1,162,1,129,1,0,0,0,0,0,0,0,0
131,Rifle Company,77,1,1,0,0,0,0,0,0,0,0,30,49,3,2,89,1,1130,1,1130,1,1130,1,1127,1,0,0,0,0,0,0,0,0,0,0
132,Lorry Section,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,153,1,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Lorry Platoon,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,153,1,153,1,153,1,153,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Mech Rifle Plt,77,10,0,0,0,0,0,0,0,0,0,43,49,3,1,78,1,100,1,100,1,100,1,162,1,129,1,138,1,138,1,138,1,138,1
135,Mech Rifle Co ,77,6,1,0,0,0,0,0,0,0,0,44,49,3,2,89,1,138,1,1196,1,1134,1,1134,1,1134,1,1098,1,1136,1,1156,1,0,0
136,Mech AT Gun Sec,77,10,0,0,0,0,0,0,0,0,0,42,49,5,1,104,1,104,1,138,1,138,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Recce Section,77,1,11,0,0,0,0,0,0,0,0,38,45,3,1,184,1,133,1,183,1,180,1,133,1,0,0,0,0,0,0,0,0,0,0
138,Commando Plt,77,6,11,0,0,0,0,0,0,0,0,40,49,3,1,172,1,170,1,170,1,170,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Commando Co,77,6,11,0,0,0,0,0,0,0,0,40,49,3,2,172,1,1138,1,1138,1,1138,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Engineer Co,77,1,1,0,0,0,0,0,0,0,0,30,49,3,2,89,1,1073,1,1073,1,1073,1,0,0,0,0,0,0,0,0,0,0,0,0
141,Para Recce,77,6,11,0,0,0,0,0,0,0,0,44,49,3,1,224,1,175,1,162,1,181,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Para Platoon,77,11,10,0,0,0,0,0,0,0,0,42,49,3,1,78,1,173,1,173,1,173,1,173,1,181,1,162,1,129,1,0,0,0,0
143,Para Company,77,11,11,0,0,0,0,0,0,0,0,42,49,3,2,89,1,1141,1,1142,1,1142,1,1142,1,0,0,0,0,0,0,0,0,0,0
144,HMG Section,77,5,0,0,0,0,0,0,0,0,0,45,49,3,1,166,1,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,MG Platoon,77,1,0,0,0,0,0,0,0,0,0,30,49,3,1,163,1,163,1,163,1,163,1,0,0,0,0,0,0,0,0,0,0,0,0
146,Lt Mortar Sec,77,1,2,0,0,0,0,0,0,0,0,38,49,2,1,78,1,129,1,129,1,129,1,0,0,0,0,0,0,0,0,0,0,0,0
147,Airborne Tanks,77,5,11,0,0,0,0,0,0,0,0,43,49,4,1,142,1,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,LRDG Patrol,77,9,11,0,0,0,0,0,0,0,0,40,43,3,1,203,1,150,1,203,1,150,1,203,1,150,1,203,1,150,1,203,1,201,1
149,MG Carrier Sec,77,1,0,0,0,0,0,0,0,0,0,36,47,4,1,134,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Bren Gun Sec,77,1,10,0,0,0,0,0,0,0,0,36,49,3,1,162,1,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Hussars Troop,77,1,0,0,0,0,0,0,0,0,0,30,38,3,1,185,1,185,1,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Hussars Sqdn,77,1,1,0,0,0,0,0,0,0,0,30,38,3,2,185,1,1151,1,1151,1,1151,1,1151,1,0,0,0,0,0,0,0,0,0,0
153,Machinegun Co,77,1,1,0,0,0,0,0,0,0,0,40,45,3,2,89,1,1145,1,1145,1,1145,1,1145,1,1095,1,0,0,0,0,0,0,0,0
154,AT Gun Platoon,77,1,0,0,0,0,0,0,0,0,0,41,49,2,1,78,1,104,1,104,1,104,1,104,1,104,1,104,1,0,0,0,0,0,0
155,Motor Scout Plt,77,12,1,0,0,0,0,0,0,0,0,40,41,3,1,184,1,148,1,184,1,162,1,148,1,184,1,180,1,148,1,0,0,0,0
156,SP Mortar Sec,77,10,2,0,0,0,0,0,0,0,0,42,49,2,1,126,1,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Cargo Plane Trp,77,11,0,0,0,0,0,0,0,0,0,42,55,4,1,207,1,207,1,207,1,207,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Cargo Plane Sqn,77,11,1,0,0,0,0,0,0,0,0,42,55,4,1,207,1,207,1,207,1,207,1,207,1,207,1,207,1,207,1,207,1,0,0
159,Glider Troop,77,1,1,0,0,0,0,0,0,0,0,43,55,4,1,208,1,209,1,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Mule Packs,77,1,20,0,0,0,0,0,0,0,0,30,45,4,1,235,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Gun Teams,77,1,0,0,0,0,0,0,0,0,0,30,38,4,1,236,1,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Prime Mover Sec,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Prime Mover Plt,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,149,1,149,1,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Landing Craft,77,1,1,0,0,0,0,0,0,0,0,30,49,4,4,247,1,247,1,247,1,247,1,0,0,0,0,0,0,0,0,0,0,0,0
165,Barge Carrier,77,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
