rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
55,Jaeger Company,71,1,11,0,0,0,0,0,0,0,0,41,49,3,2,135,1,1054,1,1054,1,1054,1,1019,1,1011,1,0,0,0,0,0,0,0,0
56,Jaeger Company+,71,1,11,0,0,0,0,0,0,0,0,41,49,3,2,135,1,1054,1,1054,1,1054,1,1019,1,1011,1,1014,1,0,0,0,0,0,0
57,Hvy Tank Plt,71,1,10,0,0,0,0,0,0,0,0,42,45,1,1,19,1,19,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0
58,Flame Tank Sec,71,5,0,0,0,0,0,0,0,0,0,40,43,1,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Lt Tank Platoon,71,8,0,0,0,0,0,0,0,0,0,39,45,1,1,3,1,3,1,3,1,6,1,5,1,0,0,0,0,0,0,0,0,0,0
60,CS Tank Platoon,71,2,0,0,0,0,0,0,0,0,0,42,49,1,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Hvy Tank Sec,71,4,10,0,0,0,0,0,0,0,0,40,45,1,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Inf Tank Co,71,1,1,0,0,0,0,0,0,0,0,30,40,1,2,1,1,1002,1,1002,1,1002,1,0,0,0,0,0,0,0,0,0,0,0,0
63,Amphib Tk Plt/3,71,6,0,0,0,0,0,0,0,0,0,41,41,1,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,KV-1 Mixed Co,71,4,11,0,0,0,0,0,0,0,0,42,45,1,2,9,1,22,1,23,1,1057,1,1059,1,0,0,0,0,0,0,0,0,0,0
65,++AI Armor++,71,1,1,0,0,0,0,0,0,0,0,41,49,5,2,16,1,22,1,23,1,1059,1,1008,1,1008,1,1061,1,1005,1,1054,1,0,0
66,T-34 Mixed Co,71,4,11,0,0,0,0,0,0,0,0,42,45,1,2,16,1,1005,1,1057,1,1059,1,0,0,0,0,0,0,0,0,0,0,0,0
67,Hvy Mrt Sec/2,71,5,2,0,0,0,0,0,0,0,0,40,49,2,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Hvy Mrt Sec/3,71,5,2,0,0,0,0,0,0,0,0,40,49,2,1,122,1,55,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0
69,+AI Infantry++,71,1,11,0,0,0,0,0,0,0,0,30,40,5,2,113,1,1089,1,1054,1,1028,1,1011,1,0,0,0,0,0,0,0,0,0,0
70,+AI Infantry++,71,1,0,0,0,0,0,0,0,0,0,30,49,5,2,129,1,1089,1,1089,1,1090,1,1090,1,1019,1,1011,1,1054,1,82,1,0,0
71,Wheeled AA Sec,71,2,0,0,0,0,0,0,0,0,0,40,43,2,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Inf Gun Section,71,1,2,0,0,0,0,0,0,0,0,30,49,2,1,80,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Fast Tank Sec,71,1,0,0,0,0,0,0,0,0,0,41,42,1,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Lt Tank Section,71,8,0,0,0,0,0,0,0,0,0,39,45,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Tracked AA Sec,71,1,0,0,0,0,0,0,0,0,0,42,49,2,1,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Amphib Tk Plt/5,71,6,0,0,0,0,0,0,0,0,0,41,41,1,1,15,1,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0
77,Coastal Fort,71,6,1,0,0,0,0,0,0,0,0,30,49,4,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Fortification,71,1,0,0,0,0,0,0,0,0,0,30,49,4,1,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Captured T-34,71,10,10,0,0,0,0,0,0,0,0,41,41,1,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Naval Artillery,71,1,0,0,0,0,0,0,0,0,0,31,46,2,4,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Armored Car Plt,71,4,1,0,0,0,0,0,0,0,0,40,49,1,1,29,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Armored Car,71,6,1,0,0,0,0,0,0,0,0,36,49,1,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,KV-1 Section,71,1,10,0,0,0,0,0,0,0,0,42,49,1,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Capt ISU-152,71,6,0,0,0,0,0,0,0,0,0,44,44,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Capt T-50,71,4,0,0,0,0,0,0,0,0,0,42,49,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Swedish FV Plt,71,1,1,0,0,0,0,0,0,0,0,40,41,3,1,122,1,134,1,134,1,134,1,134,1,147,1,0,0,0,0,0,0,0,0
87,Swedish FV Co,71,1,1,0,0,0,0,0,0,0,0,40,41,3,2,134,1,36,1,36,1,1086,1,1086,1,1086,1,1088,1,1031,1,1140,1,0,0
88,Swedish MG Sec,71,1,0,0,0,0,0,0,0,0,0,40,41,3,1,111,1,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,AI Rifle Plt X,71,1,0,0,0,0,0,0,0,0,0,30,40,5,1,122,1,115,1,115,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0
90,AI Rifle Plt X,71,1,0,0,0,0,0,0,0,0,0,30,49,5,1,122,1,125,1,125,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0
91,Lt Armor Cars ,71,4,1,0,0,0,0,0,0,0,0,40,44,1,1,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Amphib Tank Sec,71,6,0,0,0,0,0,0,0,0,0,41,41,1,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Second Line Plt,71,1,20,0,0,0,0,0,0,0,0,30,49,3,1,122,1,131,1,131,1,131,1,131,1,0,0,0,0,0,0,0,0,0,0
94,Lt Armor Car ,71,4,1,0,0,0,0,0,0,0,0,40,44,1,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Mortar Squad,71,2,2,0,0,0,0,0,0,0,0,36,49,2,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Mortar Section,71,2,2,0,0,0,0,0,0,0,0,36,49,2,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Mortar Platoon,71,1,2,0,0,0,0,0,0,0,0,41,49,2,1,122,1,52,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0
99,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,AT Gun,71,10,0,0,0,0,0,0,0,0,0,36,49,2,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Infantry Gun ,71,1,2,0,0,0,0,0,0,0,0,30,45,2,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Inf Flame Plt,71,1,10,0,0,0,0,0,0,0,0,41,45,3,1,156,1,156,1,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,SMG Platoon,71,1,10,0,0,0,0,0,0,0,0,41,45,3,1,123,1,154,1,154,1,154,1,0,0,0,0,0,0,0,0,0,0,0,0
111,Bicycle Platoon,71,1,11,0,0,0,0,0,0,0,0,41,49,3,1,195,1,195,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Bicycle Company,71,1,11,0,0,0,0,0,0,0,0,41,49,3,2,195,1,1111,1,1111,1,1111,1,1011,1,1024,1,1031,1,1031,1,0,0,0,0
113,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Ski Jaeger Plt,71,1,11,0,0,0,0,0,0,0,0,30,49,3,1,167,1,167,1,167,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0
116,Ski Jaeger Co,71,1,11,0,0,0,0,0,0,0,0,30,49,3,2,167,1,1115,1,1115,1,1115,1,1115,1,0,0,0,0,0,0,0,0,0,0
117,Ski MG Half-Plt,71,12,10,0,0,0,0,0,0,0,0,49,49,3,1,242,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Ski MG Platoon,71,12,10,0,0,0,0,0,0,0,0,49,49,3,1,242,1,242,1,242,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Jaeger Platoon,71,1,10,0,0,0,0,0,0,0,0,30,40,3,1,124,1,205,1,205,1,112,1,112,1,0,0,0,0,0,0,0,0,0,0
121,Jaeger Company,71,1,11,0,0,0,0,0,0,0,0,30,40,3,2,135,1,1120,1,1120,1,1120,1,1011,1,0,0,0,0,0,0,0,0,0,0
122,AT Rifle Plt,71,1,0,0,0,0,0,0,0,0,0,42,44,3,1,122,1,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0
123,Coastal Inf Plt,71,5,0,0,0,0,0,0,0,0,0,41,45,3,1,122,1,41,1,41,1,41,1,41,1,0,0,0,0,0,0,0,0,0,0
124,Coastal Inf Co,71,5,1,0,0,0,0,0,0,0,0,41,45,3,2,135,1,1123,1,1123,1,1127,1,1098,1,0,0,0,0,0,0,0,0,0,0
125,Coast Dfence Co,71,5,1,0,0,0,0,0,0,0,0,41,45,4,2,135,1,1123,1,1072,1,1072,1,1127,1,0,0,0,0,0,0,0,0,0,0
126,Coastal MG Sec,71,5,0,0,0,0,0,0,0,0,0,41,45,4,1,152,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Coastal MG Plt,71,5,0,0,0,0,0,0,0,0,0,41,45,4,1,152,1,152,1,152,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Coastal Inf Co,71,1,1,0,0,0,0,0,0,0,0,42,44,3,2,135,1,1122,1,1122,1,1127,1,1098,1,0,0,0,0,0,0,0,0,0,0
129,AT Gun Company,71,1,0,0,0,0,0,0,0,0,0,38,49,2,2,39,1,39,1,1010,1,1010,1,1019,1,0,0,0,0,0,0,0,0,0,0
130,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,MG Company,71,11,1,0,0,0,0,0,0,0,0,39,45,5,2,135,1,1011,1,1011,1,1011,1,1019,1,0,0,0,0,0,0,0,0,0,0
138,*AI formation**,71,1,1,0,0,0,0,0,0,0,0,41,42,5,1,64,1,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0
139,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Sledges,71,1,0,0,0,0,0,0,0,0,0,30,49,4,1,229,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Nordland Plt,71,5,10,0,0,0,0,0,0,0,0,41,43,3,1,12,1,50,1,50,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0
143,Nordland Wpns,71,5,2,0,0,0,0,0,0,0,0,41,42,3,1,12,1,166,1,166,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0
144,Nordland Co,71,5,11,0,0,0,0,0,0,0,0,41,42,3,2,66,1,1142,1,1142,1,1142,1,1143,1,0,0,0,0,0,0,0,0,0,0
145,Nordland Wpns,71,1,2,0,0,0,0,0,0,0,0,43,43,3,1,12,1,162,1,162,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0
146,Nordland Co,71,1,11,0,0,0,0,0,0,0,0,43,43,3,2,66,1,1142,1,1142,1,1142,1,1145,1,0,0,0,0,0,0,0,0,0,0
147,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Barge Carrier,71,1,0,0,0,0,0,0,0,0,0,39,45,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Barge Carriers,71,1,0,0,0,0,0,0,0,0,0,39,45,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Ammo Section,71,1,0,0,0,0,0,0,0,0,0,30,49,4,1,230,1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Gun Team Sec,71,1,0,0,0,0,0,0,0,0,0,30,49,4,1,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Recon Section,71,1,1,0,0,0,0,0,0,0,0,30,49,3,1,240,1,240,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Recon Group,71,1,1,0,0,0,0,0,0,0,0,30,49,3,2,240,1,1160,1,1160,1,1160,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Forward Obs,71,1,11,0,0,0,0,0,0,0,0,30,49,2,1,212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Wagon Sec,71,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Wagon Grp,71,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0
165,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Cavalry Platoon,71,1,11,0,0,0,0,0,0,0,0,30,43,3,1,234,1,234,1,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Cavalry Sqdn,71,1,11,0,0,0,0,0,0,0,0,30,43,3,2,235,1,1168,1,1168,1,1168,1,1163,1,1011,1,0,0,0,0,0,0,0,0
