rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
95,Arm'd Recce Trp,88,1,11,0,0,0,0,0,0,0,0,43,45,1,1,122,1,122,1,122,1,117,1,117,1,117,1,90,1,90,1,78,1,0,0
96,Carrier Section,88,10,1,0,0,0,0,0,0,0,0,42,49,4,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Recce HQ Trp,88,7,1,0,0,0,0,0,0,0,0,43,49,1,1,2,1,2,1,120,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Recce HQ Trp,88,6,1,0,0,0,0,0,0,0,0,44,46,1,2,120,1,1046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Recce Squad,88,1,1,0,0,0,0,0,0,0,0,30,49,3,1,82,1,82,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Recce Group,88,1,1,0,0,0,0,0,0,0,0,30,49,3,2,82,1,1099,1,1099,1,1107,1,0,0,0,0,0,0,0,0,0,0,0,0
101,Mot Recce Sec,88,4,1,0,0,0,0,0,0,0,0,41,49,4,1,121,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Mot Recce Plt,88,4,1,0,0,0,0,0,0,0,0,41,49,4,1,121,1,121,1,121,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Motorcycle Plt,88,4,1,0,0,0,0,0,0,0,0,41,45,4,1,135,1,135,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Mech Recce Sec,88,1,11,0,0,0,0,0,0,0,0,42,43,4,1,118,1,118,1,77,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0
105,Mech Recce Trp,88,1,11,0,0,0,0,0,0,0,0,42,43,4,1,118,1,118,1,118,1,129,1,129,1,129,1,90,1,90,1,0,0,0,0
106,Sniper,88,1,11,0,0,0,0,0,0,0,0,33,49,3,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,LMG Section,88,1,0,0,0,0,0,0,0,0,0,39,49,3,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Inf AT Section,88,1,0,0,0,0,0,0,0,0,0,39,49,3,1,77,1,77,1,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Inf AT Team,88,1,0,0,0,0,0,0,0,0,0,39,49,3,1,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Flame Team,88,1,0,0,0,0,0,0,0,0,0,30,49,3,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,MG Section,88,1,0,0,0,0,0,0,0,0,0,30,49,3,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,MG Platoon,88,1,0,0,0,0,0,0,0,0,0,30,49,3,1,92,1,92,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0
113,HMG Section,88,5,0,0,0,0,0,0,0,0,0,43,49,3,1,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,HMG Platoon,88,5,0,0,0,0,0,0,0,0,0,43,49,3,1,94,1,94,1,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Mech MG Plt,88,1,0,0,0,0,0,0,0,0,0,33,39,1,1,135,1,123,1,123,1,123,1,123,1,0,0,0,0,0,0,0,0,0,0
116,Prime Mover Sec,88,6,0,0,0,0,0,0,0,0,0,38,49,4,1,128,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Prime Mover Trp,88,6,0,0,0,0,0,0,0,0,0,38,49,4,1,128,1,128,1,128,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0
118,Command Vehicle,88,6,1,0,0,0,0,0,0,0,0,42,49,4,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Flame Section,88,1,0,0,0,0,0,0,0,0,0,30,49,3,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,OS 8in Troop,88,7,0,0,0,0,0,0,0,0,0,30,40,2,1,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Rocket Section,88,10,0,0,0,0,0,0,0,0,0,44,49,2,1,179,1,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Rocket Troop,88,10,0,0,0,0,0,0,0,0,0,44,49,2,1,179,1,179,1,179,1,179,1,0,0,0,0,0,0,0,0,0,0,0,0
128,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Mec Assault Plt,88,1,10,0,0,0,0,0,0,0,0,44,49,3,1,88,1,117,1,66,1,66,1,66,1,125,1,46,1,125,1,125,1,125,1
130,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Dragoon HQ Sec,88,10,1,0,0,0,0,0,0,0,0,43,45,1,1,141,1,65,1,3,1,3,1,55,1,55,1,154,1,0,0,0,0,0,0
132,Dragoon Rec Trp,88,10,12,0,0,0,0,0,0,0,0,43,45,1,1,3,1,3,1,2,1,2,1,65,1,66,1,55,1,55,1,78,1,85,1
133,Dragoon Rec Sqn,88,10,1,0,0,0,0,0,0,0,0,43,45,1,2,121,1,1132,1,1132,1,1132,1,1132,1,1132,1,0,0,0,0,0,0,0,0
134,Dragoon Assault,88,10,1,0,0,0,0,0,0,0,0,43,45,1,2,136,1,59,1,1131,1,1132,1,1132,1,1132,1,1132,1,1150,1,0,0,0,0
135,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Dakota Troop,88,6,0,0,0,0,0,0,0,0,0,43,49,4,1,194,1,194,1,194,1,194,1,194,1,0,0,0,0,0,0,0,0,0,0
137,Dakota Sqdrn,88,6,0,0,0,0,0,0,0,0,0,43,49,4,1,194,1,194,1,194,1,194,1,194,1,194,1,194,1,194,1,194,1,194,1
138,Glider Troop,88,6,0,0,0,0,0,0,0,0,0,44,49,4,1,192,1,192,1,192,1,192,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Glider Company,88,6,0,0,0,0,0,0,0,0,0,44,49,4,1,192,1,192,1,192,1,192,1,192,1,192,1,192,1,192,1,192,1,192,1
140,Glider HW Troop,88,6,0,0,0,0,0,0,0,0,0,44,49,5,1,193,1,193,1,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Glider HW Co,88,6,0,0,0,0,0,0,0,0,0,44,49,4,1,193,1,193,1,193,1,193,1,193,1,193,1,192,1,192,1,192,1,192,1
142,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,SPA Section,88,1,2,0,0,0,0,0,0,0,0,43,49,2,1,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Light Mortar ,88,6,2,0,0,0,0,0,0,0,0,41,49,2,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,SPA Battery,88,1,2,0,0,0,0,0,0,0,0,43,49,2,1,97,1,97,1,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0
149,<<AI ASSAULT-D>,88,1,11,0,0,0,0,0,0,0,0,43,49,5,2,1146,1,97,1,1011,1,1039,1,1068,1,1025,1,0,0,0,0,0,0,0,0
150,Lt Mortar Sec,88,6,2,0,0,0,0,0,0,0,0,41,49,2,1,85,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,SP Mortar Sec,88,10,2,0,0,0,0,0,0,0,0,42,49,2,1,86,1,86,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0
152,SP Mortar Trp,88,10,2,0,0,0,0,0,0,0,0,42,49,2,2,89,1,118,1,1154,1,1154,1,1154,1,1093,1,1164,1,0,0,0,0,0,0
153,Mortar Squad,88,6,2,0,0,0,0,0,0,0,0,41,49,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Mortar Section,88,6,2,0,0,0,0,0,0,0,0,41,49,2,1,86,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Mortar Battery,88,6,2,0,0,0,0,0,0,0,0,41,49,2,1,95,1,86,1,86,1,86,1,86,1,0,0,0,0,0,0,0,0,0,0
156,Hvy Mortar Sec,88,10,2,0,0,0,0,0,0,0,0,42,49,2,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Hvy Mortar Plt,88,10,2,0,0,0,0,0,0,0,0,42,49,2,1,95,1,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0
158,Artillery Troop,88,1,0,0,0,0,0,0,0,0,0,30,49,2,1,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Field Arty Trp,88,1,0,0,0,0,0,0,0,0,0,30,49,2,1,133,1,133,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0
160,Artillery Btry,88,1,0,0,0,0,0,0,0,0,0,30,49,2,1,112,1,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Field Arty Sec,88,1,0,0,0,0,0,0,0,0,0,30,49,2,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Forward Obs,88,1,11,0,0,0,0,0,0,0,0,30,49,2,1,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,FO Vehicle,88,5,11,0,0,0,0,0,0,0,0,42,49,2,1,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Tracked FO,88,1,11,0,0,0,0,0,0,0,0,39,49,2,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Strike Element,88,7,0,0,0,0,0,0,0,0,0,30,39,4,1,207,1,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Close Air Suppt,88,1,10,0,0,0,0,0,0,0,0,40,43,4,1,199,1,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Close Air Suppt,88,1,11,0,0,0,0,0,0,0,0,44,49,4,1,205,1,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
