rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
35,3in Howitzer,6,0,9,4,24,60,0,0,40,216,0,0,0,0,0,0,0,0,0,0,0
36,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,2,0,0,0,0,108,0,0,0,0,0,0,0,0
41,75mm 1897A4 FG,6,0,8,4,25,58,0,0,40,216,60,0,0,0,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,0,14,0,0,0,0,70,0,0,0,0,0,0,0,0
45,75mm M3 Gun,6,0,8,4,25,102,0,0,68,160,0,0,0,0,0,0,0,0,0,0,0
46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,38,0,0,0,0,70,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm M1 Mortar,3,0,5,5,18,0,0,22,16,208,20,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
59,76mm M1A1 Gun,6,0,8,4,27,144,0,0,100,207,140,196,0,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,5,7,0,0,0,0,110,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,0,40,0,0,0,0,110,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
68,,0,0,0,0,0,0,0,10,0,0,0,0,85,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
70,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,105mm M2A1 FH,7,0,12,6,34,74,0,0,56,222,40,0,85,0,0,0,0,0,0,0,0
72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,,0,0,0,0,0,0,0,9,0,0,0,0,70,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
77,TNT,2,0,2,10,80,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,0,0,0,15,0,0,0,0,175,0,0,0,0,0,0,0,0
79,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Torpedo,17,0,12,15,0,222,0,0,80,80,8,0,210,0,0,0,0,0,0,0,0
82,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Flamethrower,8,0,2,15,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,0,0,4,4,0,0,150,0,0,0,0,0,0,0,0
85,Gasoline Bomb,8,0,1,3,55,222,0,0,4,4,0,0,55,603,0,0,0,0,0,0,0
86,,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
87,MkIIA Frag Gren,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0
90,,0,0,0,0,0,0,6,0,0,0,0,0,105,0,0,0,0,0,0,0,0
91,,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
92,,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0
93,M1 RG Launcher,2,0,2,2,19,222,0,0,8,16,0,0,25,0,0,0,0,0,0,0,0
94,ATRG M9A1,2,0,2,2,6,222,0,0,8,16,0,0,85,0,0,0,0,0,0,0,0
95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,.50cal M2-HB,3,0,4,1,23,23,0,5,44,160,0,0,0,513,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Flame Projector,9,0,3,20,200,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,155mm M1 FG,7,0,9,9,58,137,0,19,48,225,40,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,.30 M1 Garand,1,0,1,1,0,0,8,29,16,48,0,0,0,501,0,0,0,0,0,0,0
113,.30 M1918A2 BAR,2,0,1,1,0,0,0,0,28,56,0,0,0,504,0,0,0,0,0,0,0
114,.45 Colt M1911,1,0,1,1,0,0,0,41,4,4,0,0,0,393,0,0,0,0,0,0,0
115,.45 Colt M1911,2,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0,0
116,.30 M1 Garand,2,0,1,1,0,0,0,0,16,48,0,0,0,501,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,.30cal M1919A4,3,0,4,1,0,0,0,8,48,80,0,0,0,522,0,0,0,0,0,0,0
121,.30cal M1917A1,3,0,4,1,0,0,0,0,52,100,0,0,0,519,0,0,0,0,0,0,0
122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,.30cal BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,525,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,.30cal M1917 AA,4,0,3,1,0,0,0,0,48,100,0,0,0,525,0,0,0,0,0,0,0
140,.50cal M2-HB AA,4,0,4,1,23,23,0,0,36,160,0,0,0,516,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,.30 M1 Carbine,1,0,1,1,0,0,0,0,16,24,0,0,0,510,0,0,0,0,0,0,0
145,.30 M1 Carbine,2,0,1,1,0,0,0,0,16,24,0,0,0,510,0,0,0,0,0,0,0
146,.30-06 M1903A4,1,0,1,1,0,0,0,0,60,80,0,0,0,0,0,0,0,0,0,0,0
147,20mm Oerlikon,4,0,222,2,12,38,0,0,72,160,0,0,0,570,0,0,0,0,0,0,0
148,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,14in M1909 CG,10,0,99,19,135,0,0,2,16,231,0,0,0,0,0,0,0,0,0,0,0
151,12in M1900 CG,10,0,99,16,110,0,0,0,16,231,0,0,0,0,0,0,0,0,0,0,0
152,10in M1900 CG,10,0,99,13,86,0,0,1,16,231,0,0,0,0,0,0,0,0,0,0,0
153,8in Gun Mk VI,10,0,99,11,74,0,0,0,16,231,0,0,0,0,0,0,0,0,0,0,0
154,6in M1905 CG,10,0,99,8,54,0,8,1,24,231,0,0,0,0,0,0,0,0,0,0,0
155,3in M1903 CG,10,0,99,4,27,137,0,0,32,225,0,0,0,0,0,0,0,0,0,0,0
156,12in M1912 Mrtr,7,0,11,16,110,0,0,1,16,226,80,0,0,0,0,0,0,0,0,0,0
157,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
159,7.62mm ShKAS MG,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
160,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,.30cal M2 AN MG,11,0,0,1,10,1,100,6,24,24,0,0,0,0,0,0,0,0,0,0,0
163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,.50cal M2 MG,11,0,0,1,18,1,0,1,24,24,0,0,0,0,0,0,0,0,0,0,0
165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0
167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5in Rocket+,11,0,0,8,46,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
176,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,.30cal CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,525,0,0,0,0,0,0,0
178,3in M3 DP Gun,4,0,8,4,27,137,0,0,84,209,0,0,0,0,0,0,0,0,0,0,0
179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,110 lb Bomb,11,0,0,15,40,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0
181,250 lb Bomb,11,0,0,20,75,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0
182,500 lb Bomb,11,0,0,21,100,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0
183,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,,0,0,0,0,0,0,0,5,0,0,0,0,45,0,0,0,0,0,0,0,0
185,Explosives,2,0,2,8,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
186,,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,.30-06 M1903,2,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
200,.30 Johnson Rfl,1,0,1,1,0,0,0,6,12,24,0,0,0,0,0,0,0,0,0,0,0
201,.30-06 M1903,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
202,.30-06 M1917 US,1,0,1,1,0,0,0,6,16,24,0,0,0,0,0,0,0,0,0,0,0
203,6.5mm Type 99,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
204,.30 M1 Garand,1,0,1,1,0,0,0,2,16,24,0,0,0,501,0,0,0,0,0,0,0
205,6.5mm Type 99,1,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0
206,6.5 Type 11 LMG,2,0,2,1,0,0,0,3,28,48,0,0,0,612,0,0,0,0,0,0,0
207,.30-06 M1917 US,2,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
208,7.7 Type 92 HMG,3,0,3,1,0,0,0,2,40,100,0,0,0,0,0,0,0,0,0,0,0
209,.30 M1 Garand,2,0,1,1,0,0,0,0,16,24,0,0,0,501,0,0,0,0,0,0,0
210,6.5mm Type 99,2,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
211,.30 Johnson Rfl,2,0,1,1,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0
212,,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,50mm Type89 Mtr,3,0,2,3,8,0,0,0,0,48,10,0,0,819,0,0,0,0,0,0,0
218,50mm Type89 Mtr,2,0,2,3,8,0,0,3,0,48,10,0,0,819,0,0,0,0,0,0,0
219,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
221,90mm Type97 CA,3,0,5,5,38,0,0,0,8,224,20,0,0,0,0,0,0,0,0,0,0
222,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Bolo Knife,1,0,1,1,0,0,0,0,4,4,0,0,0,990,0,0,0,0,0,0,0
226,Bolo Knife,2,0,1,1,0,0,5,0,4,4,0,0,0,990,0,0,0,0,0,0,0
227,Bow and Arrow,1,0,1,1,0,0,0,0,8,8,0,0,0,990,0,0,0,0,0,0,0
228,M1903 Rifle x3,2,0,1,1,0,0,1,0,16,48,0,0,0,0,0,0,0,0,0,0,0
229,Misc Small Arms,1,0,1,1,0,0,0,0,8,12,0,0,0,662,0,0,0,0,0,0,0
230,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,40mm Twin AA,4,0,6,3,26,56,2,0,72,208,0,0,0,991,0,0,0,0,0,0,0
233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,.45 M3 SMG,2,0,1,1,0,0,0,1,4,8,0,0,0,408,0,0,0,0,0,0,0
235,.45 M3 SMG,1,0,1,1,0,0,0,0,4,8,0,0,0,408,0,0,0,0,0,0,0
236,.30-06 M1903,1,0,1,1,0,0,0,1,16,48,0,0,0,0,0,0,0,0,0,0,0
237,.30-06 M1903,2,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0
238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
241,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,.30-06 M1917 US,1,0,1,1,0,0,13,2,16,48,0,0,0,0,0,0,0,0,0,0,0
243,.30-06 M1917 US,2,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0
244,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Bayonet,1,0,1,1,0,0,0,0,4,4,0,0,0,725,0,0,0,0,0,0,0
246,.30 Johnson Rfl,2,0,1,1,0,0,0,10,12,44,0,0,0,0,0,0,0,0,0,0,0
247,.30 Johnson Rfl,1,0,1,1,0,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0,0
248,M1918A2 BAR x2,2,0,1,1,0,0,0,0,28,56,0,0,0,504,0,0,0,0,0,0,0
249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
