rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
11,Valentine V(b),64,70,3,4,20,179,0,0,0,79,60,0,0,0,0,0,16,54,54,31,68,54,65,14,20,18,18,28,25,25,10,0,0,0,0,0,0,0,17,6,24,18,8,8,82,43,43,72,91,639,0,4,0,0,6,0,3,0,8,3,226,512,0,0,0,3,0,0,0,0,639,0,0,0
12,M4A1 Sherman,13,50,4,5,44,140,177,131,40,50,60,0,60,0,60,0,22,51,38,38,95,51,51,22,20,18,18,26,15,15,7,0,0,0,0,0,0,0,51,0,5,28,12,8,90,43,45,117,91,8214,0,4,0,0,5,4,2,0,8,2,230,178,0,0,1,8,0,0,0,0,8214,0,0,0
13,M4A3 Sherman,13,50,4,5,45,140,177,131,37,60,60,0,60,0,60,0,26,51,38,38,97,51,51,21,44,25,25,56,25,25,13,0,0,0,0,0,0,0,56,0,22,28,12,8,90,43,45,133,91,7651,0,4,0,0,5,4,3,0,8,3,230,479,0,0,1,11,0,0,0,0,7651,0,0,0
14,Renault D1B,91,51,3,3,28,212,0,128,62,50,50,0,0,0,50,0,12,30,30,30,40,40,40,20,44,25,25,56,25,25,13,0,0,0,0,0,0,0,36,0,32,11,23,22,51,43,43,57,91,7657,0,4,0,0,6,0,2,0,6,3,226,971,0,0,0,1,0,0,0,0,7657,0,0,0
15,Renault AGR2,28,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,63,28,28,67,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,49,25,91,7624,0,0,0,0,9,0,0,0,221,5,226,992,0,0,0,1,0,0,0,0,7624,0,0,0
16,Renault R35,12,70,2,2,12,212,0,0,70,30,70,0,0,0,0,0,12,32,40,40,45,40,40,13,32,26,27,49,23,30,8,0,0,0,0,0,0,0,30,8,24,16,30,30,11,43,43,55,91,227,0,4,0,0,5,0,2,0,6,2,226,573,0,0,0,1,0,0,0,0,227,0,0,0
17,FF Mortier,5,0,1,5,30,231,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,32,27,27,51,23,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,92,43,43,19,91,56,0,2,0,0,9,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0
18,FF Mortier,5,0,1,6,56,231,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,54,54,31,68,54,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,43,29,91,57,0,2,0,0,9,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,0,0
19,AOP Sherman,85,50,4,5,0,140,177,0,0,0,60,0,60,0,0,0,22,51,38,38,95,51,51,22,51,38,38,95,51,51,22,0,0,0,0,0,0,0,51,0,5,28,12,8,90,44,49,73,91,8214,0,4,0,0,5,4,2,0,8,2,230,178,0,0,1,4,0,0,0,0,8214,0,0,0
20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,38,97,51,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,Canon 37mm Inf,62,0,1,6,2,231,0,0,60,40,40,0,0,0,0,0,4,0,0,0,0,0,0,0,30,30,30,40,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,43,19,91,7666,0,2,0,0,9,0,1,0,0,0,104,252,0,0,0,1,0,0,0,0,7666,0,0,0
22,Legion Plt HQ,7,0,1,7,218,87,232,114,40,0,6,0,40,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,46,49,18,91,7627,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
23,FF Lt Mortier,80,0,0,2,40,231,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,32,40,40,45,40,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,43,18,91,7637,0,2,0,0,9,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,7637,0,0,0
24,Legion Plt HQ,7,0,1,7,237,86,114,0,40,0,6,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,45,12,91,7627,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
25,Legionnaires,73,0,1,12,112,184,122,88,50,0,0,6,50,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,49,39,91,7686,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7686,0,0,0
26,Canon 25mm AC,6,0,1,6,9,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,0,0,0,0,51,38,38,95,51,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,43,16,91,7654,0,2,0,0,9,0,2,0,0,0,104,54,0,0,0,1,0,0,0,0,7654,0,0,0
27,Canon 47mm AC,6,0,1,6,22,0,0,0,10,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,43,31,91,7667,0,3,0,0,8,0,2,0,0,0,104,55,0,0,0,1,0,0,0,0,7667,0,0,0
28,Canon 75mm AC,6,0,1,7,55,0,0,0,30,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,43,38,91,7607,0,3,0,0,8,0,2,0,0,0,107,657,0,0,0,1,0,0,0,0,7607,0,0,0
29,Goumiers Plt HQ,7,0,1,7,243,87,114,0,40,0,4,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,43,12,91,9101,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
30,Goumiers Plt HQ,7,0,1,7,157,86,156,0,40,0,4,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,45,12,91,9101,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1004,0,0,0
31,Goumiers Plt HQ,7,0,1,7,178,88,232,0,40,0,4,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,49,12,91,9101,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1004,0,0,0
32,Goumiers,108,0,1,12,243,87,95,0,40,0,6,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,44,20,91,4216,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4216,0,0,0
33,Goumiers,108,0,1,12,157,87,156,0,40,0,6,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,45,18,91,4216,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4216,0,0,0
34,Goumiers,108,0,1,12,178,88,122,232,40,0,6,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,49,24,91,4216,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4216,0,0,0
35,Sm Naval Guns,111,0,3,99,188,188,188,188,40,0,40,0,40,0,40,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,43,49,100,91,902,0,0,0,0,10,0,0,0,0,0,255,0,0,0,0,1,0,0,0,0,902,0,0,0
36,Med Naval Guns,111,0,4,99,189,189,189,0,40,0,40,0,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,43,49,83,91,903,0,0,0,0,15,0,0,0,0,0,255,0,0,0,0,1,0,0,0,0,903,0,0,0
37,Lge Naval Guns,111,0,4,99,190,190,190,0,40,0,40,0,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,43,49,118,91,904,0,0,0,0,6,0,0,0,0,0,255,0,0,0,0,1,0,0,0,0,904,0,0,0
38,Command Post,68,0,5,20,242,86,118,97,50,0,7,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,43,44,151,91,258,0,0,0,0,9,0,0,0,0,1,255,648,0,0,0,1,0,0,0,0,258,0,0,0
39,Munitions,66,0,6,20,242,148,148,0,50,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,141,91,9919,0,0,0,0,9,0,0,0,0,0,255,649,0,0,0,1,0,0,0,0,9919,0,0,0
40,Munitions,66,0,6,20,236,139,139,0,50,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,145,91,9919,0,0,0,0,9,0,0,0,0,0,255,649,0,0,0,11,0,0,0,0,9919,0,0,0
41,Command Post,68,0,5,20,236,88,120,113,50,0,7,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,43,49,146,91,258,0,0,0,0,9,0,0,0,0,1,255,648,0,0,0,11,0,0,0,0,258,0,0,0
42,Dual AAMG,8,0,1,4,150,0,0,0,80,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,43,10,91,4202,0,2,0,0,9,0,2,0,0,0,0,658,0,0,0,1,0,0,0,0,4202,0,0,0
43,Canon 20mm CA,8,0,1,6,147,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,43,16,91,7665,0,3,0,0,9,0,2,0,0,0,104,658,0,0,0,1,0,0,0,0,7665,0,0,0
44,Canon 25mm CA,8,0,1,6,210,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,44,17,91,7602,0,3,0,0,9,0,2,0,0,0,104,658,0,0,0,1,0,0,0,0,7602,0,0,0
45,Hvy AAMG,8,0,1,6,142,0,0,0,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,43,16,91,7631,0,2,0,0,9,0,2,0,0,2,104,664,0,0,0,1,0,0,0,0,7631,0,0,0
46,Canon 40mm CA,8,0,1,8,18,0,0,0,50,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,43,49,42,91,685,0,3,0,0,8,0,3,0,0,0,108,660,0,0,0,12,0,0,0,0,685,0,0,0
47,Canon 40mm CA,8,0,1,7,17,0,0,0,50,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,43,33,91,685,0,3,0,0,8,0,2,0,0,0,107,660,0,0,0,1,0,0,0,0,685,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,Loyd Carrier,25,0,2,2,109,148,0,0,0,0,90,0,0,0,0,0,24,9,6,6,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,52,43,49,23,91,9987,0,2,0,0,9,0,2,0,110,2,124,506,0,0,1,1,0,0,0,0,9987,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,Emplacement,0,0,1,20,55,86,118,242,60,40,20,0,50,0,40,0,0,51,51,51,14,76,76,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,43,49,134,91,9921,0,4,0,0,6,0,5,0,0,4,255,83,0,0,0,1,0,0,0,0,9903,0,0,0
52,Casemate,0,0,1,20,62,35,121,0,30,50,60,0,60,0,0,0,0,130,130,76,51,97,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,22,22,22,51,44,49,211,91,9905,0,4,5,0,6,0,5,0,0,4,255,686,0,0,0,1,0,0,0,0,9903,0,0,0
53,Casemate,0,0,2,20,33,33,100,0,60,40,60,40,60,0,0,0,0,130,130,76,51,97,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,22,22,22,51,43,43,218,91,9904,0,4,0,0,5,0,5,0,0,4,255,686,0,0,0,1,0,0,0,0,9903,0,0,0
54,Bunker,0,70,4,20,106,120,120,144,90,0,90,0,90,0,40,0,0,76,76,76,0,105,105,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,15,15,71,44,49,118,91,9908,0,3,0,0,9,0,5,0,0,5,255,685,0,0,0,1,0,0,0,0,9903,0,0,0
55,Redoubt,0,70,4,20,71,106,120,16,60,0,60,0,60,0,40,40,0,152,152,152,76,105,105,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,5,22,22,91,43,49,240,91,9907,0,4,0,10,4,0,5,0,0,6,255,684,0,0,0,1,0,0,0,0,9903,0,0,0
56,Obs Post,0,70,1,4,234,88,146,0,50,0,7,0,40,0,0,0,0,105,105,105,76,152,152,51,9,6,6,11,5,5,0,0,0,0,0,0,0,0,12,22,22,0,22,22,81,43,49,121,91,680,0,3,0,0,9,0,5,0,0,4,255,683,0,0,0,1,0,0,0,0,9903,0,0,0
57,MG Bunker,0,70,1,16,106,121,121,120,90,0,90,0,90,0,90,0,0,51,51,51,13,76,73,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,49,104,91,9910,0,3,0,0,9,0,5,0,0,1,255,300,0,0,0,1,0,0,0,0,9903,0,0,0
58,Rifle Pit,0,70,1,5,236,93,113,0,50,0,30,10,50,0,0,0,0,38,38,38,0,51,51,25,51,51,51,14,76,76,37,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,44,65,91,9903,0,0,0,0,9,0,5,0,0,1,255,695,0,0,0,1,0,0,0,0,9903,0,0,0
59,MG Bunker,0,70,1,9,106,120,120,113,90,0,90,0,90,0,50,0,0,76,51,51,15,51,51,38,130,130,76,51,97,76,51,0,0,0,0,0,0,0,22,22,22,0,22,22,31,44,49,107,91,9901,0,3,0,0,9,0,5,0,0,1,255,681,0,0,0,1,0,0,0,0,9903,0,0,0
60,Rifle Pit,0,70,1,5,112,93,113,0,50,0,30,10,50,0,0,0,0,38,38,38,0,51,51,25,130,130,76,51,97,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,44,49,65,91,9903,0,0,0,0,9,0,5,0,0,1,255,694,0,0,0,1,0,0,0,0,9903,0,0,0
61,Carrier AC(b),60,0,2,3,9,0,0,0,0,60,0,0,0,0,0,0,30,12,12,12,14,12,12,0,76,76,76,0,105,105,51,0,0,0,0,0,0,0,14,0,8,0,0,0,20,43,43,28,91,9028,0,4,0,0,7,0,2,0,4,1,224,846,0,0,0,1,0,0,0,0,9028,0,0,0
62,Bren Carrier,25,0,2,2,109,0,0,133,0,0,0,0,0,0,50,0,30,12,12,12,14,12,12,0,152,152,152,76,105,105,76,0,0,0,0,0,0,0,14,0,8,0,0,0,50,43,45,27,91,7763,0,2,0,0,9,0,2,0,108,2,124,506,0,0,1,1,0,0,0,0,7763,0,0,0
63,Lorraine 44,90,50,2,2,0,0,0,220,0,0,0,0,0,0,50,20,30,9,9,9,9,9,9,6,105,105,105,76,152,152,51,0,0,0,0,0,0,0,20,10,0,0,0,0,12,44,45,29,91,239,0,2,0,0,9,0,2,0,112,2,224,975,0,0,0,9,0,0,0,0,239,0,0,0
64,M15A1,22,40,3,4,207,208,0,0,50,40,60,0,0,0,0,0,38,12,7,7,13,7,7,0,51,51,51,13,76,73,51,0,0,0,0,0,0,0,24,0,0,22,0,0,91,43,49,83,91,8246,0,4,0,0,9,0,3,0,2,2,226,556,0,0,0,10,0,0,0,0,8246,0,0,0
65,Scout Halftrack,59,0,3,5,140,139,139,0,60,0,60,0,60,0,0,0,40,15,8,8,16,8,8,0,38,38,38,0,51,51,25,0,0,0,0,0,0,0,24,0,0,22,0,0,90,44,49,26,91,8247,0,1,0,0,9,0,1,0,8,3,226,119,0,0,0,6,0,0,0,0,8247,0,0,0
66,M3A1 Halftrack,96,40,3,2,140,139,0,0,60,0,60,0,0,0,0,0,40,12,7,7,13,7,7,0,76,51,51,15,51,51,38,0,0,0,0,0,0,0,24,0,0,22,0,0,93,44,49,32,91,438,0,1,0,0,9,0,1,0,113,3,226,948,0,0,0,11,0,0,0,0,438,0,0,0
67,M16 MGMC,22,40,3,4,215,0,0,0,40,0,0,0,0,0,0,0,38,12,7,7,13,0,0,0,38,38,38,0,51,51,25,0,0,0,0,0,0,0,24,0,0,22,0,0,90,44,49,39,91,8223,0,4,0,0,9,0,2,0,2,2,226,557,0,0,0,6,0,0,0,0,8223,0,0,0
68,M5 Halftrack SA,60,0,3,6,9,139,0,0,80,25,80,0,0,0,0,0,40,15,8,8,16,8,8,0,12,12,12,14,12,12,0,0,0,0,0,0,0,0,24,0,0,22,0,0,22,43,43,39,91,8245,0,4,0,0,9,0,2,0,7,3,226,1108,0,0,0,1,0,0,0,0,8245,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,Wolverine,79,0,3,5,62,140,0,0,18,22,60,0,0,0,0,0,30,51,21,21,57,25,25,0,9,9,9,9,9,9,6,0,0,0,0,0,0,0,52,38,38,45,15,30,91,44,49,141,91,389,0,4,6,0,7,0,4,0,6,4,228,550,0,0,1,1,0,0,0,0,389,0,0,0
71,M7 Priest HMC,21,0,4,4,71,140,0,0,50,0,60,0,0,0,0,0,26,51,38,38,15,13,13,0,12,7,7,13,7,7,0,0,0,0,0,0,0,0,35,0,17,30,0,0,93,44,49,80,91,396,0,2,0,4,5,0,1,0,0,2,228,536,0,0,0,4,0,0,0,0,396,0,0,0
72,M8 Greyhound,11,0,2,4,16,140,177,0,32,70,60,0,60,0,0,0,52,17,10,10,26,19,19,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,42,18,12,0,20,5,91,43,49,75,91,398,0,4,10,0,7,0,2,0,4,1,226,554,0,0,0,12,0,0,0,0,398,0,0,0
73,M20 Scout,88,0,2,2,140,0,0,0,90,0,0,0,0,0,0,0,54,17,10,10,19,10,10,0,12,7,7,13,7,7,0,0,0,0,0,0,0,0,42,18,12,42,18,12,93,43,49,24,91,399,0,1,0,0,9,0,1,0,4,1,226,548,0,0,0,10,0,0,0,0,399,0,0,0
74,M3 Halftrack,96,40,3,2,140,0,0,0,60,0,0,0,0,0,0,0,40,12,7,7,13,7,7,0,12,7,7,13,0,0,0,0,0,0,0,0,0,0,24,0,0,22,0,0,93,44,49,31,91,403,0,1,0,0,9,0,1,0,113,3,226,547,0,0,0,6,0,0,0,0,403,0,0,0
75,M5 Halftrack,24,0,3,2,139,0,0,0,60,0,0,0,0,0,0,0,40,15,8,8,16,8,8,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,24,0,0,22,0,0,22,43,49,28,91,7663,0,1,0,0,9,0,1,0,113,3,226,485,0,0,0,1,0,0,0,0,7663,0,0,0
76,Chevy 1-1/2ton,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,49,15,91,405,0,0,0,0,9,0,0,0,112,4,226,111,0,0,0,12,0,0,0,0,405,0,0,0
77,Fargo 2-1/2ton,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,51,21,21,57,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,49,18,91,404,0,0,0,0,9,0,0,0,118,4,228,545,0,0,0,12,0,0,0,0,404,0,0,0
78,Jeep .30cal,32,0,2,2,139,0,0,0,60,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,51,38,38,15,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,49,12,91,8231,0,1,0,0,9,0,1,0,104,1,105,939,0,0,0,5,0,0,0,0,8231,105,0,0
79,Canon 6pdr AC,6,0,1,6,29,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,10,10,26,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,43,26,91,670,0,3,0,0,7,0,3,0,0,0,105,55,0,0,0,1,0,0,0,0,670,0,0,0
80,SAS Jeep,32,0,2,2,226,206,0,0,60,0,60,0,0,0,0,0,44,4,0,0,0,0,0,0,17,10,10,19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,43,45,15,91,7638,0,1,0,0,9,0,1,0,6,1,110,939,0,0,0,1,0,0,0,0,7638,105,0,0
81,Canon 57mm AC,6,0,1,5,27,0,0,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,7,7,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,43,49,30,91,8257,0,3,4,0,7,0,3,0,0,0,105,55,0,0,0,12,0,0,0,0,8257,0,0,0
82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
