rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
15,Sherman III,65,70,4,5,45,139,177,0,52,45,60,0,60,0,0,0,26,51,38,38,95,51,51,18,60,54,45,66,60,20,14,0,0,0,0,0,0,0,56,0,5,28,15,8,90,42,49,100,80,9968,0,4,0,0,5,4,2,0,8,3,230,3,0,0,0,0,11,0,0,0,31,31,0,0,0
16,ATG Team,2,0,0,2,92,200,0,0,0,6,40,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,6,10,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,40,6,80,8192,0,0,0,0,9,0,0,0,0,0,0,255,156,0,0,0,1,0,0,0,33,199,0,0,0
17,Sherman II,13,50,4,5,42,177,175,131,40,50,60,0,60,0,60,0,22,51,38,38,95,51,51,22,60,60,31,65,65,65,14,0,0,0,0,0,0,0,51,0,5,28,12,8,90,42,42,93,80,8057,0,4,0,0,5,4,2,0,8,2,230,1,2,0,0,1,11,0,0,0,30,31,0,0,0
18,Sherman III,13,70,4,5,45,139,177,131,52,45,60,0,60,0,60,0,26,51,38,38,95,51,51,18,54,54,31,68,54,65,14,0,0,0,0,0,0,0,56,0,5,28,15,8,90,42,47,102,80,9968,0,4,0,0,5,4,2,0,8,3,230,65,215,0,0,0,11,0,0,0,155,82,0,0,0
19,Sherman V,13,0,4,5,45,139,177,131,47,50,60,0,60,0,60,0,26,64,38,38,103,64,64,21,62,54,31,74,45,65,14,0,0,0,0,0,0,0,42,0,11,38,12,8,90,44,47,120,80,9970,0,4,0,0,5,4,3,0,8,3,230,2,1,0,0,1,8,0,0,0,31,0,0,0,0
20,TKS nkm,64,0,2,2,10,0,0,0,90,0,0,0,0,0,0,0,22,10,10,10,10,10,10,4,95,76,64,89,89,89,22,0,0,0,0,0,0,0,25,0,25,5,15,15,12,39,39,28,80,368,0,4,0,0,9,0,2,0,4,3,224,140,0,0,0,0,6,0,0,0,244,108,0,0,0
21,TK3,63,0,2,2,248,0,0,0,90,0,0,0,0,0,0,0,25,8,8,6,8,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,5,15,15,10,31,39,20,80,8020,0,4,0,0,9,0,2,0,4,3,224,3,0,0,0,0,9,0,0,0,38,0,0,0,0
22,M3A1 Scout Car,23,0,3,3,140,139,0,0,60,0,60,0,0,0,0,0,48,7,7,0,8,7,0,0,51,38,38,95,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,93,43,46,27,80,8213,0,1,0,0,9,0,1,0,108,3,228,0,67,0,0,0,5,0,0,0,127,241,0,0,0
23,wz.34 (MG),88,0,2,2,248,0,0,0,60,0,0,0,0,0,0,0,30,8,8,8,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,25,25,15,10,34,39,18,80,372,0,4,0,0,9,0,2,0,0,3,224,2,0,0,0,0,6,0,0,0,2,31,0,0,0
24,wz.34 (37mm),11,0,2,2,184,0,0,0,48,48,0,0,0,0,0,0,30,8,8,8,8,8,8,4,51,38,38,95,51,51,22,0,0,0,0,0,0,0,15,0,5,25,25,15,11,34,39,28,80,372,0,4,0,0,9,0,2,0,0,3,224,240,86,0,0,0,6,0,0,0,245,116,0,0,0
25,Morris LRC,11,0,2,4,148,0,0,134,60,0,0,0,0,0,0,90,44,14,8,6,10,8,9,0,51,38,38,95,51,51,18,0,0,0,0,0,0,0,30,0,8,12,12,24,51,42,43,21,80,615,0,1,0,0,9,0,1,0,4,2,224,1,3,0,0,1,11,0,0,0,38,0,0,0,0
26,GM Fox,11,0,3,4,153,177,0,0,90,0,60,0,0,0,0,0,38,18,8,8,24,16,16,6,64,38,38,103,64,64,21,0,0,0,0,0,0,0,32,12,8,28,12,12,91,43,44,46,80,662,0,4,0,0,9,0,2,0,0,2,226,1,136,0,0,1,11,0,0,0,247,168,108,0,0
27,Daimler AC,11,0,2,3,20,179,0,0,0,40,60,0,0,0,0,0,50,16,14,14,20,14,14,8,10,10,10,10,10,10,4,0,0,0,0,0,0,0,16,22,12,20,24,36,91,40,44,50,80,661,0,4,8,0,6,0,3,0,2,2,224,2,2,0,0,1,1,0,0,0,38,31,0,0,0
28,Staghound MkI,11,0,3,5,16,139,177,131,34,64,60,0,60,0,60,0,54,45,38,25,42,38,25,9,8,8,6,8,8,6,4,0,0,0,0,0,0,0,24,12,8,32,8,8,90,43,49,67,80,663,0,4,0,0,5,0,2,0,2,2,226,144,230,0,0,0,9,0,0,0,160,132,0,0,0
29,Bren Carrier,25,0,2,2,110,148,0,0,0,0,90,0,0,0,0,0,30,12,12,12,14,12,12,0,7,7,0,8,7,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,10,41,49,24,80,664,0,1,0,0,9,0,1,0,108,2,124,2,1,0,0,1,3,0,0,0,2,31,0,0,0
30,M5 Halftrack,24,0,3,2,148,0,0,0,60,0,0,0,0,0,0,0,40,15,8,8,16,8,8,0,8,8,8,8,8,8,4,0,0,0,0,0,0,0,24,0,0,22,0,0,90,42,49,28,80,7766,0,1,0,0,9,0,1,0,113,3,226,223,0,0,0,0,10,0,0,0,240,230,0,0,0
31,Citroen 23R,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,8,8,8,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,40,14,80,7675,0,0,0,0,9,0,0,0,112,4,228,1,0,0,0,0,1,0,0,0,38,31,0,0,0
32,Polski Fiat 621,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,14,8,6,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,42,20,80,8039,0,0,0,0,9,0,0,0,118,4,226,0,68,0,0,0,1,0,0,0,118,103,0,0,0
33,Bedford QL,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,18,8,8,24,16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,46,18,80,7767,0,0,0,0,9,0,0,0,118,4,228,0,0,0,0,0,3,0,0,0,31,0,0,0,0
34,25mm AT Gun,6,0,1,4,9,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,14,14,20,14,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,40,13,80,244,0,2,0,0,8,0,2,0,0,0,104,178,66,0,0,0,1,0,0,0,121,90,0,0,0
35,37mm AT Gun,6,0,1,4,96,200,0,0,20,40,40,0,0,0,0,0,4,0,0,0,0,0,0,0,45,38,25,42,38,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,39,25,80,8095,0,2,10,0,8,0,2,0,0,0,104,0,0,0,0,0,1,0,0,0,31,31,0,0,0
36,20mm AT Gun,6,0,1,4,10,0,0,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,42,10,80,289,0,3,0,0,8,0,1,0,0,0,104,223,67,0,0,0,1,0,0,0,240,152,0,0,0
37,47mm AT Gun,6,0,1,6,22,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,40,25,80,7667,0,3,0,0,7,0,2,0,0,0,105,1,0,0,0,0,1,0,0,0,38,31,0,0,0
38,6pdr AT Gun,6,0,1,6,29,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,44,30,80,670,0,3,6,0,7,0,3,0,0,0,105,27,209,0,0,0,1,0,0,0,242,126,0,0,0
39,6pdr AT Gun,6,0,1,6,192,0,0,0,16,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,46,51,80,670,0,3,16,0,7,0,3,0,0,0,105,2,1,0,0,0,6,0,0,0,38,31,0,0,0
40,75mm Field Gun,6,0,1,4,206,0,0,0,40,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,36,39,35,80,8098,0,3,0,0,6,0,2,0,0,0,104,68,80,0,0,0,1,0,0,0,112,154,0,0,0
41,40mm AA Gun,8,0,1,8,17,0,0,0,50,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,36,39,42,80,8096,0,3,0,0,8,0,3,0,0,0,108,4,4,0,0,0,1,0,0,0,1,31,0,0,0
42,40mm AA Gun,8,0,1,8,207,0,0,0,50,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,49,42,80,685,0,3,0,0,8,0,3,0,0,0,108,23,23,0,0,0,1,0,0,0,84,109,0,0,0
43,75mm Field Gun,9,0,1,6,228,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40,26,80,8000,0,2,0,0,6,0,1,0,0,0,106,4,4,0,0,0,1,0,0,0,31,1,0,0,0
44,Reservists,107,0,1,14,243,87,94,0,50,0,14,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,39,23,80,8072,0,0,0,0,9,0,0,0,0,0,0,39,146,0,0,0,1,0,0,0,21,95,0,0,0
45,Mortar Squad,5,0,1,4,30,214,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,41,19,80,56,0,2,0,0,9,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,32,31,0,0,0
46,Mortar Squad,5,0,1,5,37,214,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,40,46,28,80,9942,0,2,0,0,8,0,0,0,0,0,0,49,184,0,0,0,7,0,0,0,88,54,0,0,0
47,Mortar Squad,5,0,1,5,56,200,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,40,28,80,8088,0,2,0,0,8,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,31,1,0,0,0
48,Hvy Mortar Sqd ,82,0,1,5,72,233,0,0,50,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,49,26,80,9941,0,2,0,0,6,0,0,0,0,0,0,49,117,0,0,0,6,0,0,0,116,91,0,0,0
49,HMG Squad,81,0,0,4,100,87,200,0,60,0,4,0,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,39,23,80,8034,0,3,0,0,9,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,35,0,0,0
50,MG Squad,4,0,0,4,118,109,233,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,49,26,80,675,0,3,0,0,9,0,2,0,0,0,0,36,2,0,0,0,1,0,0,0,103,134,0,0,0
51,ATR Team,2,0,0,2,135,114,0,0,0,40,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,39,14,80,8054,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,2,0,0,0
52,ATR Team,2,0,0,2,134,233,0,0,0,40,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,43,12,80,684,0,0,0,0,9,0,0,0,0,0,0,9,4,0,0,0,1,0,0,0,150,137,0,0,0
53,PIAT Team,2,0,0,2,90,233,0,0,0,6,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,49,8,80,686,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,7,0,0,0,2,2,0,0,0
54,Polish Rifles,1,0,1,14,178,87,113,0,50,0,14,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,39,23,80,8072,0,0,0,0,9,0,0,0,0,0,0,8,212,0,0,0,1,0,0,0,149,46,0,0,0
55,Polish Rifles,1,0,1,12,209,87,95,0,50,0,12,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,40,21,80,8074,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,30,0,0,0
56,Polish Rifles,1,0,1,10,242,109,97,223,50,0,10,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,44,20,80,8009,0,0,0,0,9,0,0,0,0,0,0,10,238,0,0,0,7,0,0,0,151,105,0,0,0
57,Polish Rifles,1,0,1,10,242,109,97,238,50,0,10,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,46,20,80,8009,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,2,0,0,0
58,Airborne Squad,72,0,1,10,237,90,97,109,50,0,0,5,50,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,49,25,80,7732,0,0,0,0,9,0,0,0,0,0,0,250,118,0,0,0,1,0,0,0,152,143,0,0,0
59,LWP Rifle Squad,108,0,1,10,1,85,98,88,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,49,22,80,8009,0,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,2,2,0,0,0
60,LWP RKW Squad,40,0,1,10,204,86,98,88,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,49,25,80,8115,0,0,0,0,9,0,0,0,0,0,0,229,38,0,0,0,5,0,0,0,86,109,0,0,0
61,Saperzy,20,0,1,10,205,87,185,0,50,0,8,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,39,23,80,8077,0,0,0,0,9,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,30,2,0,0,0
62,Saperzy,20,0,1,10,237,109,97,185,50,0,10,0,50,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,46,26,80,8077,0,0,0,0,9,0,0,0,0,0,0,200,181,0,0,0,1,0,0,0,251,29,0,0,0
63,Polish Rifles,73,0,1,12,178,93,113,87,50,0,12,0,50,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,40,24,80,8041,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,29,32,0,0,0
64,Snajper,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,20,80,8086,0,4,0,0,4,0,3,0,0,0,0,87,126,0,0,0,1,0,0,0,103,38,0,0,0
65,75mm Inf Gun,62,0,1,4,206,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,30,39,15,80,8097,0,2,0,0,6,0,1,0,0,0,104,3,3,0,0,0,1,0,0,0,31,30,0,0,0
66,Ammo Dump,66,0,6,20,205,87,114,0,50,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,135,80,9919,0,0,0,0,9,0,0,0,0,0,250,142,45,0,0,0,1,0,0,0,87,31,0,0,0
67,105mm FH Btry,10,0,2,32,71,71,71,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,40,59,80,8084,0,2,0,0,5,0,0,0,0,0,255,3,2,0,0,0,1,0,0,0,30,32,0,0,0
68,4.5in FH Btry,10,0,2,32,102,102,102,102,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,41,45,91,80,683,0,2,0,0,6,0,0,0,0,0,255,54,130,0,0,0,7,0,0,0,244,141,0,0,0
69,155mm FH Btry,10,0,2,40,104,104,104,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,39,69,80,8085,0,2,0,0,4,0,0,0,0,0,255,0,3,0,0,0,1,0,0,0,0,2,0,0,0
70,Kompanii HQ,101,0,1,10,178,87,113,0,50,0,14,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,40,19,80,8070,0,0,0,0,9,0,0,0,0,0,0,54,130,0,0,0,1,0,0,0,159,44,0,0,0
71,PZL P.23 Karas,44,0,2,3,230,240,239,0,30,2,6,0,2,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,37,39,47,80,271,0,4,0,0,8,0,1,0,0,0,255,0,3,0,0,0,1,0,0,0,31,30,0,0,0
72,PZL P.11c,44,0,2,1,230,183,183,0,30,2,2,0,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,39,44,80,8015,0,4,0,0,9,0,1,0,0,0,255,162,54,0,0,0,1,0,0,0,33,118,0,0,0
73,PZL P.11c,44,0,2,1,230,183,183,0,30,4,2,0,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,39,44,80,8015,0,4,0,0,9,0,1,0,0,0,255,2,0,0,0,0,1,0,0,0,1,1,0,0,0
74,Airborne Squad,72,0,1,10,242,109,97,6,50,0,10,0,50,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,49,22,80,7732,0,0,0,0,9,0,0,0,0,0,0,55,54,0,0,0,1,0,0,0,243,157,0,0,0
75,Saperzy,20,0,1,10,209,87,94,231,50,0,8,0,50,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,40,24,80,8077,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,2,0,0,0
76,Motor Inf Sqd,99,0,1,10,242,93,97,109,50,0,10,0,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,46,20,80,8073,0,0,0,0,9,0,0,0,0,0,0,55,23,0,0,0,7,0,0,0,158,113,0,0,0
77,Pillbox,0,70,2,10,20,63,118,238,0,80,60,0,90,0,40,0,0,105,76,51,38,76,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,15,15,90,40,42,136,80,9905,0,4,0,0,8,0,5,0,0,3,255,0,4,0,0,0,7,0,0,0,2,1,0,0,0
78,Bunker,0,70,2,10,178,100,100,135,50,0,90,0,90,0,0,10,0,60,60,60,20,120,120,180,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,35,40,72,80,120,0,0,0,0,9,0,5,0,0,3,255,55,0,0,0,0,1,0,0,0,158,236,0,0,0
79,MG Nest,0,70,1,12,242,118,118,97,50,0,90,0,90,0,50,0,0,60,60,60,20,120,120,180,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,49,71,80,9910,0,0,0,0,9,0,5,0,0,1,255,0,0,0,0,0,7,0,0,0,2,3,0,0,0
80,LWP Pluton HQ ,7,0,1,7,1,88,112,0,40,0,9,0,40,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,49,13,80,8071,0,0,0,0,9,0,0,0,0,0,0,143,213,0,0,0,5,0,0,0,162,112,0,0,0
81,LWP Kompanii HQ,101,0,1,10,1,88,202,106,40,0,10,0,40,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,49,17,80,8058,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,31,31,0,0,0
