rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
30,Mortar Platoon,91,1,2,0,0,0,0,0,0,0,0,44,49,2,1,94,1,88,1,88,1,88,1,88,1,0,0,0,0,0,0,0,0,0,0
31,Destroyer,91,1,0,0,0,0,0,0,0,0,0,43,49,2,4,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Cruiser,91,1,0,0,0,0,0,0,0,0,0,43,49,2,4,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Battleship,91,1,0,0,0,0,0,0,0,0,0,43,49,2,4,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Strike Element,91,7,0,0,0,0,0,0,0,0,0,43,49,4,1,119,1,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Fort,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,<<AI FORTS>>,91,1,1,0,0,0,0,0,0,0,0,43,49,5,2,58,1,56,1,55,1,58,1,1065,1,0,0,0,0,0,0,0,0,0,0
37,Sniper,91,1,11,0,0,0,0,0,0,0,0,43,49,3,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Fortifications,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,58,1,56,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Inf Gun Section,91,1,2,0,0,0,0,0,0,0,0,43,43,2,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,SPA GMC Sec,91,1,0,0,0,0,0,0,0,0,0,43,44,2,1,178,1,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Inf Gun Battery,91,1,2,0,0,0,0,0,0,0,0,43,43,2,1,21,1,21,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0
42,SPA GMC Plt,91,1,0,0,0,0,0,0,0,0,0,43,44,2,1,178,1,178,1,178,1,178,1,0,0,0,0,0,0,0,0,0,0,0,0
43,Lt Mortar Sec,91,1,2,0,0,0,0,0,0,0,0,43,43,2,1,94,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Lt Mortar Plt,91,1,2,0,0,0,0,0,0,0,0,43,43,2,1,94,1,23,1,23,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0
45,Mortar Section,91,1,2,0,0,0,0,0,0,0,0,43,43,5,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Mortar Platoon,91,1,2,0,0,0,0,0,0,0,0,43,43,5,1,94,1,18,1,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0
47,AA Gun Section,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,<<AI ATG PICK>>,91,1,0,0,0,0,0,0,0,0,0,43,49,5,1,27,1,27,1,186,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0
50,AA Gun Battery,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
51,SPAA Section,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,120,1,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,SPAA Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,120,1,120,1,121,1,122,1,0,0,0,0,0,0,0,0,0,0,0,0
53,AT Gun Section,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,AT Gun Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,27,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Bazooka Section,91,1,0,0,0,0,0,0,0,0,0,44,49,3,1,96,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SP ATG Section,91,1,0,0,0,0,0,0,0,0,0,43,43,2,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Inf AT Section,91,1,0,0,0,0,0,0,0,0,0,43,44,3,1,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Towed AT Gun,91,1,0,0,0,0,0,0,0,0,0,43,49,5,1,79,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Towed AT Gun Pl,91,1,0,0,0,0,0,0,0,0,0,43,49,5,1,79,1,79,1,79,1,76,1,76,1,76,1,0,0,0,0,0,0,0,0
60,TD Section,91,1,0,0,0,0,0,0,0,0,0,43,43,1,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,TD Troop,91,1,0,0,0,0,0,0,0,0,0,43,43,1,1,61,1,61,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Turreted TD Sec,91,1,0,0,0,0,0,0,0,0,0,44,49,1,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Turreted TD Trp,91,1,0,0,0,0,0,0,0,0,0,44,49,1,1,70,1,70,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Turreted TD Sqd,91,1,1,0,0,0,0,0,0,0,0,44,49,1,2,70,1,1063,1,1063,1,1063,1,0,0,0,0,0,0,0,0,0,0,0,0
65,Artillery Btry,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Artillery Btln,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,114,1,114,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,FF Cavalry Plt,91,1,1,0,0,0,0,0,0,0,0,43,43,3,1,165,1,165,1,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,MG Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,3,1,141,1,141,1,141,1,141,1,0,0,0,0,0,0,0,0,0,0,0,0
69,MG Section,91,1,0,0,0,0,0,0,0,0,0,43,49,3,1,141,1,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,<<AI UNITS-1>>,91,1,1,0,0,0,0,0,0,0,0,43,44,5,1,160,1,160,1,160,1,160,1,160,1,160,1,160,1,161,1,142,1,0,0
71,HMG Section,91,7,0,0,0,0,0,0,0,0,0,43,49,3,1,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,HMG Platoon,91,7,0,0,0,0,0,0,0,0,0,43,49,3,1,143,1,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,SPA Battery,91,4,2,0,0,0,0,0,0,0,0,44,49,2,1,71,1,71,1,71,1,71,1,71,1,71,1,19,1,0,0,0,0,0,0
75,SPA Section,91,4,2,0,0,0,0,0,0,0,0,44,49,2,1,71,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,SPAA Section,91,10,0,0,0,0,0,0,0,0,0,43,49,2,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Field Gun Sec,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,86,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Field Gun Btry,91,1,0,0,0,0,0,0,0,0,0,43,49,2,1,86,1,86,1,86,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0
79,Weapons Platoon,91,12,2,0,0,0,0,0,0,0,0,43,49,5,1,94,1,147,1,147,1,88,1,88,1,88,1,0,0,0,0,0,0,0,0
80,Colonial Pltn,91,1,0,0,0,0,0,0,0,0,0,43,43,3,1,94,1,150,1,150,1,150,1,150,1,0,0,0,0,0,0,0,0,0,0
81,Col. Eng Plt,91,1,0,0,0,0,0,0,0,0,0,43,43,3,1,91,1,151,1,151,1,151,1,0,0,0,0,0,0,0,0,0,0,0,0
82,Colonial  Co,91,1,1,0,0,0,0,0,0,0,0,43,43,3,2,93,1,1069,1,1080,1,1080,1,1080,1,1081,1,0,0,0,0,0,0,0,0
83,Legionnaire Plt,91,1,10,0,0,0,0,0,0,0,0,43,49,3,1,24,1,103,1,103,1,103,1,0,0,0,0,0,0,0,0,0,0,0,0
84,Legionnaires Co,91,1,11,0,0,0,0,0,0,0,0,43,49,3,2,92,1,1085,1,1083,1,1083,1,1083,1,1083,1,0,0,0,0,0,0,0,0
85,Legion Cmnd Plt,91,1,10,0,0,0,0,0,0,0,0,43,49,5,1,24,1,103,1,103,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0
86,Legion ME Co,91,1,11,0,0,0,0,0,0,0,0,43,49,3,2,92,1,103,1,1071,1,1071,1,1046,1,1058,1,0,0,0,0,0,0,0,0
87,Sapeurs Section,91,1,10,0,0,0,0,0,0,0,0,43,49,3,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Sapeurs Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,3,1,91,1,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0
89,<<AI ENGINEER>>,91,1,11,0,0,0,0,0,0,0,0,44,49,5,2,104,1,1088,1,1088,1,1088,1,1065,1,1034,1,1081,1,1081,1,1081,1,0,0
90,Sapeurs Company,91,1,1,0,0,0,0,0,0,0,0,44,49,3,2,93,1,1071,1,1088,1,1088,1,1088,1,0,0,0,0,0,0,0,0,0,0
91,Rifle Platoon,91,1,0,0,0,0,0,0,0,0,0,43,43,3,1,94,1,95,1,159,1,160,1,160,1,0,0,0,0,0,0,0,0,0,0
92,Rifle Company,91,1,1,0,0,0,0,0,0,0,0,43,43,3,2,93,1,1091,1,1091,1,1091,1,1069,1,1045,1,1057,1,0,0,0,0,0,0
93,Rifle Platoon,91,12,0,0,0,0,0,0,0,0,0,43,45,3,1,94,1,147,1,98,1,98,1,98,1,0,0,0,0,0,0,0,0,0,0
94,Rifle Platoon+,91,12,0,0,0,0,0,0,0,0,0,43,45,3,1,94,1,88,1,98,1,98,1,98,1,143,1,0,0,0,0,0,0,0,0
95,Rifle Company,91,12,1,0,0,0,0,0,0,0,0,43,49,3,2,93,1,1094,1,1093,1,1093,1,1093,1,1079,1,1055,1,0,0,0,0,0,0
96,Utility Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,242,1,242,1,242,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0
97,FF Mot Inf Plt,91,1,2,0,0,0,0,0,0,0,0,43,44,3,1,94,1,155,1,205,1,205,1,205,1,95,1,184,1,184,1,184,1,0,0
98,FF Motor Inf Co,91,1,1,0,0,0,0,0,0,0,0,43,44,3,2,93,1,185,1,1097,1,1097,1,1097,1,1097,1,1102,1,1059,1,0,0,0,0
99,FF Mot Inf Co+,91,9,1,0,0,0,0,0,0,0,0,43,45,3,2,93,1,76,1,1112,1,1103,1,1103,1,1103,1,1103,1,1113,1,1059,1,0,0
100,Utility Vehicle,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Utility Section,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,242,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Motor Wpns Plt,91,9,2,0,0,0,0,0,0,0,0,43,45,5,1,94,1,104,1,142,1,142,1,89,1,89,1,89,1,184,1,184,1,0,0
103,FF Mot Inf Plt+,91,9,0,0,0,0,0,0,0,0,0,43,45,3,1,94,1,96,1,204,1,204,1,204,1,76,1,76,1,76,1,76,1,0,0
104,Mech Mortar Sec,91,6,2,0,0,0,0,0,0,0,0,44,49,2,1,90,1,90,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0
105,Mech MG Section,91,6,0,0,0,0,0,0,0,0,0,44,49,5,1,147,1,147,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0
106,Arm'd Supp't Co,91,6,1,0,0,0,0,0,0,0,0,44,49,3,2,93,1,74,1,1119,1,1105,1,1104,1,1026,1,0,0,0,0,0,0,0,0
107,<<AI MECH-44>>,91,6,1,0,0,0,0,0,0,0,0,44,49,5,2,158,1,75,1,1108,1,1108,1,1108,1,1109,1,1062,1,0,0,0,0,0,0
108,Armored Inf Plt,91,6,1,0,0,0,0,0,0,0,0,44,49,3,1,94,1,158,1,157,1,156,1,96,1,74,1,75,1,75,1,75,1,0,0
109,Mech ATG Sec,91,6,0,0,0,0,0,0,0,0,0,44,49,5,1,81,1,81,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Mech AT Platoon,91,6,0,0,0,0,0,0,0,0,0,44,49,5,1,81,1,81,1,81,1,75,1,75,1,75,1,0,0,0,0,0,0,0,0
111,<<AI UNITS-2>>,91,5,1,0,0,0,0,0,0,0,0,43,49,5,1,98,1,98,1,98,1,98,1,98,1,98,1,96,1,147,1,0,0,0,0
112,Motor Recon Sqd,91,9,1,0,0,0,0,0,0,0,0,43,49,3,1,239,1,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Motor Wpns Plt+,91,9,2,0,0,0,0,0,0,0,0,43,45,5,1,94,1,143,1,143,1,88,1,88,1,88,1,76,1,76,1,76,1,0,0
114,Armored Inf Co,91,6,1,0,0,0,0,0,0,0,0,44,49,3,2,93,1,74,1,1124,1,1108,1,1108,1,1108,1,1109,1,0,0,0,0,0,0
115,Maquis Cadre,91,1,1,0,0,0,0,0,0,0,0,43,44,3,1,125,1,127,1,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Saboteurs,91,7,1,0,0,0,0,0,0,0,0,43,44,3,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,FFI Platoon,91,6,10,0,0,0,0,0,0,0,0,44,45,3,1,132,1,133,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0
118,FFI Company,91,6,11,0,0,0,0,0,0,0,0,44,45,3,2,124,1,146,1,1117,1,1117,1,1117,1,1069,1,0,0,0,0,0,0,0,0
119,Mech Scout Plt,91,6,1,0,0,0,0,0,0,0,0,44,49,1,1,94,1,78,1,239,1,65,1,239,1,65,1,239,1,65,1,0,0,0,0
120,APC Section,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Scout Car Sec,91,1,1,0,0,0,0,0,0,0,0,44,49,4,1,172,1,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Scout Car Plt,91,1,1,0,0,0,0,0,0,0,0,43,49,4,1,172,1,172,1,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,APC Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
124,Mech Scout Sec,91,6,1,0,0,0,0,0,0,0,0,44,49,1,1,239,1,65,1,239,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Marine Commndos,91,1,11,0,0,0,0,0,0,0,0,44,49,3,1,167,1,167,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Halftrack Sec,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Halftrack Plt,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,75,1,75,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Halftrack Co,91,1,0,0,0,0,0,0,0,0,0,43,49,4,2,75,1,1127,1,1127,1,1127,1,0,0,0,0,0,0,0,0,0,0,0,0
129,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Tirailleur Plt,91,1,0,0,0,0,0,0,0,0,0,43,49,3,1,94,1,148,1,148,1,148,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Tirailleur Co,91,1,1,0,0,0,0,0,0,0,0,43,49,3,2,93,1,148,1,1130,1,1130,1,1130,1,1130,1,1069,1,0,0,0,0,0,0
132,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Recon Patrol,91,1,1,0,0,0,0,0,0,0,0,43,49,3,1,240,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Recon Sqdrn,91,1,1,0,0,0,0,0,0,0,0,44,49,1,2,240,1,172,1,1136,1,1136,1,1136,1,0,0,0,0,0,0,0,0,0,0
135,Desert Patrol,91,1,10,0,0,0,0,0,0,0,0,43,43,3,1,188,1,189,1,188,1,189,1,188,1,189,1,188,1,190,1,0,0,0,0
136,Recon Troop,91,1,1,0,0,0,0,0,0,0,0,44,49,1,1,240,1,172,1,72,1,72,1,240,1,172,1,240,1,172,1,240,1,172,1
137,SAS Raiders,91,1,11,0,0,0,0,0,0,0,0,43,45,3,1,162,1,80,1,162,1,80,1,162,1,80,1,162,1,80,1,0,0,0,0
138,AOP Sherman,91,4,1,0,0,0,0,0,0,0,0,44,49,2,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,FO Vehicle,91,5,11,0,0,0,0,0,0,0,0,43,49,2,1,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Forward Obs,91,1,11,0,0,0,0,0,0,0,0,43,49,2,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Goumiers Plt,91,1,0,0,0,0,0,0,0,0,0,43,49,3,1,29,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Moroccan Goum,91,1,1,0,0,0,0,0,0,0,0,43,49,3,2,93,1,1141,1,1141,1,1141,1,1141,1,0,0,0,0,0,0,0,0,0,0
143,Goumiers MG Plt,91,1,0,0,0,0,0,0,0,0,0,43,49,5,1,29,1,147,1,147,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
144,Hvy Weapon Goum,91,1,1,0,0,0,0,0,0,0,0,43,49,3,2,93,1,1143,1,1046,1,1155,1,1156,1,0,0,0,0,0,0,0,0,0,0
145,Paratroop Plt,91,11,10,0,0,0,0,0,0,0,0,44,49,3,1,106,1,100,1,100,1,100,1,171,1,0,0,0,0,0,0,0,0,0,0
146,Glider Troop,91,11,0,0,0,0,0,0,0,0,0,44,45,4,1,198,1,198,1,198,1,197,1,0,0,0,0,0,0,0,0,0,0,0,0
147,Cargo Plane Trp,91,6,0,0,0,0,0,0,0,0,0,45,49,4,1,200,1,200,1,200,1,200,1,0,0,0,0,0,0,0,0,0,0,0,0
148,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Paratroop Co,91,11,11,0,0,0,0,0,0,0,0,44,49,3,2,211,1,1133,1,1145,1,1145,1,1145,1,1055,1,1045,1,0,0,0,0,0,0
150,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Camel Section,91,1,1,0,0,0,0,0,0,0,0,43,43,5,1,221,1,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Camel Troop,91,1,1,0,0,0,0,0,0,0,0,43,43,4,1,221,1,221,1,221,1,221,1,0,0,0,0,0,0,0,0,0,0,0,0
157,Pack Mule Troop,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,222,1,222,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0
158,River Patrol,91,5,0,0,0,0,0,0,0,0,0,45,49,4,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Coast Guard,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Barge Carrier,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Barge Carriers,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Capt Panther,91,3,0,0,0,0,0,0,0,0,0,44,45,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Wagons,91,1,0,0,0,0,0,0,0,0,0,43,45,4,1,225,1,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Gun Teams,91,1,0,0,0,0,0,0,0,0,0,43,45,4,1,223,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Capt Panthers,91,3,0,0,0,0,0,0,0,0,0,44,45,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Truck Section,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,76,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Truck Platoon,91,1,0,0,0,0,0,0,0,0,0,43,49,4,1,76,1,76,1,76,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0
