rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
15,SPAA Section,84,1,0,0,0,0,0,0,0,0,0,46,49,2,1,115,1,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Light Tank,84,1,0,0,0,0,0,0,0,0,0,36,43,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,AA Gun Battery,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,53,1,53,1,53,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0
18,Truck Section,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Truck Platoon,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,99,1,99,1,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Hvy Truck Sec,84,1,0,0,0,0,0,0,0,0,0,42,49,4,1,98,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Hvy Truck Plt,84,1,0,0,0,0,0,0,0,0,0,42,49,4,1,15,1,15,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
22,Jeep Section,84,8,1,0,0,0,0,0,0,0,0,42,49,4,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,AT Gun Platoon,84,1,0,0,0,0,0,0,0,0,0,35,49,2,1,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
24,Light Mortar,84,1,2,0,0,0,0,0,0,0,0,36,49,2,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Mortar Section,84,1,2,0,0,0,0,0,0,0,0,30,49,2,1,86,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,AT Gun Section,84,1,0,0,0,0,0,0,0,0,0,35,49,2,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,AA Gun Section,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,53,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Inf Gun Section,84,1,2,0,0,0,0,0,0,0,0,30,49,2,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,HMG Section,84,1,0,0,0,0,0,0,0,0,0,30,49,3,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Lt Cav Troop,84,1,1,0,0,0,0,0,0,0,0,30,44,3,1,51,1,51,1,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0
31,Motor Rifle Plt,84,1,0,0,0,0,0,0,0,0,0,39,49,3,1,29,1,33,1,33,1,33,1,99,1,99,1,99,1,99,1,0,0,0,0
32,KMT Rifle Plt,84,1,0,0,0,0,0,0,0,0,0,35,49,3,1,29,1,31,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0
33,KMT Rifle Plt+,84,1,0,0,0,0,0,0,0,0,0,30,42,3,1,29,1,31,1,33,1,33,1,38,1,38,1,0,0,0,0,0,0,0,0
34,HMG Platoon,84,1,0,0,0,0,0,0,0,0,0,30,49,3,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Mortar Platoon,84,1,2,0,0,0,0,0,0,0,0,30,49,2,1,86,1,86,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Pioneer Plt,84,1,0,0,0,0,0,0,0,0,0,30,49,3,1,122,1,128,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0
37,Sniper,84,1,11,0,0,0,0,0,0,0,0,32,49,3,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Hvy Mortar Plt,84,2,2,0,0,0,0,0,0,0,0,44,49,2,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Armor Group,84,1,11,0,0,0,0,0,0,0,0,36,49,1,2,1,1,1,1,1011,1,1011,1,1075,1,0,0,0,0,0,0,0,0,0,0
40,MG Section,84,1,0,0,0,0,0,0,0,0,0,35,49,3,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Strike Element,84,1,20,0,0,0,0,0,0,0,0,35,49,4,1,62,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Howitzer Btln,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,45,1,45,1,45,1,45,1,45,1,45,1,0,0,0,0,0,0,0,0
43,Artillery Sec,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Hvy Mortar Sec,84,2,2,0,0,0,0,0,0,0,0,44,49,2,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Artillery Btln+,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,106,1,106,1,106,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0
46,Amphib Tanks,84,1,0,0,0,0,0,0,0,0,0,34,41,1,1,92,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Cpt Tank Plt,84,1,0,0,0,0,0,0,0,0,0,37,49,1,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Cpt Chi-Ha,84,1,0,0,0,0,0,0,0,0,0,40,44,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Scout Car Sec,84,11,0,0,0,0,0,0,0,0,0,43,49,1,1,95,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Captured Tanks,84,1,10,0,0,0,0,0,0,0,0,40,44,1,2,8,1,1047,1,1047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Flying Tigers,84,1,11,0,0,0,0,0,0,0,0,41,44,4,1,66,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Flying Tigers,84,1,11,0,0,0,0,0,0,0,0,40,44,4,1,67,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Destroyer,84,8,0,0,0,0,0,0,0,0,0,45,49,2,4,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Fortifications,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,187,1,187,1,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Bunker,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Weapons Platoon,84,1,0,0,0,0,0,0,0,0,0,36,49,3,1,29,1,25,1,86,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0
57,Artillery Btln,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,106,1,106,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,KMT Militia Plt,84,1,0,0,0,0,0,0,0,0,0,30,49,3,1,29,1,71,1,71,1,71,1,71,1,0,0,0,0,0,0,0,0,0,0
59,Lt Mortar Sec,84,1,2,0,0,0,0,0,0,0,0,36,49,2,1,29,1,89,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Inf Gun Battery,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,17,1,17,1,17,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0
61,Howitzer Sec,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Inf AT Sec,84,1,0,0,0,0,0,0,0,0,0,39,49,3,1,42,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Inf Gun Platoon,84,1,2,0,0,0,0,0,0,0,0,30,49,2,1,17,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Howitzer Btry,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,45,1,45,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0
65,Howitzer,84,1,0,0,0,0,0,0,0,0,0,30,49,2,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Elite Rifle Co,84,1,11,0,0,0,0,0,0,0,0,40,49,3,2,125,1,1067,1,1067,1,1067,1,1067,1,0,0,0,0,0,0,0,0,0,0
67,Elite Rifle Plt,84,1,10,0,0,0,0,0,0,0,0,40,49,3,1,29,1,31,1,57,1,57,1,38,1,0,0,0,0,0,0,0,0,0,0
68,MG Squad,84,1,1,0,0,0,0,0,0,0,0,35,49,3,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,HMG Squad,84,1,1,0,0,0,0,0,0,0,0,30,49,3,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Infantry Gun ,84,1,2,0,0,0,0,0,0,0,0,30,49,2,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,FlaK Section,84,1,0,0,0,0,0,0,0,0,0,33,42,2,1,113,1,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,FlaK Platoon,84,1,0,0,0,0,0,0,0,0,0,33,42,2,1,113,1,113,1,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Carrier Platoon,84,1,1,0,0,0,0,0,0,0,0,42,49,4,1,97,1,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0
74,Heavy FlaK Sec,84,1,0,0,0,0,0,0,0,0,0,33,42,2,1,114,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Lt Armored Cars,84,1,1,0,0,0,0,0,0,0,0,33,49,1,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Lt Armored Car,84,1,1,0,0,0,0,0,0,0,0,33,49,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Lt Cruiser,84,1,0,0,0,0,0,0,0,0,0,30,37,2,4,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,River Patrol,84,1,0,0,0,0,0,0,0,0,0,30,49,2,4,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,X/Y Force Plt,84,1,10,0,0,0,0,0,0,0,0,42,49,3,1,73,1,74,1,74,1,74,1,22,1,0,0,0,0,0,0,0,0,0,0
83,X/Y Force Co,84,1,11,0,0,0,0,0,0,0,0,42,49,3,2,127,1,1082,1,1082,1,1082,1,1025,1,0,0,0,0,0,0,0,0,0,0
84,Guerrilla Force,84,1,11,0,0,0,0,0,0,0,0,32,49,3,1,76,1,76,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Guerrilla Force,84,1,11,0,0,0,0,0,0,0,0,31,41,3,1,77,1,77,1,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Guerrilla Force,84,1,11,0,0,0,0,0,0,0,0,41,49,3,1,78,1,78,1,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Assault Force,84,1,10,0,0,0,0,0,0,0,0,30,49,3,1,52,1,81,1,81,1,81,1,81,1,0,0,0,0,0,0,0,0,0,0
89,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Ammo Carrier,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Ammo Carriers,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,229,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Ammo Dump,84,1,0,0,0,0,0,0,0,0,0,30,39,4,1,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Barge Carriers,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Barge Carrier,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Barge,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Forward Obs,84,1,11,0,0,0,0,0,0,0,0,30,49,2,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,FO Vehicle,84,1,11,0,0,0,0,0,0,0,0,36,49,2,1,238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Wagons,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Pack Mules,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Gun Teams,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Recce Troop,84,1,1,0,0,0,0,0,0,0,0,42,49,3,1,233,1,11,1,233,1,11,1,233,1,11,1,0,0,0,0,0,0,0,0
169,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Headquarters,84,1,11,0,0,0,0,0,0,0,0,30,49,4,1,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Ammo Dump,84,1,0,0,0,0,0,0,0,0,0,40,49,4,1,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Prime Movers,84,1,0,0,0,0,0,0,0,0,0,30,49,4,1,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
