id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_FH,arm_SH,arm_RH,arm_FT,arm_ST,arm_RT,arm_TP,arm_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
13,19,Trubria A-4,29,infantry tank,2,armor,1936,7,1936,0,3,3,2,24,10,0,12,0,4,2,0,9,0,226,0,0,224,90,0,0,0,0,0,0,0,0,0,128,60,0,20,20,20,16,16,16,16,50,45,5,35,5,5,5
14,19,C.L.I Trubia 36,29,infantry tank,2,armor,1937,7,1940,0,2,3,2,23,14,0,12,0,4,2,0,9,0,226,0,0,246,90,0,0,0,0,0,0,0,0,0,220,60,0,16,16,16,16,16,16,16,50,35,15,15,0,0,0
15,19,Pz I A Negrito,22,light tank,2,armor,1936,11,1949,0,2,2,1,24,24,0,90,0,4,2,0,9,4,224,0,0,154,90,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,19,15,13,6,0,25,16,14,13,22,22
16,19,PzKpfw I/20,22,light tank,2,armor,1938,1,1949,0,2,2,1,22,24,0,92,0,4,2,0,8,0,226,0,0,150,50,0,0,12,0,0,0,0,0,0,0,0,0,17,17,13,19,15,13,6,0,25,16,14,13,22,22
17,19,PzBefWg I B,83,command tank,9,C&C,1936,11,1940,0,2,2,1,23,24,0,93,0,4,2,0,9,4,226,0,0,6,90,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,19,15,13,6,0,25,16,14,13,22,22
18,19,L3/35 (CV.35),22,light tank,2,armor,1936,9,1940,0,2,2,2,22,25,0,91,0,4,2,0,9,2,224,0,0,0,0,0,0,0,0,0,0,0,0,0,222,60,0,13,13,13,17,13,13,5,60,30,5,8,30,8,8
19,19,L3 Lanzallamas,32,flame tank,2,armor,1936,10,1940,0,2,2,1,42,24,0,12,0,4,2,0,4,0,226,0,0,0,0,0,0,0,0,0,0,108,20,0,225,60,0,13,13,13,16,13,13,5,60,10,0,8,15,8,8
20,19,CCI-M37 ,22,light tank,2,armor,1949,12,1949,0,2,3,2,45,26,0,11,0,4,2,0,8,4,226,0,0,8,48,0,0,6,225,60,0,222,60,0,0,0,0,34,15,15,37,30,30,6,50,35,10,10,22,10,14
21,19,Verdeja I,22,light tank,2,armor,1949,12,1949,0,2,3,3,49,32,0,31,0,4,2,0,5,4,228,0,0,18,30,40,0,0,154,60,0,0,0,0,0,0,0,16,16,16,26,16,16,16,50,52,8,20,25,15,15
22,19,Verdeja II,22,light tank,2,armor,1949,12,1949,0,2,3,3,65,32,0,92,0,4,2,0,6,4,228,0,0,18,30,20,0,12,154,60,0,0,0,0,0,0,0,32,26,26,32,26,26,16,50,52,8,20,25,15,15
23,19,Verdeja ATP,58,tank destroyer,5,anti-tank,1949,12,1949,0,2,3,2,92,32,0,92,0,4,4,0,5,2,228,0,0,47,10,20,0,6,145,60,0,0,0,0,0,0,0,16,16,16,15,13,0,0,50,52,8,20,22,8,0
24,19,Capt T-26 ,35,captured tank,2,armor,1936,11,1940,0,3,3,2,45,21,0,10,0,4,2,0,4,6,226,0,0,18,60,76,0,0,172,60,0,171,60,0,0,0,0,15,15,15,15,15,15,10,50,28,0,81,0,0,0
25,19,ESP T-26,35,captured tank,2,armor,1945,5,1949,0,3,3,2,48,21,0,12,0,4,2,0,4,6,228,0,0,18,60,60,0,0,132,60,0,145,60,0,0,0,0,15,15,15,15,15,15,10,50,28,0,81,0,0,0
26,19,Cpt BT-5,35,captured tank,2,armor,1937,10,1940,0,3,3,2,41,34,0,12,0,4,2,0,4,8,228,0,0,18,35,55,0,0,171,60,0,0,0,0,0,0,0,13,13,10,13,13,13,10,60,60,0,0,30,0,0
27,19,SD PzKpfw IV G,23,medium tank,2,armor,1942,9,1949,0,3,5,4,116,24,0,91,0,4,4,0,5,8,228,0,1,46,35,40,0,4,155,90,0,0,0,0,6,90,0,71,33,20,66,30,30,10,40,12,0,11,23,26,10
28,19,SD StuG III G L,36,assault gun,2,armor,1944,8,1949,0,3,4,3,118,26,0,90,0,4,4,0,5,8,226,0,1,47,22,24,0,2,138,60,0,0,0,0,6,60,0,85,33,50,88,30,30,11,41,21,0,10,10,11,0
29,19,Lt Mortero Team,41,light mortar,4,artillery,1936,7,1940,0,0,2,0,17,9,0,10,0,2,0,0,9,0,0,0,0,40,50,0,0,0,104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19,Lt Mortero Team,41,light mortar,4,artillery,1937,1,1939,0,0,2,0,17,9,0,13,0,2,0,0,9,0,0,0,0,116,50,0,0,0,173,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,19,Lt Mortero Team,41,light mortar,4,artillery,1941,1,1949,0,0,2,0,17,9,0,10,0,2,0,0,9,0,0,0,0,40,50,0,0,0,249,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,19,Mortero Sqd,42,mortar,4,artillery,1936,7,1938,0,1,5,0,28,4,0,12,0,2,0,0,8,0,0,0,0,56,50,0,0,0,104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,19,Mortero Sqd,42,mortar,4,artillery,1939,1,1949,0,1,5,0,28,4,0,90,0,2,0,0,8,0,0,0,0,37,50,0,0,0,249,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19,Hvy Mortero Sqd,43,heavy mortar,4,artillery,1936,7,1940,0,1,6,0,21,1,0,12,0,2,0,0,4,0,0,0,0,72,50,0,0,0,104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,19,Hvy Mortero Sqd,43,heavy mortar,4,artillery,1943,3,1949,0,1,6,0,31,1,0,81,0,2,0,0,6,0,0,0,0,73,50,0,0,0,249,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,Ingeniero Lider,7,motorized engineers,0,infantry,1930,1,1949,0,1,6,0,15,9,0,90,0,0,0,0,9,0,0,0,0,157,40,0,0,0,87,8,0,115,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,19,40mm AT Gun,55,AT gun,5,anti-tank,1936,7,1936,0,1,4,0,14,4,0,20,0,2,1,0,8,0,104,0,0,16,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,19,37mm AT Gun,55,AT gun,5,anti-tank,1936,10,1942,0,1,4,0,22,4,0,20,0,2,2,0,8,0,104,0,0,15,20,40,0,0,249,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,19,47mm AT Gun,55,AT gun,5,anti-tank,1937,1,1940,0,1,4,0,23,1,0,11,0,3,2,0,7,0,106,0,0,21,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,19,50mm AT Gun,55,AT gun,5,anti-tank,1941,10,1943,0,1,4,0,46,1,0,30,0,3,3,0,7,0,106,0,0,10,20,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,19,75mm AT Gun,55,AT gun,5,anti-tank,1943,1,1949,0,1,6,0,66,1,0,30,0,3,4,0,6,0,106,0,0,9,20,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,19,76mm AT Gun,55,AT gun,5,anti-tank,1942,1,1949,0,1,6,0,32,1,0,30,0,3,2,0,6,0,106,0,0,52,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,19,88mm AT Gun,55,AT gun,5,anti-tank,1944,1,1949,0,2,8,0,122,0,0,12,0,3,7,0,5,0,208,0,0,62,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,19,Light AAMG,61,flak,6,anti-air,1936,10,1949,0,1,4,1,10,6,0,21,0,2,2,0,9,0,104,0,0,138,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,19,20mm Scotti AA,61,flak,6,anti-air,1937,1,1940,0,1,6,0,25,1,0,10,0,3,4,0,9,0,106,0,0,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,19,20mm FlaK Gun,61,flak,6,anti-air,1936,1,1949,0,1,6,0,16,1,0,50,0,3,2,0,9,0,106,0,0,147,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,19,20mm FlaK Gun,61,flak,6,anti-air,1943,1,1949,0,1,9,0,21,1,0,70,0,3,3,0,9,0,109,0,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,19,37mm FlaK Gun,61,flak,6,anti-air,1937,1,1940,0,1,6,0,37,4,0,12,0,3,3,0,8,0,106,0,0,11,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,19,37mm FlaK Gun,61,flak,6,anti-air,1936,1,1949,0,1,6,0,39,1,0,10,0,3,3,0,8,0,106,0,0,63,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,19,88mm FlaK Gun,62,heavy flak,6,anti-air,1936,10,1949,0,3,11,0,103,0,0,63,0,4,6,0,5,0,211,0,0,59,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,19,65mm Inf Gun,46,infantry gun,4,artillery,1937,1,1940,0,1,6,0,26,4,0,10,0,2,1,0,6,0,106,0,0,31,35,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,19,75mm Inf Gun,46,infantry gun,4,artillery,1941,1,1949,0,1,6,0,18,4,0,30,0,2,1,0,6,0,106,0,0,32,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,19,150mm Inf Gun,46,infantry gun,4,artillery,1941,1,1941,0,2,6,0,15,0,0,51,0,2,1,0,4,0,106,0,0,78,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,19,150mm Inf Gun+,46,infantry gun,4,artillery,1942,1,1949,0,2,8,0,20,0,0,61,0,2,1,0,4,0,108,0,0,78,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,19,75mm Howitzer,47,howitzer,4,artillery,1936,7,1940,0,1,6,0,30,1,0,30,0,2,1,0,6,0,106,0,0,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,19,75mm Howitzer,47,howitzer,4,artillery,1936,10,1949,0,1,6,0,29,1,0,90,0,2,1,0,6,0,106,0,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,19,100mm Howitzer,47,howitzer,4,artillery,1937,1,1940,0,1,8,0,43,1,0,90,0,2,1,0,6,0,108,0,0,69,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,19,105mm Mtn How,47,howitzer,4,artillery,1941,1,1949,0,1,8,0,40,1,0,92,0,2,1,0,5,0,108,0,0,71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,19,150mm Howitzer,47,howitzer,4,artillery,1941,1,1949,0,2,11,0,56,0,0,92,0,2,1,0,4,0,208,0,0,79,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,19,Obs Team,72,forward observer,8,recon,1936,7,1940,0,0,2,0,13,8,0,90,0,0,0,0,9,0,0,0,0,214,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,19,Obs Team,72,forward observer,8,recon,1941,1,1949,0,0,2,0,14,8,0,90,0,0,0,0,9,0,0,0,0,158,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,19,FO Vehicle,73,FO vehicle,8,recon,1936,7,1949,0,2,3,1,10,48,0,90,0,0,0,0,9,0,224,0,0,115,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,19,FO Kuebelwagen,73,FO vehicle,8,recon,1941,1,1945,0,2,2,1,11,48,0,92,0,0,0,0,9,2,105,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,19,FO Schwimmwagen,73,FO vehicle,8,recon,1942,1,1945,0,2,3,1,11,37,0,92,0,0,0,0,9,2,105,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,19,75mm FH Btry-,49,offboard artillery,4,artillery,1936,7,1940,0,1,18,0,55,0,0,91,0,2,0,0,6,0,255,0,0,34,40,0,0,0,34,40,0,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,19,75mm FH Btry,49,offboard artillery,4,artillery,1936,10,1949,0,1,24,0,77,0,0,91,0,2,0,0,8,0,255,0,0,33,40,0,0,0,33,40,0,33,40,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,19,100mm FH Btry,49,offboard artillery,4,artillery,1937,1,1940,0,3,32,0,87,0,0,91,0,2,0,0,6,0,255,0,0,69,40,0,0,0,69,40,0,69,40,0,69,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,19,105mm FH Btry,49,offboard artillery,4,artillery,1936,7,1940,0,3,32,0,82,0,0,91,0,2,0,0,6,0,255,0,0,70,40,0,0,0,70,40,0,70,40,0,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,19,105mm Mtn Btry,49,offboard artillery,4,artillery,1941,1,1949,0,2,32,0,81,0,0,90,0,2,0,0,6,0,255,0,0,71,40,0,0,0,71,40,0,71,40,0,71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,19,149mm FH Btry,49,offboard artillery,4,artillery,1937,1,1940,0,3,32,0,95,0,0,91,0,2,0,0,5,0,255,0,0,111,40,0,0,0,111,40,0,111,40,0,111,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,19,150mm FH Btry,49,offboard artillery,4,artillery,1941,1,1949,0,3,44,0,95,0,0,90,0,2,0,0,5,0,255,0,0,79,40,0,0,0,79,40,0,79,40,0,79,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,19,152mm FH Btry,49,offboard artillery,4,artillery,1937,3,1940,0,3,44,0,95,0,0,91,0,2,0,0,5,0,255,0,0,81,40,0,0,0,81,40,0,81,40,0,81,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,19,Italiane HQ,4,motorized infantry,0,infantry,1937,1,1939,0,1,10,0,16,9,0,93,0,0,0,0,9,0,0,0,0,185,40,0,0,0,98,10,0,101,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,19,210mm FG Btry,49,offboard artillery,4,artillery,1936,7,1940,0,3,32,0,101,0,0,91,0,2,0,0,3,0,255,0,0,103,40,0,0,0,103,40,0,103,40,0,103,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,19,Nebelwerfer 41,50,rocket launcher,4,artillery,1941,6,1945,0,2,5,0,24,0,0,51,0,2,0,0,6,0,105,0,0,117,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,19,Sm Naval Guns,104,naval bombardment,12,navy,1936,8,1940,0,3,99,0,95,0,0,93,0,0,0,0,20,0,255,0,0,188,40,0,0,0,188,40,0,188,40,0,188,40,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
79,19,Med Naval Guns,104,naval bombardment,12,navy,1936,8,1940,0,4,99,0,83,0,0,93,0,0,0,0,15,0,255,0,0,189,40,0,0,0,189,40,0,189,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
80,19,Lge Naval Guns,104,naval bombardment,12,navy,1936,8,1937,0,4,99,0,118,0,0,93,0,0,0,0,6,0,255,0,0,190,40,0,0,0,190,40,0,190,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
81,19,Sm Naval Guns,104,naval bombardment,12,navy,1946,1,1949,0,3,99,0,95,0,0,93,0,0,0,0,10,0,255,0,0,188,40,0,0,0,188,40,0,188,40,0,188,40,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
82,19,Med Naval Guns,104,naval bombardment,12,navy,1946,1,1949,0,4,99,0,83,0,0,93,0,0,0,0,15,0,255,0,0,189,40,0,0,0,189,40,0,189,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
83,19,MG Squad,9,machine gun,0,infantry,1941,1,1943,0,0,4,0,20,8,0,22,0,2,2,0,9,0,0,0,0,4,60,0,0,0,87,4,0,249,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,19,MG Squad,9,machine gun,0,infantry,1942,10,1949,0,0,4,0,24,8,0,11,0,2,2,0,9,0,0,0,0,5,60,0,0,0,87,4,0,249,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,19,Italian Plt Ldr,82,platoon HQ,9,C&C,1937,1,1939,0,1,8,0,13,9,0,93,0,0,0,0,9,0,0,0,0,185,40,0,0,0,98,8,0,105,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,19,Peleton Lider,82,platoon HQ,9,C&C,1936,1,1940,0,1,6,0,11,9,0,30,0,0,0,0,9,0,0,0,0,213,50,0,0,0,87,3,0,115,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,19,Compania HQ,4,motorized infantry,0,infantry,1936,1,1940,0,1,11,0,25,9,0,40,0,0,0,0,9,0,0,0,0,213,50,0,0,0,85,0,5,3,50,0,87,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,19,Div Plt Ldr,82,platoon HQ,9,C&C,1941,1,1945,0,1,8,0,14,9,0,90,0,0,0,0,9,0,0,0,0,158,40,0,0,0,87,8,0,115,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,19,Compania HQ,4,motorized infantry,0,infantry,1946,1,1949,0,1,10,0,18,9,0,90,0,0,0,0,9,0,0,0,0,157,60,0,0,0,87,10,0,159,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,19,IMAM Ro 37,92,aircraft,11,air force,1936,7,1940,0,3,1,0,44,3,0,91,0,4,1,0,9,0,255,0,0,163,20,2,0,0,239,1,0,239,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
91,19,Hs 123 Angelito,92,aircraft,11,air force,1936,12,1940,0,3,1,0,41,3,0,81,0,4,1,0,9,0,255,0,0,161,12,0,0,0,239,2,0,239,2,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0
92,19,Ju 52/3m,92,aircraft,11,air force,1936,8,1940,0,4,4,0,40,2,0,92,0,4,1,0,9,0,255,0,0,239,6,0,0,0,239,6,0,239,6,0,239,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
93,19,Ju 87B Stuka,92,aircraft,11,air force,1938,1,1939,0,3,2,0,60,3,0,92,0,4,1,0,9,0,255,0,0,161,30,2,0,0,241,1,0,239,2,0,239,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
94,19,C.R.32 Chirri,92,aircraft,11,air force,1937,1,1940,0,3,1,0,44,3,0,92,0,4,1,0,9,0,255,0,0,163,20,2,0,0,239,1,0,239,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0
95,19,S.M. 79,92,aircraft,11,air force,1937,3,1940,0,4,6,0,69,3,0,91,0,4,1,0,9,0,255,0,0,182,2,0,0,0,183,1,0,181,2,0,181,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
96,19,He 112,92,aircraft,11,air force,1946,1,1949,0,3,1,0,49,4,0,92,0,4,1,0,9,0,255,0,0,161,15,2,0,0,240,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
97,19,Bf 109G-1,92,aircraft,11,air force,1946,1,1949,0,3,1,0,67,5,0,92,0,4,1,0,9,0,255,0,0,165,10,2,0,0,161,15,2,183,1,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0
98,19,Ba.65 Breda,92,aircraft,11,air force,1938,1,1940,0,4,1,0,49,3,0,92,0,4,1,0,9,0,255,0,0,163,20,2,0,0,160,20,2,182,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
99,19,Ju 52 Troop,94,cargo aircraft,11,air force,1936,7,1949,0,4,3,0,36,4,0,91,0,0,0,0,0,20,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
100,19,Ju 87A Stuka,92,aircraft,11,air force,1938,1,1942,0,3,2,0,44,3,0,92,0,4,1,0,9,0,255,0,0,161,30,2,0,0,241,1,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0
101,19,Ju 87G Stuka,92,aircraft,11,air force,1943,1,1945,0,3,2,0,38,3,0,92,0,4,1,0,9,0,255,0,0,227,30,2,0,0,169,10,2,0,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0
102,19,Fw 190A-4,92,aircraft,11,air force,1941,9,1945,0,3,1,0,67,5,0,92,0,4,1,0,9,0,255,0,0,166,10,2,0,0,161,15,2,241,1,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0
103,19,Fw 190A-8,92,aircraft,11,air force,1943,1,1945,0,3,1,0,69,5,0,91,0,4,1,0,9,0,255,0,0,166,20,2,0,0,161,30,2,243,1,0,241,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
104,19,Bf 109G-2/R1,92,aircraft,11,air force,1943,1,1945,0,3,1,0,37,3,0,92,0,4,1,0,9,0,255,0,0,167,10,2,0,0,161,15,2,243,1,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0
105,19,Ba.65,92,aircraft,11,air force,1946,1,1949,0,4,1,0,48,3,0,90,0,4,1,0,9,0,255,0,0,163,16,2,0,0,160,16,2,182,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
106,19,Bf 109G-2,92,aircraft,11,air force,1946,1,1949,0,3,1,0,63,3,0,92,0,4,1,0,9,0,255,0,0,168,10,2,0,0,166,15,2,241,1,0,241,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0
107,19,Ju 52/3m,92,aircraft,11,air force,1946,1,1949,0,4,4,0,40,2,0,92,0,4,1,0,9,0,255,0,0,239,6,0,0,0,239,6,0,239,6,0,239,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
108,19,Condor Legion,14,elite infantry,0,infantry,1936,11,1937,0,1,10,0,21,9,0,12,0,0,0,0,9,0,0,0,0,157,50,0,0,0,87,6,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,19,Falangists,19,second line infantry,0,infantry,1936,7,1936,0,1,8,0,12,9,0,11,0,0,0,0,9,0,0,0,0,213,40,0,0,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,19,Falangists,19,second line infantry,0,infantry,1937,1,1940,0,1,8,0,17,9,0,11,0,0,0,0,9,0,0,0,0,213,40,0,0,0,85,0,4,234,50,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,19,Italian CTV Sqd,18,conscripts,0,infantry,1937,1,1939,0,1,11,0,23,9,0,43,0,0,0,0,9,0,0,0,0,185,50,0,0,0,90,0,6,94,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
