rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
17,SS Panzer Sec,70,3,10,0,0,0,0,0,0,0,0,42,45,1,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SS Panzer Plt,70,3,10,0,0,0,0,0,0,0,0,42,45,1,1,28,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0
19,SS Panzer Co,70,3,11,0,0,0,0,0,0,0,0,42,45,1,2,28,1,1018,1,1018,1,1018,1,1114,1,0,0,0,0,0,0,0,0,0,0
20,CS Panzer Sec,70,1,0,0,0,0,0,0,0,0,0,39,49,1,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,CS Panzer Plt,70,1,0,0,0,0,0,0,0,0,0,39,49,1,1,24,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0
22,CS Panzer Co,70,1,1,0,0,0,0,0,0,0,0,43,49,1,2,24,1,24,1,1021,1,1021,1,1021,1,0,0,0,0,0,0,0,0,0,0
23,Hvy Arm Car Plt,70,7,11,0,0,0,0,0,0,0,0,43,49,1,1,5,1,5,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
24,++ AI Tanks++,70,1,0,0,0,0,0,0,0,0,0,42,49,5,1,20,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0
25,Hvy Panzer Sec,70,8,0,0,0,0,0,0,0,0,0,42,49,1,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Weps Bearers*,70,5,0,0,0,0,0,0,0,0,0,38,49,5,1,240,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Gebirg Hvy Wpns,70,5,11,0,0,0,0,0,0,0,0,38,49,2,2,215,1,1142,1,1148,1,1148,1,1184,1,1026,1,1026,1,1026,1,1026,1,0,0
28,JPz Section,70,4,0,0,0,0,0,0,0,0,0,40,49,1,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,JPz Platoon,70,4,0,0,0,0,0,0,0,0,0,40,49,1,1,39,1,39,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0
30,JPz Battery,70,4,1,0,0,0,0,0,0,0,0,40,49,1,2,39,1,1029,1,1029,1,1029,1,0,0,0,0,0,0,0,0,0,0,0,0
31,Hvy JPz Section,70,6,0,0,0,0,0,0,0,0,0,43,49,1,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Hvy JPz Platoon,70,6,0,0,0,0,0,0,0,0,0,43,49,1,1,52,1,52,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0
33,Hvy JPz Battery,70,7,0,0,0,0,0,0,0,0,0,43,49,5,2,52,1,52,1,1032,1,1032,1,1032,1,0,0,0,0,0,0,0,0,0,0
34,StuG Section,70,5,0,0,0,0,0,0,0,0,0,40,49,1,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,StuG Platoon,70,5,0,0,0,0,0,0,0,0,0,40,49,1,1,55,1,55,1,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0
36,StuG Battalion,70,5,1,0,0,0,0,0,0,0,0,40,49,1,2,55,1,1035,1,1035,1,1035,1,0,0,0,0,0,0,0,0,0,0,0,0
37,Armd Assault Co,70,6,11,0,0,0,0,0,0,0,0,41,49,1,2,169,1,106,1,1002,1,1182,1,1182,1,1182,1,1041,1,1039,1,1028,1,0,0
38,Scout Car Plt,70,2,1,0,0,0,0,0,0,0,0,40,49,4,1,89,1,89,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,SP Gun Section,70,1,0,0,0,0,0,0,0,0,0,40,49,1,1,62,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,SP Gun Battery,70,1,0,0,0,0,0,0,0,0,0,40,49,1,1,62,1,62,1,62,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0
41,Flamepanzer Sec,70,6,0,0,0,0,0,0,0,0,0,41,49,1,1,73,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Flamepanzer Plt,70,6,0,0,0,0,0,0,0,0,0,41,49,1,1,73,1,73,1,73,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0
43,Utility Vehicle,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Engineer Plt,70,1,0,0,0,0,0,0,0,0,0,44,49,3,1,77,1,162,1,162,1,162,1,0,0,0,0,0,0,0,0,0,0,0,0
45,Hvy Panzer Plt,70,8,0,0,0,0,0,0,0,0,0,42,49,1,1,69,1,69,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0
46,Utility Veh Sec,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Support Platoon,70,9,10,0,0,0,0,0,0,0,0,39,43,3,1,35,1,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Hvy Panzer Co,70,6,0,0,0,0,0,0,0,0,0,44,49,1,2,69,1,69,1,1045,1,1045,1,1045,1,0,0,0,0,0,0,0,0,0,0
49,Luftwaffe,70,6,0,0,0,0,0,0,0,0,0,36,49,4,1,198,1,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Para Transport,70,1,0,0,0,0,0,0,0,0,0,36,49,4,1,186,1,186,1,186,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0
51,Gliders,70,1,0,0,0,0,0,0,0,0,0,38,49,4,1,187,1,187,1,187,1,187,1,187,1,0,0,0,0,0,0,0,0,0,0
52,Halftrack Plt,70,5,0,0,0,0,0,0,0,0,0,39,49,4,1,102,1,102,1,102,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0
53,Mech Recon Grp,70,6,11,0,0,0,0,0,0,0,0,41,49,4,1,170,1,176,1,101,1,185,1,106,1,185,1,106,1,107,1,107,1,0,0
54,Scout Car ,70,2,1,0,0,0,0,0,0,0,0,40,49,4,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Heavy Recon Grp,70,9,11,0,0,0,0,0,0,0,0,43,49,1,1,111,1,3,1,3,1,5,1,5,1,6,1,6,1,0,0,0,0,0,0
56,Truck Section,70,1,0,0,0,0,0,0,0,0,0,37,49,4,1,95,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Truck Platoon,70,1,0,0,0,0,0,0,0,0,0,37,49,4,1,95,1,95,1,95,1,95,1,95,1,0,0,0,0,0,0,0,0,0,0
58,Hvy Truck Sec,70,1,0,0,0,0,0,0,0,0,0,39,49,4,1,96,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Hvy Truck Plt,70,1,0,0,0,0,0,0,0,0,0,39,49,4,1,96,1,96,1,96,1,96,1,96,1,0,0,0,0,0,0,0,0,0,0
60,Prime Mover Sec,70,1,0,0,0,0,0,0,0,0,0,34,49,4,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Prime Mover Plt,70,1,0,0,0,0,0,0,0,0,0,35,49,4,1,100,1,100,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Halftrack,70,5,0,0,0,0,0,0,0,0,0,39,49,4,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Halftrack Sec,70,5,0,0,0,0,0,0,0,0,0,39,49,4,1,102,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,KampfGruppe,70,1,1,0,0,0,0,0,0,0,0,43,43,1,2,22,1,1053,1,1020,1,1015,1,1025,1,1087,1,1087,1,1167,1,1068,1,1074,1
65,Pack Mule Sec,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,232,1,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Gun Team Sec,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,233,1,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Wagon Section,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,234,1,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,SP FlaK Section,70,1,0,0,0,0,0,0,0,0,0,39,49,2,1,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,SP FlaK Battery,70,1,0,0,0,0,0,0,0,0,0,39,49,2,1,79,1,79,1,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0
70,FlaK Section,70,9,0,0,0,0,0,0,0,0,0,33,49,2,1,128,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,FlaK Battery,70,9,0,0,0,0,0,0,0,0,0,33,49,2,1,128,1,128,1,128,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0
72,SP Mortar Sec,70,1,2,0,0,0,0,0,0,0,0,40,49,2,1,114,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,SP Mortar Btry,70,1,2,0,0,0,0,0,0,0,0,40,49,2,1,114,1,114,1,114,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0
74,SPA Section,70,4,2,0,0,0,0,0,0,0,0,42,49,2,1,115,1,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,SPA Battery,70,4,2,0,0,0,0,0,0,0,0,42,49,2,1,115,1,115,1,115,1,115,1,0,0,0,0,0,0,0,0,0,0,0,0
76,Munitions Sec,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,235,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Barge Carrier,70,1,21,0,0,0,0,0,0,0,0,36,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Command Post,70,1,10,0,0,0,0,0,0,0,0,30,49,4,1,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Munitions Dump,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Fortified Area,70,1,0,0,0,0,0,0,0,0,0,35,49,4,1,231,1,237,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Skijaeger Co,70,1,1,0,0,0,0,0,0,0,0,35,49,3,2,66,1,1172,1,1172,1,1172,1,0,0,0,0,0,0,0,0,0,0,0,0
82,Rifle Platoon,70,1,0,0,0,0,0,0,0,0,0,30,43,3,1,90,1,151,1,184,1,184,1,184,1,0,0,0,0,0,0,0,0,0,0
83,Rifle Platoon,70,1,0,0,0,0,0,0,0,0,0,44,45,3,1,90,1,153,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0
84,Rifle Company,70,1,1,0,0,0,0,0,0,0,0,30,43,3,2,38,1,1082,1,1082,1,1082,1,1190,1,0,0,0,0,0,0,0,0,0,0
85,Rifle Company,70,1,1,0,0,0,0,0,0,0,0,44,45,3,2,38,1,1083,1,1083,1,1083,1,1190,1,0,0,0,0,0,0,0,0,0,0
86,Barge Carriers,70,1,21,0,0,0,0,0,0,0,0,36,49,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Motor Rifle Plt,70,1,0,0,0,0,0,0,0,0,0,39,43,3,1,90,1,151,1,184,1,184,1,184,1,92,1,95,1,95,1,95,1,95,1
88,Motor Rifle Plt,70,1,0,0,0,0,0,0,0,0,0,44,45,3,1,90,1,153,1,195,1,195,1,92,1,95,1,95,1,95,1,0,0,0,0
89,Motor Rifle Co,70,1,1,0,0,0,0,0,0,0,0,39,43,3,2,38,1,95,1,1087,1,1087,1,1087,1,1167,1,0,0,0,0,0,0,0,0
90,Motor Rifle Co,70,1,1,0,0,0,0,0,0,0,0,44,45,3,2,38,1,95,1,1088,1,1088,1,1088,1,1167,1,0,0,0,0,0,0,0,0
91,SS PzGren Co,70,1,11,0,0,0,0,0,0,0,0,44,45,3,2,38,1,102,1,1131,1,1111,1,1111,1,1111,1,0,0,0,0,0,0,0,0
92,PzGrenadier Plt,70,5,0,0,0,0,0,0,0,0,0,39,45,3,1,90,1,174,1,243,1,227,1,107,1,102,1,102,1,102,1,0,0,0,0
93,PzGrenadier Plt,70,1,0,0,0,0,0,0,0,0,0,46,49,3,1,90,1,160,1,160,1,160,1,182,1,181,1,181,1,181,1,0,0,0,0
94,SS PzGren Co,70,1,11,0,0,0,0,0,0,0,0,40,43,3,2,38,1,102,1,1131,1,1110,1,1110,1,1110,1,0,0,0,0,0,0,0,0
95,AI INF Pick39++,70,1,1,0,0,0,0,0,0,0,0,39,39,5,2,38,1,1082,1,1082,1,1082,1,1141,1,1148,1,11,1,11,1,0,0,0,0
96,AI INF 40-43+++,70,1,1,0,0,0,0,0,0,0,0,40,43,5,2,38,1,1082,1,1082,1,1082,1,1148,1,1093,1,1165,1,1119,1,0,0,0,0
97,AI INF 44-49++,70,1,1,0,0,0,0,0,0,0,0,44,49,5,2,38,1,103,1,1083,1,1083,1,1083,1,1139,1,1141,1,1150,1,1177,1,1119,1
98,Recon Tank Plt,70,1,1,0,0,0,0,0,0,0,0,43,49,1,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,SS Platoon,70,8,10,0,0,0,0,0,0,0,0,38,43,3,1,90,1,154,1,154,1,154,1,154,1,0,0,0,0,0,0,0,0,0,0
100,SS Platoon,70,1,10,0,0,0,0,0,0,0,0,44,45,3,1,90,1,220,1,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0
101,SS Company,70,8,11,0,0,0,0,0,0,0,0,38,43,3,2,38,1,1139,1,1099,1,1099,1,1099,1,1145,1,0,0,0,0,0,0,0,0
102,SS Company,70,1,11,0,0,0,0,0,0,0,0,44,45,3,2,38,1,1139,1,1100,1,1100,1,1100,1,1145,1,0,0,0,0,0,0,0,0
103,Recon Halftrack,70,5,1,0,0,0,0,0,0,0,0,40,49,4,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,SS Motor Plt,70,1,10,0,0,0,0,0,0,0,0,39,43,3,1,90,1,154,1,154,1,154,1,154,1,92,1,95,1,95,1,95,1,95,1
105,SS Motor Plt,70,1,10,0,0,0,0,0,0,0,0,44,45,3,1,90,1,155,1,155,1,155,1,92,1,95,1,95,1,95,1,0,0,0,0
106,SS Motor Co,70,1,11,0,0,0,0,0,0,0,0,39,43,3,2,38,1,95,1,1104,1,1104,1,1104,1,1144,1,0,0,0,0,0,0,0,0
107,SS Motor Co,70,1,11,0,0,0,0,0,0,0,0,44,45,3,2,38,1,95,1,1105,1,1105,1,1105,1,1144,1,0,0,0,0,0,0,0,0
108,Truck,70,1,0,0,0,0,0,0,0,0,0,37,49,4,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,PzGrenadier Co,70,5,1,0,0,0,0,0,0,0,0,39,43,3,2,38,1,102,1,1092,1,1092,1,1092,1,0,0,0,0,0,0,0,0,0,0
110,SS PzGren Plt,70,1,10,0,0,0,0,0,0,0,0,40,43,3,1,90,1,154,1,154,1,154,1,154,1,107,1,102,1,102,1,102,1,102,1
111,SS PzGren Plt,70,1,10,0,0,0,0,0,0,0,0,44,45,3,1,90,1,155,1,155,1,155,1,182,1,181,1,181,1,181,1,0,0,0,0
112,++AI INF 39++++,70,1,10,0,0,0,0,0,0,0,0,39,39,5,2,2,1,1131,1,1087,1,1087,1,1087,1,1087,1,1020,1,0,0,0,0,0,0
113,AI FJ 40-43++,70,1,11,0,0,0,0,0,0,0,0,40,43,5,2,38,1,1130,1,1117,1,1117,1,1117,1,1148,1,1020,1,1141,1,1165,1,0,0
114,SS Hvy Panzers,70,9,10,0,0,0,0,0,0,0,0,42,45,1,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,FJ ATG,70,6,0,0,0,0,0,0,0,0,0,41,43,5,1,118,1,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,AI INF 44-49++,70,1,10,0,0,0,0,0,0,0,0,46,49,5,2,38,1,1198,1,1198,1,1198,1,1148,1,1141,1,1177,1,1018,1,1031,1,1155,1
117,FJ Platoon,70,9,10,0,0,0,0,0,0,0,0,38,49,3,1,90,1,159,1,159,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0
118,FJ Company,70,9,11,0,0,0,0,0,0,0,0,38,43,3,2,38,1,1130,1,1117,1,1117,1,1117,1,1115,1,1190,1,0,0,0,0,0,0
119,Mountain Plt,70,5,10,0,0,0,0,0,0,0,0,38,49,3,1,215,1,215,1,215,1,215,1,0,0,0,0,0,0,0,0,0,0,0,0
120,FJ Motor Plt,70,6,10,0,0,0,0,0,0,0,0,43,49,3,1,90,1,159,1,159,1,159,1,182,1,102,1,95,1,95,1,95,1,0,0
121,Engineer Co,70,1,1,0,0,0,0,0,0,0,0,35,43,3,2,38,1,1122,1,1122,1,1122,1,0,0,0,0,0,0,0,0,0,0,0,0
122,Engineer Plt,70,1,0,0,0,0,0,0,0,0,0,35,43,3,1,90,1,162,1,162,1,162,1,162,1,0,0,0,0,0,0,0,0,0,0
123,++AI Engineer++,70,1,10,0,0,0,0,0,0,0,0,44,49,5,2,162,1,1044,1,1044,1,1044,1,1039,1,1182,1,0,0,0,0,0,0,0,0
124,Engineer Co,70,1,1,0,0,0,0,0,0,0,0,44,49,3,2,38,1,1044,1,1044,1,1044,1,1141,1,0,0,0,0,0,0,0,0,0,0
125,Pionere Plt,70,1,0,0,0,0,0,0,0,0,0,35,43,3,1,90,1,75,1,75,1,75,1,78,1,102,1,95,1,95,1,95,1,0,0
126,Pionere Co,70,1,1,0,0,0,0,0,0,0,0,35,43,3,2,38,1,102,1,1125,1,1125,1,1125,1,0,0,0,0,0,0,0,0,0,0
127,Pionere Plt,70,1,0,0,0,0,0,0,0,0,0,44,49,3,1,77,1,75,1,75,1,75,1,176,1,181,1,95,1,95,1,95,1,0,0
128,Pionere Co,70,1,1,0,0,0,0,0,0,0,0,44,49,3,2,38,1,102,1,1127,1,1127,1,1127,1,1159,1,0,0,0,0,0,0,0,0
129,Brandenburgeres,70,1,11,0,0,0,0,0,0,0,0,39,49,3,1,76,1,76,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,FJ Recon Plt,70,1,11,0,0,0,0,0,0,0,0,40,49,5,1,228,1,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Motorcycle Plt,70,9,1,0,0,0,0,0,0,0,0,33,49,4,1,165,1,165,1,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Mtcycle LMG Plt,70,9,1,0,0,0,0,0,0,0,0,33,49,4,1,166,1,166,1,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Motorcycle Co,70,9,11,0,0,0,0,0,0,0,0,33,45,4,2,165,1,1132,1,1131,1,1131,1,1131,1,0,0,0,0,0,0,0,0,0,0
134,KampfGruppe,70,4,1,0,0,0,0,0,0,0,0,42,42,1,2,19,1,1193,1,1007,1,1020,1,1015,1,1087,1,1087,1,1167,1,1068,1,1074,1
135,PzGrenadier Co,70,1,1,0,0,0,0,0,0,0,0,44,45,3,2,38,1,102,1,1092,1,1092,1,1092,1,0,0,0,0,0,0,0,0,0,0
136,Lt Moerser Plt,70,1,2,0,0,0,0,0,0,0,0,35,49,2,1,90,1,133,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Cavalry Platoon,70,1,1,0,0,0,0,0,0,0,0,30,43,3,1,167,1,167,1,167,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0
138,Mountain Co,70,5,11,0,0,0,0,0,0,0,0,38,49,3,2,215,1,1119,1,1119,1,1119,1,1147,1,0,0,0,0,0,0,0,0,0,0
139,Scout Platoon,70,1,1,0,0,0,0,0,0,0,0,30,49,3,1,170,1,169,1,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Sniper,70,1,11,0,0,0,0,0,0,0,0,30,49,3,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Inf AT Section,70,1,0,0,0,0,0,0,0,0,0,39,49,3,1,176,1,176,1,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,MG Section,70,9,0,0,0,0,0,0,0,0,0,34,49,3,1,172,1,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,MG Platoon,70,9,0,0,0,0,0,0,0,0,0,34,49,3,1,172,1,172,1,172,1,172,1,0,0,0,0,0,0,0,0,0,0,0,0
144,SS Mot Wpns Plt,70,8,12,0,0,0,0,0,0,0,0,38,45,2,1,90,1,172,1,172,1,133,1,133,1,133,1,176,1,176,1,95,1,95,1
145,SS Weapons Plt,70,8,12,0,0,0,0,0,0,0,0,38,45,2,1,90,1,172,1,172,1,133,1,133,1,133,1,176,1,176,1,176,1,0,0
146,FJ Company,70,1,11,0,0,0,0,0,0,0,0,44,49,3,2,38,1,1130,1,1117,1,1117,1,1117,1,1190,1,0,0,0,0,0,0,0,0
147,Gebirg Wpns*,70,1,12,0,0,0,0,0,0,0,0,36,49,5,1,215,1,78,1,78,1,133,1,133,1,176,1,176,1,240,1,240,1,240,1
148,Moerser Section,70,1,2,0,0,0,0,0,0,0,0,35,49,2,1,134,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Moerser Battery,70,1,2,0,0,0,0,0,0,0,0,35,49,2,1,90,1,134,1,134,1,134,1,134,1,134,1,134,1,0,0,0,0,0,0
150,Hvy Moerser Sec,70,2,2,0,0,0,0,0,0,0,0,43,49,2,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Hvy Moerser Bty,70,2,2,0,0,0,0,0,0,0,0,43,49,2,1,90,1,135,1,135,1,135,1,135,1,135,1,135,1,0,0,0,0,0,0
152,KampfGruppe,70,1,1,0,0,0,0,0,0,0,0,44,45,1,2,30,1,1055,1,1098,1,1015,1,1025,1,1088,1,1088,1,1167,1,1068,1,1074,1
153,Recon HT Plt,70,5,1,0,0,0,0,0,0,0,0,40,49,4,1,101,1,101,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,OB Rocket Btry,70,6,0,0,0,0,0,0,0,0,0,41,49,2,1,149,1,149,1,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Artillery Btry,70,1,0,0,0,0,0,0,0,0,0,30,49,2,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Artillery Btln,70,1,0,0,0,0,0,0,0,0,0,34,49,2,1,143,1,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Sturmpioner Plt,70,5,10,0,0,0,0,0,0,0,0,40,49,3,1,223,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Fort,70,1,0,0,0,0,0,0,0,0,0,30,49,4,1,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,LMG Section,70,1,0,0,0,0,0,0,0,0,0,37,49,3,1,217,1,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Hvy Weapons Co,70,1,1,0,0,0,0,0,0,0,0,42,49,2,2,38,1,1165,1,1186,1,1070,1,1143,1,1148,1,1148,1,0,0,0,0,0,0
161,Field Gun Sec,70,1,0,0,0,0,0,0,0,0,0,30,49,2,1,139,1,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Field Gun Btry,70,1,0,0,0,0,0,0,0,0,0,30,49,2,1,139,1,139,1,139,1,139,1,0,0,0,0,0,0,0,0,0,0,0,0
163,++AI Mortars++,70,2,2,0,0,0,0,0,0,0,0,43,49,5,1,135,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,SP Rocket Sec,70,6,2,0,0,0,0,0,0,0,0,41,49,2,1,200,1,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,AT Gun Section,70,1,0,0,0,0,0,0,0,0,0,36,49,2,1,118,1,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
