rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
39,SPA Battery,80,10,2,0,0,0,0,0,0,0,0,43,46,2,1,99,1,99,1,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0
40,LWP Arty Btln,80,5,0,0,0,0,0,0,0,0,0,43,49,2,1,140,1,140,1,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Howitzer Sec,80,1,0,0,0,0,0,0,0,0,0,30,49,2,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Fortifications,80,1,0,0,0,0,0,0,0,0,0,35,49,4,1,77,1,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Rifle Company,80,1,1,0,0,0,0,0,0,0,0,30,39,3,2,70,1,1014,1,1014,1,1014,1,0,0,0,0,0,0,0,0,0,0,0,0
44,Ammo Dump,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,7-TP Tank Sec,80,1,0,0,0,0,0,0,0,0,0,36,39,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Motorcycle Plt,80,1,1,0,0,0,0,0,0,0,0,36,39,3,1,175,1,175,1,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,FT-17 Company,80,1,1,0,0,0,0,0,0,0,0,30,39,1,2,6,1,1004,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0
48,R-35 Tank Co,80,9,1,0,0,0,0,0,0,0,0,39,39,1,2,2,1,1005,1,1005,1,1005,1,1005,1,0,0,0,0,0,0,0,0,0,0
49,+AI AVF-42-46++,80,6,1,0,0,0,0,0,0,0,0,42,46,5,2,5,1,1006,1,1030,1,1198,1,1096,1,1118,1,1117,1,1132,1,1136,1,0,0
50,Tank Squadron,80,11,1,0,0,0,0,0,0,0,0,43,44,5,2,15,1,1096,1,1096,1,1096,1,1096,1,0,0,0,0,0,0,0,0,0,0
51,Recon Tank Co,80,9,1,0,0,0,0,0,0,0,0,31,39,1,2,21,1,1087,1,1087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,+AI Inf 30-39++,80,1,10,0,0,0,0,0,0,0,0,30,39,5,2,70,1,1014,1,1014,1,1021,1,1021,1,1160,1,1010,1,1060,1,1057,1,1046,1
53,Rifle Company,80,1,1,0,0,0,0,0,0,0,0,40,46,3,2,70,1,1063,1,1063,1,1063,1,1079,1,1027,1,0,0,0,0,0,0,0,0
54,Motor Rifle Co,80,7,1,0,0,0,0,0,0,0,0,40,46,3,2,70,1,31,1,1016,1,1016,1,1016,1,1025,1,1031,1,0,0,0,0,0,0
55,+AI Inf 42-46++,80,1,11,0,0,0,0,0,0,0,0,42,46,5,2,70,1,1063,1,1015,1,1015,1,1018,1,1074,1,1025,1,1130,1,1079,1,1013,1
56,Parachute Co,80,1,11,0,0,0,0,0,0,0,0,44,46,3,2,70,1,1020,1,1020,1,1020,1,1025,1,0,0,0,0,0,0,0,0,0,0
57,Cavalry Platoon,80,1,10,0,0,0,0,0,0,0,0,30,39,3,1,232,1,232,1,232,1,232,1,231,1,0,0,0,0,0,0,0,0,0,0
58,Mechanized Co,80,10,1,0,0,0,0,0,0,0,0,43,46,3,2,70,1,30,1,1018,1,1018,1,1018,1,1065,1,1025,1,1073,1,0,0,0,0
59,Command Post,80,1,10,0,0,0,0,0,0,0,0,30,49,4,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Cav AT Gun Sec,80,1,0,0,0,0,0,0,0,0,0,36,39,2,1,35,1,35,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0
61,FT-17 Tank Sec,80,1,0,0,0,0,0,0,0,0,0,30,40,1,1,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Mot AT Gun Plt,80,1,0,0,0,0,0,0,0,0,0,36,42,5,1,35,1,35,1,35,1,35,1,32,1,32,1,32,1,32,1,0,0,0,0
63,Rifle Platoon,80,1,0,0,0,0,0,0,0,0,0,40,46,3,1,164,1,55,1,55,1,55,1,52,1,89,1,0,0,0,0,0,0,0,0
64,Cav AT Gun Plt,80,1,0,0,0,0,0,0,0,0,0,36,39,5,1,35,1,35,1,35,1,222,1,222,1,222,1,0,0,0,0,0,0,0,0
65,Mot AT Gun Plt,80,1,0,0,0,0,0,0,0,0,0,43,46,5,1,39,1,39,1,39,1,29,1,29,1,29,1,0,0,0,0,0,0,0,0
66,Mot AA Gun Plt,80,1,0,0,0,0,0,0,0,0,0,36,39,5,1,41,1,41,1,41,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0
67,+++AI-36-46+++,80,1,0,0,0,0,0,0,0,0,0,36,46,5,2,42,1,42,1,1071,1,1172,1,1011,1,1106,1,0,0,0,0,0,0,0,0
68,AA Gun Battery,80,1,0,0,0,0,0,0,0,0,0,36,46,2,1,42,1,42,1,42,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0
69,Cav AA Gun Sec,80,1,0,0,0,0,0,0,0,0,0,36,39,5,1,42,1,42,1,42,1,223,1,223,1,223,1,0,0,0,0,0,0,0,0
70,Mot AT Gun Sec,80,1,0,0,0,0,0,0,0,0,0,36,42,5,1,35,1,35,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
71,TKS nkm Section,80,3,10,0,0,0,0,0,0,0,0,34,39,1,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,APC Platoon,80,10,0,0,0,0,0,0,0,0,0,43,46,4,1,30,1,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0
73,APC Section,80,10,0,0,0,0,0,0,0,0,0,43,46,4,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,AT Gun Platoon,80,1,0,0,0,0,0,0,0,0,0,36,46,2,1,35,1,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,MG Section,80,1,0,0,0,0,0,0,0,0,0,40,49,3,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Inf Gun Section,80,1,0,0,0,0,0,0,0,0,0,30,39,2,1,65,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Mortar Platoon,80,1,2,0,0,0,0,0,0,0,0,30,40,2,1,112,1,143,1,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0
78,LWP SP Rockets,80,5,0,0,0,0,0,0,0,0,0,43,49,2,1,167,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,MG Platoon,80,1,0,0,0,0,0,0,0,0,0,40,49,3,1,50,1,50,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0
80,Arm'd Recon Btn,80,8,1,0,0,0,0,0,0,0,0,39,39,1,2,24,1,1092,1,1092,1,93,1,1129,1,1129,1,0,0,0,0,0,0,0,0
81,R-39 Tank Plt,80,5,0,0,0,0,0,0,0,0,0,40,40,1,1,108,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,R-39 Tank Co,80,5,1,0,0,0,0,0,0,0,0,40,40,1,2,108,1,1081,1,1081,1,1081,1,1081,1,0,0,0,0,0,0,0,0,0,0
83,R-40 Tank Plt,80,6,0,0,0,0,0,0,0,0,0,40,40,1,1,107,1,107,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,R-40 Tank Co,80,6,1,0,0,0,0,0,0,0,0,40,40,1,2,107,1,1083,1,1083,1,1083,1,1083,1,0,0,0,0,0,0,0,0,0,0
85,Vickers Tank Pl,80,6,0,0,0,0,0,0,0,0,0,34,39,1,1,95,1,95,1,95,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0
86,Vickers Tank Co,80,6,1,0,0,0,0,0,0,0,0,34,39,1,2,95,1,1085,1,1085,1,1085,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Recon Tank Plt,80,9,1,0,0,0,0,0,0,0,0,31,39,1,1,21,1,21,1,21,1,21,1,21,1,21,1,0,0,0,0,0,0,0,0
88,Horses (4),80,1,1,0,0,0,0,0,0,0,0,30,39,4,1,194,1,194,1,194,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0
89,Armor Car Sqdrn,80,8,11,0,0,0,0,0,0,0,0,42,46,1,2,149,1,149,1,1111,1,1111,1,1111,1,0,0,0,0,0,0,0,0,0,0
90,++AI LWP++++,80,1,1,0,0,0,0,0,0,0,0,46,49,5,2,59,1,1189,1,1189,1,1189,1,1182,1,1188,1,1173,1,1154,1,1154,1,1152,1
91,Heavy AC Sqdrn,80,1,11,0,0,0,0,0,0,0,0,30,39,1,2,96,1,1179,1,1179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Arm'd Car Trp,80,1,1,0,0,0,0,0,0,0,0,30,39,1,1,178,1,179,1,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Arm'd Car Sqn,80,1,1,0,0,0,0,0,0,0,0,30,39,1,2,178,1,1092,1,1092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Hvy Mortar Sec,80,6,2,0,0,0,0,0,0,0,0,42,46,2,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Hvy Mortar Plt,80,6,2,0,0,0,0,0,0,0,0,42,46,2,1,112,1,48,1,48,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0
96,Tank Troop+,80,6,0,0,0,0,0,0,0,0,0,44,44,1,1,97,1,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
97,Tank Squadron+,80,6,1,0,0,0,0,0,0,0,0,44,44,1,2,97,1,97,1,1096,1,1096,1,1096,1,1096,1,1096,1,0,0,0,0,0,0
98,SPAA Section,80,1,0,0,0,0,0,0,0,0,0,30,39,2,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,SPAA Battery,80,1,0,0,0,0,0,0,0,0,0,30,39,2,1,100,1,100,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0
100,Horses (2),80,1,0,0,0,0,0,0,0,0,0,30,39,4,1,194,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Utility Vehicle,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Utility Veh Sec,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,229,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,TD Section,80,12,0,0,0,0,0,0,0,0,0,43,46,1,1,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,TD Battery,80,12,0,0,0,0,0,0,0,0,0,43,46,1,1,155,1,155,1,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0
105,SP Mtr Troop,80,1,2,0,0,0,0,0,0,0,0,42,46,2,1,105,1,105,1,105,1,105,1,0,0,0,0,0,0,0,0,0,0,0,0
106,Archer Platoon,80,10,0,0,0,0,0,0,0,0,0,44,46,1,1,103,1,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Archer Battery,80,10,0,0,0,0,0,0,0,0,0,44,46,1,1,103,1,103,1,103,1,103,1,0,0,0,0,0,0,0,0,0,0,0,0
108,SPAA Platoon,80,7,0,0,0,0,0,0,0,0,0,44,45,2,1,158,1,158,1,158,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Arm'd Recce Sec,80,11,1,0,0,0,0,0,0,0,0,43,45,1,1,152,1,152,1,152,1,201,1,201,1,201,1,0,0,0,0,0,0,0,0
110,Arm Support Plt,80,5,1,0,0,0,0,0,0,0,0,43,46,1,1,22,1,22,1,22,1,22,1,201,1,201,1,201,1,201,1,0,0,0,0
111,Arm Car Troop,80,5,1,0,0,0,0,0,0,0,0,42,46,1,1,160,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
112,LWP Arm Car Plt,80,5,1,0,0,0,0,0,0,0,0,43,49,1,1,128,1,128,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Arm'd Recce Plt,80,3,1,0,0,0,0,0,0,0,0,41,42,1,1,170,1,170,1,29,1,29,1,29,1,199,1,199,1,201,1,201,1,201,1
114,Vickers dw. Plt,80,1,10,0,0,0,0,0,0,0,0,33,38,1,1,92,1,92,1,92,1,92,1,92,1,0,0,0,0,0,0,0,0,0,0
115,Prime Mover Sec,80,1,0,0,0,0,0,0,0,0,0,33,43,4,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Prime Mover Plt,80,1,0,0,0,0,0,0,0,0,0,33,43,4,1,227,1,227,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0
117,Arm'd Recce Trp,80,11,11,0,0,0,0,0,0,0,0,44,45,1,1,151,1,151,1,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Arm'd Recce Trp,80,6,11,0,0,0,0,0,0,0,0,44,45,1,1,150,1,150,1,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Arm Recce Sqdn,80,11,11,0,0,0,0,0,0,0,0,44,45,1,2,150,1,150,1,1136,1,1117,1,1118,1,1118,1,1118,1,0,0,0,0,0,0
120,Arm Recce Sqdn,80,6,11,0,0,0,0,0,0,0,0,44,44,1,2,150,1,150,1,1136,1,1118,1,1118,1,1118,1,1118,1,0,0,0,0,0,0
121,AA Gun Section,80,1,0,0,0,0,0,0,0,0,0,36,46,2,1,42,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Flamethrower Sc,80,1,0,0,0,0,0,0,0,0,0,45,47,1,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Scout Section,80,1,1,0,0,0,0,0,0,0,0,42,45,1,1,160,1,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Motor Rifle Plt,80,1,0,0,0,0,0,0,0,0,0,37,39,3,1,112,1,174,1,174,1,174,1,174,1,32,1,32,1,32,1,32,1,32,1
125,Motor Rifle Co,80,1,1,0,0,0,0,0,0,0,0,37,39,3,2,70,1,1124,1,1124,1,1124,1,1079,1,1031,1,1066,1,0,0,0,0,0,0
126,Motor HMG Plt,80,1,0,0,0,0,0,0,0,0,0,37,39,5,1,49,1,49,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Conscript Plt,80,1,20,0,0,0,0,0,0,0,0,38,39,3,1,112,1,202,1,202,1,202,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Conscript Co,80,1,21,0,0,0,0,0,0,0,0,38,39,3,2,70,1,1127,1,1127,1,1127,1,0,0,0,0,0,0,0,0,0,0,0,0
129,TKS Platoon,80,6,10,0,0,0,0,0,0,0,0,39,39,1,1,93,1,93,1,20,1,20,1,20,1,20,1,0,0,0,0,0,0,0,0
130,Engineer Plt,80,1,0,0,0,0,0,0,0,0,0,30,46,3,1,61,1,61,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Reserve Platoon,80,1,20,0,0,0,0,0,0,0,0,36,39,3,1,112,1,44,1,44,1,44,1,142,1,0,0,0,0,0,0,0,0,0,0
132,CS Tank Section,80,1,0,0,0,0,0,0,0,0,0,43,43,1,1,153,1,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Reserve Company,80,1,21,0,0,0,0,0,0,0,0,36,39,3,2,70,1,1131,1,1131,1,1131,1,1147,1,1025,1,0,0,0,0,0,0,0,0
134,Tank Troop,80,1,0,0,0,0,0,0,0,0,0,45,49,1,1,109,1,109,1,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Tank Squadron,80,1,1,0,0,0,0,0,0,0,0,45,49,1,2,15,1,15,1,1134,1,1134,1,1134,1,1134,1,0,0,0,0,0,0,0,0
136,CS Tank Section,80,6,10,0,0,0,0,0,0,0,0,44,45,1,1,154,1,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Tank Sqdrn,80,11,1,0,0,0,0,0,0,0,0,43,44,5,2,18,1,18,1,1008,1,1008,1,1008,1,1008,1,1008,1,0,0,0,0,0,0
138,Firefly Platoon,80,1,0,0,0,0,0,0,0,0,0,45,46,1,1,97,1,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Tank Sqdrn,80,1,1,0,0,0,0,0,0,0,0,45,45,5,2,18,1,18,1,1012,1,1138,1,1138,1,1008,1,1008,1,1008,1,0,0,0,0
140,Lt Tank Sqdn,80,6,1,0,0,0,0,0,0,0,0,44,46,1,2,5,1,5,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0
141,Air Transport,80,1,0,0,0,0,0,0,0,0,0,44,49,4,1,187,1,187,1,187,1,187,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Glider Troop,80,1,0,0,0,0,0,0,0,0,0,44,45,4,1,195,1,195,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0
143,Glider Section,80,1,0,0,0,0,0,0,0,0,0,44,45,4,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,LWP Mortar Sec,80,5,2,0,0,0,0,0,0,0,0,43,49,2,1,136,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,LWP Mortar Plt,80,5,2,0,0,0,0,0,0,0,0,43,49,2,1,80,1,136,1,136,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0
146,LWP Rocket Bty,80,5,2,0,0,0,0,0,0,0,0,43,49,2,1,137,1,137,1,137,1,137,1,0,0,0,0,0,0,0,0,0,0,0,0
147,HMG Section,80,1,0,0,0,0,0,0,0,0,0,30,39,3,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,HMG Platoon,80,1,0,0,0,0,0,0,0,0,0,30,39,3,1,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
149,Barge Carrier,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Ammo Carrier,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Barge Carriers,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,LWP Lt Tank Plt,80,5,0,0,0,0,0,0,0,0,0,43,49,1,1,119,1,119,1,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,LWP Lt Tank Co,80,5,1,0,0,0,0,0,0,0,0,43,49,1,2,119,1,1152,1,1152,1,1152,1,0,0,0,0,0,0,0,0,0,0,0,0
154,LWP Tank Plt,80,5,0,0,0,0,0,0,0,0,0,43,49,1,1,120,1,120,1,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,LWP Tank Co,80,5,1,0,0,0,0,0,0,0,0,43,49,1,2,120,1,1154,1,1154,1,1154,1,0,0,0,0,0,0,0,0,0,0,0,0
156,LWP Hvy Tnk Plt,80,10,0,0,0,0,0,0,0,0,0,44,49,1,1,134,1,134,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,LWP Hvy Tnk Co,80,10,1,0,0,0,0,0,0,0,0,44,49,1,2,134,1,1156,1,1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,LWP TD Bty,80,5,0,0,0,0,0,0,0,0,0,43,49,1,1,129,1,129,1,129,1,129,1,0,0,0,0,0,0,0,0,0,0,0,0
159,LWP SP Gun Bty,80,5,0,0,0,0,0,0,0,0,0,43,49,1,1,127,1,127,1,127,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0
160,Recon Section,80,1,1,0,0,0,0,0,0,0,0,30,46,3,1,239,1,239,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Recon Group,80,1,1,0,0,0,0,0,0,0,0,30,46,3,2,240,1,1160,1,1160,1,1160,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Forward Obs,80,1,11,0,0,0,0,0,0,0,0,30,46,2,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Wagon Platoon,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Wagon Section,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Gun Teams,80,1,0,0,0,0,0,0,0,0,0,30,49,4,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
