rid,name,nation,start_mo,status,B18,B19,B20,B21,B22,B23,B24,B25,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
35,Tank Company,29,7,1,0,0,0,0,0,0,0,0,43,49,1,2,15,1,1034,1,1034,1,1034,1,0,0,0,0,0,0,0,0,0,0,0,0
36,Assault Gun Bty,29,4,0,0,0,0,0,0,0,0,0,43,45,1,1,24,1,24,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0
37,Assault Gun Co,29,9,1,0,0,0,0,0,0,0,0,43,45,1,2,24,1,24,1,1036,1,1036,1,1036,1,0,0,0,0,0,0,0,0,0,0
38,Lt Armor Car Pl,29,2,1,0,0,0,0,0,0,0,0,42,43,1,1,33,1,33,1,33,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0
39,Hvy Truck Sec,29,7,0,0,0,0,0,0,0,0,0,43,49,4,1,38,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Hvy Truck Plt,29,7,0,0,0,0,0,0,0,0,0,43,49,4,1,38,1,38,1,38,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0
41,Lt Armor Car Co,29,2,1,0,0,0,0,0,0,0,0,43,45,1,2,32,1,1048,1,1042,1,1042,1,1042,1,0,0,0,0,0,0,0,0,0,0
42,Lt Armor Car Pl,29,2,1,0,0,0,0,0,0,0,0,43,45,1,1,32,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0
43,Command Post,29,1,11,0,0,0,0,0,0,0,0,30,49,4,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Sapper/Recon Co,29,1,1,0,0,0,0,0,0,0,0,39,49,3,2,97,1,41,1,1125,1,1126,1,1053,1,1128,1,0,0,0,0,0,0,0,0
45,Motor Rifle Co,29,1,1,0,0,0,0,0,0,0,0,39,49,3,2,78,1,41,1,1046,1,1046,1,1046,1,1013,1,1050,1,1007,1,1088,1,0,0
46,Motor Rifle Plt,29,1,0,0,0,0,0,0,0,0,0,39,49,3,1,77,1,8,1,8,1,8,1,63,1,41,1,41,1,41,1,41,1,41,1
47,Strike Element,29,3,0,0,0,0,0,0,0,0,0,41,49,4,1,53,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Lt Armor Car Sc,29,2,1,0,0,0,0,0,0,0,0,43,45,1,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Recon Co,29,2,1,0,0,0,0,0,0,0,0,43,45,1,2,32,1,1177,1,1048,1,1048,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Inf AT Section,29,1,0,0,0,0,0,0,0,0,0,35,49,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Howitzer Sec,29,1,0,0,0,0,0,0,0,0,0,30,49,2,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Lt Cavalry Plt,29,1,1,0,0,0,0,0,0,0,0,30,41,3,1,88,1,88,1,88,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0
53,Cav MG Platoon,29,1,0,0,0,0,0,0,0,0,0,30,49,3,1,7,1,7,1,7,1,7,1,226,1,226,1,0,0,0,0,0,0,0,0
54,HMG Section,29,1,0,0,0,0,0,0,0,0,0,30,49,3,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,HMG Platoon,29,1,0,0,0,0,0,0,0,0,0,30,49,3,1,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
56,AT Gun Battery,29,1,0,0,0,0,0,0,0,0,0,35,49,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
57,Cav HMG Section,29,1,0,0,0,0,0,0,0,0,0,30,49,3,1,7,1,7,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Cav Arty Btry,29,1,0,0,0,0,0,0,0,0,0,35,49,2,1,45,1,45,1,45,1,223,1,223,1,223,1,0,0,0,0,0,0,0,0
59,Vickers Co,29,1,1,0,0,0,0,0,0,0,0,38,44,1,2,39,1,1019,1,1019,1,1025,1,0,0,0,0,0,0,0,0,0,0,0,0
60,Lt Tank Co/2Bn,29,5,11,0,0,0,0,0,0,0,0,41,42,1,2,40,1,1028,1,1028,1,1028,1,0,0,0,0,0,0,0,0,0,0,0,0
61,Sapper Platoon,29,1,10,0,0,0,0,0,0,0,0,33,49,3,1,97,1,96,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Cav Arty Sec,29,1,0,0,0,0,0,0,0,0,0,35,49,2,1,45,1,45,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0
63,Artillery Btln,29,1,0,0,0,0,0,0,0,0,0,35,49,2,1,71,1,71,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Fortifications,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,17,1,17,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Hvy FlaK Plt,29,7,0,0,0,0,0,0,0,0,0,42,49,2,1,29,1,29,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0
66,FlaK Section,29,7,0,0,0,0,0,0,0,0,0,49,49,2,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,FlaK Battery,29,7,0,0,0,0,0,0,0,0,0,49,49,2,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0
68,Tank Section,29,7,0,0,0,0,0,0,0,0,0,43,49,1,1,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Assault Gun Sec,29,1,0,0,0,0,0,0,0,0,0,46,49,1,1,93,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Mountain Plt,29,1,10,0,0,0,0,0,0,0,0,41,49,3,1,79,1,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Mountain Co,29,1,11,0,0,0,0,0,0,0,0,41,49,3,2,79,1,1070,1,1070,1,1070,1,1079,1,0,0,0,0,0,0,0,0,0,0
72,Capt Panthers,29,4,0,0,0,0,0,0,0,0,0,45,48,1,1,81,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Capt Panther,29,4,0,0,0,0,0,0,0,0,0,45,48,1,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,SP ATG Battery,29,3,0,0,0,0,0,0,0,0,0,45,45,1,1,103,1,103,1,103,1,103,1,0,0,0,0,0,0,0,0,0,0,0,0
75,T-34/85 Platoon,29,3,0,0,0,0,0,0,0,0,0,45,49,1,1,94,1,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,T-34/85 Company,29,3,1,0,0,0,0,0,0,0,0,45,49,1,2,94,1,1075,1,1075,1,1075,1,0,0,0,0,0,0,0,0,0,0,0,0
77,T-34/85 Section,29,3,0,0,0,0,0,0,0,0,0,45,49,1,1,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Prime Movers,29,2,0,0,0,0,0,0,0,0,0,43,49,4,1,225,1,225,1,225,1,225,1,225,1,0,0,0,0,0,0,0,0,0,0
79,Mtn Wepns Plt*,29,1,12,0,0,0,0,0,0,0,0,41,49,5,1,79,1,7,1,7,1,51,1,51,1,1,1,1,1,211,1,211,1,211,1
80,Hvy Mortar Sec,29,7,0,0,0,0,0,0,0,0,0,43,49,2,1,106,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Hvy Mortar Grp,29,7,0,0,0,0,0,0,0,0,0,43,49,2,1,106,1,106,1,106,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0
82,Barge Carrier,29,7,0,0,0,0,0,0,0,0,0,40,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Barge Carriers,29,7,0,0,0,0,0,0,0,0,0,40,49,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Inf Gun Battery,29,1,2,0,0,0,0,0,0,0,0,30,49,2,1,4,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
85,Elite Rifle Plt,29,1,10,0,0,0,0,0,0,0,0,41,49,3,1,77,1,69,1,69,1,69,1,63,1,0,0,0,0,0,0,0,0,0,0
86,Elite Rifle Co,29,1,11,0,0,0,0,0,0,0,0,41,49,3,2,78,1,1085,1,1085,1,1085,1,1050,1,1013,1,0,0,0,0,0,0,0,0
87,Light Cav Sqdrn,29,1,11,0,0,0,0,0,0,0,0,30,41,3,2,88,1,1052,1,1052,1,1052,1,1052,1,0,0,0,0,0,0,0,0,0,0
88,Truck Section+,29,1,0,0,0,0,0,0,0,0,0,39,49,4,1,41,1,41,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,SP FlaK Sec,29,3,0,0,0,0,0,0,0,0,0,45,45,2,1,109,1,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,TD Platoon,29,3,0,0,0,0,0,0,0,0,0,45,49,1,1,101,1,101,1,101,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0
97,Assault Gun Plt,29,3,0,0,0,0,0,0,0,0,0,45,45,1,1,24,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Assault Battery,29,3,1,0,0,0,0,0,0,0,0,45,45,1,2,24,1,1096,1,1096,1,1097,1,0,0,0,0,0,0,0,0,0,0,0,0
99,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Tankette Sec,29,1,0,0,0,0,0,0,0,0,0,35,44,1,1,39,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Vickers TankSec,29,1,0,0,0,0,0,0,0,0,0,38,44,1,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Lt Tank Section,29,3,0,0,0,0,0,0,0,0,0,41,44,1,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Muniton Carrier,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Munitn Carriers,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,209,1,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Wenger Section,29,3,0,0,0,0,0,0,0,0,0,45,45,1,1,85,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Police Tank Plt,29,3,0,0,0,0,0,0,0,0,0,41,43,1,1,83,1,83,1,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Command Car,29,7,0,0,0,0,0,0,0,0,0,41,49,4,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Radio Truck,29,2,1,0,0,0,0,0,0,0,0,37,49,2,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Motorcycle,29,1,1,0,0,0,0,0,0,0,0,38,49,3,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Mot Sapper Plt,29,1,10,0,0,0,0,0,0,0,0,39,49,5,1,97,1,14,1,96,1,96,1,41,1,41,1,41,1,41,1,0,0,0,0
126,Cav ATG Section,29,1,0,0,0,0,0,0,0,0,0,39,49,5,1,2,1,2,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Mot Mortar Sec,29,1,2,0,0,0,0,0,0,0,0,39,49,5,1,5,1,5,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Mot Lt Mortars,29,1,2,0,0,0,0,0,0,0,0,39,49,5,1,51,1,51,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Inf Recon Sec,29,1,1,0,0,0,0,0,0,0,0,30,49,3,1,133,1,133,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Inf Recon Grp,29,1,1,0,0,0,0,0,0,0,0,30,49,3,2,133,1,1144,1,1144,1,1144,1,0,0,0,0,0,0,0,0,0,0,0,0
146,Forward Obs Grp,29,1,11,0,0,0,0,0,0,0,0,30,49,2,1,241,1,237,1,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Forward Obs,29,1,11,0,0,0,0,0,0,0,0,30,49,2,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Pack Mules,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Supply Wagons,29,1,0,0,0,0,0,0,0,0,0,30,44,4,1,208,1,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Wagon Sec,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Wagon Group,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,226,1,226,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0
165,Gun Team Grp,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,223,1,223,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0
166,Gun Team Sec,29,1,0,0,0,0,0,0,0,0,0,30,49,4,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Cavalry LMG Plt,29,1,11,0,0,0,0,0,0,0,0,30,43,3,1,231,1,231,1,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Cavalry Plt,29,1,11,0,0,0,0,0,0,0,0,30,43,3,1,232,1,232,1,232,1,232,1,0,0,0,0,0,0,0,0,0,0,0,0
169,Cavalry Sqdrn,29,1,11,0,0,0,0,0,0,0,0,30,43,3,2,232,1,1168,1,1167,1,1168,1,1167,1,1168,1,1167,1,0,0,0,0,0,0
170,Cav Suppt Sqdrn,29,1,11,0,0,0,0,0,0,0,0,35,43,3,2,232,1,1056,1,1057,1,1008,1,1165,1,1164,1,0,0,0,0,0,0,0,0
171,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
