rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
23,20mm FlaK30/38 ,4,0,222,2,12,38,0,0,56,160,0,0,0,477,0,0,0,0,0,0,0
24,47mm KwK47/40,5,0,7,3,15,68,2,14,56,120,40,70,0,0,0,0,0,0,0,0,0
25,50mm KwK38 L/42,5,0,7,3,18,77,0,0,60,180,72,130,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,47mm KwK47/32,5,0,7,3,14,47,2,8,52,120,60,69,75,0,0,0,0,0,0,0,0
29,50mm Valero Mtr,3,0,2,3,8,0,0,0,0,44,10,0,0,0,0,0,0,0,0,0,0
30,50mm PaK38/45,5,0,7,3,20,100,14,6,72,196,80,161,0,0,0,0,0,0,0,0,0
31,Canon 65/17,6,0,8,4,19,25,0,0,52,216,40,0,83,0,0,0,0,0,0,0,0
32,75/12 Schn Gun,6,0,8,4,21,0,2,0,58,216,80,0,45,0,0,0,0,0,0,0,0
33,Canon 75mle 28,6,0,8,4,23,72,0,0,40,216,0,0,0,0,0,0,0,0,0,0,0
34,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,75mm PaK40,6,0,8,4,27,140,0,0,84,207,144,178,0,0,0,0,0,0,0,0,0
36,76mm P obr. 02,6,0,9,4,25,0,3,0,52,216,0,0,0,0,0,0,0,0,0,0,0
37,81mm Valero Mtr,3,0,5,5,18,0,0,0,0,208,20,0,0,0,0,0,0,0,0,0,0
38,20mm M35 L/65,5,0,222,2,12,38,0,0,56,80,48,63,0,477,0,0,0,0,0,0,0
39,75/18mm m34 FH,6,0,8,4,22,52,0,0,56,223,40,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
41,75mm KwK37 L/24,6,0,8,4,24,57,0,0,52,160,0,0,85,0,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7.92mm MG38 BMG,5,0,3,1,0,0,0,0,28,40,0,0,0,420,0,0,0,0,0,0,0
44,75/34mm Gun,6,0,8,4,25,82,11,0,48,160,0,0,92,0,0,0,0,0,0,0,0
45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,75mm leFH16nA,6,0,9,4,23,50,14,0,48,216,0,0,75,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,75mm KwK42 L/70,6,0,9,4,28,188,3,0,136,209,160,251,0,0,0,0,0,0,0,0,0
49,76.2mm KwK L-11,6,0,8,4,25,75,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0
50,76.2mm KwK F-34,6,0,8,4,26,92,3,40,64,160,80,130,75,0,0,0,0,0,0,0,0
51,75mm Kwk44 L/46,6,0,8,4,27,145,0,0,84,207,144,200,0,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53,75mm leFH16nA,6,0,9,4,23,50,0,0,48,216,0,0,75,0,0,0,0,0,0,0,0
54,75/46mm m34 Gun,6,0,8,4,27,146,0,0,100,207,140,176,0,0,0,0,0,0,0,0,0
55,105mm sFK18 ,7,0,12,6,33,68,0,0,48,231,40,0,0,0,0,0,0,0,0,0,0
56,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,82mm BM obr. 37,3,0,5,5,18,0,0,0,16,208,20,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
59,88mm FlaK18 AA,4,0,12,5,36,162,0,0,132,210,94,220,120,0,0,0,0,0,0,0,0
60,88mm FlaK18 AT,7,0,12,5,36,162,3,11,132,210,94,220,120,0,0,0,0,0,0,0,0
61,88mm KwK43 L/71,7,0,10,5,35,232,0,0,148,212,180,252,0,0,0,0,0,0,0,0,0
62,80mm Skoda FH,6,0,9,5,27,0,6,0,48,216,40,0,0,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,105/25mm m28 Gn,7,0,12,6,37,76,0,10,52,160,80,0,104,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,100mm Skoda FH,7,0,12,6,32,0,5,9,32,224,40,0,0,0,0,0,0,0,0,0,0
71,105mm leFH18M,7,0,12,6,34,74,0,0,48,222,40,0,105,0,0,0,0,0,0,0,0
72,Trench Mortar,7,0,3,6,38,0,5,12,0,115,20,0,0,0,0,0,0,0,0,0,0
73,105mm Tr.Vk m22,7,0,12,6,34,74,0,0,48,226,40,0,85,0,0,0,0,0,0,0,0
74,,0,0,0,0,0,0,8,0,0,0,0,0,75,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,105mm K18 L/52,7,0,12,6,33,148,14,0,68,213,40,0,0,0,0,0,0,0,0,0,0
77,128mm K40 L/61,7,0,15,9,44,252,0,0,132,210,180,254,0,0,0,0,0,0,0,0,0
78,128mm PaK44L/55,7,0,15,8,44,243,6,6,148,210,100,250,0,0,0,0,0,0,0,0,0
79,150mm sFH18,7,0,12,9,52,0,0,0,48,225,40,0,185,0,0,0,0,0,0,0,0
80,152mm GP obr 37,7,0,12,9,51,165,0,0,48,228,40,0,0,0,0,0,0,0,0,0,0
81,6.5mm Carcano,1,0,1,1,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0
82,TNT,2,0,2,10,80,0,6,15,4,4,0,0,0,0,0,0,0,0,0,0,0
83,Flamethrower,8,0,2,15,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,0,0,4,4,0,0,150,0,0,0,0,0,0,0,0
85,Petrol Bomb,8,0,1,3,55,222,0,0,4,4,0,0,55,603,0,0,0,0,0,0,0
86,Granata M14/30,2,0,1,2,19,0,8,8,4,4,0,0,0,705,0,0,0,0,0,0,0
87,No.36 Mills Grn,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
88,StHGr 24,2,0,1,2,19,0,6,8,4,4,0,0,0,705,0,0,0,0,0,0,0
89,SRCM 35 Granata,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
90,75mm PaK97/38,6,0,8,4,25,96,0,0,48,120,40,131,85,0,0,0,0,0,0,0,0
91,150mm sIG33L/11,7,0,12,9,51,0,0,0,48,211,7,0,185,0,0,0,0,0,0,0,0
92,Panzerschreck,2,0,4,4,0,222,6,9,8,16,0,0,185,636,0,0,0,0,0,0,0
93,Djakonov RGL,2,0,2,2,10,222,0,0,0,8,0,0,35,0,0,0,0,0,0,0,0
94,7.92mm MG42 LMG,2,0,2,1,0,0,0,9,36,64,0,0,0,552,0,0,0,0,0,0,0
95,8mm Hotchkiss ,2,0,2,1,0,0,0,0,36,48,0,0,0,0,0,0,0,0,0,0,0
96,88mm FlaK How,7,0,10,5,25,0,5,0,16,212,40,0,45,0,0,0,0,0,0,0,0
97,75mm LG40 RCL,6,0,6,4,26,222,0,0,36,124,0,0,65,0,0,0,0,0,0,0,0
98,M1928 DP LMG,2,0,2,1,0,0,6,0,28,64,0,0,0,656,0,0,0,0,0,0,0
99,105mm LG42 RCL,7,0,8,5,36,222,0,0,40,124,0,0,105,630,0,0,0,0,0,0,0
100,8mm FM14 HMG,3,0,4,1,0,0,6,0,36,100,0,0,0,0,0,0,0,0,0,0,0
101,9mm Beretta M34,1,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0,0
102,9mm Beretta M34,2,0,1,1,0,0,5,0,4,4,0,0,0,393,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,170mm sFK18,7,0,12,11,61,170,0,0,68,229,80,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Flame Projector,9,0,3,20,200,0,5,1,8,8,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,150mm Tr.Kr Gun,7,0,12,8,52,0,10,0,48,228,80,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,210mm Moersr 18,7,0,13,13,70,0,0,0,40,231,96,0,0,0,0,0,0,0,0,0,0
113,Streuwaffen AP,14,0,0,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
114,9mm Pistola,1,0,1,1,0,0,8,0,4,4,0,0,0,393,0,0,0,0,0,0,0
115,9mm Pistola,2,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0,0
116,,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,.303 Vickers MG,3,0,4,1,0,0,9,2,48,100,0,0,0,579,0,0,0,0,0,0,0
119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
121,.303 Lewis LMG,2,0,2,1,0,0,0,0,28,60,0,0,0,0,0,0,0,0,0,0,0
122,7.62mm PM1910,4,0,3,1,0,0,7,1,36,120,0,0,0,644,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,12.7mm DShK HMG,3,0,4,1,20,20,6,14,44,160,0,0,0,333,0,0,0,0,0,0,0
125,7.92mm MG13 BMG,5,0,3,1,0,0,0,0,28,40,0,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7.62mm DT BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,606,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,7.92 MG42 AAMG,4,0,3,1,0,0,0,4,40,100,0,0,0,555,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0
137,.303 Vickrs CMG,5,0,3,1,0,0,0,0,48,100,0,0,0,579,0,0,0,0,0,0,0
138,7.92 MG34 AAMG,4,0,3,1,0,0,0,0,44,100,0,0,0,546,0,0,0,0,0,0,0
139,8mm Madsen AAMG,4,0,3,1,0,0,0,0,36,80,0,0,0,525,0,0,0,0,0,0,0
140,37mm BK3.7,11,0,0,2,52,0,10,0,20,24,0,0,0,0,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
145,7.92mm MG42 CMG,5,0,3,1,0,0,0,0,48,120,0,0,0,555,0,0,0,0,0,0,0
146,7.62 M1891/30 ,1,0,1,1,0,0,12,0,60,80,0,0,0,0,0,0,0,0,0,0,0
147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,320mm Wurfk/FL,18,0,24,17,88,0,0,17,0,205,20,0,0,0,0,0,0,0,0,0,0
151,92mm NahVW,5,0,1,3,0,0,0,0,0,4,0,0,0,994,0,0,0,0,0,0,0
152,,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,7.92mm (2) TMG,5,0,3,1,0,0,11,55,44,70,0,0,0,324,0,0,0,0,0,0,0
155,7.92mm MG34 CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,546,0,0,0,0,0,0,0
156,,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
157,9mm MP38/40 SMG,2,0,1,1,0,0,0,0,8,12,0,0,0,558,0,0,0,0,0,0,0
158,9mm MP38/40 SMG,1,0,1,1,0,0,16,5,8,12,0,0,0,558,0,0,0,0,0,0,0
159,7.62mm ShKAS MG,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
160,7.92mm MG15,11,0,0,1,10,1,16,8,24,24,0,0,0,0,0,0,0,0,0,0,0
161,7.92mm MG17,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
162,,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Panzerfaust 150,2,0,4,4,0,222,8,32,8,16,0,0,210,624,0,0,0,0,0,0,0
165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,13mm MG131,11,0,0,1,17,1,15,6,24,24,0,0,0,0,0,0,0,0,0,0,0
167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,30mm Mk101,11,0,0,2,35,0,8,3,20,24,0,0,0,0,0,0,0,0,0,0,0
169,30mm Mk108,11,0,0,2,35,0,0,0,44,24,0,0,0,0,0,0,0,0,0,0,0
170,,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
171,7.62mm DT CMG,5,0,2,1,0,0,0,0,40,100,0,0,0,606,0,0,0,0,0,0,0
172,7.62mm DT TMG,5,0,2,1,0,0,10,10,40,100,0,0,0,606,0,0,0,0,0,0,0
173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,8mm 1886 Lebel ,1,0,1,1,0,0,10,1,8,48,0,0,0,567,0,0,0,0,0,0,0
179,8mm 1886 Lebel ,2,0,1,1,0,0,0,0,8,48,0,0,0,567,0,0,0,0,0,0,0
180,,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
181,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Kamera,16,0,1,20,0,0,17,6,8,8,0,0,0,0,0,0,0,0,0,0,0
183,9mm MP38/40 x5,2,0,1,1,0,0,0,0,8,12,0,0,0,558,0,0,0,0,0,0,0
184,AT Grenade,2,0,2,6,0,222,2,1,4,4,0,0,75,483,0,0,0,0,0,0,0
185,Explosives,2,0,2,8,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
186,9mm Walther P38,1,0,1,1,0,0,3,1,4,4,0,0,0,393,0,0,0,0,0,0,0
187,Lt Naval Gun,7,0,99,8,54,0,0,0,28,227,0,0,0,0,0,0,0,0,0,0,0
188,Lt Naval Gun,10,0,99,8,54,0,11,6,28,227,0,0,0,0,0,0,0,0,0,0,0
189,Med Naval Gun,10,0,99,12,65,0,0,0,16,228,0,0,0,0,0,0,0,0,0,0,0
190,Hvy Naval Gun,10,0,99,20,145,0,6,6,16,230,0,0,0,0,0,0,0,0,0,0,0
191,Bayonet/Sword,2,0,1,1,0,0,0,0,4,4,0,0,0,725,0,0,0,0,0,0,0
192,600mm Siege Mrt,7,0,99,16,249,0,7,2,48,229,0,0,0,0,0,0,0,0,0,0,0
193,8mm Breda AAMG,4,0,3,1,0,0,0,0,44,80,0,0,0,420,0,0,0,0,0,0,0
194,,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0
195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,7.5mm FM14 MG,5,0,2,1,0,0,6,8,36,120,0,0,0,0,0,0,0,0,0,0,0
197,7.5mm FM14 BMG,5,0,2,1,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0
198,,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,150mm sIG33L/11,7,0,12,9,51,0,9,9,48,211,7,0,185,0,0,0,0,0,0,0,0
201,50mm BK5,11,0,0,3,58,0,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0
202,500 kg Bomb,11,0,0,23,150,0,1,0,12,4,0,0,0,0,0,0,0,0,0,0,0
203,75mm PaK40,6,0,8,4,27,140,0,0,84,207,144,178,0,0,0,0,0,0,0,0,0
204,75mm PaK40/3 ,6,0,8,4,27,142,1,1,104,207,180,216,0,0,0,0,0,0,0,0,0
205,8mm FM14 BMG,5,0,3,1,0,0,0,0,28,40,0,0,0,0,0,0,0,0,0,0,0
206,8mm Chauchat,1,0,1,1,0,0,0,1,20,48,0,0,0,0,0,0,0,0,0,0,0
207,280mm Wurfk/HE,7,0,16,15,72,0,0,0,0,205,20,0,0,0,0,0,0,0,0,0,0
208,Panzerfaust 100,2,0,4,4,0,222,20,2,8,12,0,0,198,624,0,0,0,0,0,0,0
209,9mm MP28 SMG,1,0,1,1,0,0,0,0,4,12,0,0,0,564,0,0,0,0,0,0,0
210,9mm MP28 SMG,2,0,1,1,0,0,0,1,4,12,0,0,0,564,0,0,0,0,0,0,0
211,8mm Mle14 TMG,5,0,2,1,0,0,0,0,36,80,0,0,0,324,0,0,0,0,0,0,0
212,7.5mm MG31 CMG,5,0,2,1,0,0,0,1,40,80,0,0,0,0,0,0,0,0,0,0,0
213,7.62mm Mauser,1,0,1,1,0,0,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0
214,7.62mm Mauser,2,0,1,1,0,0,0,6,12,40,0,0,0,0,0,0,0,0,0,0,0
215,7.92mm MG13 CMG,5,0,2,1,0,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0,0
216,Panzerfaust 30,2,0,4,4,0,222,20,1,4,4,0,0,198,624,0,0,0,0,0,0,0
217,.303 SMLE No.4,1,0,1,1,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0
218,.303 SMLE No.4,2,0,1,1,0,0,0,6,20,24,0,0,0,0,0,0,0,0,0,0,0
219,70mm SH1908 Gun,6,0,8,4,19,0,0,0,54,208,60,0,0,0,0,0,0,0,0,0,0
220,7.7mm Lewis BMG,5,0,4,1,0,0,12,1,28,32,48,0,0,0,0,0,0,0,0,0,0
221,37mm KwK34 L/40,5,0,6,2,11,43,0,0,40,120,64,64,0,0,0,0,0,0,0,0,0
222,8mm Twin Mt BMG,5,0,3,1,0,0,0,1,40,40,0,0,0,420,0,0,0,0,0,0,0
223,81mm Mle27/31,3,0,5,5,7,0,0,0,16,207,20,0,0,0,0,0,0,0,0,0,0
224,8mm Twin Mt TMG,5,0,3,1,0,0,25,1,48,120,0,0,0,420,0,0,0,0,0,0,0
225,7.92mm MG38 CMG,5,0,3,1,0,0,0,0,44,120,0,0,0,420,0,0,0,0,0,0,0
226,42mm lePaK41,5,0,6,3,0,103,40,1,64,80,80,103,0,0,0,0,0,0,0,0,0
227,7.62mm Mauser,2,0,1,1,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0
228,7.62mm Mauser,1,0,1,1,0,0,1,19,12,20,0,0,0,0,0,0,0,0,0,0,0
229,Misc Small Arms,1,0,1,1,0,0,0,0,8,12,0,0,0,662,0,0,0,0,0,0,0
230,Mexicanski,1,0,1,1,0,0,1,44,12,24,0,0,0,0,0,0,0,0,0,0,0
231,8mm 1886 Lebel,1,0,1,1,0,0,0,0,8,24,0,0,0,567,0,0,0,0,0,0,0
232,75mm Geb G36,6,0,6,4,22,0,0,1,40,215,0,0,75,0,0,0,0,0,0,0,0
233,8mm 1886 Lebel,2,0,1,1,0,0,0,0,8,24,0,0,0,567,0,0,0,0,0,0,0
234,7.92 MG13 LMG,2,0,2,1,0,0,0,1,28,44,0,0,0,0,0,0,0,0,0,0,0
235,7.92mm Kar 98k,2,0,1,1,0,0,0,0,16,48,0,0,0,567,0,0,0,0,0,0,0
236,7.92mm Kar 98k,1,0,1,1,0,0,14,4,16,48,0,0,0,567,0,0,0,0,0,0,0
237,7.92mm Kar 98k,1,0,1,1,0,0,0,0,16,24,0,0,0,567,0,0,0,0,0,0,0
238,7.92mm Kar 98k,2,0,1,1,0,0,0,5,16,24,0,0,0,567,0,0,0,0,0,0,0
239,50 kg Bomb,11,0,0,15,40,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0
240,250 kg Bomb,11,0,0,21,115,0,0,5,12,4,0,0,0,0,0,0,0,0,0,0,0
241,.303 SMLE No.4,2,0,1,1,0,0,0,0,20,48,0,0,0,0,0,0,0,0,0,0,0
242,.303 SMLE No.4,1,0,1,1,0,0,6,9,20,48,0,0,0,0,0,0,0,0,0,0,0
243,2in MkII SBML,3,0,2,3,9,0,0,0,16,40,0,0,0,819,0,0,0,0,0,0,0
244,75mm PaK40,6,0,8,4,27,140,15,1,84,207,144,178,0,0,0,0,0,0,0,0,0
245,8mm Chauchat,2,0,1,1,0,0,0,0,20,48,0,0,0,0,0,0,0,0,0,0,0
246,7.7mm Lewis TMG,5,0,3,1,0,0,0,1,36,100,0,0,0,0,0,0,0,0,0,0,0
247,8mm Mannlicher,1,0,1,1,0,0,0,0,16,48,0,0,0,567,0,0,0,0,0,0,0
248,8mm Mannlicher,2,0,1,1,0,0,16,11,16,48,0,0,0,567,0,0,0,0,0,0,0
249,12 kg Bomb,11,0,0,7,33,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0
