rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
21,Canon 6pdr AC,6,0,1,6,29,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,44,26,78,670,0,3,0,0,7,0,3,0,0,0,105,3,0,0,0,0,1,0,0,0,30,27,0,0,0
22,Canon 6pdr AC,6,0,1,6,82,0,0,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,44,49,37,78,670,0,3,16,0,7,0,3,0,0,0,105,96,0,0,0,0,6,0,0,0,238,112,0,0,0
23,25pdr Field Gun,9,0,2,6,63,0,0,0,50,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,41,49,46,78,672,0,2,0,0,6,0,1,0,0,0,106,1,0,0,0,0,1,0,0,0,0,27,0,0,0
24,Canon 40mm CA,8,0,1,8,17,0,0,0,50,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,49,42,78,685,0,3,0,0,8,0,3,0,0,0,108,9,0,0,0,0,7,0,0,0,150,143,0,0,0
25,Mortier Section,5,0,1,4,30,200,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,40,19,78,56,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,27,0,0,0
26,Mortier Section,5,0,1,5,37,200,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,48,28,78,9942,0,2,0,0,8,0,0,0,0,0,0,8,67,0,0,0,7,0,0,0,149,178,0,0,0
27,Hvy Mortier Sec,82,0,1,6,72,200,0,0,50,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,44,49,27,78,9941,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,27,0,0,0
28,MG Section,4,0,0,4,184,87,200,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,40,18,78,8034,0,2,0,0,9,0,2,0,0,0,0,250,68,0,0,0,1,0,0,0,152,236,0,0,0
29,MG Section,4,0,0,4,118,87,200,0,60,0,4,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,49,24,78,675,0,2,0,0,9,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,2,0,0,0,0
30,Belgian Rifles,1,0,1,10,205,87,185,0,50,0,6,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,18,78,7808,0,0,0,0,9,0,0,0,0,0,0,200,67,0,0,0,1,0,0,0,251,0,0,0,0
31,Belgian Rifles,1,0,1,10,242,87,97,0,50,0,8,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,46,19,78,7807,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,29,0,0,0,0
32,Belgian Rifles,1,0,1,10,242,90,97,87,50,0,0,6,50,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,46,25,78,7807,0,0,0,0,9,0,0,0,0,0,0,13,66,0,0,0,7,0,0,0,98,0,0,0,0
33,Belgian Rifles,40,0,1,13,242,87,97,223,50,0,8,0,50,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,46,24,78,7802,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,30,0,0,0,0
34,Sapeurs Section,20,0,1,10,242,87,97,187,50,0,6,0,50,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,45,28,78,8309,0,0,0,0,9,0,0,0,0,0,0,224,0,0,0,0,1,0,0,0,200,239,0,0,0
35,Cavalerie Troop,3,0,2,10,248,87,0,0,50,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,32,18,78,7806,0,0,0,0,9,0,0,0,0,0,255,3,0,2,0,0,1,0,0,0,29,3,0,0,0
36,AT Rifle Team,2,0,0,2,142,114,0,0,0,40,40,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,40,15,78,734,0,0,0,0,9,0,0,0,0,0,0,54,148,0,0,0,1,0,0,0,131,173,0,0,0
37,AT Rifle Team,2,0,0,2,134,135,0,0,0,40,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,43,13,78,684,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,30,2,0,0,0
38,PIAT Team,2,0,0,2,90,135,0,0,0,8,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,45,12,78,7978,0,0,0,0,9,0,0,0,0,0,0,57,0,0,0,0,7,0,0,0,229,239,0,0,0
39,Sniper,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,20,78,248,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0,0
40,77mm Howitzer,9,0,1,6,54,0,0,0,50,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,40,40,78,221,0,2,0,0,6,0,1,0,0,0,106,54,31,0,0,0,1,0,0,0,157,138,0,0,0
41,Munitions Dump,66,0,6,20,243,87,0,0,50,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,134,78,9919,0,0,0,0,9,0,0,0,0,0,255,0,2,0,0,0,1,0,0,0,2,1,0,0,0
42,AC Emplacement,0,70,2,10,21,87,184,241,25,75,20,0,40,0,50,0,0,152,152,76,51,107,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,22,22,22,92,34,40,146,78,9900,0,4,0,0,5,0,5,0,0,4,255,55,182,0,0,0,1,0,0,0,158,9,0,0,0
43,MG Bunker,0,70,2,10,95,95,241,87,80,0,80,0,40,0,10,0,0,60,60,60,0,120,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,40,74,78,9913,0,3,0,0,6,0,5,0,0,4,255,0,3,0,0,0,1,0,0,0,2,32,0,0,0
44,Fairey Fox,44,0,2,1,160,43,43,0,15,4,4,0,4,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,35,40,41,78,7816,0,4,0,0,9,0,1,0,0,0,255,55,37,0,0,0,1,0,0,0,158,135,0,0,0
45,Gladiator Mk I,44,0,2,1,160,0,0,0,15,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37,40,34,78,7831,0,4,0,0,9,0,1,0,0,0,255,0,2,0,0,0,1,0,0,0,2,1,0,0,0
46,Hurricane Mk I,44,0,2,1,164,0,0,0,15,4,0,0,0,0,0,0,5,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,39,40,51,78,7803,0,4,0,0,9,0,1,0,0,0,255,149,38,0,0,0,6,0,0,0,160,133,0,0,0
47,Sapeurs Section,20,0,1,10,242,84,97,87,50,0,0,4,50,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,45,28,78,7845,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,1,0,0,0
48,CR.42AS Falco,44,0,2,1,163,240,240,0,20,2,1,0,1,0,0,0,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,40,40,46,78,7830,0,4,0,0,9,0,1,0,0,0,255,148,78,0,0,0,2,0,0,0,173,0,0,0,0
49,Battle Mk I,44,0,3,3,160,181,181,0,30,1,2,0,2,0,0,0,3,7,0,0,0,0,0,0,152,152,76,51,107,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,92,38,40,51,78,7814,0,4,0,0,9,0,1,0,0,0,255,2,3,0,0,0,3,0,0,0,2,0,0,0,0
50,AOP Carrier,85,0,2,3,109,148,0,0,0,0,40,0,0,0,0,0,30,12,12,12,12,12,12,0,60,60,60,0,120,120,180,0,0,0,0,0,0,0,14,0,8,0,0,0,92,40,46,28,78,9946,0,1,0,0,9,0,1,0,2,2,123,66,138,0,0,1,7,0,0,0,0,88,0,0,0
51,Platoon Leader,7,0,1,6,205,87,0,0,40,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,30,40,11,78,7960,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,30,0,0,0
52,Pionnier Sect,102,0,1,10,205,86,185,87,50,0,0,4,50,0,5,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,39,23,78,7679,0,0,0,0,9,0,0,0,0,0,0,67,3,0,0,0,1,0,0,0,0,136,0,0,0
53,Command Post,68,0,5,20,205,87,185,0,50,0,7,0,50,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,40,139,78,7604,0,0,0,0,9,0,0,0,0,1,250,0,2,0,0,0,1,0,0,0,0,2,0,0,0
54,Command Post,68,0,5,20,242,87,97,0,50,0,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,49,140,78,7604,0,0,0,0,9,0,0,0,0,1,250,68,0,0,0,0,7,0,0,0,0,236,0,0,0
55,4.5in FH Troop,10,0,2,32,102,102,102,102,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,42,89,78,643,0,2,0,0,6,0,0,0,0,0,255,0,0,0,0,0,7,0,0,0,0,3,0,0,0
56,5.5in FG Troop,10,0,3,32,75,75,75,75,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,42,45,96,78,682,0,2,0,0,5,0,0,0,0,0,255,0,178,0,0,0,1,0,0,0,0,139,0,0,0
57,7.2in FH Troop,10,0,3,40,76,76,76,76,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,42,49,95,78,425,0,2,0,0,3,0,0,0,0,0,255,0,3,0,0,0,7,0,0,0,0,1,0,0,0
58,8in FH Troop,10,0,3,48,98,98,98,98,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,40,40,99,78,8208,0,2,0,0,3,0,0,0,0,0,255,0,0,0,0,0,4,0,0,0,163,239,0,0,0
59,77mm FH Btry,10,0,1,24,54,54,54,54,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,40,81,78,221,0,2,0,0,10,0,0,0,0,0,255,0,0,0,0,0,1,0,0,0,2,3,0,0,0
60,Lt Mortier Team,80,0,0,2,40,200,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,40,17,78,56,0,2,0,0,9,0,0,0,0,0,0,0,146,0,0,0,1,0,0,0,128,224,0,0,0
61,Pionnier Sect,102,0,1,10,205,87,185,187,50,0,8,0,50,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,39,25,78,7678,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,30,2,0,0,0
62,Trench Mortier,5,0,1,4,49,200,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,39,20,78,7838,0,2,0,0,6,0,0,0,0,0,104,0,0,0,0,0,1,0,0,0,127,236,0,0,0
63,Motocyclistes,49,0,1,10,248,87,0,0,50,0,8,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,40,21,78,7805,0,0,0,0,9,0,0,0,0,0,233,0,0,0,0,0,11,0,0,0,30,3,0,0,0
64,Camion DCA 75mm,30,0,2,7,249,0,0,0,30,10,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,40,57,78,7225,0,4,0,0,6,0,2,0,0,3,226,0,0,0,0,0,2,0,0,0,127,236,0,0,0
65,Canon 20mm CA,8,0,1,4,147,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,40,16,78,736,0,3,0,0,9,0,2,0,0,0,104,0,0,0,0,0,1,0,0,0,30,3,0,0,0
66,Valentine II,63,70,3,3,20,179,0,0,0,79,60,0,0,0,0,0,16,60,60,31,65,65,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,24,18,8,8,81,41,42,66,78,639,0,4,0,0,5,0,3,0,8,3,228,0,130,0,0,0,7,0,0,0,122,44,0,0,0
67,Grant II,13,50,4,6,16,178,0,44,78,100,60,0,0,0,26,24,22,51,38,38,57,57,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,17,47,15,15,90,42,43,118,78,383,0,4,0,0,6,0,2,0,6,3,230,0,3,0,0,1,11,0,0,0,30,30,0,0,0
68,Jeep .30cal,32,0,2,2,139,0,0,0,50,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,42,45,12,78,8231,0,1,0,0,9,0,1,0,104,1,105,0,23,0,0,0,5,0,0,0,117,237,0,105,0
69,M5 Halftrack,24,0,3,2,139,0,0,0,60,0,0,0,0,0,0,0,40,15,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,0,0,90,42,49,28,78,7766,0,1,0,0,9,0,1,0,113,3,226,0,2,0,0,0,10,0,0,0,32,3,0,0,0
70,M7 Priest HMC,21,0,4,4,71,140,0,0,50,0,60,0,0,0,0,0,26,51,38,38,15,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,17,30,0,0,91,42,45,84,78,315,0,2,0,5,5,0,1,0,0,2,228,0,171,0,0,0,10,0,0,0,126,0,0,105,0
71,M4A1 Sherman,13,50,4,5,45,140,177,131,40,50,60,0,60,0,60,0,22,51,38,38,95,51,51,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5,28,12,8,90,43,45,116,78,8214,0,4,0,0,5,0,3,0,8,2,230,0,3,0,0,0,7,0,0,0,30,0,0,0,0
72,M4A3 (76) W,13,0,4,5,53,140,177,131,25,38,60,0,60,0,60,0,26,64,51,51,103,64,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,38,12,8,92,44,49,181,78,8243,0,4,8,0,5,0,5,0,8,4,230,0,166,0,0,1,6,0,0,0,222,239,0,0,0
73,Archer,60,0,2,4,38,148,0,0,11,20,60,0,0,0,0,0,20,20,20,14,20,20,20,0,60,60,31,65,65,65,14,0,0,0,0,0,0,0,62,12,60,20,12,22,92,44,46,148,78,651,0,4,6,0,5,0,7,0,0,3,224,0,2,0,0,0,10,0,0,0,2,30,0,0,0
74,Canon 17pdr AC,6,0,1,6,38,0,0,0,22,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,38,38,57,57,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,49,122,78,671,0,3,8,0,6,0,7,0,0,0,106,0,0,0,0,0,7,0,0,0,172,223,0,0,0
75,M8 Greyhound,11,0,2,4,16,140,177,0,32,70,60,0,60,0,0,0,52,17,10,10,26,19,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,12,0,20,5,91,45,49,78,78,398,0,4,10,0,7,0,2,0,4,1,226,0,0,0,0,0,1,0,0,0,2,30,0,0,0
76,M20 Scout,11,0,2,2,140,0,0,0,90,0,0,0,0,0,0,0,54,17,10,10,19,10,10,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,42,18,12,42,18,12,90,45,49,24,78,399,0,1,0,0,9,0,1,0,4,1,226,0,149,0,0,0,1,0,0,0,42,160,0,0,0
77,M3 75mm GMC,21,40,3,5,245,0,0,0,44,15,0,0,0,0,0,0,38,12,7,7,13,7,7,0,51,38,38,15,13,13,0,0,0,0,0,0,0,0,24,0,0,22,0,0,91,43,45,88,78,8221,0,4,0,0,6,0,2,0,0,2,226,0,2,0,0,0,6,0,0,0,31,2,0,0,0
78,120mm FG Btry,10,0,2,32,244,244,244,244,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,92,35,40,86,78,7949,0,2,0,0,6,0,0,0,0,0,255,0,59,0,0,0,8,0,0,0,248,0,0,0,0
79,105mm FH Btry,10,0,1,32,68,68,68,68,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,64,51,51,103,64,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,40,84,78,7608,0,2,0,0,6,0,0,0,0,0,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,155mm FH Btry,10,0,2,40,110,110,110,110,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,20,20,14,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,30,40,94,78,7614,0,2,0,0,5,0,0,0,0,0,255,58,60,0,0,0,1,0,0,0,221,0,0,0,0
81,M15A1 MGMC,22,40,3,4,11,225,0,0,50,40,60,0,0,0,0,0,38,12,7,7,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,0,0,91,46,49,84,78,8246,0,4,0,0,9,0,3,0,2,2,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0
