id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
191,.30-06 M1903,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
192,.30-06 M1903,2,SPWOOB_WCLASS_INF_SEC,1,1,1,0,0,0,0,16,24,0
193,.50cal M2 BMGx2,5,SPWOOB_WCLASS_SML_GUN,4,1,22,23,23,0,0,28,40,0
200,5in BOMROC,7,SPWOOB_WCLASS_LRG_GUN,15,8,14,0,46,0,0,0,224,60
205,Napalm,18,SPWOOB_WCLASS_NAPALM,1,30,50,0,100,0,0,4,4,0
213,37mm M6 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,77,13,0,91,44,140,68
216,Shotgun,1,SPWOOB_WCLASS_INF_PRM,1,1,6,0,0,0,0,4,4,0
217,Shotgun,2,SPWOOB_WCLASS_INF_SEC,1,1,6,0,0,0,0,4,4,0
218,M1903 Rifle x3,2,SPWOOB_WCLASS_INF_SEC,1,1,3,0,0,0,0,16,48,0
226,M1 Garand x2,2,SPWOOB_WCLASS_INF_SEC,1,1,4,0,0,0,0,16,48,0
227,.45 Thompson,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,8,12,0
228,.45 Thompson,2,SPWOOB_WCLASS_INF_SEC,1,1,4,0,0,0,0,8,12,0
229,Misc Small Arms,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,12,0
230,37mm T32 IG,5,SPWOOB_WCLASS_SML_GUN,6,2,8,0,12,0,0,44,80,0
232,40mm Twin AA,4,SPWOOB_WCLASS_AA,6,3,18,56,26,0,0,72,208,0
236,.30-06 M1903,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,48,0
237,.30-06 M1903,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
238,.30-06 M1903,2,SPWOOB_WCLASS_INF_SEC,1,1,1,0,0,0,0,16,24,0
240,.30 M1 Garand,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,16,24,0
241,Bayonet,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
242,.45 Reising M50,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,8,8,0
243,.30 Johnson LMG,2,SPWOOB_WCLASS_INF_SEC,1,1,6,0,0,0,0,28,40,0
244,.45 Reising M50,2,SPWOOB_WCLASS_INF_SEC,1,1,3,0,0,0,0,8,8,0
246,.30 Johnson Rfl,2,SPWOOB_WCLASS_INF_SEC,1,1,2,0,0,0,0,12,44,0
247,.30 Johnson Rfl,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,12,44,0
248,M1918A2 BAR x2,2,SPWOOB_WCLASS_INF_SEC,1,1,10,0,0,0,0,28,56,0
249,M1918A2 BAR x3,2,SPWOOB_WCLASS_INF_SEC,1,1,15,0,0,0,0,28,56,0
