rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
28,Churchill III,63,72,3,5,29,179,0,130,0,84,60,0,0,0,60,0,14,95,76,64,89,89,89,22,51,38,38,90,51,64,22,0,0,0,0,0,0,0,25,0,8,0,8,8,91,42,43,97,88,642,0,4,0,0,6,0,3,0,88,5,228,3,0,0,0,1,6,0,0,0,136,98,0,0,0
29,Churchill IV,63,72,3,5,29,179,0,130,0,80,60,0,0,0,60,0,14,95,76,64,89,89,89,22,64,38,38,90,51,64,21,0,0,0,0,0,0,0,25,0,8,0,8,8,92,43,43,100,88,642,0,4,4,0,6,0,3,0,8,5,228,2,0,0,0,1,10,0,0,0,2,34,0,0,0
30,Valentine VI,63,70,3,4,20,177,0,0,0,79,60,0,0,0,0,0,16,62,54,31,74,54,65,14,51,38,38,94,51,51,22,0,0,0,0,0,0,0,17,6,24,18,12,8,81,41,42,71,88,639,0,4,0,0,6,0,3,0,8,4,226,178,149,0,0,0,11,0,0,0,22,160,0,0,0
31,Churchill OKE,63,72,3,5,20,179,0,108,0,150,60,0,0,0,20,0,16,95,76,64,89,89,89,22,51,38,38,95,51,51,18,0,0,0,0,0,0,0,25,0,8,0,8,8,93,42,42,120,88,641,0,4,0,0,6,0,3,0,8,5,228,0,2,0,0,1,6,0,0,0,32,2,0,0,0
32,Scorpion,36,72,4,4,21,179,0,0,0,93,60,0,0,0,0,0,12,78,70,55,82,75,75,18,51,38,38,97,51,51,18,0,0,0,0,0,0,0,28,0,25,11,12,0,90,43,44,81,88,622,0,4,0,0,5,0,3,0,0,3,228,19,0,0,0,0,7,0,0,0,116,236,0,0,0
33,Sherman Crab,36,50,4,5,45,140,177,0,47,50,60,0,60,0,0,0,20,51,38,38,95,51,51,18,64,38,38,97,51,51,18,0,0,0,0,0,0,0,56,0,5,28,15,8,90,44,49,130,88,437,0,4,0,0,5,4,3,0,0,3,230,0,0,0,0,0,6,0,0,0,34,3,0,0,0
34,Churchill AVRE,37,72,3,5,43,179,0,130,6,0,60,0,0,0,60,0,14,95,76,64,255,89,89,22,95,76,64,89,89,89,22,0,0,0,0,0,0,0,25,0,8,0,8,8,92,44,49,72,88,626,0,4,0,0,2,0,0,0,0,4,228,19,29,0,0,0,3,0,0,0,102,236,0,0,0
35,Archer,60,0,2,4,38,148,0,0,9,20,60,0,0,0,0,0,20,20,20,14,20,20,20,0,95,76,64,89,89,89,22,0,0,0,0,0,0,0,62,12,60,20,12,22,90,44,49,154,88,651,0,4,8,0,5,0,7,0,0,3,224,0,2,0,0,1,7,0,0,0,34,38,0,0,0
36,Bren Carrier AT,19,0,2,2,111,148,0,134,0,0,60,0,0,0,0,20,30,12,12,12,14,12,12,0,95,76,64,89,89,89,22,0,0,0,0,0,0,0,14,0,8,0,0,0,52,39,43,28,88,9038,0,2,0,0,9,0,2,0,108,2,124,10,38,0,0,1,1,0,0,0,151,133,0,0,0
37,Achilles IIC,79,0,3,5,38,140,0,0,14,22,60,0,0,0,0,0,30,51,25,25,57,25,25,0,62,54,31,74,54,65,14,0,0,0,0,0,0,0,48,38,38,45,15,0,91,44,49,200,88,621,0,4,6,0,6,0,7,0,6,4,228,2,2,0,0,0,5,0,0,0,2,1,0,0,0
38,Deacon,79,0,4,6,29,0,0,0,0,52,0,0,0,0,0,0,20,12,10,0,14,10,0,0,95,76,64,89,89,89,22,0,0,0,0,0,0,0,5,0,0,5,0,0,22,43,43,39,88,7723,0,4,8,0,6,0,3,0,0,2,228,9,149,0,0,0,1,0,0,0,150,160,0,0,0
39,2pdr AT Gun,6,0,1,4,20,0,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,70,55,82,75,75,18,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,42,16,88,669,0,2,0,0,7,0,3,0,0,0,104,2,2,0,0,0,1,0,0,0,2,2,0,0,0
40,6pdr AT Gun,6,0,1,6,29,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,38,38,95,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,44,26,88,670,0,3,0,0,7,0,3,0,0,0,105,27,60,0,0,0,5,0,0,0,92,171,0,0,0
41,6pdr AT Gun,6,0,1,6,82,0,0,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,76,64,255,89,89,22,0,0,0,0,0,0,0,0,0,0,0,0,0,70,44,45,37,88,670,0,3,16,0,7,0,3,0,0,0,105,2,0,0,0,0,6,0,0,0,30,2,0,0,0
42,17pdr AT Gun,6,0,1,6,38,0,0,0,20,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,20,14,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,43,44,114,88,671,0,3,2,0,6,0,7,0,0,0,108,138,135,0,0,0,3,0,0,0,88,106,0,0,0
43,17pdr AT Gun+,6,0,1,6,38,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,49,124,88,671,0,3,10,0,6,0,7,0,0,0,108,3,3,0,0,0,8,0,0,0,30,30,0,0,0
44,2pdr AT Gun,6,0,1,4,21,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,25,25,57,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,42,25,88,669,0,2,20,0,7,0,3,0,0,0,104,3,145,0,0,0,6,0,0,0,136,109,0,0,0
45,M7 Priest HMC,21,0,4,4,71,140,0,0,50,0,60,0,0,0,0,0,26,51,38,38,15,13,13,0,12,10,0,14,10,0,0,0,0,0,0,0,0,0,35,0,17,30,0,0,90,43,44,82,88,396,0,2,0,6,5,0,1,0,0,2,228,2,2,0,0,0,7,0,0,0,2,30,0,0,0
46,Bren Carrier AT,19,0,2,2,111,148,0,90,0,0,60,0,0,0,0,15,30,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,52,44,49,34,88,9038,0,2,0,0,6,0,2,0,108,2,124,181,126,0,0,1,1,0,0,0,117,55,0,0,0
47,Sexton,21,0,3,6,63,148,0,0,87,18,60,0,0,0,0,0,24,76,38,38,19,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,17,25,0,0,90,44,49,103,88,660,0,2,0,0,8,0,1,0,0,2,226,0,0,0,0,0,1,0,0,0,34,1,0,0,0
48,Wasp,17,0,2,4,148,0,0,108,90,0,0,0,0,0,18,0,30,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,44,49,44,88,7725,0,4,0,0,6,0,2,0,0,1,124,214,85,0,0,0,8,0,0,0,180,51,0,0,0
49,Ram Badger,17,50,4,3,140,0,0,108,60,0,0,0,0,0,24,0,22,76,64,38,76,64,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,44,0,10,92,44,49,97,88,8818,0,4,0,0,6,0,2,0,8,4,230,0,4,0,0,0,9,0,0,0,1,1,0,0,0
50,Carrier 2in Mtr,38,0,2,3,110,148,0,0,60,0,40,0,0,0,0,0,30,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,52,42,49,43,88,7712,0,2,0,0,9,0,0,0,0,2,123,178,130,0,0,1,1,0,0,0,139,44,0,0,0
51,Centaur IV CS,15,0,3,5,67,179,0,0,43,0,60,0,0,0,0,0,28,76,32,32,97,67,57,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,11,0,0,92,44,45,84,88,9981,0,4,0,8,5,0,3,0,0,5,226,3,3,0,0,1,7,0,0,0,1,30,0,0,0
52,Priest Kangaroo,90,0,3,2,140,0,0,0,60,0,0,0,0,0,0,0,26,68,38,38,15,13,13,0,51,38,38,15,13,13,0,0,0,0,0,0,0,0,15,0,0,30,0,0,91,44,44,45,88,8807,0,1,0,0,9,0,1,0,116,4,226,178,130,0,0,0,8,0,0,0,139,44,0,0,0
53,Ram Kangaroo,90,50,3,2,0,0,0,131,0,0,0,0,0,0,60,0,22,51,37,37,81,51,51,9,12,12,12,14,12,12,0,0,0,0,0,0,0,0,46,0,5,46,0,5,90,44,49,62,88,8819,0,4,0,0,9,0,2,0,112,4,226,3,3,0,0,0,9,0,0,0,1,30,0,0,0
54,White Scout Car,23,50,2,2,139,0,0,0,60,0,0,0,0,0,0,0,42,12,7,7,13,7,7,0,76,38,38,19,13,13,0,0,0,0,0,0,0,0,24,0,0,22,0,0,91,42,45,22,88,8213,0,1,0,0,9,0,1,0,106,3,226,1,133,0,0,0,5,0,0,0,129,232,108,0,0
55,C15TA,23,0,3,2,124,0,0,0,50,0,0,0,0,0,0,0,29,8,8,8,8,4,0,0,12,12,12,12,12,12,0,0,0,0,0,0,0,0,22,0,0,22,0,0,70,44,46,11,88,8813,0,0,0,0,9,0,0,0,8,3,226,2,2,0,0,0,6,0,0,0,2,3,0,0,0
56,AT Mine Team,2,0,0,2,86,230,0,0,0,6,40,0,0,0,0,0,9,0,0,0,0,0,0,0,76,64,38,76,64,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,9,88,7526,0,0,0,0,9,0,0,0,0,0,0,120,23,0,0,0,1,0,0,0,130,237,108,105,0
57,Conner,27,0,3,2,154,0,0,0,50,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,38,15,88,8814,0,0,0,0,9,0,0,0,112,4,226,3,2,0,0,0,1,0,0,0,2,3,0,0,0
58,M5 Halftrack,24,0,3,2,139,0,0,0,60,0,0,0,0,0,0,0,40,15,8,8,16,8,8,0,76,32,32,97,67,57,20,0,0,0,0,0,0,0,24,0,0,22,0,0,90,42,49,28,88,7766,0,1,0,0,9,0,1,0,113,3,226,120,130,0,0,0,10,0,0,0,130,237,108,0,0
59,M5A1 Halftrack,24,0,3,2,140,139,0,0,60,0,60,0,0,0,0,0,45,15,8,8,16,8,8,0,68,38,38,15,13,13,0,0,0,0,0,0,0,0,24,0,0,22,0,0,90,42,49,33,88,8157,0,1,0,0,9,0,1,0,113,3,226,3,3,0,0,0,10,0,0,0,2,3,0,0,0
60,Morris 15cwt,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,51,37,37,81,51,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,90,38,41,15,88,7744,0,0,0,0,9,0,0,0,112,4,226,0,250,0,0,0,5,0,0,0,127,237,0,0,0
61,Chevrolet C60L,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,12,7,7,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,49,21,88,8805,0,0,0,0,9,0,0,0,118,4,226,2,1,0,0,0,1,0,0,0,2,3,0,0,0
62,Chevy 1-1/2ton,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,8,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,49,15,88,405,0,0,0,0,9,0,0,0,112,4,226,1,212,0,0,0,7,0,0,0,129,237,108,0,0
63,Mack 7-1/2ton,28,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,49,31,88,667,0,0,0,0,9,0,0,0,230,5,228,2,2,0,0,0,6,0,0,0,2,3,0,0,0
64,Rifle Section,1,0,1,10,242,87,97,0,50,0,10,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,49,20,88,8802,0,0,0,0,9,0,0,0,0,0,0,11,19,0,0,0,1,0,0,0,110,237,0,0,0
65,Assault Section,100,0,1,8,227,90,97,185,50,0,0,6,50,0,4,0,9,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,49,30,88,7793,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,2,3,0,0,0
66,Assault Section,100,0,1,8,237,84,97,88,50,0,0,4,50,0,4,0,9,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,49,21,88,7793,0,0,0,0,9,0,0,0,0,0,0,30,151,0,0,0,11,0,0,0,181,109,0,0,0
67,Rifle Section,40,0,1,10,242,93,97,110,50,0,0,10,50,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,49,28,88,8802,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,1,30,0,0,0
68,Rifle Section,1,0,1,10,242,89,96,0,50,0,5,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,41,20,88,8802,0,0,0,0,9,0,0,0,0,0,0,123,34,0,0,0,1,0,0,0,114,117,108,108,0
69,Rifle Section,40,0,1,10,242,89,96,0,50,0,10,0,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,41,21,88,8802,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2,0,0,0
70,Rifle Section,1,0,1,10,242,87,97,236,50,0,12,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,49,21,88,8802,0,0,0,0,9,0,0,0,0,0,0,254,0,0,0,0,1,0,0,0,139,104,0,0,0
71,Rifle Section,1,0,1,10,242,87,97,226,50,0,12,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,49,21,88,8802,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,2,34,0,0,0
72,Rifle Section,40,0,1,10,242,90,97,87,50,0,0,6,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,49,26,88,8802,0,0,0,0,9,0,0,0,0,0,0,250,0,0,0,0,7,0,0,0,78,67,0,0,0
73,Engineer Sectn,20,0,1,10,242,84,89,88,50,0,0,4,8,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,21,30,49,27,88,7734,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35,30,0,0,0
74,Engineer Sectn,20,0,1,10,242,87,97,185,50,0,10,0,50,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,49,28,88,7734,0,0,0,0,9,0,0,0,0,0,0,6,162,0,0,0,1,0,0,0,109,207,0,0,0
75,Flame Section,51,0,0,2,83,230,0,0,4,0,50,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,49,12,88,7734,0,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,38,0,0,0
76,Commandos,70,0,1,10,228,87,97,185,50,0,12,0,50,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,49,28,88,8810,0,0,0,0,9,0,0,0,0,0,0,69,0,0,0,0,1,0,0,0,43,236,0,0,0
77,AT Rifle Team,2,0,0,2,134,230,0,0,0,30,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,10,88,684,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0,0
78,PIAT Team,2,0,0,2,90,226,0,0,0,8,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,10,88,686,0,0,0,0,9,0,0,0,0,0,0,54,0,0,0,0,7,0,0,0,157,154,0,0,0
79,Sniper,45,0,0,1,146,0,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,20,88,7797,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0
80,Airborne Sectn,72,0,1,10,237,87,98,88,50,0,8,0,50,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,44,49,22,88,7732,0,0,0,0,9,0,0,0,0,0,0,55,0,0,0,0,6,0,0,0,158,155,0,0,0
81,Recce Team,58,0,0,2,228,89,0,0,40,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,38,9,88,8804,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0
82,Recce Patrol,58,0,0,4,228,87,0,0,40,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,49,11,88,8804,0,0,0,0,9,0,0,0,0,0,0,55,44,0,0,0,1,0,0,0,158,33,0,0,0
