id,nation,name,type,type,uclass,uclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,mclass,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_FH,arm_SH,arm_RH,arm_FT,arm_ST,arm_RT,arm_TP,arm_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT
11,91,Valentine V(b),27,cruiser tank,2,armor,1943,3,1943,0,3,4,3,72,16,0,82,0,4,3,0,6,8,226,0,0,20,0,79,0,0,179,60,0,0,0,0,0,0,0,54,54,31,68,54,65,14,70,17,6,24,18,8,8
12,91,M4A1 Sherman,26,main battle tank,2,armor,1943,8,1945,0,4,5,2,117,22,0,90,0,4,2,4,5,8,230,0,1,44,40,50,0,0,140,60,0,177,60,0,131,60,0,51,38,38,95,51,51,22,50,51,0,5,28,12,8
13,91,M4A3 Sherman,26,main battle tank,2,armor,1943,11,1945,0,4,5,3,133,26,0,90,0,4,3,4,5,8,230,0,1,45,37,60,0,0,140,60,0,177,60,0,131,60,0,51,38,38,97,51,51,21,50,56,0,22,28,12,8
14,91,Renault D1B,23,medium tank,2,armor,1943,1,1943,0,3,3,3,57,12,0,51,0,4,2,0,6,6,226,0,0,28,62,50,0,0,212,50,0,0,0,0,128,50,0,30,30,30,40,40,40,20,51,36,0,32,11,23,22
15,91,Renault AGR2,86,heavy truck,10,transport,1943,1,1949,0,3,2,5,25,25,0,11,0,0,0,0,9,221,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,91,Renault R35,22,light tank,2,armor,1943,1,1943,0,2,2,2,55,12,0,11,0,4,2,0,5,6,226,0,0,12,70,30,0,0,212,70,0,0,0,0,0,0,0,32,40,40,45,40,40,13,70,30,8,24,16,30,30
17,91,FF Mortier,42,mortar,4,artillery,1943,1,1943,0,1,5,0,19,9,0,92,0,2,0,0,9,0,0,0,0,30,50,0,0,0,231,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,91,FF Mortier,42,mortar,4,artillery,1943,1,1943,0,1,6,0,29,4,0,90,0,2,0,0,9,0,0,0,0,56,50,0,0,0,231,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,91,AOP Sherman,74,tracked FO,8,recon,1944,4,1949,0,4,5,2,73,22,0,90,0,4,2,4,5,8,230,0,1,0,0,0,0,0,140,60,0,177,60,0,0,0,0,51,38,38,95,51,51,22,50,51,0,5,28,12,8
21,91,Canon 37mm Inf,46,infantry gun,4,artillery,1943,1,1943,0,1,6,0,19,4,0,10,0,2,1,0,9,0,104,0,0,2,60,40,0,0,231,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,91,Legion Plt HQ,82,platoon HQ,9,C&C,1946,1,1949,0,1,7,0,18,10,0,71,0,0,0,0,9,0,0,0,0,218,40,0,0,0,87,6,0,232,40,0,114,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,91,FF Lt Mortier,41,light mortar,4,artillery,1943,1,1943,0,0,2,0,18,9,0,53,0,2,0,0,9,0,0,0,0,40,50,0,0,0,231,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,91,Legion Plt HQ,82,platoon HQ,9,C&C,1943,1,1945,0,1,7,0,12,10,0,43,0,0,0,0,9,0,0,0,0,237,40,0,0,0,86,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,91,Legionnaires,14,elite infantry,0,infantry,1946,1,1949,0,1,12,0,39,10,0,50,0,0,0,0,9,0,0,0,0,112,50,0,0,0,184,0,6,122,50,0,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,91,Canon 25mm AC,55,AT gun,5,anti-tank,1943,1,1943,0,1,6,0,16,4,0,12,0,2,2,0,9,0,104,0,0,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,91,Canon 47mm AC,55,AT gun,5,anti-tank,1943,1,1943,0,1,6,0,31,2,0,12,0,3,2,0,8,0,104,0,0,22,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,91,Canon 75mm AC,55,AT gun,5,anti-tank,1943,1,1943,0,1,7,0,38,1,0,12,0,3,2,0,8,0,107,0,0,55,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,91,Goumiers Plt HQ,82,platoon HQ,9,C&C,1943,1,1943,0,1,7,0,12,9,0,11,0,0,0,0,9,0,0,0,0,243,40,0,0,0,87,4,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,91,Goumiers Plt HQ,82,platoon HQ,9,C&C,1943,10,1945,0,1,7,0,12,9,0,12,0,0,0,0,9,0,0,0,0,157,40,0,0,0,86,4,0,156,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,91,Goumiers Plt HQ,82,platoon HQ,9,C&C,1945,6,1949,0,1,7,0,12,9,0,12,0,0,0,0,9,0,0,0,0,178,40,0,0,0,88,4,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,91,Goumiers,2,medium infantry,0,infantry,1943,1,1944,0,1,12,0,20,9,0,12,0,0,0,0,9,0,0,0,0,243,40,0,0,0,87,6,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,91,Goumiers,2,medium infantry,0,infantry,1943,10,1945,0,1,12,0,18,9,0,12,0,0,0,0,9,0,0,0,0,157,40,0,0,0,87,6,0,156,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,91,Goumiers,2,medium infantry,0,infantry,1945,6,1949,0,1,12,0,24,9,0,12,0,0,0,0,9,0,0,0,0,178,40,0,0,0,88,6,0,122,50,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,91,Sm Naval Guns,104,naval bombardment,12,navy,1943,1,1949,0,3,99,0,100,0,0,93,0,0,0,0,10,0,255,0,0,188,40,0,0,0,188,40,0,188,40,0,188,40,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
36,91,Med Naval Guns,104,naval bombardment,12,navy,1943,1,1949,0,4,99,0,83,0,0,93,0,0,0,0,15,0,255,0,0,189,40,0,0,0,189,40,0,189,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
37,91,Lge Naval Guns,104,naval bombardment,12,navy,1943,1,1949,0,4,99,0,118,0,0,93,0,0,0,0,6,0,255,0,0,190,40,0,0,0,190,40,0,190,40,0,0,0,0,99,99,99,99,99,99,99,0,0,0,0,0,0,0
38,91,Command Post,106,gun emplacement,13,fortification,1943,1,1944,0,5,20,1,151,0,0,83,0,0,0,0,9,0,255,0,0,242,50,0,0,0,86,7,0,118,50,0,97,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,91,Munitions,111,ammo dump,14,other,1943,1,1944,0,6,20,0,141,0,0,0,0,0,0,0,9,0,255,0,0,242,50,0,0,0,148,60,0,148,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,91,Munitions,111,ammo dump,14,other,1943,11,1949,0,6,20,0,145,0,0,0,0,0,0,0,9,0,255,0,0,236,50,0,0,0,139,60,0,139,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,91,Command Post,106,gun emplacement,13,fortification,1943,11,1949,0,5,20,1,146,0,0,83,0,0,0,0,9,0,255,0,0,236,50,0,0,0,88,7,0,120,50,0,113,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,91,Dual AAMG,61,flak,6,anti-air,1943,1,1943,0,1,4,0,10,6,0,12,0,2,2,0,9,0,0,0,0,150,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,91,Canon 20mm CA,61,flak,6,anti-air,1943,1,1943,0,1,6,0,16,1,0,11,0,3,2,0,9,0,104,0,0,147,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,91,Canon 25mm CA,61,flak,6,anti-air,1943,1,1944,0,1,6,0,17,1,0,11,0,3,2,0,9,0,104,0,0,210,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,91,Hvy AAMG,61,flak,6,anti-air,1943,1,1943,0,1,6,2,16,2,0,11,0,2,2,0,9,0,104,0,0,142,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,91,Canon 40mm CA,61,flak,6,anti-air,1943,12,1949,0,1,8,0,42,1,0,80,0,3,3,0,8,0,108,0,0,18,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,91,Canon 40mm CA,61,flak,6,anti-air,1943,1,1943,0,1,7,0,33,1,0,50,0,3,2,0,8,0,107,0,0,17,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,91,Loyd Carrier,39,tracked APC,3,APC,1943,1,1949,0,2,2,2,23,24,0,52,0,2,2,0,9,110,124,0,1,109,0,0,0,0,148,90,0,0,0,0,0,0,0,9,6,6,11,5,5,0,0,18,0,0,0,5,0
51,91,Emplacement,105,fort,13,fortification,1943,1,1949,0,1,20,4,134,0,0,91,0,4,5,0,6,0,255,0,0,55,60,40,0,0,86,20,0,118,50,0,242,40,0,51,51,51,14,76,76,37,0,0,0,0,0,0,0
52,91,Casemate,105,fort,13,fortification,1944,1,1949,0,1,20,4,211,0,0,51,0,4,5,0,6,0,255,0,0,62,30,50,0,5,35,60,0,121,60,0,0,0,0,130,130,76,51,97,76,51,0,0,18,5,22,22,22
53,91,Casemate,105,fort,13,fortification,1943,1,1943,0,2,20,4,218,0,0,51,0,4,5,0,5,0,255,0,0,33,60,40,0,0,33,60,40,100,60,0,0,0,0,130,130,76,51,97,76,51,0,0,18,5,22,22,22
54,91,Bunker,105,fort,13,fortification,1944,1,1949,0,4,20,5,118,0,0,71,0,3,5,0,9,0,255,0,0,106,90,0,0,0,120,90,0,120,90,0,144,40,0,76,76,76,0,105,105,51,70,15,15,15,0,15,15
55,91,Redoubt,105,fort,13,fortification,1943,1,1949,0,4,20,6,240,0,0,91,0,4,5,0,4,0,255,0,0,71,60,0,10,0,106,60,0,120,60,0,16,40,40,152,152,152,76,105,105,76,70,18,18,18,5,22,22
56,91,Obs Post,105,fort,13,fortification,1943,1,1949,0,1,4,4,121,0,0,81,0,3,5,0,9,0,255,0,0,234,50,0,0,0,88,7,0,146,40,0,0,0,0,105,105,105,76,152,152,51,70,12,22,22,0,22,22
57,91,MG Bunker,105,fort,13,fortification,1944,1,1949,0,1,16,1,104,0,0,21,0,3,5,0,9,0,255,0,0,106,90,0,0,0,121,90,0,121,90,0,120,90,0,51,51,51,13,76,73,51,70,0,0,0,0,0,0
58,91,Rifle Pit,105,fort,13,fortification,1943,1,1944,0,1,5,1,65,0,0,31,0,0,5,0,9,0,255,0,0,236,50,0,0,0,93,30,10,113,50,0,0,0,0,38,38,38,0,51,51,25,70,0,0,0,0,0,0
59,91,MG Bunker,105,fort,13,fortification,1944,1,1949,0,1,9,1,107,0,0,31,0,3,5,0,9,0,255,0,0,106,90,0,0,0,120,90,0,120,90,0,113,50,0,76,51,51,15,51,51,38,70,22,22,22,0,22,22
60,91,Rifle Pit,105,fort,13,fortification,1944,1,1949,0,1,5,1,65,0,0,31,0,0,5,0,9,0,255,0,0,112,50,0,0,0,93,30,10,113,50,0,0,0,0,38,38,38,0,51,51,25,70,0,0,0,0,0,0
61,91,Carrier AC(b),58,tank destroyer,5,anti-tank,1943,1,1943,0,2,3,1,28,30,0,20,0,4,2,0,7,4,224,0,0,9,0,60,0,0,0,0,0,0,0,0,0,0,0,12,12,12,14,12,12,0,0,14,0,8,0,0,0
62,91,Bren Carrier,39,tracked APC,3,APC,1943,1,1945,0,2,2,2,27,30,0,50,0,2,2,0,9,108,124,0,1,109,0,0,0,0,0,0,0,0,0,0,133,50,0,12,12,12,14,12,12,0,0,14,0,8,0,0,0
63,91,Lorraine 44,40,heavy tracked APC,3,APC,1944,9,1945,0,2,2,2,29,30,0,12,0,2,2,0,9,112,224,0,0,0,0,0,0,0,0,0,0,0,0,0,220,50,20,9,9,9,9,9,9,6,50,20,10,0,0,0,0
64,91,M15A1,64,SP flak,6,anti-air,1943,10,1949,0,3,4,2,83,38,0,91,0,4,3,0,9,2,226,0,0,207,50,40,0,0,208,60,0,0,0,0,0,0,0,12,7,7,13,7,7,0,40,24,0,0,22,0,0
65,91,Scout Halftrack,71,scout APC,8,recon,1944,6,1949,0,3,5,3,26,40,0,90,0,1,1,0,9,8,226,0,0,140,60,0,0,0,139,60,0,139,60,0,0,0,0,15,8,8,16,8,8,0,0,24,0,0,22,0,0
66,91,M3A1 Halftrack,21,armed halftrack,2,armor,1944,11,1949,0,3,2,3,32,40,0,93,0,1,1,0,9,113,226,0,0,140,60,0,0,0,139,60,0,0,0,0,0,0,0,12,7,7,13,7,7,0,40,24,0,0,22,0,0
67,91,M16 MGMC,64,SP flak,6,anti-air,1944,6,1949,0,3,4,2,39,38,0,90,0,4,2,0,9,2,226,0,0,215,40,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,13,0,0,0,40,24,0,0,22,0,0
68,91,M5 Halftrack SA,58,tank destroyer,5,anti-tank,1943,1,1943,0,3,6,3,39,40,0,22,0,4,2,0,9,7,226,0,0,9,80,25,0,0,139,80,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,24,0,0,22,0,0
70,91,Wolverine,60,turreted tank destroyer,5,anti-tank,1944,1,1949,0,3,5,4,141,30,0,91,0,4,4,0,7,6,228,0,1,62,18,22,0,6,140,60,0,0,0,0,0,0,0,51,21,21,57,25,25,0,0,52,38,38,45,15,30
71,91,M7 Priest HMC,48,SP artillery,4,artillery,1944,4,1949,0,4,4,2,80,26,0,93,0,2,1,0,5,0,228,0,0,71,50,0,4,0,140,60,0,0,0,0,0,0,0,51,38,38,15,13,13,0,0,35,0,17,30,0,0
72,91,M8 Greyhound,78,armored car,8,recon,1943,12,1949,0,2,4,1,75,52,0,91,0,4,2,0,7,4,226,0,0,16,32,70,0,10,140,60,0,177,60,0,0,0,0,17,10,10,26,19,19,0,0,42,18,12,0,20,5
73,91,M20 Scout,77,light armored car,8,recon,1943,10,1949,0,2,2,1,24,54,0,93,0,1,1,0,9,4,226,0,0,140,90,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10,19,10,10,0,0,42,18,12,42,18,12
74,91,M3 Halftrack,21,armed halftrack,2,armor,1944,6,1949,0,3,2,3,31,40,0,93,0,1,1,0,9,113,226,0,0,140,60,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,13,7,7,0,40,24,0,0,22,0,0
75,91,M5 Halftrack,37,halftrack,3,APC,1943,1,1949,0,3,2,3,28,40,0,22,0,1,1,0,9,113,226,0,0,139,60,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,16,8,8,0,0,24,0,0,22,0,0
76,91,Chevy 1-1/2ton,85,medium truck,10,transport,1943,12,1949,0,3,2,4,15,29,0,50,0,0,0,0,9,112,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,91,Fargo 2-1/2ton,85,medium truck,10,transport,1943,12,1949,0,4,2,4,18,23,0,51,0,0,0,0,9,118,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,91,Jeep .30cal,70,scout vehicle,8,recon,1943,5,1949,0,2,2,1,12,48,0,90,0,1,1,0,9,104,105,0,0,139,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
79,91,Canon 6pdr AC,55,AT gun,5,anti-tank,1943,1,1943,0,1,6,0,26,1,0,60,0,3,3,0,7,0,105,0,0,29,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,91,SAS Jeep,70,scout vehicle,8,recon,1943,1,1945,0,2,2,1,15,44,0,93,0,1,1,0,9,6,110,0,0,226,60,0,0,0,206,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
81,91,Canon 57mm AC,55,AT gun,5,anti-tank,1943,12,1949,0,1,5,0,30,1,0,82,0,3,3,0,7,0,105,0,0,27,0,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,91,Canon 3in AC,55,AT gun,5,anti-tank,1943,7,1949,0,1,6,0,71,1,0,80,0,3,4,0,7,0,106,0,0,244,20,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,91,75mm Pack How,47,howitzer,4,artillery,1943,1,1949,0,1,6,0,35,4,0,91,0,2,1,0,8,0,105,0,0,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,91,75mm Obusier,47,howitzer,4,artillery,1943,1,1943,0,1,4,0,40,1,0,12,0,2,1,0,6,0,106,0,0,33,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,91,25pdr Field Gun,47,howitzer,4,artillery,1943,1,1945,0,2,6,0,41,1,0,91,0,2,1,0,6,0,106,0,0,63,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,91,105mm Howitzer,47,howitzer,4,artillery,1943,1,1949,0,1,8,0,49,1,0,92,0,2,1,0,5,0,108,0,0,71,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,91,Mortier Section,42,mortar,4,artillery,1944,1,1949,0,1,4,0,19,9,0,90,0,2,0,0,9,0,0,0,0,89,50,0,0,0,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,91,FF Mortier,42,mortar,4,artillery,1943,1,1943,0,1,4,0,28,4,0,80,0,2,0,0,8,0,0,0,0,37,50,0,0,0,247,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,Mortier Section,42,mortar,4,artillery,1944,1,1949,0,1,5,0,28,4,0,90,0,2,0,0,8,0,0,0,0,59,50,0,0,0,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,Sapeurs HQ,7,motorized engineers,0,infantry,1943,1,1949,0,1,8,0,20,10,0,43,0,0,0,0,9,0,0,0,0,242,50,0,0,0,87,10,0,232,40,0,116,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,91,Legion HQ,0,light infantry,0,infantry,1943,1,1945,0,1,8,0,18,10,0,43,0,0,0,0,9,0,0,0,0,242,50,0,0,0,87,10,0,232,40,0,114,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,91,Compagnie HQ,0,light infantry,0,infantry,1943,1,1945,0,1,8,0,15,9,0,40,0,0,0,0,9,0,0,0,0,242,50,0,0,0,86,6,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,91,Platoon HQ,82,platoon HQ,9,C&C,1943,1,1945,0,1,7,0,13,9,0,42,0,0,0,0,9,0,0,0,0,242,40,0,0,0,86,4,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,91,FF Lt Mortier,41,light mortar,4,artillery,1943,1,1943,0,0,2,0,18,9,0,93,0,2,0,0,9,0,0,0,0,107,50,0,0,0,247,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,91,Bazooka Team,54,AT infantry,5,anti-tank,1943,11,1945,0,0,2,0,15,9,0,11,0,0,0,0,9,0,0,0,0,91,0,10,0,0,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,91,Bazooka Team,54,AT infantry,5,anti-tank,1944,10,1949,0,0,2,0,18,9,0,11,0,0,0,0,9,0,0,0,0,184,0,10,0,0,232,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,91,Fusil Section,1,infantry,0,infantry,1943,1,1943,0,1,12,0,21,9,0,10,0,0,0,0,9,0,0,0,0,242,50,0,0,0,86,8,0,97,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,91,Fusil Section,1,infantry,0,infantry,1943,11,1945,0,1,12,0,20,9,0,10,0,0,0,0,9,0,0,0,0,236,50,0,0,0,88,8,0,113,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,91,Airborne Sectn,12,airborne infantry,0,infantry,1944,11,1949,0,1,10,0,24,10,0,73,0,0,0,0,9,0,0,0,0,112,50,0,0,0,88,8,0,113,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,91,Sapeurs,8,armored engineers,0,infantry,1943,1,1945,0,1,10,0,24,9,0,20,0,0,0,0,9,0,0,0,0,236,50,0,0,0,88,16,0,113,50,0,185,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,91,Legionnaires,14,elite infantry,0,infantry,1943,11,1945,0,1,12,0,40,10,0,50,0,0,0,0,9,0,0,0,0,112,50,0,0,0,93,12,4,113,50,0,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,91,Legionnaires,14,elite infantry,0,infantry,1943,1,1943,0,1,10,0,21,10,0,22,0,0,0,0,9,0,0,0,0,178,50,0,0,0,199,8,0,95,50,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,91,Sapeurs,8,armored engineers,0,infantry,1943,1,1945,0,1,10,0,25,9,0,20,0,0,0,0,9,0,0,0,0,234,50,0,0,0,84,0,4,113,50,0,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,91,75mm Obus Btry,49,offboard artillery,4,artillery,1943,1,1943,0,2,24,0,78,0,0,92,0,2,0,0,8,0,255,0,0,33,40,0,0,0,33,40,0,33,40,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,91,Airborne HQ,82,platoon HQ,9,C&C,1944,11,1949,0,1,7,0,13,9,0,43,0,0,0,0,9,0,0,0,0,242,40,0,0,0,86,4,0,114,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,91,155mm Obusier,47,howitzer,4,artillery,1943,1,1943,0,2,10,0,61,0,0,90,0,2,1,0,4,0,210,0,0,110,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,91,75mm FG Btry,49,offboard artillery,4,artillery,1944,1,1949,0,1,18,0,58,0,0,90,0,2,0,0,10,0,255,0,0,34,40,0,0,0,34,40,0,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,91,155mm Field Gun,47,howitzer,4,artillery,1944,1,1949,0,2,10,0,55,0,0,92,0,2,1,0,4,0,210,0,0,96,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,91,155mm Field Gun,47,howitzer,4,artillery,1943,1,1943,0,2,10,0,55,0,0,92,0,2,1,0,4,0,210,0,0,104,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,91,155mm FG Btry,49,offboard artillery,4,artillery,1944,1,1949,0,2,30,0,101,0,0,92,0,2,0,0,5,0,255,0,0,96,40,0,0,0,96,40,0,96,40,0,96,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,91,155mm Obus Btry,49,offboard artillery,4,artillery,1943,1,1943,0,2,30,0,95,0,0,92,0,2,0,0,5,0,255,0,0,110,40,0,0,0,110,40,0,110,40,0,110,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,91,105mm FH Btry,49,offboard artillery,4,artillery,1943,1,1949,0,2,24,0,84,0,0,91,0,2,0,0,6,0,255,0,0,71,40,0,0,0,71,40,0,71,40,0,71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
