rid,name,nation,start_mo,special,X1,X2,X3,X4,X5,X6,X7,X8,start_yr,end_yr,purchscrn,type,ERID[1],ECNT[1],ERID[2],ECNT[2],ERID[3],ECNT[3],ERID[4],ECNT[4],ERID[5],ECNT[5],ERID[6],ECNT[6],ERID[7],ECNT[7],ERID[8],ECNT[8],ERID[9],ECNT[9],ERID[10],ECNT[10]
49,SP ATG Battery,72,7,0,0,0,0,0,0,0,0,0,43,45,1,1,10,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Motorcycle Co,72,1,1,0,0,0,0,0,0,0,0,35,45,4,2,234,1,1077,1,1077,1,1077,1,1078,1,0,0,0,0,0,0,0,0,0,0
51,AA Gun Battery,72,1,0,0,0,0,0,0,0,0,0,30,49,2,1,218,1,218,1,218,1,218,1,0,0,0,0,0,0,0,0,0,0,0,0
52,AA Gun Section,72,1,0,0,0,0,0,0,0,0,0,30,49,2,1,218,1,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,HQ Command Post,72,1,10,0,0,0,0,0,0,0,0,30,49,4,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,AT Gun Btln,72,1,0,0,0,0,0,0,0,0,0,35,43,2,2,107,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Inf Gun Battery,72,1,2,0,0,0,0,0,0,0,0,30,46,2,2,107,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Mortar Battery,72,1,2,0,0,0,0,0,0,0,0,34,49,2,1,107,1,20,1,20,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0
57,Alpini Wpns Plt,72,1,12,0,0,0,0,0,0,0,0,30,40,5,1,220,1,179,1,179,1,161,1,161,1,161,1,225,1,225,1,225,1,225,1
58,Combat Eng Co.,72,3,11,0,0,0,0,0,0,0,0,41,45,3,2,69,1,1069,1,1069,1,1069,1,1066,1,0,0,0,0,0,0,0,0,0,0
59,Alpini Ski Plt,72,12,11,0,0,0,0,0,0,0,0,40,43,3,1,182,1,182,1,182,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0
60,Alpini Ski Co,72,12,11,0,0,0,0,0,0,0,0,40,43,3,2,182,1,1059,1,1059,1,1059,1,0,0,0,0,0,0,0,0,0,0,0,0
61,Blackshirt Plt,72,1,0,0,0,0,0,0,0,0,0,30,43,3,1,107,1,25,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0
62,Blackshirt Co,72,1,1,0,0,0,0,0,0,0,0,30,43,3,2,69,1,1061,1,1061,1,1061,1,1016,1,1017,1,1066,1,0,0,0,0,0,0
63,Flame Tank Plt,72,4,0,0,0,0,0,0,0,0,0,35,44,1,1,65,1,65,1,65,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Trench Mortar,72,1,0,0,0,0,0,0,0,0,0,30,40,2,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,HMG Platoon,72,1,0,0,0,0,0,0,0,0,0,30,49,3,1,21,1,21,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Lt Mortar Plt,72,1,2,0,0,0,0,0,0,0,0,35,45,2,1,107,1,161,1,161,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0
67,Tankette Co,72,7,1,0,0,0,0,0,0,0,0,33,42,1,2,1,1,1005,1,1005,1,1005,1,1063,1,0,0,0,0,0,0,0,0,0,0
68,Alpini Gun Sec,72,1,12,0,0,0,0,0,0,0,0,30,43,2,1,19,1,19,1,225,1,225,1,0,0,0,0,0,0,0,0,0,0,0,0
69,Combat Eng Plt,72,3,10,0,0,0,0,0,0,0,0,41,45,3,1,123,1,123,1,123,1,127,1,127,1,0,0,0,0,0,0,0,0,0,0
70,LMG Section,72,1,0,0,0,0,0,0,0,0,0,30,45,3,1,127,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Tank Platoon,72,11,0,0,0,0,0,0,0,0,0,40,45,1,1,4,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
72,Alpini Wpns Plt,72,1,12,0,0,0,0,0,0,0,0,40,43,5,1,221,1,179,1,179,1,161,1,161,1,161,1,225,1,225,1,225,1,225,1
73,Arm Car Section,72,1,1,0,0,0,0,0,0,0,0,30,46,1,1,93,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Lt Tank Co ,72,4,1,0,0,0,0,0,0,0,0,41,44,1,2,2,1,1006,1,1006,1,1006,1,0,0,0,0,0,0,0,0,0,0,0,0
75,Engineer Plt,72,1,0,0,0,0,0,0,0,0,0,30,45,3,1,83,1,83,1,83,1,83,1,84,1,0,0,0,0,0,0,0,0,0,0
76,CCNN Force,72,1,1,0,0,0,0,0,0,0,0,35,43,3,2,69,1,1160,1,1061,1,1061,1,1097,1,1065,1,1066,1,1012,1,1013,1,0,0
77,Motorcycle Plt,72,1,1,0,0,0,0,0,0,0,0,35,45,4,1,236,1,236,1,236,1,236,1,0,0,0,0,0,0,0,0,0,0,0,0
78,Mtrcycle MG Plt,72,1,1,0,0,0,0,0,0,0,0,35,45,4,1,238,1,238,1,238,1,238,1,0,0,0,0,0,0,0,0,0,0,0,0
79,Camel Squadron,72,1,1,0,0,0,0,0,0,0,0,30,41,4,2,125,1,1022,1,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Cavalry Platoon,72,1,0,0,0,0,0,0,0,0,0,30,43,4,1,233,1,233,1,233,1,233,1,0,0,0,0,0,0,0,0,0,0,0,0
81,Cavalry Sqdrn,72,1,1,0,0,0,0,0,0,0,0,36,43,4,2,233,1,1080,1,1080,1,1080,1,0,0,0,0,0,0,0,0,0,0,0,0
82,Paratroop Plt,72,1,10,0,0,0,0,0,0,0,0,38,45,3,1,178,1,178,1,178,1,178,1,127,1,127,1,72,1,72,1,0,0,0,0
83,Paratroop Co,72,1,11,0,0,0,0,0,0,0,0,38,45,3,2,69,1,1082,1,1082,1,1082,1,1017,1,1041,1,0,0,0,0,0,0,0,0
84,Cargo Aircraft,72,2,0,0,0,0,0,0,0,0,0,38,49,4,1,71,1,71,1,71,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0
85,ENR MG Sec,72,1,0,0,0,0,0,0,0,0,0,44,45,5,1,199,1,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Inf Tank Sec,72,1,0,0,0,0,0,0,0,0,0,30,43,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Inf Tank Plt,72,1,0,0,0,0,0,0,0,0,0,30,43,1,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
88,Inf Tank Co,72,1,1,0,0,0,0,0,0,0,0,30,43,1,2,3,1,1086,1,1086,1,1086,1,0,0,0,0,0,0,0,0,0,0,0,0
89,SS Italiane Plt,72,12,10,0,0,0,0,0,0,0,0,43,45,3,1,107,1,229,1,229,1,229,1,229,1,0,0,0,0,0,0,0,0,0,0
90,Bicycle Platoon,72,1,1,0,0,0,0,0,0,0,0,30,36,3,1,219,1,219,1,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Bicycle Company,72,1,1,0,0,0,0,0,0,0,0,30,36,3,2,219,1,1090,1,1090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Wheeled APC Sec,72,5,0,0,0,0,0,0,0,0,0,41,45,4,1,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Scout Vehicles,72,3,1,0,0,0,0,0,0,0,0,42,45,4,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Wheeled APC Plt,72,5,0,0,0,0,0,0,0,0,0,41,45,4,1,57,1,57,1,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0
95,SPAA Section,72,1,0,0,0,0,0,0,0,0,0,35,46,2,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,SPAA Battery,72,1,0,0,0,0,0,0,0,0,0,35,46,2,2,107,1,5,1,1095,1,1095,1,0,0,0,0,0,0,0,0,0,0,0,0
97,Spec Forces Plt,72,1,11,0,0,0,0,0,0,0,0,35,44,3,1,185,1,185,1,185,1,185,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Engineer Plt,72,1,0,0,0,0,0,0,0,0,0,46,49,3,1,85,1,85,1,85,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0
99,CIL MG Platoon,72,12,0,0,0,0,0,0,0,0,0,43,45,3,1,116,1,116,1,116,1,116,1,0,0,0,0,0,0,0,0,0,0,0,0
100,CIL Rifle Plt,72,12,0,0,0,0,0,0,0,0,0,43,45,3,1,107,1,120,1,120,1,120,1,120,1,122,1,0,0,0,0,0,0,0,0
101,CIL Mot Inf Plt,72,1,0,0,0,0,0,0,0,0,0,44,45,3,1,107,1,120,1,120,1,120,1,122,1,119,1,119,1,119,1,119,1,0,0
102,Motor AA Btry,72,1,0,0,0,0,0,0,0,0,0,35,45,5,1,218,1,218,1,218,1,218,1,213,1,213,1,213,1,213,1,0,0,0,0
103,Motor AT Sec,72,1,0,0,0,0,0,0,0,0,0,35,43,5,1,16,1,16,1,213,1,213,1,0,0,0,0,0,0,0,0,0,0,0,0
104,CIL Mortar Sec,72,12,2,0,0,0,0,0,0,0,0,43,45,2,1,115,1,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,CIL Mortar Plt,72,1,2,0,0,0,0,0,0,0,0,44,45,2,1,115,1,115,1,115,1,115,1,0,0,0,0,0,0,0,0,0,0,0,0
106,CIL Rifle Co,72,1,1,0,0,0,0,0,0,0,0,44,45,3,2,70,1,1100,1,1100,1,1100,1,1099,1,0,0,0,0,0,0,0,0,0,0
107,CIL Mot Inf Co,72,1,1,0,0,0,0,0,0,0,0,44,45,3,2,70,1,119,1,1101,1,1101,1,1101,1,1099,1,1025,1,0,0,0,0,0,0
108,CIL ATG Btry,72,1,0,0,0,0,0,0,0,0,0,44,49,2,1,111,1,111,1,111,1,111,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Autocannone Bty,72,10,0,0,0,0,0,0,0,0,0,40,45,2,1,166,1,166,1,166,1,166,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Autocannone Grp,72,10,1,0,0,0,0,0,0,0,0,40,45,2,2,106,1,5,1,1109,1,1109,1,1095,1,0,0,0,0,0,0,0,0,0,0
111,Alpini Platoon,72,1,10,0,0,0,0,0,0,0,0,30,40,3,1,220,1,220,1,220,1,220,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Alpini Company,72,1,11,0,0,0,0,0,0,0,0,30,40,3,2,220,1,1111,1,1111,1,1111,1,1057,1,0,0,0,0,0,0,0,0,0,0
113,Alpini Ski Plt,72,1,10,0,0,0,0,0,0,0,0,46,49,3,1,243,1,184,1,184,1,184,1,181,1,0,0,0,0,0,0,0,0,0,0
114,Marine Company,72,1,11,0,0,0,0,0,0,0,0,30,43,3,2,69,1,1004,1,1004,1,1004,1,1017,1,0,0,0,0,0,0,0,0,0,0
115,Navy Saboteurs,72,1,11,0,0,0,0,0,0,0,0,42,45,3,1,186,1,186,1,186,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0
116,GGFF Mech Pln,72,5,10,0,0,0,0,0,0,0,0,41,43,3,1,107,1,80,1,80,1,80,1,80,1,72,1,51,1,51,1,51,1,0,0
117,GGFF Mech Co,72,5,11,0,0,0,0,0,0,0,0,41,43,3,2,69,1,57,1,1116,1,1116,1,1116,1,1065,1,1066,1,1020,1,0,0,0,0
118,Human Torpedoes,72,11,0,0,0,0,0,0,0,0,0,40,45,4,1,145,1,145,1,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Alpini Ski Co,72,1,11,0,0,0,0,0,0,0,0,46,49,3,2,69,1,1113,1,1113,1,1113,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Carrier Section,72,12,0,0,0,0,0,0,0,0,0,43,45,4,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Motor AT Plt,72,1,0,0,0,0,0,0,0,0,0,35,43,5,1,16,1,16,1,16,1,16,1,213,1,213,1,213,1,213,1,0,0,0,0
122,Bersaglieri Co,72,1,11,0,0,0,0,0,0,0,0,30,43,3,2,69,1,1003,1,1003,1,1003,1,1041,1,1017,1,1066,1,0,0,0,0,0,0
123,Bersaglieri Grp,72,1,11,0,0,0,0,0,0,0,0,42,43,1,2,104,1,1009,1,1071,1,1008,1,1038,1,1038,1,1039,1,1109,1,1121,1,1095,1
124,Assault Group,72,5,11,0,0,0,0,0,0,0,0,41,43,1,2,105,1,1009,1,1006,1,1008,1,1116,1,1069,1,1016,1,1020,1,1095,1,1109,1
125,Saharan Recon ,72,5,1,0,0,0,0,0,0,0,0,42,43,1,1,135,1,240,1,240,1,134,1,136,1,136,1,0,0,0,0,0,0,0,0
126,HQ Staff Co,72,1,1,0,0,0,0,0,0,0,0,30,45,3,2,69,1,24,1,24,1,1070,1,1026,1,1018,1,234,1,1162,1,1160,1,1093,1
127,Heavy Tank Pltn,72,9,0,0,0,0,0,0,0,0,0,43,45,1,1,148,1,148,1,148,1,148,1,0,0,0,0,0,0,0,0,0,0,0,0
128,L&L Tank Sec,72,7,0,0,0,0,0,0,0,0,0,43,45,1,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Tank Section,72,11,0,0,0,0,0,0,0,0,0,40,45,1,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,CIL Group,72,1,1,0,0,0,0,0,0,0,0,44,45,3,2,70,1,1160,1,1156,1,1049,1,1100,1,1100,1,1183,1,1099,1,1104,1,1153,1
131,Lt Arm Car Plt,72,3,1,0,0,0,0,0,0,0,0,43,46,1,1,171,1,171,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0
132,Lt Arm Car Sec,72,3,1,0,0,0,0,0,0,0,0,43,46,1,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Reserve Platoon,72,1,20,0,0,0,0,0,0,0,0,30,42,3,1,107,1,204,1,204,1,204,1,127,1,0,0,0,0,0,0,0,0,0,0
134,Alpini Platoon,72,1,10,0,0,0,0,0,0,0,0,40,43,3,1,221,1,221,1,221,1,221,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Alpini Company,72,1,11,0,0,0,0,0,0,0,0,40,43,3,2,221,1,1134,1,1134,1,1134,1,1072,1,0,0,0,0,0,0,0,0,0,0
136,Reserve Company,72,1,21,0,0,0,0,0,0,0,0,30,42,3,2,69,1,1133,1,1133,1,1133,1,1016,1,0,0,0,0,0,0,0,0,0,0
137,ENR Rifle Plt,72,1,10,0,0,0,0,0,0,0,0,44,46,3,1,157,1,50,1,50,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0
138,ENR Rifle Co,72,1,11,0,0,0,0,0,0,0,0,44,46,3,2,69,1,1137,1,1137,1,1137,1,1085,1,1015,1,0,0,0,0,0,0,0,0
139,Fort Guns,72,1,0,0,0,0,0,0,0,0,0,30,40,2,1,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Fort,72,1,0,0,0,0,0,0,0,0,0,30,49,4,1,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,AT Portee Plt,72,9,0,0,0,0,0,0,0,0,0,40,43,1,1,215,1,215,1,215,1,215,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Airborne Plt,72,1,10,0,0,0,0,0,0,0,0,46,49,3,1,203,1,203,1,203,1,203,1,0,0,0,0,0,0,0,0,0,0,0,0
143,Tankette Sec,72,7,1,0,0,0,0,0,0,0,0,33,45,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Airborne Co,72,1,11,0,0,0,0,0,0,0,0,46,49,3,2,69,1,203,1,203,1,203,1,1016,1,0,0,0,0,0,0,0,0,0,0
145,CIL Mot ATG Bty,72,1,0,0,0,0,0,0,0,0,0,44,49,5,1,111,1,111,1,111,1,111,1,117,1,117,1,117,1,117,1,0,0,0,0
146,L&L Tank Co,72,7,1,0,0,0,0,0,0,0,0,43,45,1,2,90,1,1147,1,1147,1,1147,1,0,0,0,0,0,0,0,0,0,0,0,0
147,L&L Tank Plt,72,7,0,0,0,0,0,0,0,0,0,43,45,1,1,90,1,90,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0
148,Prime Mover Sec,72,1,0,0,0,0,0,0,0,0,0,30,45,4,1,213,1,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Prime Mover Plt,72,1,1,0,0,0,0,0,0,0,0,30,45,4,1,213,1,213,1,213,1,213,1,0,0,0,0,0,0,0,0,0,0,0,0
150,Supply Unit,72,1,0,0,0,0,0,0,0,0,0,30,49,4,1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Barge Carrier,72,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Fast Attk Craft,72,6,0,0,0,0,0,0,0,0,0,36,45,4,1,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,CIL Mot ATG Sec,72,1,0,0,0,0,0,0,0,0,0,44,49,5,1,111,1,111,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0
154,SP ATG Section,72,7,0,0,0,0,0,0,0,0,0,43,46,1,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Lt Utility Sec,72,1,0,0,0,0,0,0,0,0,0,30,49,4,1,195,1,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Capt Arm'd Cars,72,1,0,0,0,0,0,0,0,0,0,42,43,1,1,193,1,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Jeep Section,72,12,0,0,0,0,0,0,0,0,0,43,49,4,1,194,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Landing Barges,72,1,0,0,0,0,0,0,0,0,0,35,49,4,4,227,1,227,1,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0
159,Barge Carriers,72,1,0,0,0,0,0,0,0,0,0,30,49,4,1,248,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Recon Squad,72,1,1,0,0,0,0,0,0,0,0,30,45,3,1,239,1,240,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,+AI 30/49 pick+,72,1,11,0,0,0,0,0,0,0,0,30,49,5,2,237,1,48,1,1160,1,1160,1,1155,1,1155,1,1155,1,1077,1,0,0,0,0
162,Forward Obs,72,1,11,0,0,0,0,0,0,0,0,30,49,2,1,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,FO Vehicle,72,1,11,0,0,0,0,0,0,0,0,30,49,2,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Wagon Section,72,1,0,0,0,0,0,0,0,0,0,30,45,4,1,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Mule Team Sec,72,1,0,0,0,0,0,0,0,0,0,30,49,4,1,222,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Gun Team Sec,72,1,0,0,0,0,0,0,0,0,0,30,45,4,1,223,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
