id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
20,81,Guard Tank Co,4,elite recon,2,company,1,armor,1941,10,1949,28,1,1019,1,1019,1,1019,1,0,0,0,0,0,0,0,0,0,0,0,0
21,81,Hvy Tank Plt,0,average,1,platoon,1,armor,1939,12,1949,33,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,81,T-35 Tank Plt,0,average,1,platoon,1,armor,1933,10,1941,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,81,Hvy Tank Co,1,recon,2,company,1,armor,1939,12,1949,33,1,1021,1,1021,1,1021,1,0,0,0,0,0,0,0,0,0,0,0,0
24,81,TD Section,0,average,1,platoon,1,armor,1941,6,1949,189,1,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,81,TD Battery,0,average,1,platoon,1,armor,1941,9,1949,189,1,189,1,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,81,TD Battalion,1,recon,2,company,1,armor,1941,9,1949,189,1,1025,1,1025,1,1025,1,1025,1,0,0,0,0,0,0,0,0,0,0
27,81,SP Gun Section,2,dedicated artillery,1,platoon,2,artillery,1933,1,1949,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,81,+AI Defend-1+++,4,elite recon,2,company,5,*AI*,1933,1,1949,53,1,1024,1,1015,1,1030,1,1129,1,1132,1,1132,1,1109,1,1136,1,0,0
29,81,SP Gun Btln,1,recon,2,company,2,artillery,1933,1,1949,155,1,1062,1,1062,1,1062,1,1062,1,0,0,0,0,0,0,0,0,0,0
30,81,Hvy TD Section,0,average,1,platoon,1,armor,1944,11,1949,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,81,Hvy TD Battery,0,average,1,platoon,1,armor,1944,11,1949,57,1,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,81,Hvy TD Btln,1,recon,2,company,1,armor,1944,11,1949,57,1,1031,1,1031,1,1031,1,1031,1,0,0,0,0,0,0,0,0,0,0
33,81,Mine Clear Plt,0,average,1,platoon,1,armor,1943,10,1949,72,1,72,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,81,Flame Tank Plt,0,average,1,platoon,1,armor,1938,8,1949,70,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,81,Light Recon Plt,1,recon,1,platoon,4,miscellaneous,1940,1,1943,132,1,89,1,125,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0
36,81,Lend Lease Sec,0,average,1,platoon,1,armor,1942,4,1944,65,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,81,Lend Lease Plt,0,average,1,platoon,1,armor,1942,4,1944,65,1,65,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,81,Lend Lease Co,1,recon,2,company,1,armor,1942,4,1944,65,1,1037,1,1037,1,1037,1,0,0,0,0,0,0,0,0,0,0,0,0
39,81,Captured Tanks,0,average,1,platoon,4,miscellaneous,1942,1,1945,73,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,81,Strike Aircraft,0,average,1,platoon,2,artillery,1940,9,1949,194,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,81,Cargo Aircraft,0,average,1,platoon,4,miscellaneous,1939,1,1949,182,1,182,1,182,1,182,1,0,0,0,0,0,0,0,0,0,0,0,0
42,81,Gliders,0,average,1,platoon,4,miscellaneous,1943,1,1949,183,1,183,1,183,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0
43,81,Utility Veh Sec,0,average,1,platoon,4,miscellaneous,1935,1,1949,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,81,Truck Section,0,average,1,platoon,4,miscellaneous,1930,1,1949,84,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,81,Truck Platoon,0,average,1,platoon,4,miscellaneous,1930,1,1949,84,1,84,1,84,1,84,1,84,1,0,0,0,0,0,0,0,0,0,0
46,81,Hvy Truck Sec,0,average,1,platoon,4,miscellaneous,1936,1,1949,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,81,Hvy Truck Plt,0,average,1,platoon,4,miscellaneous,1936,1,1949,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0
48,81,Lt Tank Company,1,recon,2,company,1,armor,1932,1,1945,21,1,22,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0
49,81,NKVD Detachment,4,elite recon,1,platoon,3,infantry,1941,7,1945,154,1,117,1,120,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,Scout Car Sec,1,recon,1,platoon,4,miscellaneous,1930,1,1949,89,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,Scout Car Plt,1,recon,1,platoon,4,miscellaneous,1930,1,1949,89,1,89,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,Halftrack Sec,0,average,1,platoon,4,miscellaneous,1942,10,1949,91,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,Halftrack Plt,0,average,1,platoon,4,miscellaneous,1942,10,1949,91,1,91,1,91,1,91,1,91,1,0,0,0,0,0,0,0,0,0,0
54,81,Pack Mule Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,81,Gun Team Sec,0,average,1,platoon,4,miscellaneous,1930,1,1945,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81,Wagon Section,0,average,1,platoon,4,miscellaneous,1930,1,1949,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,81,AA Gun Section,0,average,1,platoon,2,artillery,1931,1,1949,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,81,AA Gun Battery,0,average,1,platoon,2,artillery,1931,1,1949,100,1,100,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0
59,81,Wheeled AA Sec,0,average,1,platoon,2,artillery,1931,1,1949,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,81,Wheeled AA Btry,0,average,1,platoon,2,artillery,1931,1,1949,75,1,75,1,75,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0
61,81,Utility Vehicle,0,average,1,platoon,4,miscellaneous,1935,1,1949,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,81,SP Gun Battery,2,dedicated artillery,1,platoon,2,artillery,1933,1,1949,155,1,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,81,Command Post HQ,3,elite,1,platoon,4,miscellaneous,1930,1,1949,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,81,Ammo Dump,0,average,1,platoon,4,miscellaneous,1930,1,1949,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,81,++AI Defence+++,4,elite recon,2,company,5,*AI*,1930,1,1949,233,1,1189,1,1132,1,1024,1,1162,1,1184,1,1109,1,1109,1,1112,1,0,0
66,81,Fort,0,average,1,platoon,4,miscellaneous,1930,1,1949,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,81,Inf Tank Sec,0,average,1,platoon,1,armor,1931,9,1942,142,1,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,81,Inf Tank Plt,0,average,1,platoon,1,armor,1931,9,1942,142,1,142,1,142,1,142,1,142,1,0,0,0,0,0,0,0,0,0,0
69,81,Inf Tank Co,1,recon,2,company,1,armor,1930,1,1942,142,1,142,1,1068,1,1068,1,1068,1,0,0,0,0,0,0,0,0,0,0
70,81,Halftrack,0,average,1,platoon,4,miscellaneous,1942,10,1949,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,81,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1945,154,1,118,1,117,1,117,1,117,1,0,0,0,0,0,0,0,0,0,0
72,81,Rifle Company,1,recon,2,company,3,infantry,1930,1,1940,210,1,1071,1,1071,1,1071,1,1116,1,0,0,0,0,0,0,0,0,0,0
73,81,Hvy Tank Sec,0,average,1,platoon,1,armor,1939,12,1949,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,81,**AI Infantry**,1,recon,2,company,5,*AI*,1936,1,1949,210,1,1071,1,1072,1,1077,1,1075,1,1127,1,1109,1,1112,1,1139,1,0,0
75,81,Guards Platoon,3,elite,1,platoon,3,infantry,1941,6,1945,154,1,203,1,119,1,119,1,119,1,0,0,0,0,0,0,0,0,0,0
76,81,Guards Company,4,elite recon,2,company,3,infantry,1941,6,1945,210,1,1107,1,1075,1,1075,1,1075,1,168,1,1181,1,0,0,0,0,0,0
77,81,SMG Platoon,0,average,1,platoon,3,infantry,1941,6,1945,154,1,120,1,120,1,120,1,120,1,0,0,0,0,0,0,0,0,0,0
78,81,SMG Company,1,recon,2,company,3,infantry,1941,6,1945,210,1,1077,1,1077,1,1077,1,1181,1,0,0,0,0,0,0,0,0,0,0
79,81,Mortar Squad,2,dedicated artillery,1,platoon,2,artillery,1937,1,1949,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,81,Hvy Mortar Sqd,0,average,1,platoon,2,artillery,1937,1,1949,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,Engineer Plt,0,average,1,platoon,3,infantry,1938,1,1949,121,1,121,1,121,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0
82,81,Engineer Co,1,recon,2,company,3,infantry,1938,1,1949,210,1,1081,1,1081,1,1081,1,0,0,0,0,0,0,0,0,0,0,0,0
83,81,Hvy Desant Plt ,3,elite,1,platoon,1,armor,1944,1,1949,59,1,59,1,59,1,128,1,128,1,128,1,0,0,0,0,0,0,0,0
84,81,Hvy Desant Co,4,elite recon,2,company,1,armor,1944,1,1949,38,1,128,1,1083,1,1083,1,1083,1,0,0,0,0,0,0,0,0,0,0
85,81,Paratrooper Plt,3,elite,1,platoon,3,infantry,1941,6,1949,154,1,124,1,124,1,124,1,0,0,0,0,0,0,0,0,0,0,0,0
86,81,Paratrooper Co,4,elite recon,2,company,3,infantry,1941,6,1949,210,1,1194,1,1085,1,1085,1,1085,1,1159,1,1181,1,0,0,0,0,0,0
87,81,Tank Desant Plt,0,average,1,platoon,1,armor,1941,10,1949,26,1,26,1,26,1,128,1,128,1,128,1,0,0,0,0,0,0,0,0
88,81,Tank Desant Co,1,recon,2,company,1,armor,1941,10,1949,26,1,128,1,1087,1,1087,1,1087,1,0,0,0,0,0,0,0,0,0,0
89,81,Special Ops Plt,4,elite recon,1,platoon,3,infantry,1941,6,1949,130,1,130,1,130,1,130,1,130,1,0,0,0,0,0,0,0,0,0,0
90,81,Special Ops Co,4,elite recon,2,company,5,*AI*,1941,6,1949,130,1,1089,1,1089,1,1089,1,0,0,0,0,0,0,0,0,0,0,0,0
91,81,Mot Rifle Plt,0,average,1,platoon,3,infantry,1932,6,1945,154,1,118,1,117,1,117,1,117,1,239,1,84,1,84,1,84,1,84,1
92,81,Mot Rifle Co,1,recon,2,company,3,infantry,1932,1,1945,210,1,84,1,1091,1,1091,1,1091,1,1183,1,0,0,0,0,0,0,0,0
93,81,Mot Rifle Plt,0,average,1,platoon,3,infantry,1946,1,1949,154,1,174,1,176,1,176,1,239,1,84,1,84,1,84,1,84,1,0,0
94,81,Mot Rifle Co,1,recon,2,company,3,infantry,1946,1,1949,210,1,84,1,1093,1,1093,1,1093,1,1093,1,1099,1,0,0,0,0,0,0
95,81,Mot Guards Plt,3,elite,1,platoon,3,infantry,1941,6,1945,154,1,203,1,119,1,119,1,119,1,239,1,84,1,84,1,84,1,84,1
96,81,Mot Guards Co,4,elite recon,2,company,3,infantry,1941,6,1945,210,1,84,1,1095,1,1095,1,1095,1,1183,1,0,0,0,0,0,0,0,0
97,81,Mot SMG Plt,0,average,1,platoon,3,infantry,1941,6,1945,154,1,120,1,120,1,120,1,120,1,239,1,84,1,84,1,84,1,84,1
98,81,Mot SMG Co,1,recon,2,company,3,infantry,1941,6,1945,210,1,84,1,1097,1,1097,1,1097,1,1183,1,0,0,0,0,0,0,0,0
99,81,Mot Weapons Plt,2,dedicated artillery,1,platoon,2,artillery,1946,1,1949,154,1,134,1,134,1,103,1,103,1,8,1,8,1,8,1,87,1,87,1
100,81,Guard Armor Grp,4,elite recon,2,company,1,armor,1942,3,1945,241,1,1144,1,1019,1,1021,1,1027,1,1095,1,1095,1,1095,1,1196,1,1168,1
101,81,Motorcycle Plt,1,recon,1,platoon,4,miscellaneous,1939,1,1949,125,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,81,Mtcycle LMG Plt,1,recon,1,platoon,4,miscellaneous,1939,1,1949,126,1,126,1,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,81,Motorcycle Co,1,recon,2,company,4,miscellaneous,1939,1,1945,125,1,1101,1,1101,1,1101,1,1102,1,0,0,0,0,0,0,0,0,0,0
104,81,Cavalry Band,1,recon,1,platoon,4,miscellaneous,1930,1,1943,127,1,127,1,127,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0
105,81,Tachanka Sec,0,average,1,platoon,2,artillery,1930,1,1945,229,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,81,Cavalry Force,1,recon,2,company,4,miscellaneous,1930,1,1943,127,1,1104,1,1104,1,1104,1,1104,1,1105,1,0,0,0,0,0,0,0,0
107,81,Scout Platoon,1,recon,1,platoon,3,infantry,1930,1,1949,131,1,131,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,81,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1949,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,81,Inf AT Section,0,average,1,platoon,3,infantry,1932,1,1949,166,1,166,1,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,81,MG Section,0,average,1,platoon,3,infantry,1943,1,1949,134,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,81,MG Platoon,0,average,1,platoon,3,infantry,1943,1,1949,134,1,134,1,134,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0
112,81,Hvy MG Section,0,average,1,platoon,3,infantry,1930,1,1949,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,81,Hvy MG Platoon,0,average,1,platoon,3,infantry,1930,1,1949,135,1,135,1,135,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0
114,81,Hvy Weapons Co,1,recon,2,company,2,artillery,1941,7,1949,210,1,133,1,1132,1,1134,1,1057,1,1141,1,1117,1,1117,1,0,0,0,0
115,81,Lt Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1939,1,1949,154,1,103,1,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,81,Lt Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1939,1,1949,154,1,103,1,103,1,103,1,0,0,0,0,0,0,0,0,0,0,0,0
117,81,Mortar Section,2,dedicated artillery,1,platoon,2,artillery,1937,1,1949,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,81,Mortar Battery,2,dedicated artillery,1,platoon,2,artillery,1937,1,1949,154,1,104,1,104,1,104,1,104,1,104,1,104,1,0,0,0,0,0,0
119,81,Hvy Mortar Sec,0,average,1,platoon,2,artillery,1938,1,1949,106,1,106,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,81,Hvy Mortar Btry,0,average,1,platoon,2,artillery,1938,1,1949,154,1,106,1,106,1,106,1,106,1,106,1,106,1,0,0,0,0,0,0
121,81,Howitzer Sec,0,average,1,platoon,2,artillery,1930,1,1949,108,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,81,Armd Assault Co,4,elite recon,2,company,1,armor,1943,8,1949,210,1,68,1,1144,1,1131,1,1131,1,1131,1,1034,1,1016,1,1025,1,0,0
123,81,Artillery Btry,0,average,1,platoon,2,artillery,1930,1,1949,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,81,Artillery Btln,0,average,1,platoon,2,artillery,1930,1,1949,112,1,112,1,112,1,112,1,0,0,0,0,0,0,0,0,0,0,0,0
125,81,OB Rocket Btln,0,average,1,platoon,2,artillery,1941,7,1949,152,1,152,1,152,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0
126,81,Siberian Plt,3,elite,1,platoon,3,infantry,1940,2,1945,154,1,236,1,236,1,236,1,236,1,0,0,0,0,0,0,0,0,0,0
127,81,Assault Eng Plt,3,elite,1,platoon,3,infantry,1943,1,1949,113,1,113,1,113,1,113,1,0,0,0,0,0,0,0,0,0,0,0,0
128,81,Battleship,0,average,3,naval,2,artillery,1930,1,1949,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,81,++AI-Arty++++,0,average,1,platoon,5,*AI*,1944,6,1949,115,1,112,1,151,1,105,1,0,0,0,0,0,0,0,0,0,0,0,0
130,81,Siberian Co,4,elite recon,2,company,3,infantry,1940,2,1945,210,1,1126,1,1126,1,1126,1,1181,1,0,0,0,0,0,0,0,0,0,0
131,81,Arm'd Engineers,3,elite,1,platoon,5,*AI*,1943,8,1949,54,1,54,1,54,1,113,1,113,1,113,1,0,0,0,0,0,0,0,0
132,81,ATG Section,0,average,1,platoon,2,artillery,1936,1,1949,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,81,ATG Battery,0,average,1,platoon,2,artillery,1936,1,1949,97,1,97,1,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0
134,81,Inf Gun Section,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,102,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,81,Inf Gun Battery,2,dedicated artillery,1,platoon,2,artillery,1930,1,1949,102,1,102,1,102,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0
136,81,AI Hvy Mortar++,2,dedicated artillery,1,platoon,5,*AI*,1942,1,1949,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,81,Howitzer Btry,0,average,1,platoon,2,artillery,1930,1,1949,108,1,108,1,108,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0
138,81,Truck ,0,average,1,platoon,4,miscellaneous,1930,1,1949,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,81,AI Med Mortar++,2,dedicated artillery,1,platoon,5,*AI*,1938,1,1949,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,81,Support Platoon,3,elite,1,platoon,3,infantry,1941,7,1945,168,1,168,1,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,81,AT/HMG Plt,1,recon,1,platoon,5,*AI*,1941,6,1949,136,1,138,1,138,1,136,1,138,1,138,1,0,0,0,0,0,0,0,0
142,81,Guards Platoon,3,elite,1,platoon,3,infantry,1946,1,1949,154,1,203,1,217,1,217,1,0,0,0,0,0,0,0,0,0,0,0,0
143,81,SMG Company,1,recon,2,company,3,infantry,1946,1,1949,210,1,1178,1,1178,1,1178,1,1186,1,0,0,0,0,0,0,0,0,0,0
144,81,Arm'd Recon Plt,4,elite recon,2,company,1,armor,1942,1,1949,3,1,3,1,1003,1,1003,1,1009,1,0,0,0,0,0,0,0,0,0,0
145,81,Rifle Platoon,0,average,1,platoon,3,infantry,1946,1,1949,154,1,176,1,174,1,174,1,0,0,0,0,0,0,0,0,0,0,0,0
146,81,Rifle Company,1,recon,2,company,3,infantry,1946,1,1949,210,1,1145,1,1145,1,1145,1,1186,1,0,0,0,0,0,0,0,0,0,0
147,81,Rifle Company,1,recon,2,company,3,infantry,1941,1,1945,210,1,1071,1,1071,1,1071,1,1159,1,1109,1,0,0,0,0,0,0,0,0
148,81,Mechanized Plt,0,average,1,platoon,5,*AI*,1943,1,1949,154,1,120,1,120,1,118,1,118,1,91,1,91,1,91,1,91,1,91,1
149,81,Mechanized Co,1,recon,2,company,5,*AI*,1943,1,1949,210,1,91,1,1148,1,1148,1,1148,1,1099,1,0,0,0,0,0,0,0,0
150,81,Mot Guards Co,4,elite recon,2,company,3,infantry,1946,1,1949,210,1,84,1,1164,1,1164,1,1164,1,1099,1,0,0,0,0,0,0,0,0
151,81,Recon Halftrack,1,recon,1,platoon,4,miscellaneous,1943,2,1949,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,81,Recon HT Sec,1,recon,1,platoon,4,miscellaneous,1943,2,1949,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,81,Recon HT Plt,1,recon,1,platoon,4,miscellaneous,1943,2,1949,68,1,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,81,Ammo Carrier,0,average,1,platoon,4,miscellaneous,1930,1,1949,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,81,Ammo Carriers,0,average,1,platoon,4,miscellaneous,1930,1,1949,230,1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,81,Mot SMG Co,1,recon,2,company,3,infantry,1946,1,1949,210,1,84,1,1170,1,1170,1,1170,1,1099,1,0,0,0,0,0,0,0,0
157,81,Guards Company,4,elite recon,2,company,3,infantry,1946,1,1949,210,1,1107,1,1142,1,1142,1,1142,1,1186,1,0,0,0,0,0,0,0,0
158,81,Tractor Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,141,1,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,81,LMG Section,0,average,1,platoon,3,infantry,1941,6,1949,211,1,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,81,Carrier,0,average,1,platoon,4,miscellaneous,1939,6,1949,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,81,Carrier Section,0,average,1,platoon,4,miscellaneous,1939,6,1949,242,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,81,++AI Hvy TD+++,3,elite,1,platoon,5,*AI*,1943,7,1949,232,1,232,1,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,81,Carrier Platoon,0,average,1,platoon,4,miscellaneous,1939,6,1949,242,1,242,1,242,1,242,1,242,1,0,0,0,0,0,0,0,0,0,0
164,81,Mot Guards Plt,3,elite,1,platoon,3,infantry,1946,1,1949,154,1,203,1,119,1,119,1,239,1,84,1,84,1,84,1,0,0,0,0
165,81,Forward Obs,4,elite recon,1,platoon,2,artillery,1930,1,1949,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,81,FO Vehicle,4,elite recon,1,platoon,2,artillery,1935,1,1949,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,81,Tracked FO,4,elite recon,1,platoon,2,artillery,1942,6,1949,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,81,SP Rocket Sec,2,dedicated artillery,1,platoon,2,artillery,1941,7,1949,161,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,81,SP Rocket Btry,2,dedicated artillery,1,platoon,2,artillery,1941,7,1949,161,1,161,1,161,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0
170,81,Mot SMG Plt,0,average,1,platoon,3,infantry,1946,1,1949,154,1,120,1,120,1,120,1,239,1,84,1,84,1,84,1,0,0,0,0
171,81,Ski Snipers,4,elite recon,1,platoon,5,*AI*,1941,10,1949,163,1,163,1,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
