rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,arm.B07,arm.B08,arm.B09,arm.B10,arm.B11,arm.B12,arm.B13,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,end_mo,smkdev,start_mo,B83,B84,B85,B86,text,sound,B89,B90
11,Type 95 Ha-Go,91,50,2,3,13,0,0,209,80,39,0,0,0,0,90,0,28,12,12,8,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,10,15,18,15,10,37,39,37,75,764,0,4,0,0,4,0,2,0,6,3,226,368,0,0,0,1,0,0,0,0,764,0,0,0
12,Type 95 Ha-Go,91,50,2,3,14,0,0,209,80,39,0,0,0,0,90,0,28,12,12,8,12,12,12,6,6,6,4,6,6,4,4,0,0,0,0,0,0,0,48,15,10,15,18,15,10,40,49,42,75,764,0,4,0,0,4,0,2,0,6,3,226,368,0,0,0,1,0,0,0,0,764,0,0,0
13,Type 98 Ke-Ni,91,50,2,3,18,0,0,209,72,35,0,0,0,0,90,0,32,16,12,10,16,16,16,6,12,8,8,12,10,10,6,0,0,0,0,0,0,0,44,23,52,26,18,15,12,42,49,45,75,995,0,4,0,0,4,0,2,0,6,2,226,183,0,0,0,3,0,0,0,0,995,0,0,0
14,Type 2 Ke-To,91,60,2,3,19,0,0,209,72,35,0,0,0,0,90,0,28,16,12,10,16,16,16,6,12,10,8,12,16,10,6,0,0,0,0,0,0,0,44,23,52,26,18,15,12,44,49,45,75,7541,0,4,0,0,4,0,2,0,6,2,226,185,0,0,0,7,0,0,0,0,7541,0,0,0
15,Type 4 Ke-Nu,91,60,2,3,212,0,0,209,55,27,0,0,0,0,90,0,26,12,12,8,25,25,25,10,12,10,8,12,16,10,6,0,0,0,0,0,0,0,48,15,10,20,10,10,12,45,49,57,75,991,0,4,0,20,4,0,2,0,6,2,226,194,0,0,0,1,0,0,0,0,991,0,0,0
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,M3 Keisensha,93,50,2,4,16,139,177,131,33,70,90,0,90,0,90,0,34,44,25,25,56,25,25,12,8,8,6,10,8,8,4,0,0,0,0,0,0,0,18,0,16,5,5,5,13,42,46,64,75,7507,0,4,0,0,6,0,2,0,6,2,226,17,0,0,0,1,0,0,0,0,7507,0,0,0
18,Resupply Troops,107,0,0,3,213,0,0,0,40,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,12,8,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,49,9,75,7523,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,9026,0,0,0
19,Ammo Boxes,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,49,50,75,1000,0,0,0,0,0,0,0,0,0,0,5,645,0,0,0,1,0,0,0,0,1000,0,0,0
20,Type 89 Yi-Go,13,50,3,4,4,0,0,230,60,40,0,0,0,0,60,0,16,17,15,15,17,17,17,10,16,12,10,16,16,16,6,0,0,0,0,0,0,0,28,24,36,24,18,18,10,32,43,44,75,765,0,4,0,0,5,0,2,0,6,3,226,602,0,0,0,1,0,0,0,0,765,0,0,0
21,Type 89 Yi-Go,13,60,3,4,4,0,0,230,50,40,0,0,0,0,60,0,16,17,15,15,17,17,17,10,16,12,10,16,16,16,6,0,0,0,0,0,0,0,28,24,36,24,18,18,10,44,44,50,75,765,0,4,0,10,5,0,2,0,6,3,226,602,0,0,0,1,0,0,0,0,770,0,0,0
22,Type 97 Chi-Ha,13,50,3,4,212,0,0,209,80,34,0,0,0,0,60,0,24,25,25,20,25,25,25,10,12,12,8,25,25,25,10,0,0,0,0,0,0,0,52,18,26,12,5,5,10,37,43,54,75,7508,0,4,0,0,5,0,2,0,8,3,228,604,0,0,0,3,0,0,0,0,7508,0,0,0
23,Type 97 Chi-Ha,13,60,3,4,212,0,0,209,70,34,0,0,0,0,60,0,24,30,25,20,25,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,26,12,5,5,10,44,49,60,75,7508,0,4,0,10,5,0,2,0,8,3,228,604,0,0,0,1,0,0,0,0,7508,0,0,0
24,Shinhoto Chi-Ha,13,50,4,4,23,0,0,209,60,40,0,0,0,0,60,0,26,25,25,20,25,25,25,10,44,25,25,56,25,25,12,0,0,0,0,0,0,0,52,18,26,12,5,10,12,42,49,57,75,768,0,4,0,0,5,0,2,0,8,4,228,603,0,0,1,5,0,0,0,0,768,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,Type 1 Chi-He,13,60,3,5,23,0,0,209,60,61,0,0,0,0,60,0,26,50,25,20,50,25,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,26,12,5,10,12,44,49,68,75,980,0,4,0,0,7,0,2,0,6,3,228,605,0,0,1,4,0,0,0,0,980,0,0,0
27,Type 3 Chi-Nu,13,60,3,5,45,0,0,209,35,35,0,0,0,0,60,0,24,50,25,20,50,20,25,12,17,15,15,17,17,17,10,0,0,0,0,0,0,0,48,18,26,18,14,14,12,45,49,68,75,774,0,4,0,0,5,0,2,0,6,3,228,182,0,0,0,1,0,0,0,0,774,0,0,0
28,Type 4 Chi-To,13,60,3,5,48,0,0,209,30,35,0,0,0,0,60,0,24,75,35,50,75,50,50,20,17,15,15,17,17,17,10,0,0,0,0,0,0,0,44,8,22,18,22,22,12,45,49,122,75,744,0,4,0,0,5,0,4,0,8,3,226,1031,0,0,0,4,0,0,0,0,744,0,0,0
29,Type 5 Chi-Ri,13,60,3,5,48,0,19,209,40,50,0,0,50,52,60,0,28,75,50,50,75,50,50,20,25,25,20,25,25,25,10,0,0,0,0,0,0,0,38,10,30,22,18,18,12,45,49,174,75,998,0,4,10,0,5,0,4,0,6,5,226,1032,0,0,0,12,0,0,0,0,998,0,0,0
30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,20,25,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,25,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,Type 2 Ho-I,15,50,3,5,39,0,209,0,41,22,0,0,60,0,0,0,22,50,35,25,50,35,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,18,14,18,18,10,42,49,66,75,996,0,4,0,0,5,0,2,0,8,3,228,184,0,0,0,9,0,0,0,0,996,0,0,0
33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,20,50,25,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,Type 4 Ho-Ro,21,60,3,6,223,0,0,0,18,0,0,0,0,0,0,0,20,25,20,20,25,20,0,0,50,25,20,50,20,25,12,0,0,0,0,0,0,0,52,18,26,12,5,0,10,44,49,56,75,773,0,2,0,10,4,0,1,0,0,5,230,601,0,0,0,10,0,0,0,0,773,0,0,0
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,50,75,50,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,Type 1 Ho-Ni I,21,60,3,5,44,0,0,0,30,10,0,0,0,0,0,0,22,25,25,25,50,12,0,0,75,50,50,75,50,50,20,0,0,0,0,0,0,0,52,18,26,12,5,0,22,43,49,57,75,994,0,2,0,0,6,0,1,0,0,2,226,1033,0,0,0,5,0,0,0,0,994,0,0,0
37,Type 1 Ho-Ni II,21,60,3,5,68,0,0,0,20,0,0,0,0,0,0,0,22,25,25,25,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,26,12,5,0,22,43,49,47,75,7512,0,2,0,6,6,0,1,0,0,2,226,1034,0,0,0,11,0,0,0,0,7512,0,0,0
38,Type3 Ho-Ni III,21,60,3,5,45,0,0,0,15,25,0,0,0,0,0,0,22,25,25,25,25,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,26,12,5,10,22,44,49,48,75,7513,0,2,0,0,6,0,1,0,0,3,226,188,0,0,0,7,0,0,0,0,7513,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35,25,50,35,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,Type 2 Ka-Mi,35,50,3,6,19,245,0,209,80,52,60,0,0,0,60,0,20,12,10,10,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,22,18,28,10,42,49,46,75,771,0,4,0,0,5,0,2,0,0,3,228,644,3,0,0,7,0,0,0,0,771,0,0,0
41,Type 3 Ka-Chi,35,60,3,7,23,245,0,209,45,55,60,0,0,0,60,0,18,50,20,20,50,20,20,10,25,20,20,25,20,0,0,0,0,0,0,0,0,0,35,0,0,22,18,28,10,44,49,63,75,983,0,4,0,0,5,0,2,0,0,3,228,186,3,0,0,1,0,0,0,0,983,0,0,0
42,Type 97 Dozer,37,50,3,4,23,0,0,209,60,40,0,0,0,0,60,0,18,70,25,20,25,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,13,42,49,55,75,984,0,4,0,0,5,0,2,0,6,3,226,1036,0,0,0,2,0,0,0,0,984,0,0,0
43,Eng/Flame Tank,37,50,4,5,108,0,108,209,12,0,0,0,10,0,90,0,14,17,15,15,17,17,17,10,25,25,25,50,12,0,0,0,0,0,0,0,0,0,28,24,36,24,18,18,93,34,49,70,75,992,0,4,0,0,6,0,2,0,0,4,226,236,0,0,0,1,0,0,0,0,992,0,0,0
44,Type 97 Chi-Yu,36,50,3,4,212,0,0,209,55,27,0,0,0,0,60,0,20,25,25,20,25,25,25,10,25,25,25,25,12,0,0,0,0,0,0,0,0,0,52,18,26,0,0,10,12,43,49,56,75,985,0,4,0,0,5,0,2,0,0,3,226,1043,0,0,0,5,0,0,0,0,985,0,0,0
45,75mm FH Btry,10,0,1,24,33,33,33,33,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,25,25,25,25,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,34,75,75,208,0,2,0,0,8,0,0,0,0,0,255,656,0,0,0,1,0,0,0,0,208,0,0,0
46,75mm FH Btry,10,0,1,24,35,35,35,35,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,35,45,77,75,208,0,2,0,0,8,0,0,0,0,0,255,656,0,0,0,1,0,0,0,0,208,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,10,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,75mm Mtn Btry,10,0,1,24,34,34,34,34,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,50,20,20,50,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,35,49,75,75,990,0,2,0,0,8,0,0,0,0,0,255,656,0,0,0,1,0,0,0,0,990,0,0,0
49,75mm Mtn Btry,10,0,1,24,32,32,32,32,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,70,25,20,25,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,34,74,75,756,0,2,0,0,8,0,0,0,0,0,255,656,0,0,0,1,0,0,0,0,756,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,15,17,17,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,75mm FG Btry,10,0,1,24,37,37,37,37,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,25,25,20,25,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,32,49,77,75,724,0,2,0,0,8,0,0,0,0,0,255,656,0,0,0,1,0,0,0,0,724,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,Platoon HQ,7,0,0,4,114,87,137,0,40,0,15,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,30,49,9,75,7519,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
54,Rikusentai,106,0,1,13,213,87,207,192,50,0,13,0,50,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,45,23,75,7518,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7518,0,0,0
55,Engineer HQ,102,0,0,4,114,87,137,0,40,0,15,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,30,49,12,75,7519,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1004,0,0,0
56,Assault Sqd,40,0,1,15,191,92,206,214,50,0,15,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,41,28,75,7520,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7520,0,0,0
57,Assault Sqd,40,0,1,15,191,87,207,214,50,0,15,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,45,24,75,7520,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7520,0,0,0
58,Assault Sqd,40,0,1,15,191,87,231,215,50,0,15,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,41,49,24,75,7520,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7520,0,0,0
59,Guerrillas,71,0,1,12,135,95,192,0,50,0,13,0,40,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,45,21,75,975,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,975,0,0,0
60,Infantry A Sqd,108,0,1,15,213,87,207,192,50,0,15,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,45,25,75,7520,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7520,0,0,0
61,Bicycle Squad,74,0,1,9,213,92,115,0,50,0,6,0,50,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,42,22,75,741,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,788,0,0,0
62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,Shisei Ta-Se B,22,60,3,4,247,247,0,209,40,0,40,0,0,0,60,0,22,22,18,12,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,49,55,75,7528,0,4,0,0,7,0,3,0,0,4,228,1044,0,0,0,6,0,0,0,0,7528,0,0,0
64,Shisei Ta-Se A,22,50,4,4,247,0,0,209,40,0,0,0,0,0,60,0,22,22,18,12,24,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,49,41,75,7527,0,4,0,0,9,0,3,0,0,4,228,1045,0,0,0,1,0,0,0,0,7527,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,Type 92 Yi-Ke,97,0,3,2,114,0,0,0,50,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,45,6,75,7530,0,0,0,0,9,0,0,0,108,1,224,200,0,0,0,1,0,0,0,0,7530,0,0,0
68,Ni-Ku Tractor,97,0,3,2,114,0,0,0,50,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,45,9,75,7532,0,0,0,0,9,0,0,0,211,1,224,870,0,0,0,1,0,0,0,0,7532,0,0,0
69,Type 94 Yo-Ke,97,0,3,2,114,0,0,0,50,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,45,6,75,7531,0,0,0,0,9,0,0,0,108,1,224,200,0,0,0,1,0,0,0,0,7531,0,0,0
70,Type 98 Shi-Ke,97,0,2,2,114,0,0,0,50,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,22,18,12,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,49,8,75,7529,0,0,0,0,9,0,0,0,108,1,224,198,0,0,0,1,0,0,0,0,7529,0,0,0
71,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,12,24,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,37mm AT Gun,6,0,1,4,13,144,0,0,20,40,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,49,21,75,986,0,2,0,0,8,0,2,0,0,0,103,54,0,0,0,1,0,0,0,0,986,0,0,0
73,47mm AT Gun,6,0,1,4,23,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,49,25,75,783,0,3,0,0,7,0,2,0,0,0,104,55,0,0,0,1,0,0,0,0,783,0,0,0
74,37mm Inf Gun,62,0,1,4,12,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,41,10,75,7504,0,2,0,0,6,0,1,0,0,0,104,651,0,0,0,1,0,0,0,0,7504,0,0,0
75,37mm Inf Gun,62,0,1,4,13,144,0,0,40,20,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,49,27,75,986,0,2,0,0,8,0,1,0,0,0,103,54,0,0,0,1,0,0,0,0,986,0,0,0
76,70mm Inf Gun,62,0,1,4,31,0,0,0,30,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,45,19,75,784,0,2,0,0,6,0,1,0,0,0,104,651,0,0,0,1,0,0,0,0,784,0,0,0
77,75mm Inf Gun,62,0,1,6,32,0,0,0,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,43,23,75,756,0,2,0,0,6,0,1,0,0,0,106,57,0,0,0,1,0,0,0,0,756,0,0,0
78,75mm Inf Gun,62,0,1,6,32,0,0,0,30,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,49,25,75,756,0,2,0,5,6,0,1,0,0,0,106,57,0,0,0,1,0,0,0,0,756,0,0,0
79,75mm Inf Gun,9,0,1,6,32,0,0,0,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,45,30,75,756,0,2,0,0,6,0,1,0,0,0,106,57,0,0,0,1,0,0,0,0,756,0,0,0
80,75mm Mtn FH,9,0,1,6,32,0,0,0,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,34,30,75,756,0,2,0,0,6,0,1,0,0,0,106,57,0,0,0,1,0,0,0,0,756,0,0,0
81,75mm Mtn FH,9,0,1,6,34,0,0,0,40,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,35,49,36,75,990,0,2,0,0,6,0,1,0,0,0,106,654,0,0,0,1,0,0,0,0,990,0,0,0
82,75mm Howitzer,9,0,1,6,33,0,0,0,40,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,34,31,75,208,0,2,0,0,6,0,1,0,0,0,106,656,0,0,0,1,0,0,0,0,208,0,0,0
