rid,name,wclass,B16,size,warhead,pen.HE,pen.AP,kill,B22,accuracy,rng_max,rng_APCR,pen_APCR,pen_HEAT,sound,B30,B31,B32,B33,B34,B35,B36
22,47mm L34 Gun,5,0,7,3,14,51,11,1,52,120,0,0,0,0,0,0,0,0,0,0,0
23,47mm SA35 Gun,5,0,7,3,18,58,0,0,48,148,0,0,0,0,0,0,0,0,0,0,0
24,45mm Brixia,3,0,1,3,6,0,4,0,0,44,0,0,0,819,0,0,0,0,0,0,0
25,7.62mm Mosin/38,1,0,1,1,0,0,0,0,16,40,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,65/17mm Gun,6,0,8,4,19,25,0,0,52,216,40,0,83,0,0,0,0,0,0,0,0
32,75/13mm Gun,6,0,8,4,18,45,4,15,48,120,0,0,0,0,0,0,0,0,0,0,0
33,75/27mm m906,6,0,9,4,27,72,0,0,48,216,40,0,0,0,0,0,0,0,0,0,0
34,75mm PaK97/38,6,0,8,4,25,96,11,1,48,120,40,131,85,0,0,0,0,0,0,0,0
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,76.2mm 02/30 FH,6,0,9,4,25,69,3,0,48,216,40,0,75,0,0,0,0,0,0,0,0
37,82mm BM obr. 37,3,0,5,5,18,0,0,0,16,208,20,0,0,0,0,0,0,0,0,0,0
38,7.92mm vz.37 MG,3,0,3,1,0,0,3,0,40,80,0,0,0,0,0,0,0,0,0,0,0
39,7.92mm MG,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,7.62mm Maxim MG,3,0,3,1,0,0,0,0,48,80,0,0,0,659,0,0,0,0,0,0,0
42,,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,3,13,0,0,0,0,70,0,0,0,0,0,0,0,0
45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,8,0,0,0,0,70,0,0,0,0,0,0,0,0
53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm Stokes Mrt,3,0,5,5,29,0,0,0,20,208,0,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,0,0,0,0,0,0,0,11,0,0,0,0,110,0,0,0,0,0,0,0,0
61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
68,,0,0,0,0,0,0,6,10,0,0,0,0,85,0,0,0,0,0,0,0,0
69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,100/17mm m14 FH,7,0,12,6,32,63,0,1,56,225,40,0,0,0,0,0,0,0,0,0,0
71,105/32mm m15 FG,7,0,12,6,34,74,0,0,48,224,40,0,100,0,0,0,0,0,0,0,0
72,107mm GVPM 38,3,0,6,6,22,0,6,0,16,208,20,0,0,0,0,0,0,0,0,0,0
73,120mm PM obr.38,3,0,10,7,36,0,0,0,16,216,20,0,0,0,0,0,0,0,0,0,0
74,122mm G obr.38,7,0,12,7,45,94,8,0,48,225,40,0,120,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,122mm M30 Gun,7,0,12,7,45,94,8,0,48,160,0,0,120,0,0,0,0,0,0,0,0
77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,0,0,9,0,0,0,0,0,175,0,0,0,0,0,0,0,0
79,150mm M36 FH,7,0,12,9,48,0,0,0,48,225,40,0,0,0,0,0,0,0,0,0,0
80,152mm ML-20 FH,7,0,12,9,49,165,0,0,44,225,40,0,0,0,0,0,0,0,0,0,0
81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,TNT,2,0,2,10,80,0,9,6,4,4,0,0,0,0,0,0,0,0,0,0,0
83,M-35 Flamegun,8,0,3,15,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,0,222,0,6,4,4,0,0,150,0,0,0,0,0,0,0,0
85,Molotov,8,0,1,3,55,222,0,0,4,4,0,0,55,603,0,0,0,0,0,0,0
86,Anti-Tank Mine,2,0,2,10,0,222,0,0,4,4,0,0,100,483,0,0,0,0,0,0,0
87,Mod.38 Grenade,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
88,StHGr 24,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
89,Granata M14/30,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
90,PIAT,2,0,3,4,0,222,0,0,4,8,0,0,130,633,0,0,0,0,0,0,0
91,No.36 Mills Grn,2,0,1,2,19,0,0,0,4,4,0,0,0,705,0,0,0,0,0,0,0
92,,0,0,0,0,0,0,0,9,0,0,0,0,185,0,0,0,0,0,0,0,0
93,,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
94,6.5mm Breda LMG,2,0,2,1,0,0,0,9,28,52,0,0,0,573,0,0,0,0,0,0,0
95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,.303 Bren LMG,2,0,2,1,0,0,0,10,32,80,0,0,0,588,0,0,0,0,0,0,0
97,.303 VckrsBerth,2,0,2,1,0,0,0,0,24,80,0,0,0,582,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7.92mm MG42 LMG,2,0,2,1,0,0,0,0,36,64,0,0,0,552,0,0,0,0,0,0,0
100,Camera,16,0,1,20,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,155mm M17 FH,7,0,12,9,58,0,0,9,48,228,40,0,0,0,0,0,0,0,0,0,0
105,75mm OQF MV,6,0,8,4,25,106,0,0,84,192,0,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Flame Projector,9,0,3,20,200,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,9mm FN M22,2,0,1,1,0,0,8,29,4,4,0,0,0,393,0,0,0,0,0,0,0
113,9mm Walther P38,1,0,1,1,0,0,0,0,4,4,0,0,0,393,0,0,0,0,0,0,0
114,9mm FN M22,1,0,1,1,0,0,0,41,4,4,0,0,0,393,0,0,0,0,0,0,0
115,Quad Maxim AAMG,4,0,3,1,0,0,0,0,40,120,0,0,0,647,0,0,0,0,0,0,0
116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,.303 Vickers MG,3,0,4,1,0,0,0,0,48,100,0,0,0,579,0,0,0,0,0,0,0
119,8mm Breda MG,3,0,4,1,0,0,0,0,44,100,0,0,0,420,0,0,0,0,0,0,0
120,.30cal M1919A4,3,0,4,1,0,0,0,7,48,80,0,0,0,522,0,0,0,0,0,0,0
121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7.62 Maxim HMG,3,0,4,1,0,0,0,8,40,120,0,0,0,644,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,12.7mm DShK HMG,3,0,4,1,20,20,0,0,44,160,0,0,0,333,0,0,0,0,0,0,0
125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,8mm Breda BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,420,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7.62mm DT BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,606,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,.30cal BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,525,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,14.5mm PTRD ATR,2,0,2,2,0,37,0,0,28,52,40,44,0,665,0,0,0,0,0,0,0
137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,.30cal M1917 AA,4,0,3,1,0,0,0,0,48,100,0,0,0,525,0,0,0,0,0,0,0
140,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,12.7 DShK AAMG,4,0,4,1,20,20,0,0,36,160,0,0,0,333,0,0,0,0,0,0,0
142,20mm Solothurn,2,0,2,2,0,32,10,0,32,60,0,0,0,665,0,0,0,0,0,0,0
143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,7.62 M1891/30 ,1,0,1,1,0,0,12,0,60,80,0,0,0,0,0,0,0,0,0,0,0
147,20mm CA Mle39,4,0,222,2,11,35,0,0,40,160,0,0,0,477,0,0,0,0,0,0,0
148,,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
151,7.92mm vz30 BMG,5,0,3,1,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0
152,,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,7.92mm MG34 CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,546,0,0,0,0,0,0,0
156,9mm MP38/40 SMG,2,0,1,1,0,0,0,1,8,12,0,0,0,558,0,0,0,0,0,0,0
157,7.92mm Kar 98k,1,0,1,1,0,0,0,0,16,48,0,0,0,567,0,0,0,0,0,0,0
158,9mm MP38/40 SMG,1,0,1,1,0,0,17,1,8,12,0,0,0,558,0,0,0,0,0,0,0
159,7.62mm ShKAS MG,11,0,0,1,10,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
160,7.92mm Kar 98k,2,0,1,1,0,0,16,5,16,48,0,0,0,567,0,0,0,0,0,0,0
161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,37mm NS-37 Gun,11,0,0,2,40,0,15,7,20,24,0,0,0,0,0,0,0,0,0,0,0
167,20mm Cannon,11,0,0,2,25,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0
168,,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,7.62mm DT CMG,5,0,2,1,0,0,0,0,40,100,0,0,0,606,0,0,0,0,0,0,0
172,7.62mm DT TMG,5,0,2,1,0,0,0,1,40,100,0,0,0,606,0,0,0,0,0,0,0
173,82mm RS-82 Rkt,11,0,0,6,32,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
174,,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,.30cal CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,525,0,0,0,0,0,0,0
178,7.92mm M24,1,0,1,1,0,0,10,1,12,40,0,0,0,0,0,0,0,0,0,0,0
179,7.9mm Besa CMG,5,0,2,1,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0
180,7.92mm M24,2,0,1,1,0,0,2,0,12,40,0,0,0,0,0,0,0,0,0,0,0
181,250 lb Bomb,11,0,0,20,75,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0
182,500 lb Bomb,11,0,0,21,100,0,10,0,12,4,0,0,0,0,0,0,0,0,0,0,0
183,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
185,85mm ZiS-S-53,6,0,9,5,34,144,0,0,104,209,142,175,0,731,0,0,0,0,0,0,0
186,Explosives,2,0,2,8,150,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Lt Naval Gun,10,0,99,8,54,0,0,0,28,227,0,0,0,0,0,0,0,0,0,0,0
190,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0
195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,7.92mm Kar 98k,2,0,1,1,0,0,0,0,16,24,0,0,0,567,0,0,0,0,0,0,0
200,Bayonet,1,0,1,1,0,0,0,9,4,4,0,0,0,725,0,0,0,0,0,0,0
201,7.62mm Mosin/30,1,0,1,1,0,0,0,0,16,24,0,0,0,597,0,0,0,0,0,0,0
202,7.92mm Kar 98k,1,0,1,1,0,0,0,0,16,24,0,0,0,567,0,0,0,0,0,0,0
203,7.62mm Mosin/38,1,0,1,1,0,0,0,0,16,40,0,0,0,597,0,0,0,0,0,0,0
204,7.92mm M24,1,0,1,1,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0
205,75mm StuK40L/43,6,0,8,4,26,135,0,0,60,206,128,173,0,0,0,0,0,0,0,0,0
206,76mm M33 AA,4,0,8,4,52,105,0,2,68,209,0,0,0,0,0,0,0,0,0,0,0
207,76.2mm ZiS-3Sh,6,0,8,4,26,85,0,0,64,160,80,130,75,0,0,0,0,0,0,0,0
208,85mm D-5S Gun,6,0,9,5,35,142,17,2,104,208,142,175,0,0,0,0,0,0,0,0,0
209,20mm KwK38 Hglf,4,0,222,2,12,38,0,0,48,96,64,63,0,477,0,0,0,0,0,0,0
210,7.92mm M24,2,0,1,1,0,0,5,6,12,24,0,0,0,0,0,0,0,0,0,0,0
211,7.62mm Mosin/30,2,0,1,1,0,0,0,0,16,24,0,0,0,597,0,0,0,0,0,0,0
212,7.5mm FM31 CMG,5,0,2,1,0,0,0,7,28,100,0,0,0,0,0,0,0,0,0,0,0
213,7.62mm Mosin/38,2,0,1,1,0,0,0,0,16,40,0,0,0,597,0,0,0,0,0,0,0
214,7.62mm Mosin/38,2,0,1,1,0,0,0,14,16,24,0,0,0,597,0,0,0,0,0,0,0
215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,,0,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0
217,37mm SA18 Gun,5,0,6,2,10,32,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0
218,,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
219,37mm vz.34 A3,5,0,6,2,10,39,0,0,40,160,40,57,0,0,0,0,0,0,0,0,0
220,76.2mm PP obr27,6,0,8,4,22,45,0,3,36,100,0,0,0,0,0,0,0,0,0,0,0
221,75mm PaK40/1,6,0,8,4,27,140,0,0,84,207,144,178,0,0,0,0,0,0,0,0,0
222,8mm Twin Mt BMG,5,0,3,1,0,0,0,3,40,40,0,0,0,420,0,0,0,0,0,0,0
223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
225,8mm Breda CMG,5,0,3,1,0,0,0,0,44,120,0,0,0,420,0,0,0,0,0,0,0
226,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,20/65mm m35,5,0,222,2,12,38,0,0,56,80,48,63,0,477,0,0,0,0,0,0,0
228,37/45mm Gun,5,0,6,2,12,40,1,0,44,160,72,58,0,0,0,0,0,0,0,0,0
229,Misc Small Arms,1,0,1,1,0,0,0,0,8,12,0,0,0,662,0,0,0,0,0,0,0
230,76.2mm Model 36,6,0,8,4,26,90,28,0,48,207,0,0,0,0,0,0,0,0,0,0,0
231,7.92mm ZBR30LMG,2,0,3,1,0,0,0,0,36,64,0,0,0,0,0,0,0,0,0,0,0
232,7.92mm ZBR30x2,2,0,3,1,0,0,0,9,36,64,0,0,0,0,0,0,0,0,0,0,0
233,13.2mm BMG,5,0,3,1,21,21,0,0,20,40,0,0,0,513,0,0,0,0,0,0,0
234,8mm M14 Schwz,3,0,4,1,0,0,0,1,44,80,0,0,0,453,0,0,0,0,0,0,0
235,.45 M3 SMG,1,0,1,1,0,0,0,0,4,8,0,0,0,408,0,0,0,0,0,0,0
236,.45 M3 SMG,2,0,1,1,0,0,14,1,4,8,0,0,0,408,0,0,0,0,0,0,0
237,100mm D-10T Gun,7,0,12,6,39,194,0,0,96,209,207,235,95,0,0,0,0,0,0,0,0
238,,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0
241,8mm FM14 TMG,5,0,2,1,0,0,0,0,40,120,0,0,0,0,0,0,0,0,0,0,0
242,.303 SMLE No.4,1,0,1,1,0,0,0,4,20,48,0,0,0,0,0,0,0,0,0,0,0
243,7.92mm ZB M1914,1,0,1,1,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
244,7.92mm ZB M1914,1,0,1,1,0,0,13,8,16,40,0,0,0,0,0,0,0,0,0,0,0
245,120mm M.11 FH,7,0,12,7,34,48,0,0,36,224,0,0,0,0,0,0,0,0,0,0,0
246,Bojni Knife,1,0,1,1,0,0,0,1,4,4,0,0,0,725,0,0,0,0,0,0,0
247,84mm M.22/24 AA,4,0,12,5,31,102,0,0,84,210,0,0,0,0,0,0,0,0,0,0,0
248,7.92mm ZB M1914,2,0,1,1,0,0,16,0,16,24,0,0,0,0,0,0,0,0,0,0,0
249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
