rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,3,0,0,0
36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,239,0,0,0
37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,38,97,51,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118,0,0,0
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,38,95,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,239,0,0,0
41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,1,0,0,0,128,118,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,32,0,0,0
44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,1,0,0,0,22,118,0,0,0
45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,0,0,0
46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,1,0,0,0,128,120,0,0,0
47,M4 105mm,15,70,4,5,68,140,177,131,60,0,60,0,60,0,60,0,22,64,38,38,97,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,10,28,12,8,93,45,49,88,83,395,0,4,0,6,4,0,2,0,6,3,230,1,0,0,0,1,9,0,0,0,1,32,0,0,0
48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,1,0,0,0,128,117,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,32,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,1,0,0,0,51,120,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,32,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,132,117,0,0,0
53,Jeep 60mm,38,0,2,3,30,0,0,0,50,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,49,49,27,83,442,0,2,0,0,9,0,0,0,0,1,114,2,0,0,0,0,1,0,0,0,1,32,0,0,0
54,Jeep w/Trailer,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,64,38,38,97,51,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,91,41,49,7,83,11074,0,0,0,0,9,0,0,0,8,1,120,173,0,0,0,0,1,0,0,0,17,0,0,0,0
55,Jeep,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,41,49,9,83,442,0,0,0,0,9,0,0,0,105,1,104,3,0,0,0,0,1,0,0,0,32,0,0,0,0
56,Seep,33,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,42,49,9,83,8321,0,0,0,0,9,0,0,0,105,1,104,0,0,2,0,0,8,0,0,0,0,33,0,0,0
57,Jeep .30cal,32,0,2,2,139,0,0,0,60,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,41,49,12,83,8231,0,1,0,0,9,0,1,0,104,1,105,0,0,0,0,0,1,0,0,0,0,32,0,0,0
58,Jeep .50cal,32,0,2,2,140,0,0,0,60,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,41,49,16,83,8231,0,1,0,0,9,0,1,0,104,1,105,223,0,0,0,0,12,0,0,0,24,33,0,0,0
59,Jeep FO,57,0,2,2,114,0,0,0,50,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,41,49,21,83,442,0,0,0,0,9,0,0,0,0,2,104,1,0,0,0,0,1,0,0,0,32,32,0,0,0
60,Dodge 3/4ton WC,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,41,42,10,83,8261,0,0,0,0,9,0,0,0,106,3,224,223,0,0,0,0,6,0,0,0,127,33,0,0,0
61,Dodge 3/4ton,26,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,46,13,83,310,0,0,0,0,9,0,0,0,108,3,224,1,0,0,0,0,1,0,0,0,32,32,0,0,0
62,Dodge Command ,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,42,49,7,83,311,0,0,0,0,9,0,0,0,6,3,224,31,0,0,0,0,7,0,0,0,138,33,0,0,0
63,Ford 1-1/2ton,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,42,13,83,406,0,0,0,0,9,0,0,0,112,4,228,2,0,0,0,0,1,0,0,0,1,32,0,0,0
64,Chevy 1-1/2ton,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,49,15,83,405,0,0,0,0,9,0,0,0,112,4,226,0,0,0,0,0,6,0,0,0,0,0,0,0,0
65,Chevy 6ton,28,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,41,26,83,312,0,0,0,0,9,0,0,0,224,5,228,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,Fargo 2-1/2ton,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,49,19,83,404,0,0,0,0,9,0,0,0,118,5,228,30,0,0,0,0,5,0,0,0,181,0,0,0,0
67,Fargo 2-1/2ton+,27,0,4,2,140,0,0,0,60,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,45,49,25,83,404,0,1,0,0,9,0,1,0,118,5,228,2,0,0,0,0,8,0,0,0,1,0,0,0,0
68,Mack 7-1/2ton,28,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,49,31,83,667,0,0,0,0,9,0,0,0,230,5,228,0,0,0,0,0,12,0,0,0,0,115,0,0,0
69,USN SeaBee CPOs,7,0,1,7,236,87,114,0,40,0,4,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,42,42,12,83,8308,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,32,0,0,0
70,USN SeaBees,102,0,1,10,236,87,228,186,50,0,8,0,40,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,42,25,83,8303,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,137,0,0,0
71,USN SeaBees,102,0,1,10,236,87,0,0,50,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,42,15,83,8303,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,32,0,0,0
72,USN SeaBees,102,0,1,10,112,87,145,186,50,0,8,0,40,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,49,30,83,8303,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,238,0,0,0
73,USN SeaBees,102,0,1,10,112,87,0,0,50,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,49,19,83,8303,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
74,USN SeaBee CPOs,7,0,1,7,144,87,114,0,40,0,4,0,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,43,49,14,83,8308,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,238,0,0,0
75,PBY-5 Catalina,44,0,5,9,162,164,182,182,20,1,20,2,4,0,4,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,43,22,83,8357,0,4,0,0,9,0,1,0,0,0,255,0,0,0,0,0,9,0,0,0,0,3,0,0,0
76,PBY-5 Catalina,44,0,5,9,162,164,183,183,20,1,20,2,2,0,2,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,43,25,83,8357,0,4,0,0,9,0,1,0,0,0,255,0,0,0,0,0,9,0,0,0,0,238,0,0,0
77,PBY-5A Catalina,44,0,5,9,162,164,80,0,20,2,20,2,1,1,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,41,44,23,83,8358,0,4,0,0,9,0,1,0,0,0,255,0,0,0,0,0,10,0,0,0,0,3,0,0,0
78,PBY-5 Scout,44,0,5,3,100,0,0,0,2,0,0,0,0,0,0,0,2,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,49,80,83,8357,0,3,0,0,9,0,1,0,0,0,255,0,0,0,0,0,9,0,0,0,0,238,0,0,0
79,<<OS US ARTY>>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
80,OS US 75mm Bty,10,0,1,24,34,34,34,34,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,30,49,188,83,8338,0,2,0,0,8,0,0,0,0,0,255,0,0,0,0,0,1,0,0,0,0,112,0,0,0
81,OS US 105mm Bty,10,0,2,32,71,71,71,71,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,30,49,209,83,8204,0,2,0,0,6,0,0,0,0,0,255,0,0,0,0,0,1,0,0,0,0,32,0,0,0
82,OS US 155mm Bty,10,0,2,30,110,110,110,110,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,30,49,219,83,8207,0,2,0,0,5,0,0,0,0,0,255,0,0,0,0,0,1,0,0,0,0,112,0,0,0
