rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.FH,arm.SH,arm.RH,arm.FT,arm.ST,arm.RT,arm.TP,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,slp.FH,slp.SH,slp.RH,slp.FT,slp.ST,slp.RT,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,movcl,swim,end_mo,smkdev,start_mo,sound,wpn1_snd,wpn2_snd,wpn3_snd,wpn4_snd,X1,X2,msound
11,OT-133E,17,60,3,3,108,171,0,129,40,0,60,0,0,0,60,0,18,25,18,18,25,18,18,10,13,13,13,13,13,13,6,0,0,0,0,0,0,0,15,23,9,30,0,0,11,41,43,53,71,524,0,4,0,0,5,0,2,0,0,1,226,4,0,0,0,0,8,0,0,0,27,27,0,0,0
12,Nordland Plt.HQ,7,0,1,6,116,90,223,114,40,0,10,5,40,0,40,0,9,0,0,0,0,0,0,0,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,93,41,43,13,71,7124,0,0,0,0,9,0,0,0,0,0,0,42,0,0,0,0,5,0,0,0,215,221,0,0,0
13,BT-5,64,60,3,3,18,171,0,0,22,50,60,0,0,0,0,0,34,13,13,10,13,13,13,10,25,25,25,25,25,25,10,0,0,0,0,0,0,0,60,0,0,30,0,0,10,41,42,42,71,7115,0,4,0,0,4,0,2,0,8,3,226,4,0,0,0,0,1,0,0,0,27,27,0,0,0
14,BT-7,64,0,3,3,18,171,0,0,32,50,60,0,0,0,0,0,38,22,13,13,15,15,13,10,15,15,15,15,15,15,10,0,0,0,0,0,0,0,60,0,55,30,0,0,21,41,42,46,71,71,0,4,0,0,4,0,2,0,8,3,226,107,0,0,0,0,1,0,0,0,215,221,0,0,0
15,T-37A,35,60,2,2,172,0,0,0,60,0,0,0,0,0,0,0,22,9,9,6,4,4,4,4,25,25,25,25,25,25,10,0,0,0,0,0,0,0,27,0,27,0,0,0,10,40,41,20,71,150,0,4,0,0,9,0,2,0,4,2,224,2,0,2,0,0,3,0,0,0,27,27,0,0,0
16,T-50,65,50,2,4,18,171,0,0,35,35,60,0,0,0,0,0,34,37,37,25,37,15,15,12,17,13,13,17,15,15,6,0,0,0,0,0,0,0,35,40,63,30,20,15,92,42,49,64,71,7107,0,4,0,0,5,0,2,0,6,2,226,107,0,0,0,0,4,0,0,0,215,221,0,0,0
17,BT-42,15,60,3,3,102,0,0,0,35,0,0,0,0,0,0,0,28,22,15,10,15,15,13,8,15,15,15,15,15,15,10,0,0,0,0,0,0,0,60,0,55,0,0,0,83,42,49,41,71,7117,0,4,0,12,4,0,1,0,6,3,228,2,0,0,0,0,2,0,0,0,27,27,0,0,0
18,T-38 M-2,35,60,2,2,172,0,0,0,90,0,0,0,0,0,0,0,24,9,9,9,9,9,9,6,25,18,18,25,18,18,10,0,0,0,0,0,0,0,27,0,27,0,0,0,10,40,41,22,71,160,0,4,0,0,9,0,2,0,4,2,224,45,0,2,0,0,3,0,0,0,208,194,0,0,0
19,T-28,14,52,4,6,49,171,172,172,36,16,60,0,60,0,60,0,20,30,20,20,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,15,0,0,90,40,42,55,71,7114,0,4,0,0,6,0,2,0,10,3,230,4,0,0,0,0,4,0,0,0,27,27,0,0,0
20,T-28e,14,52,4,6,49,171,172,172,36,16,60,0,60,0,60,0,18,72,34,34,52,34,34,8,13,13,10,13,13,13,10,0,0,0,0,0,0,0,20,0,0,18,18,18,90,41,45,70,71,7114,0,4,0,0,6,0,2,0,10,3,230,48,0,0,0,0,8,0,0,0,12,239,0,0,0
21,Stu-40G (E),18,40,3,4,208,0,0,129,18,36,0,0,0,0,60,0,24,85,33,50,95,30,30,18,22,13,13,15,15,13,10,0,0,0,0,0,0,0,21,0,9,10,10,30,91,43,49,101,71,354,0,4,0,0,4,0,3,0,8,3,226,4,0,0,0,1,7,0,0,0,2,3,0,0,0
22,KV-1E,92,70,4,5,63,171,0,129,42,38,60,0,0,0,60,0,16,110,120,75,132,120,120,40,9,9,6,4,4,4,4,0,0,0,0,0,0,0,32,0,50,30,15,15,52,42,49,133,71,525,0,4,0,0,5,0,3,0,10,5,230,48,0,0,0,0,1,0,0,0,12,239,0,0,0
23,KV-1B,92,0,4,5,62,171,0,129,37,77,60,0,0,0,60,0,18,105,95,60,120,105,75,40,37,37,25,37,15,15,12,0,0,0,0,0,0,0,32,0,50,36,15,15,52,42,49,134,71,79,0,4,0,0,5,0,3,0,10,5,230,4,0,0,0,0,4,0,0,0,2,3,0,0,0
24,T-34 M41,93,50,3,4,51,171,0,129,44,33,60,0,0,0,60,0,36,47,40,45,52,52,52,20,22,15,10,15,15,13,8,0,0,0,0,0,0,0,60,40,47,30,30,30,51,41,49,99,71,7112,0,4,0,0,4,0,3,0,8,4,228,0,0,0,0,0,10,0,0,0,236,239,0,0,0
25,T-34 M43,93,50,3,4,67,171,0,129,33,38,60,0,0,0,60,0,36,47,60,45,72,52,52,20,9,9,9,9,9,9,6,0,0,0,0,0,0,0,60,40,47,33,24,20,82,44,49,112,71,748,0,4,0,0,6,0,3,0,8,4,228,0,0,0,0,0,7,0,0,0,3,3,0,0,0
26,T-34/85,93,50,4,5,58,171,0,129,20,16,60,0,0,0,60,0,33,47,60,45,90,75,60,20,30,20,20,20,20,20,10,0,0,0,0,0,0,0,60,40,47,30,20,10,92,44,49,153,71,7116,0,4,0,0,5,0,5,0,8,4,230,243,0,0,0,1,6,0,0,0,203,239,0,0,0
27,Stu-40G (mod),18,41,3,4,208,0,0,129,17,22,0,0,0,0,60,0,26,113,40,50,110,36,30,18,72,34,34,52,34,34,8,0,0,0,0,0,0,0,21,0,9,10,11,30,90,44,49,106,71,7125,0,4,0,0,5,0,3,0,8,3,224,0,0,0,0,0,7,0,0,0,27,3,0,0,0
28,PzKpfw-IV J,91,41,3,5,47,155,0,6,32,55,90,0,0,0,90,0,24,85,33,20,66,30,30,16,85,33,50,95,30,30,18,0,0,0,0,0,0,0,12,0,10,23,25,15,90,44,49,118,71,716,0,4,0,0,6,0,4,0,8,4,228,106,0,0,0,1,9,0,0,0,31,239,0,0,0
29,Landsverk 182,11,0,3,5,233,225,0,127,50,0,60,0,0,0,60,0,38,18,10,10,18,10,10,10,110,120,75,132,120,120,40,0,0,0,0,0,0,0,0,0,0,0,0,0,72,36,40,40,71,712,0,4,0,0,9,0,2,0,4,2,226,2,0,0,0,0,6,0,0,0,28,3,0,0,0
30,FAI,88,0,2,2,172,0,0,0,60,0,0,0,0,0,0,0,36,15,10,15,20,15,15,10,105,95,60,120,105,75,40,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40,44,21,71,19704,0,4,0,0,9,0,2,0,0,2,226,58,0,0,0,0,4,0,0,0,150,239,0,0,0
31,BA-6,11,60,2,4,18,172,0,129,20,25,60,0,0,0,60,0,26,9,9,9,9,9,9,4,47,40,45,52,52,52,20,0,0,0,0,0,0,0,25,8,20,30,0,0,10,40,49,42,71,8102,0,4,0,0,6,0,2,0,0,2,228,4,0,0,0,0,4,0,0,0,0,3,0,0,0
32,BA-10,11,60,2,4,18,171,0,129,20,25,60,0,0,0,60,0,34,10,10,10,10,10,10,6,47,60,45,72,52,52,20,0,0,0,0,0,0,0,20,10,10,30,10,10,10,40,49,44,71,93,0,4,0,0,6,0,2,0,0,2,228,53,0,0,0,0,5,0,0,0,195,201,0,0,0
33,BA-3,11,60,2,4,18,171,0,129,20,25,60,0,0,0,60,0,20,9,9,9,9,8,8,10,47,60,45,90,75,60,20,0,0,0,0,0,0,0,25,8,20,30,18,18,10,40,49,42,71,8102,0,4,0,0,6,0,2,0,0,2,224,4,0,0,0,0,5,0,0,0,27,27,0,0,0
34,BA-20M,88,60,2,2,172,0,0,0,60,0,0,0,0,0,0,0,32,9,6,6,9,9,9,4,113,40,50,110,36,30,18,0,0,0,0,0,0,0,13,8,10,12,17,17,81,40,44,19,71,739,0,4,0,0,9,0,2,0,0,2,226,46,0,0,0,0,4,0,0,0,205,239,0,0,0
35,T-34 M42,93,70,3,4,67,171,0,129,75,25,60,0,0,0,60,0,36,47,45,45,69,52,52,20,85,33,20,66,30,30,16,0,0,0,0,0,0,0,60,40,47,38,24,20,52,42,49,107,71,748,0,4,0,0,5,0,3,0,8,3,228,4,0,0,0,0,4,0,0,0,27,27,0,0,0
36,SVE 20mm ATG,6,0,1,4,27,0,0,0,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,10,10,18,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,41,10,71,526,0,3,0,0,8,0,2,0,0,0,104,170,0,0,0,0,1,0,0,0,160,19,0,0,0
37,20mm AT Gun,6,0,1,4,27,0,0,0,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,10,15,20,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,42,10,71,526,0,3,0,0,8,0,2,0,0,0,104,0,0,0,0,0,1,0,0,0,0,2,0,0,0
38,25mm AT Gun,6,0,1,4,9,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,9,9,9,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,42,10,71,754,0,2,0,0,8,0,1,0,0,0,104,105,0,0,0,0,1,0,0,0,202,228,0,0,0
39,37mm AT Gun,6,0,1,4,15,216,0,0,20,40,40,0,0,0,0,0,4,0,0,0,0,0,0,0,10,10,10,10,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,43,22,71,714,0,2,0,0,8,0,2,0,0,0,104,2,0,0,0,0,10,0,0,0,27,2,0,0,0
40,37mm AT Gun,6,0,1,4,29,216,0,0,20,40,40,0,0,0,0,0,4,0,0,0,0,0,0,0,9,9,9,9,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,43,22,71,48,0,2,0,0,8,0,2,0,0,0,104,105,0,0,0,0,4,0,0,0,202,240,0,0,0
41,Coastal Inf Sqd,106,0,1,8,2,90,234,195,50,0,8,0,50,0,40,0,9,0,0,0,0,0,0,0,9,6,6,9,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,45,17,71,7104,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,27,2,0,0,0
42,45mm AT Gun,6,0,1,5,18,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,45,45,69,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,49,23,71,7326,0,3,0,0,7,0,2,0,0,0,105,47,0,0,0,0,1,0,0,0,20,243,0,0,0
43,47mm AT Gun,6,0,1,6,21,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,41,26,71,7227,0,3,0,6,7,0,2,0,0,0,106,4,0,0,0,0,5,0,0,0,0,27,0,0,0
44,50mm AT Gun,6,0,1,6,30,0,0,0,20,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,49,49,71,49,0,3,10,0,7,0,3,0,0,0,106,129,0,0,0,0,7,0,0,0,13,243,0,0,0
45,75mm AT Gun,6,0,1,4,55,0,0,0,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,49,33,71,9144,0,3,0,0,6,0,2,0,0,0,104,0,0,0,0,0,3,0,0,0,2,27,0,0,0
46,75mm AT Gun,6,0,1,6,35,0,0,0,20,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,49,65,71,50,0,3,2,0,6,0,4,0,0,0,106,56,0,0,0,0,5,0,0,0,79,228,0,0,0
47,VMV Patrol Boat,46,0,4,7,147,17,246,0,60,0,40,20,90,0,0,0,0,15,8,8,10,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,42,49,94,71,7141,0,4,0,0,7,0,2,0,12,8,255,4,0,22,0,0,3,0,0,0,0,2,0,0,0
48,Lt Mortar Team,80,0,0,2,37,244,0,0,50,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,49,18,71,56,0,2,0,0,9,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,200,228,0,0,0
49,Gun Boat,46,0,6,73,100,100,232,147,60,30,60,0,60,30,60,0,0,40,30,30,30,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,31,46,178,71,928,0,4,0,0,9,0,3,0,0,9,255,4,0,10,0,0,1,0,0,0,27,2,0,0,0
50,Nordland Gruppe,99,0,1,13,116,90,99,223,50,0,10,0,50,0,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,42,25,71,7119,0,0,0,0,9,0,0,0,0,0,0,128,0,0,0,0,5,0,0,0,236,228,0,0,0
51,Nordland Gruppe,99,0,1,13,116,86,99,90,50,0,0,5,50,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,42,29,71,7119,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0
52,Mortar Squad,5,0,1,5,54,216,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,49,28,71,320,0,2,0,0,8,0,0,0,0,0,0,55,0,0,0,0,2,0,0,0,204,160,0,0,0
53,Mortar Squad,5,0,1,5,57,216,0,0,50,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,40,49,28,71,8177,0,2,0,0,8,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,27,3,0,0,0
54,Gun Boat,46,0,6,73,101,101,232,147,60,30,60,0,60,30,100,0,0,40,30,30,30,30,30,20,15,8,8,10,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,92,36,46,184,71,929,0,4,0,0,9,0,3,0,0,9,255,47,0,10,0,0,1,0,0,0,213,233,0,0,0
55,Hvy Mortar Sqd,82,0,1,6,73,244,0,0,50,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,40,49,31,71,103,0,2,0,0,6,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,27,27,0,0,0
56,Hvy Mortar Sqd,82,0,1,6,72,244,0,0,50,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,40,30,30,30,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,81,41,49,32,71,103,0,2,0,0,6,0,0,0,0,0,0,52,0,0,0,0,8,0,0,0,204,190,0,0,0
57,Fokker C.X,44,0,4,2,161,240,240,0,30,2,2,0,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,38,44,48,71,528,0,4,0,0,9,0,1,0,0,0,255,4,0,0,0,0,6,0,0,0,2,27,0,0,0
58,M.S. 406/410,44,0,2,1,163,175,0,0,20,1,30,2,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,45,50,71,7139,0,4,0,0,9,0,1,0,0,0,255,5,0,0,0,0,1,0,0,0,200,244,0,0,0
59,Blenheim mk I,44,0,4,4,161,239,240,0,30,2,2,0,2,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,37,45,52,71,861,0,4,0,0,9,0,1,0,0,0,255,0,0,0,0,0,1,0,0,0,2,27,0,0,0
60,Ju 88 A-4,44,0,4,4,160,241,241,241,30,3,2,0,2,0,2,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,43,45,68,71,7160,0,4,0,0,9,0,1,0,0,0,255,93,0,0,0,0,1,0,0,0,232,217,0,0,0
61,Fokker D.XXI,44,0,4,1,161,0,0,0,30,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,40,30,30,30,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,90,37,48,30,71,7105,0,4,0,0,9,0,1,0,0,0,255,0,0,0,0,0,1,0,0,0,37,27,0,0,0
62,Gladiator Mk II,44,0,2,1,162,0,0,0,20,4,0,0,0,0,0,0,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,40,34,71,7703,0,4,0,0,9,0,1,0,0,0,255,80,0,0,0,0,1,0,0,0,166,228,0,0,0
63,Bf 109G-2,44,0,3,1,238,165,0,0,10,1,15,2,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,43,49,53,71,7108,0,4,0,0,9,0,1,0,0,0,255,0,0,0,0,0,1,0,0,0,31,2,0,0,0
64,ATR Squad,108,0,1,10,1,134,245,87,50,0,0,40,50,0,6,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,44,27,71,7104,0,0,0,0,9,0,0,0,0,0,0,111,0,0,0,0,1,0,0,0,93,209,0,0,0
65,Brewster B-239,44,0,2,1,164,164,0,0,20,2,40,2,0,0,0,0,3,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,45,43,71,7110,0,4,0,0,9,0,1,0,0,0,255,2,0,0,0,0,6,0,0,0,0,27,0,0,0
66,Nordl.Komp.HQ,101,0,1,13,116,90,99,113,50,0,40,0,50,0,50,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,41,43,30,71,7128,0,0,0,0,9,0,0,0,0,0,0,80,0,0,0,0,5,0,0,0,166,230,0,0,0
67,Hvy Mheim MG/1,0,70,1,8,122,96,1,114,90,0,50,0,40,0,40,0,0,250,250,250,80,150,150,150,19,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,5,22,22,50,30,40,171,71,9904,0,3,0,0,7,0,5,0,0,0,255,0,0,0,0,0,1,0,0,0,31,27,0,0,0
68,Landsverk II AA,22,0,3,5,17,0,0,0,90,40,0,0,0,0,0,0,46,20,10,10,20,10,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,12,0,70,42,49,72,71,7109,0,4,0,0,9,0,3,0,0,3,226,94,0,0,0,0,1,0,0,0,227,229,0,0,0
69,GAZ-AAMG,30,0,2,4,115,0,0,0,90,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,43,21,71,186,0,4,0,0,9,0,2,0,0,1,226,0,0,0,0,0,2,0,0,0,2,2,0,0,0
70,ItKk AAMG,8,0,1,4,246,0,0,0,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,10,71,704,0,2,0,0,9,0,2,0,0,0,104,54,0,0,0,0,1,0,0,0,236,149,0,0,0
71,ItKk AAMGx2,8,0,1,4,246,246,0,0,90,0,90,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,49,14,71,705,0,2,0,0,9,0,2,0,0,0,104,4,0,0,0,0,1,0,0,0,2,0,0,0,0
72,Maxim Twin AAMG,8,0,1,4,247,0,0,0,80,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,16,71,707,0,2,0,0,9,0,2,0,0,0,104,54,0,0,0,0,1,0,0,0,14,149,0,0,0
73,Mannerheim MG/1,0,0,1,6,122,1,114,0,180,0,40,0,40,0,0,0,0,152,152,152,76,105,105,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,5,22,22,50,30,40,123,71,9904,0,3,0,0,7,0,5,0,0,6,255,0,0,0,0,0,1,0,0,0,2,0,0,0,0
74,20mm AA Gun,8,0,1,6,147,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250,250,250,80,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,51,39,49,16,71,736,0,3,0,0,9,0,2,0,0,0,106,54,0,0,0,0,10,0,0,0,246,179,0,0,0
75,20mm VKT AA Gun,8,0,1,6,148,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,10,10,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,49,21,71,708,0,3,0,0,9,0,3,0,0,0,106,0,0,0,0,0,7,0,0,0,27,0,0,0,0
76,40mm AA Gun,8,0,2,6,17,0,0,0,60,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,49,41,71,685,0,3,0,0,8,0,3,0,0,0,106,54,0,0,0,0,1,0,0,0,242,189,0,0,0
77,75mm AA Gun,8,0,3,8,185,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,49,49,64,71,7950,0,4,0,0,6,0,4,0,0,0,255,0,0,0,0,0,1,0,0,0,2,2,0,0,0
78,76mm AA Gun,8,0,2,8,217,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,49,41,71,737,0,4,0,0,6,0,2,0,0,0,255,54,0,0,0,0,8,0,0,0,118,229,0,0,0
79,37mm Inf Gun,62,0,1,4,12,0,0,0,60,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,39,17,71,779,0,2,0,0,8,0,1,0,0,0,104,0,0,0,0,0,1,0,0,0,1,2,0,0,0
80,76.2mm  Inf Gun,62,0,1,6,34,0,0,0,30,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,152,152,152,76,105,105,76,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,49,19,71,54,0,2,0,0,6,0,1,0,0,0,106,54,0,0,0,0,3,0,0,0,48,229,0,0,0
81,76mm LK Inf Gun,62,0,1,6,38,0,0,0,30,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,44,25,71,756,0,2,0,0,6,0,1,0,0,0,106,0,0,0,0,0,1,0,0,0,0,2,0,0,0
