id,name,nation,start_yr,end_yr,pscr,type,URID[1],URID[2],URID[3],URID[4],URID[5],URID[6],URID[7],URID[8],URID[9],URID[10],start_mo,end_mo,exp_mod,mor_mod,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16
14,Med Tank Sec/3,12,41,46,1,1,6,6,6,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,AT-Gun Section,12,30,46,2,0,39,39,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,AT-Gun Platoon,12,30,46,2,0,39,39,39,39,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,TD Platoon 41,12,41,43,1,1,100,100,100,100,133,133,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,AI Mech Inf Co,0,42,46,3,2,56,33,1020,1020,1020,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,AI Mech Platoon,0,42,46,3,1,56,56,56,56,56,33,32,32,32,33,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,AAA Section,12,35,46,2,0,68,68,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Armd Car Sec,12,42,46,1,0,28,28,28,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Halftrack Pl,12,31,46,4,0,382,382,382,382,382,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Halftrack Sec,12,31,46,4,0,382,382,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6 Trucks,12,30,46,4,0,38,38,38,38,38,38,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2 Util Vehicles,12,30,46,4,0,370,370,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2 M39,12,44,46,4,0,385,385,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Mortar Section,12,30,46,2,0,48,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Med Truck Pl,12,30,46,4,0,38,38,38,38,38,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,TD Platoon 44,12,44,46,1,1,20,20,20,20,27,27,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Sniper,12,30,46,3,0,63,0,0,0,0,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Cavalry Platoon,12,30,42,3,1,60,60,60,60,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,SPA Battery,12,42,46,2,1,21,21,21,21,21,21,0,0,0,0,4,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Patrol,12,30,46,3,0,231,231,0,0,0,0,0,0,0,0,1,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Air Strike,12,30,46,4,1,351,351,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Field Art Bty,12,40,46,2,1,411,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Medium Art Bty,12,30,46,2,1,413,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Heavy Art Bty,12,30,46,2,1,415,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Field Art Bn,12,40,46,2,1,411,411,411,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Medium Art Bn,12,30,46,2,1,413,413,413,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Heavy Art Bn,12,30,46,2,1,415,415,415,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Naval Suport/1,12,30,46,2,4,69,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Naval Suport/2,12,30,46,2,4,70,70,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Naval Suport/3,12,30,46,2,4,136,136,136,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Naval Suport/4,12,30,45,2,4,72,72,72,72,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Naval Suport/6,12,30,46,2,4,73,73,73,73,73,73,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Naval Suport/8,12,37,46,2,4,74,74,74,74,74,74,74,74,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Fortifications,12,30,46,4,1,76,76,75,330,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Bazooka Sec,12,43,46,3,0,62,62,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,TD Company 42,12,42,43,1,2,211,211,211,211,133,133,1018,1018,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,TD Company 44,12,44,46,1,2,20,20,20,20,27,27,1037,1037,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Landing Support,12,43,46,2,4,84,83,83,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Light Tank Co,12,30,46,1,2,3,3,1008,1008,1008,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,CS Tank Sec,12,43,46,1,0,188,188,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,TD Section,12,41,46,1,0,16,16,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,TD Platoon(-),12,41,46,1,1,16,16,16,16,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Hvy Truck Sec,12,30,46,4,0,221,221,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,SP Mortar Pl,12,42,46,2,1,102,102,102,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1 Hvy Amphibian,12,44,46,4,0,29,0,0,0,0,0,0,0,0,0,7,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4.2in Battery,12,43,46,2,1,49,49,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Flame Tank Det,12,44,46,1,1,11,11,11,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Eng Tank Sec,12,41,46,1,0,12,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Mine Tank Sec,12,44,46,1,0,14,14,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,DD Tank Platoon,12,44,45,1,1,13,13,13,13,13,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3 Hvy Amphibs,12,44,46,4,0,29,29,29,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,5 Hvy Amphibs,12,44,46,4,0,29,29,29,29,29,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Mech MG Platoon,12,42,46,3,1,111,111,111,33,33,32,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Mech Eng Pl,12,41,46,3,1,59,59,59,32,32,32,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5 Heavy Trucks,12,30,46,4,0,221,221,221,221,221,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3 Trucks,12,30,46,4,0,38,38,38,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1 Halftrack,12,31,46,4,0,382,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2 Med Trucks,12,30,46,4,0,38,38,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Engineer Pl,12,30,46,3,1,58,58,58,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Para Recon Sqd,12,42,46,3,0,160,160,0,0,0,0,0,0,0,0,11,12,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Para AT Section,12,42,46,3,0,157,157,157,0,0,0,0,0,0,0,11,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Inf Recon Pl,12,39,42,3,1,231,231,232,0,0,0,0,0,0,0,1,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Inf Recon Pl,12,42,46,3,1,231,231,232,171,0,0,0,0,0,0,11,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Rocket Battery,12,44,46,2,1,143,143,143,143,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,SP Rocket Sec,12,44,46,2,0,23,23,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Mortar Platoon,12,30,46,2,1,48,48,48,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Bazooka Pl,12,43,46,3,1,62,62,62,62,62,62,62,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,MG Support,12,30,46,3,1,224,224,167,167,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Inf Bn ATG Pl,12,43,46,2,1,40,40,40,37,37,37,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,TD Company 44+,12,44,46,1,2,20,20,20,20,27,27,102,1037,1037,1263,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,RR Section,12,45,46,2,0,402,402,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Heavy Tank Sec,12,45,45,1,0,15,15,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Rocket Bn,12,44,46,2,2,143,143,143,143,1101,1101,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,RR Section (T),12,45,46,2,0,402,402,367,367,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,AT-Gun Sec/T,12,30,46,2,0,40,40,38,38,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,90mm AT Sec,12,44,46,2,0,42,42,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Command Car,12,30,46,4,0,371,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Art OP Vehicle,12,30,46,2,1,374,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,90mm AT Sec/T,12,44,46,2,0,42,42,36,36,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Artillery OP,12,30,46,2,1,238,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Towed-AA Sec,12,35,46,2,0,68,68,38,38,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Rocket Platoon,12,45,46,2,0,143,143,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Artillery OP/M,12,30,46,2,1,238,370,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,TD Pl (T) 41,12,41,43,2,1,133,39,39,39,39,32,32,32,32,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,TD Pl (T) 44,12,44,46,2,1,27,41,41,41,41,32,32,32,32,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,TD Co (T) 41,12,41,43,2,2,133,1129,1129,1129,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,TD Co (T) 44,12,44,46,2,2,28,1130,1130,1130,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Lt Mortar Pl,12,40,46,2,1,197,197,197,197,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Para Mortar Pl,12,42,46,3,1,260,260,0,0,0,0,0,0,0,0,11,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Spotter Plane,12,30,46,4,1,121,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Air Transports,12,40,46,4,1,127,127,127,127,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Gliders,12,43,46,4,1,122,122,122,122,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Para Snipers,12,42,46,3,0,156,156,0,0,0,0,0,0,0,0,11,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Para Engineers,12,42,46,3,1,158,158,158,158,0,0,0,0,0,0,11,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Ranger Pioneers,12,42,46,3,1,161,161,161,161,0,0,0,0,0,0,11,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Inf Regt ATG Co,12,43,46,2,2,53,372,1108,1108,1108,1095,1092,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Inf Rg AT Co 30,12,30,43,2,2,210,38,1157,1157,1157,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,LMG Platoon,12,43,46,3,1,176,176,176,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Armd AT Pl 43,12,43,46,1,1,34,40,40,40,32,32,32,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,SP-Rocket Bty,12,44,46,2,1,23,23,23,23,23,23,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Barge Carriers,12,30,46,4,1,248,248,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Ordnance Sec,12,30,46,4,1,230,230,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2 Light Trucks,12,42,46,4,0,37,37,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,4 Light Trucks,12,42,46,4,0,37,37,37,37,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Truck Pl/AAMG,12,30,46,4,0,170,38,38,38,38,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,5 Scout Jeeps,12,41,46,4,0,34,34,34,34,34,0,0,0,0,0,7,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,5 Light Trucks,12,42,46,4,0,37,37,37,37,37,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Bn AT Pl 30,12,30,43,2,1,210,210,210,210,372,372,372,372,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2 Scout Jeeps,12,41,46,4,0,369,369,0,0,0,0,0,0,0,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,SPA Platoon,12,42,46,2,1,21,21,21,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Glid Bn Spt 43,12,43,44,3,1,55,48,48,48,174,174,0,0,0,0,7,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Gld Inf Co 45,12,45,46,3,2,55,176,47,1175,1175,1175,1175,0,0,0,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Para Bn Spt 45,12,45,46,3,1,179,226,226,226,226,157,157,157,48,48,1,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Para Bn Spt 42,12,42,44,3,1,180,226,226,226,226,48,48,0,0,0,11,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Para Platoon,12,42,46,3,1,179,180,169,163,156,157,160,0,0,0,11,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,First SSF Co,12,43,44,3,2,270,271,1171,1171,0,0,0,0,0,0,7,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,First SSF Pl,12,43,44,3,1,270,271,0,0,0,0,0,0,0,0,7,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Cbt Eng Platoon,12,30,46,3,1,59,59,59,170,38,38,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
