id,name,wclass,size,B02,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
15,37mm wz.37 L45,6,0,6,2,1,5,1,0,11,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M5 L53,6,0,6,2,1,6,1,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Vickers AA-Gun,4,0,6,3,1,2,14,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,37mm M6 L57,6,0,6,2,1,6,1,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2 Pounder Gun,6,0,7,3,1,7,1,0,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47mm SA35 L32,6,0,7,3,1,5,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
22,47mm Bohler L34,6,0,7,3,1,5,2,0,9,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,47mm Vickers,6,0,7,3,1,4,3,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,47mm L43 Gun,6,0,7,3,1,8,2,0,11,45,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
25,40mm Bofors AAG,4,0,6,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,7.5cm KwK42 L70,6,0,9,4,2,16,5,0,17,80,60,23,9,0,0,0,0,0,0,0,0,0,0,0,0
27,5cm KwK 38 L42,6,0,7,3,1,7,3,0,10,50,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6 Pounder Gun,6,0,0,3,2,11,3,0,13,50,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0
30,HB 60mm mle 35,3,0,4,4,1,0,7,0,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,7.92mm MG34 CMG,5,0,2,1,0,0,8,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,7.5cm leIG 18,6,0,0,4,2,0,5,0,6,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33,75mm vz.97 FG,6,0,0,4,2,0,5,0,6,203,20,7,9,0,0,0,0,0,0,0,0,0,0,0,0
34,65mm wz.06,6,0,0,4,2,2,4,0,6,142,60,3,4,0,0,0,0,0,0,0,0,0,0,0,0
35,3in CSH,6,0,9,4,2,5,5,0,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3in Mortar,3,0,0,4,1,0,11,0,3,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,17 Pounder Gun,6,0,9,4,2,16,5,0,15,70,70,24,0,0,0,0,0,0,0,0,0,0,0,0,0
39,75mm L17 Gun,6,0,8,4,2,5,5,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3in Mortar (LR),3,0,0,4,1,0,11,0,3,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,75mm M1897A Gun,6,0,0,4,2,7,5,0,6,60,20,7,9,0,0,0,0,0,0,0,0,0,0,0,0
42,75mm M2 L31,6,0,0,4,2,8,5,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,290mm Spigot,7,0,11,15,30,0,53,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,75mm M3 L40,6,0,8,4,2,10,5,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7.5cm KwK40 L48,6,0,8,4,2,13,5,0,12,70,50,17,9,0,0,0,0,0,0,0,0,0,0,0,0
48,13.2 FM30 TMG,5,0,2,1,1,0,9,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,76mm M1A1 L55,6,0,8,4,2,12,5,0,13,70,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0
54,77mm L49 Gun,6,0,9,4,2,13,5,0,12,70,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0
55,75mm vz.02 DFG,6,0,0,4,2,7,5,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,wz.31 81mm Mrtr,3,0,5,4,1,0,11,0,3,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,82mm BM obr. 37,3,0,5,4,1,0,11,0,3,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,wz.38M Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,9mm MORS SMG,1,0,1,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,25 Pounder GH,6,0,0,5,2,0,7,0,7,212,70,8,11,0,0,0,0,0,0,0,0,0,0,0,0
64,75mm vz.02 FG,6,0,0,4,2,0,5,0,6,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,105mm wz.13,7,0,0,5,3,0,11,0,6,202,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
68,105mm M4 L28,7,0,12,5,3,0,11,0,7,80,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
69,105mm wz.29,7,0,0,5,3,0,11,0,6,206,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
70,100mm Skoda FH,7,0,0,5,3,0,11,0,6,200,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
71,105mm M2 FH,7,0,0,5,3,0,11,0,6,207,60,7,12,0,0,0,0,0,0,0,0,0,0,0,0
72,4.2in Mortar,3,0,6,4,2,0,15,0,3,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,105mm Canet,7,0,12,5,2,0,11,0,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,152mm wz.30 FH,7,0,12,8,3,0,21,0,6,208,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,7.2in Howitzer,7,0,11,10,4,0,27,0,6,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Granaty,2,0,2,3,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,F-1 Grenade,2,0,2,3,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Grenade F1 M.15,2,0,2,3,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Flamethrower,8,0,3,45,0,0,25,0,30,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
84,Satchel Charge,2,0,2,10,18,0,20,0,15,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
85,Molotov,8,0,1,3,4,222,4,0,12,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
86,Granat wz.24 Ob,2,0,2,3,1,0,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Granat wz.24 Za,2,0,2,3,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Mills Bomb,2,0,0,3,1,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Panzerfaust,2,0,4,5,4,222,4,0,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
90,PIAT,2,0,4,5,2,222,2,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
91,VB Rifle Grnd,2,0,2,3,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Rifle Grenade,2,0,0,3,1,222,5,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
93,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,7.5mm FM29 LMG,2,0,1,1,0,0,5,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,7.92 wz.08 LMG,2,0,1,1,0,0,4,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,120mm wz.1878,7,0,0,7,3,0,15,0,6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,.303in Bren LMG,2,0,2,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7.62mm DP LMG,2,0,2,1,0,0,5,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7.92mm MG42 LMG,2,0,2,1,0,0,10,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,8mm FM14 HMG,3,0,3,1,0,0,5,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,15mm Besa TMG,5,0,0,1,1,2,10,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4.5in Field Gun,7,0,12,6,3,0,13,0,10,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8in Howitzer,7,0,12,11,5,0,31,0,6,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,155mm M2 FG,7,0,0,8,4,0,21,0,6,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,75mm Mk.V Gun,6,0,0,4,2,10,5,0,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,220 mm wz.32,7,0,0,12,5,0,35,0,6,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2in Mortar,3,0,2,3,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Flamethrower,9,0,1,45,0,0,40,0,20,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,155mm Schneider,7,0,0,8,4,0,21,0,6,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8mm Lebel Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,wz.16 Carabine,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Pistol,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,20mm Polsten,5,0,3,2,1,3,12,0,18,30,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Vickers HMG,3,0,2,1,0,0,5,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,47mm wz.25,6,0,7,3,0,5,2,0,8,46,20,8,4,0,0,0,0,0,0,0,0,0,0,0,0
120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,7.92 wz.25 HMG,3,0,4,1,0,0,7,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7.62 Maxim HMG,3,0,3,1,0,0,5,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,7.92 wz.08 MMG,3,0,3,1,0,0,8,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,7.92wz.10/28HMG,3,0,3,1,0,0,9,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Breda CM 20L65,5,0,6,2,1,3,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Breda M.38 CMG,5,0,2,1,0,0,5,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Breda M.38 BMG,5,0,2,1,0,0,5,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,7.5mm FM31 BMG,5,0,2,1,0,0,5,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,7.9mm Besa BMG,5,0,2,1,0,0,5,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,30 cal BMG,5,0,2,1,0,0,5,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,75mm L50 m.25,6,0,8,4,2,10,5,0,13,80,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Boys AT-Rifle,2,0,0,1,0,2,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7.92 kb.Ur.wz35,2,0,0,1,0,3,0,0,12,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
136,4.5in Howitzer,7,0,12,6,3,0,13,0,6,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Vickers CMG,5,0,2,1,0,0,5,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,30 cal AAMG,4,0,2,1,0,0,5,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,50 cal AAMG,4,0,2,1,1,0,10,0,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,37mm wz.18 SA18,5,0,6,2,1,0,1,0,6,30,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
143,37mm SA18 m.37,5,0,6,2,1,0,1,0,6,30,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
144,wz.29 Carbine,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Sniper Rifle,1,0,1,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,.303 Bren AAMG,4,0,2,1,0,0,5,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30 cal (2) BMG,5,0,2,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,.303 Carbine,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Kar 98k Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,MP38/40 SMG,1,0,1,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,7.62mm MG,11,0,3,1,0,0,5,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.7mm MG,11,0,2,1,0,0,5,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,50 cal MG,11,0,2,1,1,0,10,0,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,20mm HS-9,11,0,1,2,3,0,9,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,20mm Hispano,11,0,1,2,4,0,10,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,wz.98 Carabine,1,0,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,RP 60 Pounder,11,0,1,5,37,0,19,0,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,8mm Berthier,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,30 cal CMG,5,0,2,1,0,0,5,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,wz.98 Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,7.9mm Besa CMG,5,0,2,1,0,0,5,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,110 lb Bomb,11,0,1,5,2,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,250 lb Bomb,11,0,1,12,4,0,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,500 lb Bomb,11,0,1,24,6,0,48,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1000 lb Bomb,11,0,2,48,8,0,96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Hawkins Mine,2,0,0,4,3,222,3,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
185,wz.1928 LMG,2,0,0,1,0,0,5,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,4.7in Naval Gun,10,0,12,7,3,0,13,0,60,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,7.7mm Vickers,11,0,1,1,1,0,5,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,7.92mm wz.33,11,0,1,1,1,0,6,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,6in Naval Gun,10,0,99,9,4,0,21,0,60,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,10kg Bomb,11,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,12kg Bomb,11,0,0,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,100kg Bomb,11,0,0,10,4,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,300kg Bomb,11,0,0,30,7,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Myszka Bomb,14,0,4,5,1,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,7.92mm wz.33A,11,0,1,1,1,0,6,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,20mm Cannon,11,0,0,2,4,0,7,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,50 cal (2) AAMG,4,0,2,1,1,0,15,0,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,7.62 wz.05 TMG,5,0,3,1,0,0,9,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,7.62 wz.10 TMG,5,0,3,1,0,0,9,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Quad 13.2 AAMG,4,0,4,1,1,0,17,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,wz.30 (2) AAMG,4,0,3,1,0,0,9,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,7.92wz.08/15TMG,3,0,3,1,0,0,9,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,7.92wz.08/15BMG,5,0,0,1,0,0,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,.303 Bren MG,5,0,2,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,7.5mm FM31 TMG,5,0,2,1,0,0,5,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,7.5mm FM31 CMG,5,0,2,1,0,0,5,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Mannlicher Rfl,1,0,1,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,50cal Quad AAMG,4,0,4,1,1,0,19,0,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,46mm wz.30 Mrtr,2,0,1,3,0,0,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,3in Para Mortar,3,0,5,4,1,0,9,0,3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,46mm wz.16 Mrtr,2,0,1,3,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,7.92 wz.25 AAMG,4,0,2,1,0,0,5,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,46mm wz.36 Mrtr,2,0,1,3,0,0,4,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,wz.29 Rifle,1,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,7.92 wz.30 CMG,5,0,2,1,0,0,6,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,7.92 wz.30 TMG,5,0,2,1,0,0,6,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2x8mm wz.14 TMG,5,0,2,1,0,0,8,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,7.92 wz.25 CMG,5,0,2,1,0,0,5,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,13.2mm (2) AAMG,4,0,3,1,1,0,14,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,81mm mle 27/31,3,0,0,4,1,0,11,0,3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,7.92 wz.25 TMG,5,0,2,1,0,0,5,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,7.92 wz.25 BMG,5,0,0,1,0,0,5,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
